timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v2-7b4f9d8cb4-rgbs6_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v3-5fd56449d8-b6xjb_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v2-7b4f9d8cb4-rgbs6_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v3-5fd56449d8-b6xjb_memory,reviews-v3-5fd56449d8-b6xjb_network,reviews-v2-7b4f9d8cb4-rgbs6_network,details-v1-b788479c5-bbg6t_network,reviews-v1-7b76c4f45d-s5dnq_network,productpage-v1-7fb564989f-lvdk6_network,reviews-v3-5fd56449d8-tv4wp_network,ratings-v1-5b6b66f9b5-7bln6_network
2024-03-07 14:44:03,4.273889366671332,40.64078369998848,0.9813132000014472,1.9782261000007868,5.338014300000775,0.3609102999992804,-1.0,24.9856,56.516608,12.582912,91.385856,173.993984,641.490944,-1.0,-1.0,140.8177777777778,219.04000000000002,29.521111111111114,7315.951111111111,368.64,34.02777777777777
2024-03-07 14:44:08,4.90581833332726,40.3268949666805,1.073090066665827,1.9782261000007868,5.338014300000775,0.3609102999992804,-1.0,24.9856,56.60672,12.447744,91.385856,173.993984,641.490944,-1.0,-1.0,140.8177777777778,130.72111111111107,29.521111111111114,5995.92111111111,368.64,41.81777777777777
2024-03-07 14:44:13,4.905818333327261,40.326894966680506,1.0730900666658272,1.9782261000007868,5.338014300000775,0.3609102999992804,-1.0,24.9856,56.60672,12.447744,91.385856,173.993984,641.490944,-1.0,-1.0,140.8177777777778,130.72111111111113,29.521111111111114,5995.921111111112,368.64,41.81777777777778
2024-03-07 14:44:18,4.905818333327261,40.326894966680506,1.0730900666658272,1.9782261000007868,5.338014300000775,0.3609102999992804,-1.0,24.9856,56.60672,12.447744,91.385856,173.993984,641.490944,-1.0,-1.0,140.8177777777778,130.72111111111113,29.521111111111114,5995.921111111112,368.64,41.81777777777778
2024-03-07 14:44:23,4.905818333327261,40.326894966680506,1.0730900666658272,1.9782261000007868,5.338014300000775,0.3609102999992804,-1.0,24.9856,56.60672,12.447744,91.385856,173.993984,641.490944,-1.0,-1.0,140.8177777777778,130.72111111111113,29.521111111111114,5995.921111111112,368.64,41.81777777777778
2024-03-07 14:44:28,4.905818333327261,40.326894966680506,1.0730900666658272,1.9782261000007868,5.338014300000775,0.3609102999992804,-1.0,24.9856,56.60672,12.447744,91.385856,173.993984,641.490944,-1.0,-1.0,140.8177777777778,130.72111111111113,29.521111111111114,5995.921111111112,368.64,41.81777777777778
2024-03-07 14:44:33,4.905818333327261,40.326894966680506,1.0730900666658272,2.192068833332428,3.2121632666663418,0.3761027333590998,-1.0,24.9856,56.60672,12.447744,91.385856,174.01856,641.490944,-1.0,-1.0,50.41,130.72111111111113,36.0,5995.921111111112,380.25,41.81777777777778
2024-03-07 14:44:38,4.746607433329093,32.4071130666501,0.9851362666684811,2.192068833332428,3.2121632666663418,0.3761027333590998,-1.0,24.9856,56.393728,12.468224,91.385856,174.01856,641.490944,-1.0,-1.0,50.41,28.444444444444432,36.0,8274.934444444441,380.25,48.53444444444443
2024-03-07 14:44:43,4.7466074333290935,32.407113066650105,0.9851362666684811,2.192068833332428,3.2121632666663418,0.3761027333590998,-1.0,24.9856,56.393728,12.468224,91.385856,174.01856,641.490944,-1.0,-1.0,50.41,28.444444444444443,36.0,8274.934444444445,380.25,48.534444444444446
2024-03-07 14:44:48,4.7466074333290935,32.407113066650105,0.9851362666684811,2.192068833332428,3.2121632666663418,0.3761027333590998,-1.0,24.9856,56.393728,12.468224,91.385856,174.01856,641.490944,-1.0,-1.0,50.41,28.444444444444443,36.0,8274.934444444445,380.25,48.534444444444446
2024-03-07 14:44:53,4.7466074333290935,32.407113066650105,0.9851362666684811,2.192068833332428,3.2121632666663418,0.3761027333590998,-1.0,24.9856,56.393728,12.468224,91.385856,174.01856,641.490944,-1.0,-1.0,50.41,28.444444444444443,36.0,8274.934444444445,380.25,48.534444444444446
2024-03-07 14:44:58,4.7466074333290935,32.407113066650105,0.9851362666684811,2.192068833332428,3.2121632666663418,0.3761027333590998,-1.0,24.9856,56.393728,12.468224,91.385856,174.01856,641.490944,-1.0,-1.0,50.41,28.444444444444443,36.0,8274.934444444445,380.25,48.534444444444446
2024-03-07 14:45:03,4.7466074333290935,32.407113066650105,0.9851362666684811,2.213748633333997,6.6482853000006035,0.2591721333070988,-1.0,24.9856,56.393728,12.468224,91.385856,174.895104,641.490944,-1.0,-1.0,325.2011111111112,28.444444444444443,38.440000000000005,8274.934444444445,501.75999999999993,48.534444444444446
2024-03-07 14:45:08,6.650080600002183,47.934458233339676,0.44860809999818224,2.213748633333997,6.6482853000006035,0.2591721333070988,-1.0,24.9856,56.672256,12.742656,91.385856,174.895104,641.490944,-1.0,-1.0,325.2011111111112,274.45444444444445,38.440000000000005,5530.401111111108,501.75999999999993,49.93777777777776
2024-03-07 14:45:13,6.650080600002184,47.93445823333968,0.4486080999981823,2.213748633333997,6.6482853000006035,0.2591721333070988,-1.0,24.9856,56.672256,12.742656,91.385856,174.895104,641.490944,-1.0,-1.0,325.2011111111112,274.45444444444445,38.440000000000005,5530.40111111111,501.75999999999993,49.937777777777775
2024-03-07 14:45:18,6.650080600002184,47.93445823333968,0.4486080999981823,2.213748633333997,6.6482853000006035,0.2591721333070988,-1.0,24.9856,56.672256,12.742656,91.385856,174.895104,641.490944,-1.0,-1.0,325.2011111111112,274.45444444444445,38.440000000000005,5530.40111111111,501.75999999999993,49.937777777777775
2024-03-07 14:45:23,6.650080600002184,47.93445823333968,0.4486080999981823,2.213748633333997,6.6482853000006035,0.2591721333070988,-1.0,24.9856,56.672256,12.742656,91.385856,174.895104,641.490944,-1.0,-1.0,325.2011111111112,274.45444444444445,38.440000000000005,5530.40111111111,501.75999999999993,49.937777777777775
2024-03-07 14:45:28,6.650080600002184,47.93445823333968,0.4486080999981823,2.213748633333997,6.6482853000006035,0.2591721333070988,-1.0,24.9856,56.672256,12.742656,91.385856,174.895104,641.490944,-1.0,-1.0,325.2011111111112,274.45444444444445,38.440000000000005,5530.40111111111,501.75999999999993,49.937777777777775
2024-03-07 14:45:33,6.650080600002184,47.93445823333968,0.4486080999981823,2.118015833333213,6.1449789999983295,0.4783618666806433,-1.0,24.9856,56.672256,12.742656,91.385856,175.075328,641.490944,-1.0,-1.0,60.839999999999996,274.45444444444445,36.0,5530.40111111111,358.4711111111111,49.937777777777775
2024-03-07 14:45:38,4.5124568999957155,43.699677700017965,1.1224922333326501,2.118015833333213,6.1449789999983295,0.4783618666806433,-1.0,24.9856,56.475648,12.750848,91.385856,175.075328,641.490944,-1.0,-1.0,60.839999999999996,89.61777777777775,36.0,5635.004444444442,358.4711111111111,50.884444444444426
2024-03-07 14:45:43,4.512456899995716,43.69967770001797,1.1224922333326504,2.118015833333213,6.1449789999983295,0.4783618666806433,-1.0,24.9856,56.475648,12.750848,91.385856,175.075328,641.490944,-1.0,-1.0,60.839999999999996,89.61777777777777,36.0,5635.004444444444,358.4711111111111,50.88444444444445
2024-03-07 14:45:48,4.512456899995716,43.69967770001797,1.1224922333326504,2.118015833333213,6.1449789999983295,0.4783618666806433,-1.0,24.9856,56.475648,12.750848,91.385856,175.075328,641.490944,-1.0,-1.0,60.839999999999996,89.61777777777777,36.0,5635.004444444444,358.4711111111111,50.88444444444445
2024-03-07 14:45:53,4.512456899995716,43.69967770001797,1.1224922333326504,2.118015833333213,6.1449789999983295,0.4783618666806433,-1.0,24.9856,56.475648,12.750848,91.385856,175.075328,641.490944,-1.0,-1.0,60.839999999999996,89.61777777777777,36.0,5635.004444444444,358.4711111111111,50.88444444444445
2024-03-07 14:45:58,4.512456899995716,43.69967770001797,1.1224922333326504,2.118015833333213,6.1449789999983295,0.4783618666806433,-1.0,24.9856,56.475648,12.750848,91.385856,175.075328,641.490944,-1.0,-1.0,60.839999999999996,89.61777777777777,36.0,5635.004444444444,358.4711111111111,50.88444444444445
2024-03-07 14:46:03,4.512456899995716,43.69967770001797,1.1224922333326504,2.103121700000088,5.73223760000019,43.69539873332542,-1.0,24.9856,56.475648,12.750848,91.385856,175.230976,641.490944,-1.0,-1.0,169.0,89.61777777777777,43.121111111111105,5635.004444444444,326.40444444444444,50.88444444444445
2024-03-07 14:46:08,4.0929019333361785,39.12604946666154,0.8038292333329384,2.103121700000088,5.73223760000019,43.69539873332542,-1.0,24.9856,56.573952,12.447744,91.385856,175.230976,641.490944,-1.0,-1.0,169.0,130.72111111111107,43.121111111111105,4788.6399999999985,326.40444444444444,82.80999999999996
2024-03-07 14:46:13,4.092901933336179,39.12604946666155,0.8038292333329385,2.103121700000088,5.73223760000019,43.69539873332542,-1.0,24.9856,56.573952,12.447744,91.385856,175.230976,641.490944,-1.0,-1.0,169.0,130.72111111111113,43.121111111111105,4788.64,326.40444444444444,82.80999999999999
2024-03-07 14:46:18,4.092901933336179,39.12604946666155,0.8038292333329385,2.103121700000088,5.73223760000019,43.69539873332542,-1.0,24.9856,56.573952,12.447744,91.385856,175.230976,641.490944,-1.0,-1.0,169.0,130.72111111111113,43.121111111111105,4788.64,326.40444444444444,82.80999999999999
2024-03-07 14:46:23,4.092901933336179,39.12604946666155,0.8038292333329385,2.103121700000088,5.73223760000019,43.69539873332542,-1.0,24.9856,56.573952,12.447744,91.385856,175.230976,641.490944,-1.0,-1.0,169.0,130.72111111111113,43.121111111111105,4788.64,326.40444444444444,82.80999999999999
2024-03-07 14:46:28,4.092901933336179,39.12604946666155,0.8038292333329385,2.103121700000088,5.73223760000019,43.69539873332542,-1.0,24.9856,56.573952,12.447744,91.385856,175.230976,641.490944,-1.0,-1.0,169.0,130.72111111111113,43.121111111111105,4788.64,326.40444444444444,82.80999999999999
2024-03-07 14:46:33,4.092901933336179,39.12604946666155,0.8038292333329385,1.3545865999996447,4.738062466666785,0.22555120000712728,-1.0,24.9856,56.573952,12.447744,91.385856,175.345664,641.490944,-1.0,-1.0,176.89000000000001,130.72111111111113,22.72111111111111,4788.64,566.44,82.80999999999999
2024-03-07 14:46:38,5.566636533330892,34.89574589999998,1.1459653666671932,1.3545865999996447,4.738062466666785,0.22555120000712728,-1.0,24.9856,56.713216,12.47232,91.385856,175.345664,641.490944,-1.0,-1.0,176.89000000000001,25.6711111111111,22.72111111111111,4186.089999999998,566.44,15.471111111111107
2024-03-07 14:46:43,5.566636533330893,34.89574589999999,1.1459653666671934,1.3545865999996447,4.738062466666785,0.22555120000712728,-1.0,24.9856,56.713216,12.47232,91.385856,175.345664,641.490944,-1.0,-1.0,176.89000000000001,25.67111111111111,22.72111111111111,4186.09,566.44,15.47111111111111
2024-03-07 14:46:48,5.566636533330893,34.89574589999999,1.1459653666671934,1.3545865999996447,4.738062466666785,0.22555120000712728,-1.0,24.9856,56.713216,12.47232,91.385856,175.345664,641.490944,-1.0,-1.0,176.89000000000001,25.67111111111111,22.72111111111111,4186.09,566.44,15.47111111111111
2024-03-07 14:46:53,5.566636533330893,34.89574589999999,1.1459653666671934,1.3545865999996447,4.738062466666785,0.22555120000712728,-1.0,24.9856,56.713216,12.47232,91.385856,175.345664,641.490944,-1.0,-1.0,176.89000000000001,25.67111111111111,22.72111111111111,4186.09,566.44,15.47111111111111
2024-03-07 14:46:58,5.566636533330893,34.89574589999999,1.1459653666671934,1.3545865999996447,4.738062466666785,0.22555120000712728,-1.0,24.9856,56.713216,12.47232,91.385856,175.345664,641.490944,-1.0,-1.0,176.89000000000001,25.67111111111111,22.72111111111111,4186.09,566.44,15.47111111111111
