timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-xslvc_cpu,productpage-v1-7fb564989f-7rqv5_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-phxww_cpu,reviews-v2-7b4f9d8cb4-prbfv_cpu,reviews-v3-5fd56449d8-npw75_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-xslvc_memory,productpage-v1-7fb564989f-7rqv5_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-phxww_memory,reviews-v2-7b4f9d8cb4-prbfv_memory,reviews-v3-5fd56449d8-npw75_memory,reviews-v3-5fd56449d8-npw75_network,productpage-v1-7fb564989f-xslvc_network,reviews-v1-7b76c4f45d-phxww_network,productpage-v1-7fb564989f-7rqv5_network,details-v1-b788479c5-bbg6t_network,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v2-7b4f9d8cb4-prbfv_network
2024-03-11 02:23:05,5.441311233334999,73.7827245999976,-1.0,1.7877403999970432,1.135104633333602,5.426709933333504,5.026710866666424,25.178112,53.927936,-1.0,14.9504,82.403328,191.422464,189.026304,27.737777777777776,5188.801111111111,41.81777777777778,-1.0,184.95999999999995,82.80999999999996,46.239999999999995
2024-03-11 02:23:10,5.441311233335,73.7827245999976,-1.0,1.7877403999970434,1.135104633333602,5.426709933333504,5.026710866666424,25.178112,53.927936,-1.0,14.9504,82.403328,191.422464,189.026304,27.737777777777776,5188.801111111111,41.81777777777778,-1.0,184.95999999999998,82.80999999999999,46.239999999999995
2024-03-11 02:23:15,5.441311233335,73.7827245999976,-1.0,1.7877403999970434,1.135104633333602,5.426709933333504,5.026710866666424,25.178112,53.927936,-1.0,14.9504,82.403328,191.422464,189.026304,27.737777777777776,5188.801111111111,41.81777777777778,-1.0,184.95999999999998,82.80999999999999,46.239999999999995
2024-03-11 02:23:20,5.441311233335,73.7827245999976,-1.0,1.7877403999970434,1.135104633333602,5.426709933333504,5.026710866666424,25.178112,53.927936,-1.0,14.9504,82.403328,191.422464,189.026304,27.737777777777776,5188.801111111111,41.81777777777778,-1.0,184.95999999999998,82.80999999999999,46.239999999999995
2024-03-11 02:23:25,5.441311233335,73.7827245999976,-1.0,1.7877403999970434,1.135104633333602,5.426709933333504,5.026710866666424,25.178112,53.927936,-1.0,14.9504,82.403328,191.422464,189.026304,27.737777777777776,5188.801111111111,41.81777777777778,-1.0,184.95999999999998,82.80999999999999,46.239999999999995
2024-03-11 02:23:30,5.441311233335,64.66111373333281,-1.0,1.7877403999970434,2.2250354999997057,5.6728781666672985,4.712986233333065,25.178112,53.686272,-1.0,14.9504,82.403328,191.578112,189.11232,115.20444444444442,1584.0399999999997,29.521111111111114,-1.0,184.95999999999998,82.80999999999999,284.4844444444445
2024-03-11 02:23:35,7.202528633357965,64.66111373333281,-1.0,1.9767587999998188,2.2250354999997057,5.6728781666672985,4.712986233333065,25.194496,53.686272,-1.0,14.385152,82.403328,191.578112,189.11232,115.20444444444442,1584.0399999999997,29.521111111111114,-1.0,204.48999999999998,81.60111111111108,284.4844444444445
2024-03-11 02:23:40,7.202528633357966,64.66111373333281,-1.0,1.9767587999998188,2.2250354999997057,5.6728781666672985,4.712986233333065,25.194496,53.686272,-1.0,14.385152,82.403328,191.578112,189.11232,115.20444444444442,1584.0399999999997,29.521111111111114,-1.0,204.49,81.60111111111111,284.4844444444445
2024-03-11 02:23:45,7.202528633357966,64.66111373333281,-1.0,1.9767587999998188,2.2250354999997057,5.6728781666672985,4.712986233333065,25.194496,53.686272,-1.0,14.385152,82.403328,191.578112,189.11232,115.20444444444442,1584.0399999999997,29.521111111111114,-1.0,204.49,81.60111111111111,284.4844444444445
2024-03-11 02:23:50,7.202528633357966,64.66111373333281,-1.0,1.9767587999998188,2.2250354999997057,5.6728781666672985,4.712986233333065,25.194496,53.686272,-1.0,14.385152,82.403328,191.578112,189.11232,115.20444444444442,1584.0399999999997,29.521111111111114,-1.0,204.49,81.60111111111111,284.4844444444445
