timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-pt9h7_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-phxww_cpu,reviews-v2-7b4f9d8cb4-prbfv_cpu,reviews-v3-5fd56449d8-npw75_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-pt9h7_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-phxww_memory,reviews-v2-7b4f9d8cb4-prbfv_memory,reviews-v3-5fd56449d8-npw75_memory,reviews-v3-5fd56449d8-npw75_network,productpage-v1-7fb564989f-lvdk6_network,reviews-v2-7b4f9d8cb4-prbfv_network,reviews-v1-7b76c4f45d-phxww_network,details-v1-b788479c5-bbg6t_network,ratings-v1-5b6b66f9b5-7bln6_network,productpage-v1-7fb564989f-pt9h7_network
2024-03-11 00:38:04,9.468455933332127,-1.0,74.77885600001173,1.8696971666675684,1.7806639333334335,5.776263333333986,2.1249464333332453,25.157632,-1.0,56.827904,14.19264,82.325504,166.633472,165.53984,67.24,5324.134444444445,35.60111111111111,74.53444444444443,281.1211111111111,70.56,-1.0
2024-03-11 00:38:09,8.248206700000082,-1.0,65.8924261000114,1.513998633333813,1.7806639333334335,5.776263333333986,2.1249464333332453,25.157632,-1.0,56.713216,14.11072,82.325504,166.633472,165.53984,67.24,1927.2099999999998,35.60111111111111,74.53444444444443,191.36111111111111,158.76,-1.0
2024-03-11 00:38:14,8.248206700000082,-1.0,65.8924261000114,1.513998633333813,1.7806639333334335,5.776263333333986,2.1249464333332453,25.157632,-1.0,56.713216,14.11072,82.325504,166.633472,165.53984,67.24,1927.2099999999998,35.60111111111111,74.53444444444443,191.36111111111111,158.76,-1.0
2024-03-11 00:38:19,8.248206700000082,-1.0,65.8924261000114,1.513998633333813,1.7806639333334335,5.776263333333986,2.1249464333332453,25.157632,-1.0,56.713216,14.11072,82.325504,166.633472,165.53984,67.24,1927.2099999999998,35.60111111111111,74.53444444444443,191.36111111111111,158.76,-1.0
2024-03-11 00:38:24,8.248206700000082,-1.0,65.8924261000114,1.513998633333813,1.7806639333334335,5.776263333333986,2.1249464333332453,25.157632,-1.0,56.713216,14.11072,82.325504,166.633472,165.53984,67.24,1927.2099999999998,35.60111111111111,74.53444444444443,191.36111111111111,158.76,-1.0
2024-03-11 00:38:29,8.248206700000082,-1.0,65.8924261000114,1.513998633333813,2.2214918666667436,4.339550699999488,4.770945833333447,25.157632,-1.0,56.713216,14.11072,82.325504,166.715392,165.556224,122.4711111111111,1927.2099999999998,203.5377777777778,30.987777777777776,191.36111111111111,158.76,-1.0
2024-03-11 00:38:34,8.248206700000082,-1.0,65.8924261000114,1.513998633333813,2.2214918666667436,4.339550699999488,4.770945833333447,25.157632,-1.0,56.713216,14.11072,82.325504,166.715392,165.556224,122.4711111111111,1927.2099999999998,203.5377777777778,30.987777777777776,191.36111111111111,158.76,-1.0
2024-03-11 00:38:39,7.1593308666706434,-1.0,53.35813246662534,1.9547672666665976,2.2214918666667436,4.339550699999488,4.770945833333447,25.157632,-1.0,56.696832,14.598144,82.325504,166.715392,165.556224,122.4711111111111,5852.25,203.5377777777778,30.987777777777776,149.65444444444444,39.27111111111111,-1.0
2024-03-11 00:38:44,7.1593308666706434,-1.0,53.35813246662534,1.9547672666665976,2.2214918666667436,4.339550699999488,4.770945833333447,25.157632,-1.0,56.696832,14.598144,82.325504,166.715392,165.556224,122.4711111111111,5852.25,203.5377777777778,30.987777777777776,149.65444444444444,39.27111111111111,-1.0
2024-03-11 00:38:49,7.1593308666706434,-1.0,53.35813246662534,1.9547672666665976,2.2214918666667436,4.339550699999488,4.770945833333447,25.157632,-1.0,56.696832,14.598144,82.325504,166.715392,165.556224,122.4711111111111,5852.25,203.5377777777778,30.987777777777776,149.65444444444444,39.27111111111111,-1.0
2024-03-11 00:38:54,7.1593308666706434,-1.0,53.35813246662534,1.9547672666665976,2.2214918666667436,4.339550699999488,4.770945833333447,25.157632,-1.0,56.696832,14.598144,82.325504,166.715392,165.556224,122.4711111111111,5852.25,203.5377777777778,30.987777777777776,149.65444444444444,39.27111111111111,-1.0
2024-03-11 00:38:59,7.1593308666706434,-1.0,53.35813246662534,1.9547672666665976,1.5058506666666933,4.31090489999993,7.281241933333149,25.157632,-1.0,56.696832,14.598144,82.3296,166.760448,165.613568,88.36000000000001,5852.25,118.81,36.401111111111106,149.65444444444444,39.27111111111111,-1.0
2024-03-11 00:39:04,7.1593308666706434,-1.0,53.35813246662534,1.9547672666665976,1.5058506666666933,4.31090489999993,7.281241933333149,25.157632,-1.0,56.696832,14.598144,82.3296,166.760448,165.613568,88.36000000000001,5852.25,118.81,36.401111111111106,149.65444444444444,39.27111111111111,-1.0
2024-03-11 00:39:09,8.647070999995776,-1.0,74.30953573336106,1.962509233332336,1.5058506666666933,4.31090489999993,7.281241933333149,25.157632,-1.0,56.713216,14.082048,82.3296,166.760448,165.613568,88.36000000000001,2526.737777777778,118.81,36.401111111111106,41.81777777777778,92.16,-1.0
2024-03-11 00:39:14,8.647070999995776,-1.0,74.30953573336106,1.962509233332336,1.5058506666666933,4.31090489999993,7.281241933333149,25.157632,-1.0,56.713216,14.082048,82.3296,166.760448,165.613568,88.36000000000001,2526.737777777778,118.81,36.401111111111106,41.81777777777778,92.16,-1.0
2024-03-11 00:39:19,8.647070999995776,-1.0,74.30953573336106,1.962509233332336,1.5058506666666933,4.31090489999993,7.281241933333149,25.157632,-1.0,56.713216,14.082048,82.3296,166.760448,165.613568,88.36000000000001,2526.737777777778,118.81,36.401111111111106,41.81777777777778,92.16,-1.0
2024-03-11 00:39:24,8.647070999995776,-1.0,74.30953573336106,1.962509233332336,1.5058506666666933,4.31090489999993,7.281241933333149,25.157632,-1.0,56.713216,14.082048,82.3296,166.760448,165.613568,88.36000000000001,2526.737777777778,118.81,36.401111111111106,41.81777777777778,92.16,-1.0
2024-03-11 00:39:29,8.647070999995776,-1.0,74.30953573336106,1.962509233332336,2.061765566666433,6.338276400000117,2.718011433333345,25.157632,-1.0,56.713216,14.082048,82.3296,166.879232,165.687296,145.60444444444443,2526.737777777778,93.44444444444443,27.387777777777778,41.81777777777778,92.16,-1.0
2024-03-11 00:39:34,8.647070999995776,-1.0,74.30953573336106,1.962509233332336,2.061765566666433,6.338276400000117,2.718011433333345,25.157632,-1.0,56.713216,14.082048,82.3296,166.879232,165.687296,145.60444444444443,2526.737777777778,93.44444444444443,27.387777777777778,41.81777777777778,92.16,-1.0
