timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v2-7b4f9d8cb4-rgbs6_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v3-5fd56449d8-qnjs5_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v2-7b4f9d8cb4-rgbs6_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v3-5fd56449d8-qnjs5_memory,reviews-v3-5fd56449d8-qnjs5_network,productpage-v1-7fb564989f-lvdk6_network,reviews-v3-5fd56449d8-tv4wp_network,reviews-v1-7b76c4f45d-s5dnq_network,ratings-v1-5b6b66f9b5-7bln6_network,details-v1-b788479c5-bbg6t_network,reviews-v2-7b4f9d8cb4-rgbs6_network
2024-03-07 13:59:03,6.30855378047616,31.492793716430857,0.9602876963617358,2.4406486000003724,5.8074399999990565,47.61066113333072,-1.0,25.001984,56.537088,12.5952,91.38176,166.817792,641.339392,-1.0,-1.0,7700.014210211458,418.8844444444444,36.401111111111106,66.22614614412309,82.29768873163805,219.04000000000002
2024-03-07 13:59:08,6.30855378047616,31.492793716430857,0.9602876963617358,2.4406486000003724,5.8074399999990565,47.61066113333072,-1.0,25.001984,56.537088,12.5952,91.38176,166.817792,641.339392,-1.0,-1.0,7700.014210211458,418.8844444444444,36.401111111111106,66.22614614412309,82.29768873163805,219.04000000000002
2024-03-07 13:59:13,6.30855378047616,31.492793716430857,0.9602876963617358,2.4406486000003724,5.8074399999990565,47.61066113333072,-1.0,25.001984,56.537088,12.5952,91.38176,166.817792,641.339392,-1.0,-1.0,7700.014210211458,418.8844444444444,36.401111111111106,66.22614614412309,82.29768873163805,219.04000000000002
2024-03-07 13:59:18,4.884608566665824,49.55737869998606,0.8843402000024982,2.4406486000003724,5.8074399999990565,47.61066113333072,-1.0,25.001984,56.758272,12.394496,91.38176,166.817792,641.339392,-1.0,-1.0,3729.13777777778,418.8844444444444,36.401111111111106,15.210000000000006,77.44000000000004,219.04000000000002
2024-03-07 13:59:23,4.884608566665824,49.55737869998606,0.8843402000024982,2.2042067000000998,6.811681233333881,0.38597893332431943,-1.0,25.001984,56.758272,12.394496,91.38176,166.948864,641.339392,-1.0,-1.0,3729.13777777778,270.05444444444447,65.61,15.210000000000006,77.44000000000004,152.93444444444447
2024-03-07 13:59:28,4.884608566665823,49.557378699986046,0.884340200002498,2.2042067000000998,6.811681233333881,0.38597893332431943,-1.0,25.001984,56.758272,12.394496,91.38176,166.948864,641.339392,-1.0,-1.0,3729.137777777778,270.05444444444447,65.61,15.209999999999999,77.44000000000001,152.93444444444447
2024-03-07 13:59:33,4.884608566665823,49.557378699986046,0.884340200002498,2.2042067000000998,6.811681233333881,0.38597893332431943,-1.0,25.001984,56.758272,12.394496,91.38176,166.948864,641.339392,-1.0,-1.0,3729.137777777778,270.05444444444447,65.61,15.209999999999999,77.44000000000001,152.93444444444447
2024-03-07 13:59:38,4.884608566665823,49.557378699986046,0.884340200002498,2.2042067000000998,6.811681233333881,0.38597893332431943,-1.0,25.001984,56.758272,12.394496,91.38176,166.948864,641.339392,-1.0,-1.0,3729.137777777778,270.05444444444447,65.61,15.209999999999999,77.44000000000001,152.93444444444447
2024-03-07 13:59:43,4.884608566665823,49.557378699986046,0.884340200002498,2.2042067000000998,6.811681233333881,0.38597893332431943,-1.0,25.001984,56.758272,12.394496,91.38176,166.948864,641.339392,-1.0,-1.0,3729.137777777778,270.05444444444447,65.61,15.209999999999999,77.44000000000001,152.93444444444447
2024-03-07 13:59:48,5.710711848588447,44.698643775823925,0.9575951619336298,2.2042067000000998,6.811681233333881,0.38597893332431943,-1.0,24.9856,56.594432,12.26752,91.38176,166.948864,641.339392,-1.0,-1.0,7190.940541460792,270.05444444444447,65.61,70.50358585074568,139.1286747995724,152.93444444444447
2024-03-07 13:59:53,5.710711848588447,44.698643775823925,0.9575951619336298,2.1614555333333856,3.6225331999996038,0.2884774333324458,-1.0,24.9856,56.594432,12.26752,91.38176,167.071744,641.339392,-1.0,-1.0,7190.940541460792,452.27111111111105,43.121111111111105,70.50358585074568,139.1286747995724,215.1111111111111
2024-03-07 13:59:58,5.710711848588447,44.698643775823925,0.9575951619336298,2.1614555333333856,3.6225331999996038,0.2884774333324458,-1.0,24.9856,56.594432,12.26752,91.38176,167.071744,641.339392,-1.0,-1.0,7190.940541460792,452.27111111111105,43.121111111111105,70.50358585074568,139.1286747995724,215.1111111111111
2024-03-07 14:00:03,5.7107118485884465,44.698643775823925,0.9575951619336297,2.1614555333333856,3.6225331999996038,0.2884774333324458,-1.0,24.9856,56.594432,12.26752,91.38176,167.071744,641.339392,-1.0,-1.0,7190.940541460789,452.27111111111105,43.121111111111105,70.50358585074568,139.12867479957237,215.1111111111111
2024-03-07 14:00:08,5.7107118485884465,44.698643775823925,0.9575951619336297,2.1614555333333856,3.6225331999996038,0.2884774333324458,-1.0,24.9856,56.594432,12.26752,91.38176,167.071744,641.339392,-1.0,-1.0,7190.940541460789,452.27111111111105,43.121111111111105,70.50358585074568,139.12867479957237,215.1111111111111
2024-03-07 14:00:13,5.7107118485884465,44.698643775823925,0.9575951619336297,2.1614555333333856,3.6225331999996038,0.2884774333324458,-1.0,24.9856,56.594432,12.26752,91.38176,167.071744,641.339392,-1.0,-1.0,7190.940541460789,452.27111111111105,43.121111111111105,70.50358585074568,139.12867479957237,215.1111111111111
2024-03-07 14:00:18,5.153290997008458,40.40885375127032,0.7770106368806278,2.1614555333333856,3.6225331999996038,0.2884774333324458,-1.0,24.9856,56.455168,13.099008,91.38176,167.071744,641.339392,-1.0,-1.0,8238.0288816957,452.27111111111105,43.121111111111105,68.9359496402102,117.43939098961634,215.1111111111111
2024-03-07 14:00:23,5.153290997008458,40.40885375127032,0.7770106368806278,2.966348166666914,6.011268433333801,0.19246926667619846,-1.0,24.9856,56.455168,13.099008,91.369472,166.588416,641.339392,-1.0,-1.0,8238.0288816957,405.3511111111111,30.987777777777776,68.9359496402102,117.43939098961634,45.33777777777778
2024-03-07 14:00:28,5.153290997008458,40.40885375127032,0.7770106368806278,2.966348166666914,6.011268433333801,0.19246926667619846,-1.0,24.9856,56.455168,13.099008,91.369472,166.588416,641.339392,-1.0,-1.0,8238.0288816957,405.3511111111111,30.987777777777776,68.9359496402102,117.43939098961634,45.33777777777778
2024-03-07 14:00:33,5.153290997008458,40.40885375127032,0.7770106368806278,2.966348166666914,6.011268433333801,0.19246926667619846,-1.0,24.9856,56.455168,13.099008,91.369472,166.588416,641.339392,-1.0,-1.0,8238.0288816957,405.3511111111111,30.987777777777776,68.9359496402102,117.43939098961634,45.33777777777778
2024-03-07 14:00:38,5.153290997008458,40.40885375127032,0.7770106368806278,2.966348166666914,6.011268433333801,0.19246926667619846,-1.0,24.9856,56.455168,13.099008,91.369472,166.588416,641.339392,-1.0,-1.0,8238.0288816957,405.3511111111111,30.987777777777776,68.9359496402102,117.43939098961634,45.33777777777778
