timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v2-7b4f9d8cb4-rgbs6_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v3-5fd56449d8-bnbgm_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v2-7b4f9d8cb4-rgbs6_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v3-5fd56449d8-bnbgm_memory,reviews-v1-7b76c4f45d-s5dnq_network,productpage-v1-7fb564989f-lvdk6_network,reviews-v3-5fd56449d8-bnbgm_network,details-v1-b788479c5-bbg6t_network,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v3-5fd56449d8-tv4wp_network,reviews-v2-7b4f9d8cb4-rgbs6_network
2024-03-07 12:29:03,6.04066519999833,39.83774750001127,1.1037569333325337,3.3560873333338272,6.244609366666509,0.24902053334396135,-1.0,24.9856,57.09824,12.587008,91.025408,147.750912,638.70976,-1.0,44.001111111111115,8993.36111111111,-1.0,70.56,14.95111111111111,445.21000000000004,141.61
2024-03-07 12:29:08,6.04066519999833,39.83774750001127,1.1037569333325337,3.3560873333338272,6.244609366666509,0.24902053334396135,-1.0,24.9856,57.09824,12.587008,91.025408,147.750912,638.70976,-1.0,44.001111111111115,8993.36111111111,-1.0,70.56,14.95111111111111,445.21000000000004,141.61
2024-03-07 12:29:13,6.04066519999833,39.83774750001127,1.1037569333325337,3.3560873333338272,6.244609366666509,0.24902053334396135,-1.0,24.9856,57.09824,12.587008,91.025408,147.750912,638.70976,-1.0,44.001111111111115,8993.36111111111,-1.0,70.56,14.95111111111111,445.21000000000004,141.61
2024-03-07 12:29:18,4.954201800001102,41.73605576667494,1.242969400000978,3.3560873333338272,6.244609366666509,0.24902053334396135,-1.0,25.001984,56.97536,12.82048,91.025408,147.750912,638.70976,-1.0,44.001111111111115,2067.217777777779,-1.0,141.61000000000004,44.44444444444447,445.21000000000004,141.61
2024-03-07 12:29:23,4.954201800001102,41.73605576667494,1.242969400000978,1.7451366333328149,6.2682865666668395,49.40221209999436,-1.0,25.001984,56.97536,12.82048,91.025408,147.898368,638.70976,-1.0,66.69444444444443,2067.217777777779,-1.0,141.61000000000004,44.44444444444447,103.3611111111111,66.1511111111111
2024-03-07 12:29:28,4.954201800001101,41.73605576667493,1.2429694000009779,1.7451366333328149,6.2682865666668395,49.40221209999436,-1.0,25.001984,56.97536,12.82048,91.025408,147.898368,638.70976,-1.0,66.69444444444443,2067.217777777778,-1.0,141.61,44.44444444444445,103.3611111111111,66.1511111111111
2024-03-07 12:29:33,4.954201800001101,41.73605576667493,1.2429694000009779,1.7451366333328149,6.2682865666668395,49.40221209999436,-1.0,25.001984,56.97536,12.82048,91.025408,147.898368,638.70976,-1.0,66.69444444444443,2067.217777777778,-1.0,141.61,44.44444444444445,103.3611111111111,66.1511111111111
2024-03-07 12:29:38,4.954201800001101,41.73605576667493,1.2429694000009779,1.7451366333328149,6.2682865666668395,49.40221209999436,-1.0,25.001984,56.97536,12.82048,91.025408,147.898368,638.70976,-1.0,66.69444444444443,2067.217777777778,-1.0,141.61,44.44444444444445,103.3611111111111,66.1511111111111
2024-03-07 12:29:43,4.954201800001101,41.73605576667493,1.2429694000009779,1.7451366333328149,6.2682865666668395,49.40221209999436,-1.0,25.001984,56.97536,12.82048,91.025408,147.898368,638.70976,-1.0,66.69444444444443,2067.217777777778,-1.0,141.61,44.44444444444445,103.3611111111111,66.1511111111111
2024-03-07 12:29:48,4.650390066672117,36.936746633333925,0.44404486666659687,1.7451366333328149,6.2682865666668395,49.40221209999436,-1.0,24.9856,57.114624,13.123584,91.025408,147.898368,638.70976,-1.0,66.69444444444443,8961.777777777781,-1.0,177.77777777777789,85.87111111111116,103.3611111111111,66.1511111111111
