timestamp,details-v1-b788479c5-gnxgm_cpu,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-hm9g2_cpu,ratings-v1-5b6b66f9b5-n4ddg_cpu,reviews-v1-7b76c4f45d-x9mxc_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-gnxgm_memory,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-hm9g2_memory,ratings-v1-5b6b66f9b5-n4ddg_memory,reviews-v1-7b76c4f45d-x9mxc_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,details-v1-b788479c5-gnxgm_network,productpage-v1-7fb564989f-hm9g2_network,reviews-v2-6ccf99c555-fqvhb_network,details-v1-b788479c5-bbg6t_network,reviews-v1-7b76c4f45d-x9mxc_network,ratings-v1-5b6b66f9b5-n4ddg_network,reviews-v3-5fd56449d8-tv4wp_network
2024-03-05 08:46:01,-1.0,5.870928166670334,52.37408896666693,1.7571463000000638,2.726678433333518,5.364047999999855,5.857986933333355,-1.0,16.46592,51.986432,19.173376,91.684864,136.753152,124.02688,-1.0,3192.25,122.4711111111111,118.08444444444446,27.387777777777778,121.73444444444443,146.41
2024-03-05 08:46:06,-1.0,7.296944533330436,28.158067799999262,1.7571463000000638,2.726678433333518,5.364047999999855,5.857986933333355,-1.0,16.449536,51.871744,19.173376,91.684864,136.753152,124.02688,-1.0,4610.409999999999,122.4711111111111,330.0277777777777,27.387777777777778,121.73444444444443,146.41
2024-03-05 08:46:11,-1.0,7.296944533330437,28.158067799999266,1.7571463000000638,2.726678433333518,5.364047999999855,4.236602600000102,-1.0,16.449536,51.871744,19.173376,91.684864,136.753152,124.17024,-1.0,4610.410000000001,110.9511111111111,330.0277777777778,27.387777777777778,121.73444444444443,146.41
2024-03-05 08:46:16,-1.0,7.296944533330437,28.158067799999266,1.7571463000000638,2.726678433333518,5.364047999999855,4.236602600000102,-1.0,16.449536,51.871744,19.173376,91.684864,136.753152,124.17024,-1.0,4610.410000000001,110.9511111111111,330.0277777777778,27.387777777777778,121.73444444444443,146.41
2024-03-05 08:46:21,-1.0,7.296944533330437,28.158067799999266,1.7571463000000638,2.726678433333518,5.364047999999855,4.236602600000102,-1.0,16.449536,51.871744,19.173376,91.684864,136.753152,124.17024,-1.0,4610.410000000001,110.9511111111111,330.0277777777778,27.387777777777778,121.73444444444443,146.41
2024-03-05 08:46:26,-1.0,7.296944533330437,28.158067799999266,1.7571463000000638,2.726678433333518,5.364047999999855,4.236602600000102,-1.0,16.449536,51.871744,19.173376,91.684864,136.753152,124.17024,-1.0,4610.410000000001,110.9511111111111,330.0277777777778,27.387777777777778,121.73444444444443,146.41
2024-03-05 08:46:31,-1.0,7.296944533330437,28.158067799999266,1.7237347666666143,2.162648199999969,5.7627575000002675,4.236602600000102,-1.0,16.449536,51.871744,18.530304,91.684864,136.892416,124.17024,-1.0,4610.410000000001,110.9511111111111,330.0277777777778,17.921111111111113,46.239999999999995,140.8177777777778
2024-03-05 08:46:36,-1.0,4.918438333334051,43.99820043333495,1.7237347666666143,2.162648199999969,5.7627575000002675,4.236602600000102,-1.0,16.437248,51.986432,18.530304,91.684864,136.892416,124.17024,-1.0,3437.867777777777,110.9511111111111,230.02777777777771,17.921111111111113,46.239999999999995,140.8177777777778
2024-03-05 08:46:41,-1.0,4.918438333334052,43.99820043333496,1.7237347666666143,2.162648199999969,5.7627575000002675,4.594689466666561,-1.0,16.437248,51.986432,18.530304,91.684864,136.892416,124.264448,-1.0,3437.8677777777775,196.0,230.02777777777777,17.921111111111113,46.239999999999995,140.8177777777778
2024-03-05 08:46:46,-1.0,4.918438333334052,43.99820043333496,1.7237347666666143,2.162648199999969,5.7627575000002675,4.594689466666561,-1.0,16.437248,51.986432,18.530304,91.684864,136.892416,124.264448,-1.0,3437.8677777777775,196.0,230.02777777777777,17.921111111111113,46.239999999999995,140.8177777777778
