timestamp,details-v1-b788479c5-4x5c2_cpu,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-hm9g2_cpu,ratings-v1-5b6b66f9b5-n4ddg_cpu,reviews-v1-7b76c4f45d-x9mxc_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-4x5c2_memory,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-hm9g2_memory,ratings-v1-5b6b66f9b5-n4ddg_memory,reviews-v1-7b76c4f45d-x9mxc_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,productpage-v1-7fb564989f-hm9g2_network,reviews-v2-6ccf99c555-fqvhb_network,details-v1-b788479c5-bbg6t_network,reviews-v1-7b76c4f45d-x9mxc_network,ratings-v1-5b6b66f9b5-n4ddg_network,reviews-v3-5fd56449d8-tv4wp_network,details-v1-b788479c5-4x5c2_network
2024-03-05 10:20:00,-1.0,5.748020066660805,46.16677846666638,1.4506433666666634,1.555783100000004,2.7738350000002283,4.4357567666670175,-1.0,16.744448,52.1216,11.964416,90.058752,152.956928,143.27808,3214.8900000000003,47.151111111111106,43.559999999999995,40.53444444444444,63.467777777777776,173.3611111111111,-1.0
2024-03-05 10:20:05,-1.0,3.1463713666729136,54.92784046666656,1.4506433666666634,1.555783100000004,2.7738350000002283,4.4357567666670175,-1.0,16.744448,52.219904,11.964416,90.058752,152.956928,143.27808,3885.444444444444,47.151111111111106,138.4544444444444,40.53444444444444,63.467777777777776,173.3611111111111,-1.0
2024-03-05 10:20:10,-1.0,3.146371366672914,54.92784046666657,1.4506433666666634,1.555783100000004,2.7738350000002283,4.299724900000021,-1.0,16.744448,52.219904,11.964416,90.058752,152.956928,143.27808,3885.444444444445,482.5344444444444,138.45444444444448,40.53444444444444,63.467777777777776,173.3611111111111,-1.0
2024-03-05 10:20:15,-1.0,3.146371366672914,54.92784046666657,1.4506433666666634,1.555783100000004,2.7738350000002283,4.299724900000021,-1.0,16.744448,52.219904,11.964416,90.058752,152.956928,143.27808,3885.444444444445,482.5344444444444,138.45444444444448,40.53444444444444,63.467777777777776,173.3611111111111,-1.0
2024-03-05 10:20:20,-1.0,3.146371366672914,54.92784046666657,1.4506433666666634,1.555783100000004,2.7738350000002283,4.299724900000021,-1.0,16.744448,52.219904,11.964416,90.058752,152.956928,143.27808,3885.444444444445,482.5344444444444,138.45444444444448,40.53444444444444,63.467777777777776,173.3611111111111,-1.0
2024-03-05 10:20:25,-1.0,3.146371366672914,54.92784046666657,1.4506433666666634,1.555783100000004,2.7738350000002283,4.299724900000021,-1.0,16.744448,52.219904,11.964416,90.058752,152.956928,143.27808,3885.444444444445,482.5344444444444,138.45444444444448,40.53444444444444,63.467777777777776,173.3611111111111,-1.0
2024-03-05 10:20:30,-1.0,3.146371366672914,54.92784046666657,1.6082253666667157,2.2509520333334385,5.260143966666911,4.299724900000021,-1.0,16.744448,52.219904,12.079104,89.780224,152.838144,143.27808,3885.444444444445,482.5344444444444,138.45444444444448,36.80444444444444,50.88444444444445,81.60111111111111,-1.0
2024-03-05 10:20:35,-1.0,8.056545866664539,48.89556396666799,1.6082253666667157,2.2509520333334385,5.260143966666911,4.299724900000021,-1.0,16.744448,52.20352,12.079104,89.780224,152.838144,143.27808,3778.1511111111104,482.5344444444444,336.1111111111109,36.80444444444444,50.88444444444445,81.60111111111111,-1.0
2024-03-05 10:20:40,-1.0,8.05654586666454,48.89556396666801,1.6082253666667157,2.2509520333334385,5.260143966666911,4.154467666666524,-1.0,16.744448,52.20352,12.079104,89.780224,152.838144,143.282176,3778.1511111111113,32.49,336.1111111111111,36.80444444444444,50.88444444444445,81.60111111111111,-1.0
2024-03-05 10:20:45,-1.0,8.05654586666454,48.89556396666801,1.6082253666667157,2.2509520333334385,5.260143966666911,4.154467666666524,-1.0,16.744448,52.20352,12.079104,89.780224,152.838144,143.282176,3778.1511111111113,32.49,336.1111111111111,36.80444444444444,50.88444444444445,81.60111111111111,-1.0
