timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-lznn4_cpu,reviews-v1-7b76c4f45d-x9mxc_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-lznn4_memory,reviews-v1-7b76c4f45d-x9mxc_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,reviews-v2-6ccf99c555-fqvhb_network,reviews-v3-5fd56449d8-tv4wp_network,details-v1-b788479c5-bbg6t_network,reviews-v1-7b76c4f45d-lznn4_network,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v1-7b76c4f45d-x9mxc_network,productpage-v1-7fb564989f-lvdk6_network
2024-03-06 09:16:30,6.127078466670355,62.14417933332091,0.6763963666685413,-1.0,2.1216783666659467,5.953168600001391,4.32666949999998,24.53504,55.832576,8.454144,-1.0,90.034176,417.939456,415.60064,144.0,118.81,85.25444444444443,-1.0,20.25,33.64,2966.617777777778
2024-03-06 09:16:35,6.914043533333824,35.14247900000857,2.0125376666669577,-1.0,2.1216783666659467,5.953168600001391,4.32666949999998,24.518656,55.832576,8.269824,-1.0,90.034176,417.939456,415.60064,144.0,118.81,195.99999999999994,-1.0,111.65444444444441,33.64,1528.8099999999995
2024-03-06 09:16:40,6.914043533333825,35.14247900000858,2.012537666666958,-1.0,2.1216783666659467,5.953168600001391,3.6420355333329253,24.518656,55.832576,8.269824,-1.0,90.034176,417.939456,415.563776,116.64000000000001,118.81,196.0,-1.0,111.65444444444444,33.64,1528.8100000000002
2024-03-06 09:16:45,6.914043533333825,35.14247900000858,2.012537666666958,-1.0,2.1216783666659467,5.953168600001391,3.6420355333329253,24.518656,55.832576,8.269824,-1.0,90.034176,417.939456,415.563776,116.64000000000001,118.81,196.0,-1.0,111.65444444444444,33.64,1528.8100000000002
2024-03-06 09:16:50,6.914043533333825,35.14247900000858,2.012537666666958,-1.0,2.1216783666659467,5.953168600001391,3.6420355333329253,24.518656,55.832576,8.269824,-1.0,90.034176,417.939456,415.563776,116.64000000000001,118.81,196.0,-1.0,111.65444444444444,33.64,1528.8100000000002
2024-03-06 09:16:55,6.914043533333825,35.14247900000858,2.012537666666958,-1.0,2.1216783666659467,5.953168600001391,3.6420355333329253,24.518656,55.832576,8.269824,-1.0,90.034176,417.939456,415.563776,116.64000000000001,118.81,196.0,-1.0,111.65444444444444,33.64,1528.8100000000002
2024-03-06 09:17:00,6.914043533333825,35.14247900000858,2.012537666666958,-1.0,1.9863204000027204,5.551046733330622,3.6420355333329253,24.518656,55.832576,8.269824,-1.0,88.973312,425.086976,415.563776,116.64000000000001,128.44444444444446,196.0,-1.0,111.65444444444444,27.737777777777776,1528.8100000000002
2024-03-06 09:17:05,5.1741720666692945,48.307910499988786,1.3126927333322176,-1.0,1.9863204000027204,5.551046733330622,3.6420355333329253,24.53504,55.947264,8.736768,-1.0,88.973312,425.086976,415.563776,116.64000000000001,128.44444444444446,180.4544444444444,-1.0,68.88999999999999,27.737777777777776,4774.809999999998
2024-03-06 09:17:10,5.174172066669295,48.30791049998879,1.3126927333322178,-1.0,1.9863204000027204,5.551046733330622,4.1003733666665685,24.53504,55.947264,8.736768,-1.0,88.973312,425.086976,415.678464,132.25,128.44444444444446,180.45444444444445,-1.0,68.89000000000001,27.737777777777776,4774.8099999999995
2024-03-06 09:17:15,5.174172066669295,48.30791049998879,1.3126927333322178,-1.0,1.9863204000027204,5.551046733330622,4.1003733666665685,24.53504,55.947264,8.736768,-1.0,88.973312,425.086976,415.678464,132.25,128.44444444444446,180.45444444444445,-1.0,68.89000000000001,27.737777777777776,4774.8099999999995
2024-03-06 09:17:20,5.174172066669295,48.30791049998879,1.3126927333322178,-1.0,1.9863204000027204,5.551046733330622,4.1003733666665685,24.53504,55.947264,8.736768,-1.0,88.973312,425.086976,415.678464,132.25,128.44444444444446,180.45444444444445,-1.0,68.89000000000001,27.737777777777776,4774.8099999999995
2024-03-06 09:17:25,5.174172066669295,48.30791049998879,1.3126927333322178,-1.0,1.9863204000027204,5.551046733330622,4.1003733666665685,24.53504,55.947264,8.736768,-1.0,88.973312,425.086976,415.678464,132.25,128.44444444444446,180.45444444444445,-1.0,68.89000000000001,27.737777777777776,4774.8099999999995
2024-03-06 09:17:30,5.174172066669295,48.30791049998879,1.3126927333322178,-1.0,1.1733702999966529,4.037577466666183,4.1003733666665685,24.53504,55.947264,8.736768,-1.0,88.682496,426.770432,415.678464,132.25,115.20444444444442,180.45444444444445,-1.0,68.89000000000001,46.239999999999995,4774.8099999999995
2024-03-06 09:17:35,4.338285899999997,22.672234166672446,1.3675422000005708,-1.0,1.1733702999966529,4.037577466666183,4.1003733666665685,24.53504,55.93088,7.733248,-1.0,88.682496,426.770432,415.678464,132.25,115.20444444444442,42.68444444444443,-1.0,88.35999999999997,46.239999999999995,1368.9999999999995
2024-03-06 09:17:40,4.338285899999998,22.67223416667245,1.367542200000571,-1.0,1.1733702999966529,4.037577466666183,3.777905599999561,24.53504,55.93088,7.733248,-1.0,88.682496,426.770432,415.731712,136.89,115.20444444444442,42.684444444444445,-1.0,88.36000000000001,46.239999999999995,1369.0
2024-03-06 09:17:45,4.338285899999998,22.67223416667245,1.367542200000571,-1.0,1.1733702999966529,4.037577466666183,3.777905599999561,24.53504,55.93088,7.733248,-1.0,88.682496,426.770432,415.731712,136.89,115.20444444444442,42.684444444444445,-1.0,88.36000000000001,46.239999999999995,1369.0
2024-03-06 09:17:50,4.338285899999998,22.67223416667245,1.367542200000571,-1.0,1.1733702999966529,4.037577466666183,3.777905599999561,24.53504,55.93088,7.733248,-1.0,88.682496,426.770432,415.731712,136.89,115.20444444444442,42.684444444444445,-1.0,88.36000000000001,46.239999999999995,1369.0
2024-03-06 09:17:55,4.338285899999998,22.67223416667245,1.367542200000571,-1.0,1.1733702999966529,4.037577466666183,3.777905599999561,24.53504,55.93088,7.733248,-1.0,88.682496,426.770432,415.731712,136.89,115.20444444444442,42.684444444444445,-1.0,88.36000000000001,46.239999999999995,1369.0
2024-03-06 09:18:00,4.338285899999998,22.67223416667245,1.367542200000571,-1.0,2.936900533336484,5.122720433333447,3.777905599999561,24.53504,55.93088,7.733248,-1.0,87.932928,425.525248,415.731712,136.89,167.2711111111111,42.684444444444445,-1.0,88.36000000000001,25.0,1369.0
2024-03-06 09:18:05,5.662778966658758,51.33353070000339,1.5870500666665064,-1.0,2.936900533336484,5.122720433333447,3.777905599999561,24.518656,55.832576,8.200192,-1.0,87.932928,425.525248,415.731712,136.89,167.2711111111111,314.47111111111104,-1.0,101.33777777777773,25.0,5570.134444444441
2024-03-06 09:18:10,5.662778966658759,51.333530700003394,1.5870500666665066,-1.0,2.936900533336484,5.122720433333447,4.490957500000074,24.518656,55.832576,8.200192,-1.0,87.932928,425.525248,415.842304,136.1111111111111,167.2711111111111,314.47111111111116,-1.0,101.33777777777777,25.0,5570.134444444446
2024-03-06 09:18:15,5.662778966658759,51.333530700003394,1.5870500666665066,-1.0,2.936900533336484,5.122720433333447,4.490957500000074,24.518656,55.832576,8.200192,-1.0,87.932928,425.525248,415.842304,136.1111111111111,167.2711111111111,314.47111111111116,-1.0,101.33777777777777,25.0,5570.134444444446
2024-03-06 09:18:20,5.662778966658759,51.333530700003394,1.5870500666665066,-1.0,2.936900533336484,5.122720433333447,4.490957500000074,24.518656,55.832576,8.200192,-1.0,87.932928,425.525248,415.842304,136.1111111111111,167.2711111111111,314.47111111111116,-1.0,101.33777777777777,25.0,5570.134444444446
2024-03-06 09:18:25,5.662778966658759,51.333530700003394,1.5870500666665066,-1.0,2.936900533336484,5.122720433333447,4.490957500000074,24.518656,55.832576,8.200192,-1.0,87.932928,425.525248,415.842304,136.1111111111111,167.2711111111111,314.47111111111116,-1.0,101.33777777777777,25.0,5570.134444444446
2024-03-06 09:18:30,5.662778966658759,51.333530700003394,1.5870500666665066,-1.0,1.9506534333307475,4.053646933334676,4.490957500000074,24.518656,55.832576,8.200192,-1.0,87.662592,425.353216,415.842304,136.1111111111111,42.25,314.47111111111116,-1.0,101.33777777777777,17.64,5570.134444444446
2024-03-06 09:18:35,6.633913908613353,37.62065213479217,1.6980777588902034,-1.0,1.9506534333307475,4.053646933334676,4.490957500000074,24.518656,55.947264,7.749632,-1.0,87.662592,425.353216,415.842304,136.1111111111111,42.25,151.25974653809487,-1.0,42.675908835918165,17.64,3732.4634699813673
2024-03-06 09:18:40,6.633913908613354,37.620652134792174,1.6980777588902036,-1.0,1.9506534333307475,4.053646933334676,3.408725733333995,24.518656,55.947264,7.749632,-1.0,87.662592,425.353216,415.940608,97.35111111111112,42.25,151.2597465380949,-1.0,42.67590883591818,17.64,3732.463469981369
2024-03-06 09:18:45,6.633913908613354,37.620652134792174,1.6980777588902036,-1.0,1.9506534333307475,4.053646933334676,3.408725733333995,24.518656,55.947264,7.749632,-1.0,87.662592,425.353216,415.940608,97.35111111111112,42.25,151.2597465380949,-1.0,42.67590883591818,17.64,3732.463469981369
2024-03-06 09:18:50,6.633913908613354,37.620652134792174,1.6980777588902036,-1.0,1.9506534333307475,4.053646933334676,3.408725733333995,24.518656,55.947264,7.749632,-1.0,87.662592,425.353216,415.940608,97.35111111111112,42.25,151.2597465380949,-1.0,42.67590883591818,17.64,3732.463469981369
2024-03-06 09:18:55,6.633913908613354,37.620652134792174,1.6980777588902036,-1.0,1.9506534333307475,4.053646933334676,3.408725733333995,24.518656,55.947264,7.749632,-1.0,87.662592,425.353216,415.940608,97.35111111111112,42.25,151.2597465380949,-1.0,42.67590883591818,17.64,3732.463469981369
2024-03-06 09:19:00,6.633913908613354,37.620652134792174,1.6980777588902036,-1.0,1.5545924000055797,5.333593566668545,3.408725733333995,24.518656,55.947264,7.749632,-1.0,87.28576,424.497152,415.940608,97.35111111111112,128.44444444444446,151.2597465380949,-1.0,42.67590883591818,30.987777777777776,3732.463469981369
2024-03-06 09:19:05,3.4391653832088815,52.45261479479942,1.0675747241397746,-1.0,1.5545924000055797,5.333593566668545,3.408725733333995,24.522752,55.947264,7.745536,-1.0,87.28576,424.497152,415.940608,97.35111111111112,128.44444444444446,121.75879498585363,-1.0,159.63303612200514,30.987777777777776,2798.9697659634944
2024-03-06 09:19:10,3.4391653832088815,52.45261479479942,1.0675747241397746,-1.0,1.5545924000055797,5.333593566668545,6.281455466665875,24.522752,55.947264,7.745536,-1.0,87.28576,424.497152,416.157696,152.93444444444447,128.44444444444446,121.75879498585363,-1.0,159.63303612200514,30.987777777777776,2798.9697659634944
2024-03-06 09:19:15,3.4391653832088815,52.45261479479942,1.0675747241397746,-1.0,1.5545924000055797,5.333593566668545,6.281455466665875,24.522752,55.947264,7.745536,-1.0,87.28576,424.497152,416.157696,152.93444444444447,128.44444444444446,121.75879498585363,-1.0,159.63303612200514,30.987777777777776,2798.9697659634944
2024-03-06 09:19:20,3.4391653832088815,52.45261479479942,1.0675747241397746,-1.0,1.5545924000055797,5.333593566668545,6.281455466665875,24.522752,55.947264,7.745536,-1.0,87.28576,424.497152,416.157696,152.93444444444447,128.44444444444446,121.75879498585363,-1.0,159.63303612200514,30.987777777777776,2798.9697659634944
2024-03-06 09:19:25,3.4391653832088815,52.45261479479942,1.0675747241397746,-1.0,1.5545924000055797,5.333593566668545,6.281455466665875,24.522752,55.947264,7.745536,-1.0,87.28576,424.497152,416.157696,152.93444444444447,128.44444444444446,121.75879498585363,-1.0,159.63303612200514,30.987777777777776,2798.9697659634944
2024-03-06 09:19:30,3.4391653832088815,52.45261479479942,1.0675747241397746,-1.0,2.40399526666503,4.849292733331367,6.281455466665875,24.522752,55.947264,7.745536,-1.0,87.154688,426.237952,416.157696,152.93444444444447,142.40444444444444,121.75879498585363,-1.0,159.63303612200514,52.321111111111115,2798.9697659634944
2024-03-06 09:19:35,5.821669899993745,41.52033060001182,1.5917845333319744,-1.0,2.40399526666503,4.849292733331367,6.281455466665875,24.518656,55.832576,8.220672,-1.0,87.154688,426.237952,416.157696,152.93444444444447,142.40444444444444,183.15111111111105,-1.0,58.26777777777776,52.321111111111115,3348.5511111111105
2024-03-06 09:19:40,5.821669899993746,41.520330600011825,1.5917845333319747,-1.0,2.40399526666503,4.849292733331367,4.143742766666492,24.518656,55.832576,8.220672,-1.0,87.154688,426.237952,416.251904,129.20111111111112,142.40444444444444,183.1511111111111,-1.0,58.26777777777778,52.321111111111115,3348.5511111111114
2024-03-06 09:19:45,5.821669899993746,41.520330600011825,1.5917845333319747,-1.0,2.40399526666503,4.849292733331367,4.143742766666492,24.518656,55.832576,8.220672,-1.0,87.154688,426.237952,416.251904,129.20111111111112,142.40444444444444,183.1511111111111,-1.0,58.26777777777778,52.321111111111115,3348.5511111111114
2024-03-06 09:19:50,5.821669899993746,41.520330600011825,1.5917845333319747,-1.0,2.40399526666503,4.849292733331367,4.143742766666492,24.518656,55.832576,8.220672,-1.0,87.154688,426.237952,416.251904,129.20111111111112,142.40444444444444,183.1511111111111,-1.0,58.26777777777778,52.321111111111115,3348.5511111111114
2024-03-06 09:19:55,5.821669899993746,41.520330600011825,1.5917845333319747,-1.0,2.40399526666503,4.849292733331367,4.143742766666492,24.518656,55.832576,8.220672,-1.0,87.154688,426.237952,416.251904,129.20111111111112,142.40444444444444,183.1511111111111,-1.0,58.26777777777778,52.321111111111115,3348.5511111111114
2024-03-06 09:20:00,5.821669899993746,41.520330600011825,1.5917845333319747,-1.0,1.9264475999989372,5.101987466665984,4.143742766666492,24.518656,55.832576,8.220672,-1.0,87.658496,424.914944,416.251904,129.20111111111112,106.09000000000002,183.1511111111111,-1.0,58.26777777777778,11.787777777777777,3348.5511111111114
2024-03-06 09:20:05,7.769960566671822,62.452160999994994,1.4255599000004318,-1.0,1.9264475999989372,5.101987466665984,4.143742766666492,24.53504,55.947264,8.658944,-1.0,87.658496,424.914944,416.251904,129.20111111111112,106.09000000000002,52.80444444444443,-1.0,51.3611111111111,11.787777777777777,4233.671111111111
2024-03-06 09:20:10,7.7699605666718226,62.452160999995,1.425559900000432,-1.0,1.9264475999989372,5.101987466665984,3.4871967333344855,24.53504,55.947264,8.658944,-1.0,87.658496,424.914944,416.333824,153.76000000000002,106.09000000000002,52.80444444444444,-1.0,51.361111111111114,11.787777777777777,4233.671111111111
2024-03-06 09:20:15,7.7699605666718226,62.452160999995,1.425559900000432,-1.0,1.9264475999989372,5.101987466665984,3.4871967333344855,24.53504,55.947264,8.658944,-1.0,87.658496,424.914944,416.333824,153.76000000000002,106.09000000000002,52.80444444444444,-1.0,51.361111111111114,11.787777777777777,4233.671111111111
2024-03-06 09:20:20,7.7699605666718226,62.452160999995,1.425559900000432,-1.0,1.9264475999989372,5.101987466665984,3.4871967333344855,24.53504,55.947264,8.658944,-1.0,87.658496,424.914944,416.333824,153.76000000000002,106.09000000000002,52.80444444444444,-1.0,51.361111111111114,11.787777777777777,4233.671111111111
2024-03-06 09:20:25,7.7699605666718226,62.452160999995,1.425559900000432,-1.0,1.9264475999989372,5.101987466665984,3.4871967333344855,24.53504,55.947264,8.658944,-1.0,87.658496,424.914944,416.333824,153.76000000000002,106.09000000000002,52.80444444444444,-1.0,51.361111111111114,11.787777777777777,4233.671111111111
2024-03-06 09:20:30,7.7699605666718226,62.452160999995,1.425559900000432,-1.0,0.8889342333304739,5.01705490000101,3.4871967333344855,24.53504,55.947264,8.658944,-1.0,86.8352,422.961152,416.333824,153.76000000000002,109.55111111111111,52.80444444444444,-1.0,51.361111111111114,20.55111111111111,4233.671111111111
2024-03-06 09:20:35,5.567089499997261,38.093178733333836,1.422012533335722,-1.0,0.8889342333304739,5.01705490000101,3.4871967333344855,24.53504,55.832576,8.0896,-1.0,86.8352,422.961152,416.333824,153.76000000000002,109.55111111111111,165.55111111111108,-1.0,28.801111111111098,20.55111111111111,4355.999999999998
2024-03-06 09:20:40,5.5670894999972615,38.09317873333384,1.4220125333357223,-1.0,0.8889342333304739,5.01705490000101,4.570694166667029,24.53504,55.832576,8.0896,-1.0,86.8352,422.961152,416.473088,106.09000000000002,109.55111111111111,165.5511111111111,-1.0,28.801111111111105,20.55111111111111,4356.0
2024-03-06 09:20:45,5.5670894999972615,38.09317873333384,1.4220125333357223,-1.0,0.8889342333304739,5.01705490000101,4.570694166667029,24.53504,55.832576,8.0896,-1.0,86.8352,422.961152,416.473088,106.09000000000002,109.55111111111111,165.5511111111111,-1.0,28.801111111111105,20.55111111111111,4356.0
2024-03-06 09:20:50,5.5670894999972615,38.09317873333384,1.4220125333357223,-1.0,0.8889342333304739,5.01705490000101,4.570694166667029,24.53504,55.832576,8.0896,-1.0,86.8352,422.961152,416.473088,106.09000000000002,109.55111111111111,165.5511111111111,-1.0,28.801111111111105,20.55111111111111,4356.0
2024-03-06 09:20:55,5.5670894999972615,38.09317873333384,1.4220125333357223,-1.0,0.8889342333304739,5.01705490000101,4.570694166667029,24.53504,55.832576,8.0896,-1.0,86.8352,422.961152,416.473088,106.09000000000002,109.55111111111111,165.5511111111111,-1.0,28.801111111111105,20.55111111111111,4356.0
2024-03-06 09:21:00,5.5670894999972615,38.09317873333384,1.4220125333357223,-1.0,2.4622294666717908,2.671251966667872,4.570694166667029,24.53504,55.832576,8.0896,-1.0,86.532096,422.780928,416.473088,106.09000000000002,94.73777777777777,165.5511111111111,-1.0,28.801111111111105,65.61,4356.0
2024-03-06 09:21:05,5.949890300007609,34.59532233332538,1.6148866999969866,-1.0,2.4622294666717908,2.671251966667872,4.570694166667029,24.53504,55.832576,8.474624,-1.0,86.532096,422.780928,416.473088,106.09000000000002,94.73777777777777,120.99999999999996,-1.0,123.20999999999995,65.61,3927.11111111111
2024-03-06 09:21:10,5.94989030000761,34.595322333325385,1.6148866999969869,-1.0,2.4622294666717908,2.671251966667872,4.056703233332351,24.53504,55.832576,8.474624,-1.0,86.532096,422.780928,416.52224,152.11111111111111,94.73777777777777,121.0,-1.0,123.21,65.61,3927.111111111111
2024-03-06 09:21:15,5.94989030000761,34.595322333325385,1.6148866999969869,-1.0,2.4622294666717908,2.671251966667872,4.056703233332351,24.53504,55.832576,8.474624,-1.0,86.532096,422.780928,416.52224,152.11111111111111,94.73777777777777,121.0,-1.0,123.21,65.61,3927.111111111111
2024-03-06 09:21:20,5.94989030000761,34.595322333325385,1.6148866999969869,-1.0,2.4622294666717908,2.671251966667872,4.056703233332351,24.53504,55.832576,8.474624,-1.0,86.532096,422.780928,416.52224,152.11111111111111,94.73777777777777,121.0,-1.0,123.21,65.61,3927.111111111111
2024-03-06 09:21:25,5.94989030000761,34.595322333325385,1.6148866999969869,-1.0,2.4622294666717908,2.671251966667872,4.056703233332351,24.53504,55.832576,8.474624,-1.0,86.532096,422.780928,416.52224,152.11111111111111,94.73777777777777,121.0,-1.0,123.21,65.61,3927.111111111111
2024-03-06 09:21:30,5.94989030000761,34.595322333325385,1.6148866999969869,-1.0,2.0718244666644146,7.3657067333329,4.056703233332351,24.53504,55.832576,8.474624,-1.0,86.319104,422.350848,416.52224,152.11111111111111,154.58777777777777,121.0,-1.0,123.21,22.404444444444444,3927.111111111111
2024-03-06 09:21:35,4.9889888333230665,51.204545566679364,0.9442420333357403,-1.0,2.0718244666644146,7.3657067333329,4.056703233332351,24.518656,55.881728,8.21248,-1.0,86.319104,422.350848,416.52224,152.11111111111111,154.58777777777777,322.8011111111109,-1.0,78.61777777777776,22.404444444444444,914.0544444444442
2024-03-06 09:21:40,4.988988833323067,51.20454556667937,0.9442420333357404,-1.0,2.0718244666644146,7.3657067333329,3.584303266666211,24.518656,55.881728,8.21248,-1.0,86.319104,422.350848,416.620544,148.83999999999997,154.58777777777777,322.801111111111,-1.0,78.61777777777779,22.404444444444444,914.0544444444445
2024-03-06 09:21:45,4.988988833323067,51.20454556667937,0.9442420333357404,-1.0,2.0718244666644146,7.3657067333329,3.584303266666211,24.518656,55.881728,8.21248,-1.0,86.319104,422.350848,416.620544,148.83999999999997,154.58777777777777,322.801111111111,-1.0,78.61777777777779,22.404444444444444,914.0544444444445
2024-03-06 09:21:50,4.988988833323067,51.20454556667937,0.9442420333357404,-1.0,2.0718244666644146,7.3657067333329,3.584303266666211,24.518656,55.881728,8.21248,-1.0,86.319104,422.350848,416.620544,148.83999999999997,154.58777777777777,322.801111111111,-1.0,78.61777777777779,22.404444444444444,914.0544444444445
2024-03-06 09:21:55,4.988988833323067,51.20454556667937,0.9442420333357404,-1.0,2.0718244666644146,7.3657067333329,3.584303266666211,24.518656,55.881728,8.21248,-1.0,86.319104,422.350848,416.620544,148.83999999999997,154.58777777777777,322.801111111111,-1.0,78.61777777777779,22.404444444444444,914.0544444444445
2024-03-06 09:22:00,4.988988833323067,51.20454556667937,0.9442420333357404,-1.0,0.0,0.0,3.584303266666211,24.518656,55.881728,8.21248,-1.0,86.319104,422.350848,416.620544,148.83999999999997,0.0,322.801111111111,-1.0,78.61777777777779,0.0,914.0544444444445
2024-03-06 09:22:05,0.0,0.0,0.0,-1.0,0.0,0.0,3.584303266666211,24.518656,55.881728,8.21248,-1.0,86.319104,422.350848,416.620544,148.83999999999997,0.0,0.0,-1.0,0.0,0.0,0.0
2024-03-06 09:22:10,5.511590059390119,39.491787897821936,1.7985899965433125,-1.0,149.61389821984778,10.865196136345105,3.7655424146560885,24.53504,55.832576,7.917568,-1.0,94.55616,420.716544,416.817152,87.58840294758531,179.1427784994461,90.02598824751807,-1.0,157.93340335514768,69.36685598857053,7227.8577395640905
