timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-8p5p9_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-x9mxc_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-8p5p9_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-x9mxc_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,reviews-v1-7b76c4f45d-x9mxc_network,ratings-v1-5b6b66f9b5-8p5p9_network,reviews-v2-6ccf99c555-fqvhb_network,productpage-v1-7fb564989f-lvdk6_network,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v3-5fd56449d8-tv4wp_network,details-v1-b788479c5-bbg6t_network
2024-03-06 03:15:03,6.117641400002564,51.19182546666252,-1.0,2.1144438333332496,1.3513454666669609,4.164516100000053,4.279936399999921,24.244224,55.738368,-1.0,7.41376,90.198016,349.73696,346.984448,33.64,-1.0,141.61,4312.111111111111,56.25,236.13444444444445,29.160000000000004
2024-03-06 03:15:08,6.117641400002564,51.19182546666252,-1.0,2.1144438333332496,1.3513454666669609,4.164516100000053,4.279936399999921,24.244224,55.738368,-1.0,7.41376,90.198016,349.73696,346.984448,33.64,-1.0,141.61,4312.111111111111,56.25,236.13444444444445,29.160000000000004
2024-03-06 03:15:13,6.117641400002564,51.19182546666252,-1.0,2.1144438333332496,1.3513454666669609,4.164516100000053,4.279936399999921,24.244224,55.738368,-1.0,7.41376,90.198016,349.73696,346.984448,33.64,-1.0,141.61,4312.111111111111,56.25,236.13444444444445,29.160000000000004
2024-03-06 03:15:18,4.434005766673485,45.58223896666884,-1.0,1.4600069333340573,1.3513454666669609,4.164516100000053,4.1265047999994895,24.244224,55.742464,-1.0,6.725632,90.198016,349.73696,347.07456,33.64,-1.0,129.20111111111112,3790.4544444444464,110.25000000000004,236.13444444444445,361.0000000000001
2024-03-06 03:15:23,4.434005766673485,45.58223896666884,-1.0,1.4600069333340573,2.088179533332853,4.642378566666139,4.1265047999994895,24.244224,55.742464,-1.0,6.725632,89.755648,349.855744,347.07456,13.690000000000001,-1.0,129.20111111111112,3790.4544444444464,110.25000000000004,118.81,361.0000000000001
2024-03-06 03:15:28,4.434005766673484,45.58223896666883,-1.0,1.460006933334057,2.088179533332853,4.642378566666139,4.1265047999994895,24.244224,55.742464,-1.0,6.725632,89.755648,349.855744,347.07456,13.690000000000001,-1.0,129.20111111111112,3790.454444444445,110.25,118.81,361.0
2024-03-06 03:15:33,4.434005766673484,45.58223896666883,-1.0,1.460006933334057,2.088179533332853,4.642378566666139,4.1265047999994895,24.244224,55.742464,-1.0,6.725632,89.755648,349.855744,347.07456,13.690000000000001,-1.0,129.20111111111112,3790.454444444445,110.25,118.81,361.0
2024-03-06 03:15:38,4.434005766673484,45.58223896666883,-1.0,1.460006933334057,2.088179533332853,4.642378566666139,4.1265047999994895,24.244224,55.742464,-1.0,6.725632,89.755648,349.855744,347.07456,13.690000000000001,-1.0,129.20111111111112,3790.454444444445,110.25,118.81,361.0
2024-03-06 03:15:43,4.434005766673484,45.58223896666883,-1.0,1.460006933334057,2.088179533332853,4.642378566666139,4.1265047999994895,24.244224,55.742464,-1.0,6.725632,89.755648,349.855744,347.07456,13.690000000000001,-1.0,129.20111111111112,3790.454444444445,110.25,118.81,361.0
2024-03-06 03:15:48,5.859483533337578,49.65162070000134,-1.0,0.9662632666665637,2.088179533332853,4.642378566666139,4.49458366666704,24.244224,55.64416,-1.0,7.757824,89.755648,349.855744,347.148288,13.690000000000001,-1.0,238.1877777777778,2536.801111111112,32.49000000000001,118.81,136.89000000000001
2024-03-06 03:15:53,5.859483533337578,49.65162070000134,-1.0,0.9662632666665637,2.8978124999999486,5.286321500000213,4.49458366666704,24.244224,55.64416,-1.0,7.757824,89.755648,349.96224,347.148288,30.987777777777776,-1.0,238.1877777777778,2536.801111111112,32.49000000000001,72.25,136.89000000000001
2024-03-06 03:15:58,5.859483533337577,49.65162070000133,-1.0,0.9662632666665635,2.8978124999999486,5.286321500000213,4.49458366666704,24.244224,55.64416,-1.0,7.757824,89.755648,349.96224,347.148288,30.987777777777776,-1.0,238.1877777777778,2536.8011111111114,32.49,72.25,136.89
2024-03-06 03:16:03,5.859483533337577,49.65162070000133,-1.0,0.9662632666665635,2.8978124999999486,5.286321500000213,4.49458366666704,24.244224,55.64416,-1.0,7.757824,89.755648,349.96224,347.148288,30.987777777777776,-1.0,238.1877777777778,2536.8011111111114,32.49,72.25,136.89
2024-03-06 03:16:08,5.859483533337577,49.65162070000133,-1.0,0.9662632666665635,2.8978124999999486,5.286321500000213,4.49458366666704,24.244224,55.64416,-1.0,7.757824,89.755648,349.96224,347.148288,30.987777777777776,-1.0,238.1877777777778,2536.8011111111114,32.49,72.25,136.89
2024-03-06 03:16:13,5.859483533337577,49.65162070000133,-1.0,0.9662632666665635,2.8978124999999486,5.286321500000213,4.49458366666704,24.244224,55.64416,-1.0,7.757824,89.755648,349.96224,347.148288,30.987777777777776,-1.0,238.1877777777778,2536.8011111111114,32.49,72.25,136.89
2024-03-06 03:16:18,7.362678966652919,38.60354553332855,-1.0,2.24135863333288,2.8978124999999486,5.286321500000213,5.03601903333409,24.244224,55.627776,-1.0,7.667712,89.755648,349.96224,347.275264,30.987777777777776,-1.0,129.20111111111112,5929.000000000002,98.67111111111114,72.25,71.68444444444448
2024-03-06 03:16:23,7.362678966652919,38.60354553332855,-1.0,2.24135863333288,2.1303997999998123,4.278302199999946,5.03601903333409,24.244224,55.627776,-1.0,7.667712,89.755648,350.052352,347.275264,31.73444444444445,-1.0,129.20111111111112,5929.000000000002,98.67111111111114,70.00111111111111,71.68444444444448
2024-03-06 03:16:28,7.3626789666529175,38.60354553332854,-1.0,2.2413586333328794,2.1303997999998123,4.278302199999946,5.03601903333409,24.244224,55.627776,-1.0,7.667712,89.755648,350.052352,347.275264,31.73444444444445,-1.0,129.20111111111112,5929.0,98.67111111111112,70.00111111111111,71.68444444444445
2024-03-06 03:16:33,7.3626789666529175,38.60354553332854,-1.0,2.2413586333328794,2.1303997999998123,4.278302199999946,5.03601903333409,24.244224,55.627776,-1.0,7.667712,89.755648,350.052352,347.275264,31.73444444444445,-1.0,129.20111111111112,5929.0,98.67111111111112,70.00111111111111,71.68444444444445
2024-03-06 03:16:38,7.3626789666529175,38.60354553332854,-1.0,2.2413586333328794,2.1303997999998123,4.278302199999946,5.03601903333409,24.244224,55.627776,-1.0,7.667712,89.755648,350.052352,347.275264,31.73444444444445,-1.0,129.20111111111112,5929.0,98.67111111111112,70.00111111111111,71.68444444444445
2024-03-06 03:16:43,7.3626789666529175,38.60354553332854,-1.0,2.2413586333328794,2.1303997999998123,4.278302199999946,5.03601903333409,24.244224,55.627776,-1.0,7.667712,89.755648,350.052352,347.275264,31.73444444444445,-1.0,129.20111111111112,5929.0,98.67111111111112,70.00111111111111,71.68444444444445
