timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-xslvc_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-phxww_cpu,reviews-v2-7b4f9d8cb4-qcktl_cpu,reviews-v3-5fd56449d8-q8fx9_cpu,reviews-v3-5fd56449d8-s5wkv_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-xslvc_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-phxww_memory,reviews-v2-7b4f9d8cb4-qcktl_memory,reviews-v3-5fd56449d8-q8fx9_memory,reviews-v3-5fd56449d8-s5wkv_memory,details-v1-b788479c5-bbg6t_network,reviews-v3-5fd56449d8-q8fx9_network,reviews-v2-7b4f9d8cb4-qcktl_network,reviews-v3-5fd56449d8-s5wkv_network,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v1-7b76c4f45d-phxww_network,productpage-v1-7fb564989f-xslvc_network
2024-03-11 11:04:03,6.427292133351633,63.41549936666222,1.888852866674521,1.810046233333651,5.5611783333333165,-1.0,12.26532026666689,25.214976,55.717888,14.536704,92.033024,146.255872,-1.0,99.987456,209.28444444444446,-1.0,91.52111111111111,127.69000000000001,105.40444444444447,32.111111111111114,1086.8011111111111
2024-03-11 11:04:08,6.427292133351633,63.41549936666222,1.888852866674521,1.810046233333651,5.5611783333333165,-1.0,12.26532026666689,25.214976,55.717888,14.536704,92.033024,146.255872,-1.0,99.987456,209.28444444444446,-1.0,91.52111111111111,127.69000000000001,105.40444444444447,32.111111111111114,1086.8011111111111
2024-03-11 11:04:13,6.427292133351633,63.41549936666222,1.888852866674521,1.810046233333651,5.5611783333333165,-1.0,12.26532026666689,25.214976,55.717888,14.536704,92.033024,146.255872,-1.0,99.987456,209.28444444444446,-1.0,91.52111111111111,127.69000000000001,105.40444444444447,32.111111111111114,1086.8011111111111
2024-03-11 11:04:18,4.706191742452868,63.41549936666222,1.5408321170233934,1.810046233333651,5.5611783333333165,-1.0,9.454387450432144,25.214976,55.717888,15.233024,92.033024,146.255872,-1.0,100.061184,155.32456905713232,-1.0,91.52111111111111,43.09525008248911,72.20666949969993,32.111111111111114,1086.8011111111111
2024-03-11 11:04:23,4.706191742452868,55.33341173333307,1.5408321170233934,2.1370779999993297,2.400614266666897,-1.0,9.454387450432144,25.214976,55.472128,15.233024,92.033024,146.255872,-1.0,100.061184,155.32456905713232,-1.0,72.25,43.09525008248911,72.20666949969993,45.78777777777778,7849.959999999999
2024-03-11 11:04:28,4.706191742452867,55.33341173333307,1.5408321170233934,2.1370779999993297,2.400614266666897,-1.0,9.454387450432144,25.214976,55.472128,15.233024,92.033024,146.255872,-1.0,100.061184,155.3245690571323,-1.0,72.25,43.095250082489095,72.20666949969993,45.78777777777778,7849.959999999999
2024-03-11 11:04:33,4.706191742452867,55.33341173333307,1.5408321170233934,2.1370779999993297,2.400614266666897,-1.0,9.454387450432144,25.214976,55.472128,15.233024,92.033024,146.255872,-1.0,100.061184,155.3245690571323,-1.0,72.25,43.095250082489095,72.20666949969993,45.78777777777778,7849.959999999999
2024-03-11 11:04:38,4.706191742452867,55.33341173333307,1.5408321170233934,2.1370779999993297,2.400614266666897,-1.0,9.454387450432144,25.214976,55.472128,15.233024,92.033024,146.255872,-1.0,100.061184,155.3245690571323,-1.0,72.25,43.095250082489095,72.20666949969993,45.78777777777778,7849.959999999999
2024-03-11 11:04:43,4.706191742452867,55.33341173333307,1.5408321170233934,2.1370779999993297,2.400614266666897,-1.0,9.454387450432144,25.214976,55.472128,15.233024,92.033024,146.255872,-1.0,100.061184,155.3245690571323,-1.0,72.25,43.095250082489095,72.20666949969993,45.78777777777778,7849.959999999999
2024-03-11 11:04:48,6.040070321097898,55.33341173333307,0.6387238838377308,2.1370779999993297,2.400614266666897,-1.0,5.60208309159379,25.23136,55.472128,14.68416,92.033024,146.255872,-1.0,100.130816,172.58798170054646,-1.0,72.25,130.03801110324096,87.16340130718933,45.78777777777778,7849.959999999999
2024-03-11 11:04:53,6.040070321097898,47.41435986666147,0.6387238838377308,1.8309504000001198,4.613678266666454,-1.0,5.60208309159379,25.23136,55.472128,14.68416,92.033024,146.28864,-1.0,100.130816,172.58798170054646,-1.0,96.04000000000002,130.03801110324096,87.16340130718933,47.151111111111106,1421.2900000000002
2024-03-11 11:04:58,6.040070321097898,47.41435986666147,0.6387238838377306,1.8309504000001198,4.613678266666454,-1.0,5.602083091593787,25.23136,55.472128,14.68416,92.033024,146.28864,-1.0,100.130816,172.58798170054638,-1.0,96.04000000000002,130.0380111032409,87.1634013071893,47.151111111111106,1421.2900000000002
2024-03-11 11:05:03,6.040070321097898,47.41435986666147,0.6387238838377306,1.8309504000001198,4.613678266666454,-1.0,5.602083091593787,25.23136,55.472128,14.68416,92.033024,146.28864,-1.0,100.130816,172.58798170054638,-1.0,96.04000000000002,130.0380111032409,87.1634013071893,47.151111111111106,1421.2900000000002
2024-03-11 11:05:08,6.040070321097898,47.41435986666147,0.6387238838377306,1.8309504000001198,4.613678266666454,-1.0,5.602083091593787,25.23136,55.472128,14.68416,92.033024,146.28864,-1.0,100.130816,172.58798170054638,-1.0,96.04000000000002,130.0380111032409,87.1634013071893,47.151111111111106,1421.2900000000002
2024-03-11 11:05:13,6.040070321097898,47.41435986666147,0.6387238838377306,1.8309504000001198,4.613678266666454,-1.0,5.602083091593787,25.23136,55.472128,14.68416,92.033024,146.28864,-1.0,100.130816,172.58798170054638,-1.0,96.04000000000002,130.0380111032409,87.1634013071893,47.151111111111106,1421.2900000000002
2024-03-11 11:05:18,4.99708516666336,47.41435986666147,1.4205972666635112,1.8309504000001198,4.613678266666454,-1.0,11.97793303333299,25.23136,55.472128,14.90944,92.033024,146.28864,-1.0,100.143104,189.52111111111122,-1.0,96.04000000000002,226.00111111111121,64.00000000000003,47.151111111111106,1421.2900000000002
2024-03-11 11:05:23,4.99708516666336,63.74293266667337,1.4205972666635112,2.666489433334126,4.870855466667005,-1.0,11.97793303333299,25.23136,55.35744,14.90944,92.033024,146.403328,-1.0,100.143104,189.52111111111122,-1.0,115.92111111111113,226.00111111111121,64.00000000000003,51.84,5078.937777777777
2024-03-11 11:05:28,4.997085166663359,63.74293266667337,1.420597266663511,2.666489433334126,4.870855466667005,-1.0,11.977933033332988,25.23136,55.35744,14.90944,92.033024,146.403328,-1.0,100.143104,189.52111111111114,-1.0,115.92111111111113,226.0011111111111,64.0,51.84,5078.937777777777
2024-03-11 11:05:33,4.997085166663359,63.74293266667337,1.420597266663511,2.666489433334126,4.870855466667005,-1.0,11.977933033332988,25.23136,55.35744,14.90944,92.033024,146.403328,-1.0,100.143104,189.52111111111114,-1.0,115.92111111111113,226.0011111111111,64.0,51.84,5078.937777777777
2024-03-11 11:05:38,4.997085166663359,63.74293266667337,1.420597266663511,2.666489433334126,4.870855466667005,-1.0,11.977933033332988,25.23136,55.35744,14.90944,92.033024,146.403328,-1.0,100.143104,189.52111111111114,-1.0,115.92111111111113,226.0011111111111,64.0,51.84,5078.937777777777
2024-03-11 11:05:43,4.997085166663359,63.74293266667337,1.420597266663511,2.666489433334126,4.870855466667005,-1.0,11.977933033332988,25.23136,55.35744,14.90944,92.033024,146.403328,-1.0,100.143104,189.52111111111114,-1.0,115.92111111111113,226.0011111111111,64.0,51.84,5078.937777777777
2024-03-11 11:05:48,7.020311200024786,63.74293266667337,1.8368927000058957,2.666489433334126,4.870855466667005,-1.0,10.532928733333812,25.214976,55.35744,14.72512,92.033024,146.403328,-1.0,100.216832,52.80444444444447,-1.0,115.92111111111113,133.0177777777778,119.53777777777782,51.84,5078.937777777777
2024-03-11 11:05:53,7.020311200024786,58.23944983333907,1.8368927000058957,1.2809784999992266,5.954985266666313,-1.0,10.532928733333812,25.214976,55.570432,14.72512,92.033024,146.57536,-1.0,100.216832,52.80444444444447,-1.0,108.85444444444445,133.0177777777778,119.53777777777782,48.071111111111115,3245.2011111111115
2024-03-11 11:05:58,7.020311200024784,58.23944983333907,1.8368927000058952,1.2809784999992266,5.954985266666313,-1.0,10.53292873333381,25.214976,55.570432,14.72512,92.033024,146.57536,-1.0,100.216832,52.80444444444444,-1.0,108.85444444444445,133.01777777777778,119.53777777777778,48.071111111111115,3245.2011111111115
2024-03-11 11:06:03,7.020311200024784,58.23944983333907,1.8368927000058952,1.2809784999992266,5.954985266666313,-1.0,10.53292873333381,25.214976,55.570432,14.72512,92.033024,146.57536,-1.0,100.216832,52.80444444444444,-1.0,108.85444444444445,133.01777777777778,119.53777777777778,48.071111111111115,3245.2011111111115
2024-03-11 11:06:08,7.020311200024784,58.23944983333907,1.8368927000058952,1.2809784999992266,5.954985266666313,-1.0,10.53292873333381,25.214976,55.570432,14.72512,92.033024,146.57536,-1.0,100.216832,52.80444444444444,-1.0,108.85444444444445,133.01777777777778,119.53777777777778,48.071111111111115,3245.2011111111115
2024-03-11 11:06:13,7.020311200024784,58.23944983333907,1.8368927000058952,1.2809784999992266,5.954985266666313,-1.0,10.53292873333381,25.214976,55.570432,14.72512,92.033024,146.57536,-1.0,100.216832,52.80444444444444,-1.0,108.85444444444445,133.01777777777778,119.53777777777778,48.071111111111115,3245.2011111111115
2024-03-11 11:06:18,5.912607233312884,58.23944983333907,1.4010739999927564,1.2809784999992266,5.954985266666313,-1.0,12.63730266666604,25.23136,55.570432,14.92992,92.033024,146.57536,-1.0,100.39296,161.29000000000002,-1.0,108.85444444444445,90.88444444444447,54.76000000000003,48.071111111111115,3245.2011111111115
2024-03-11 11:06:23,5.912607233312884,57.692474833326436,1.4010739999927564,2.043670000000475,4.6182542333336105,-1.0,12.63730266666604,25.23136,55.554048,14.92992,92.033024,146.57536,-1.0,100.39296,161.29000000000002,-1.0,82.20444444444443,90.88444444444447,54.76000000000003,28.801111111111105,2855.1211111111106
2024-03-11 11:06:28,5.912607233312883,57.692474833326436,1.401073999992756,2.043670000000475,4.6182542333336105,-1.0,12.637302666666036,25.23136,55.554048,14.92992,92.033024,146.57536,-1.0,100.39296,161.29,-1.0,82.20444444444443,90.88444444444444,54.760000000000005,28.801111111111105,2855.1211111111106
2024-03-11 11:06:33,5.912607233312883,57.692474833326436,1.401073999992756,2.043670000000475,4.6182542333336105,-1.0,12.637302666666036,25.23136,55.554048,14.92992,92.033024,146.57536,-1.0,100.39296,161.29,-1.0,82.20444444444443,90.88444444444444,54.760000000000005,28.801111111111105,2855.1211111111106
2024-03-11 11:06:38,5.912607233312883,57.692474833326436,1.401073999992756,2.043670000000475,4.6182542333336105,-1.0,12.637302666666036,25.23136,55.554048,14.92992,92.033024,146.57536,-1.0,100.39296,161.29,-1.0,82.20444444444443,90.88444444444444,54.760000000000005,28.801111111111105,2855.1211111111106
2024-03-11 11:06:43,5.912607233312883,57.692474833326436,1.401073999992756,2.043670000000475,4.6182542333336105,-1.0,12.637302666666036,25.23136,55.554048,14.92992,92.033024,146.57536,-1.0,100.39296,161.29,-1.0,82.20444444444443,90.88444444444444,54.760000000000005,28.801111111111105,2855.1211111111106
2024-03-11 11:06:48,4.3577676107939585,57.692474833326436,1.3900355214994882,2.043670000000475,4.6182542333336105,-1.0,10.789362379207514,25.358336,55.554048,15.413248,92.033024,146.57536,-1.0,100.462592,440.7061469346939,-1.0,82.20444444444443,22.075280693395438,67.19519573670934,28.801111111111105,2855.1211111111106
2024-03-11 11:06:53,4.3577676107939585,45.90423436666242,1.3900355214994882,1.913059633333584,5.961665433333015,-1.0,10.789362379207514,25.358336,55.76704,15.413248,92.033024,146.829312,-1.0,100.462592,440.7061469346939,-1.0,149.65444444444444,22.075280693395438,67.19519573670934,55.751111111111115,3177.201111111111
