timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-7b4f9d8cb4-hnbzm_cpu,reviews-v2-7b4f9d8cb4-nkkmv_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-7b4f9d8cb4-hnbzm_memory,reviews-v2-7b4f9d8cb4-nkkmv_memory,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v2-7b4f9d8cb4-nkkmv_network,reviews-v2-7b4f9d8cb4-hnbzm_network,details-v1-b788479c5-bbg6t_network,reviews-v3-5fd56449d8-tv4wp_network,productpage-v1-7fb564989f-lvdk6_network,reviews-v1-7b76c4f45d-s5dnq_network
2024-03-07 04:59:01,7.459357066666902,47.48648893334272,1.8285941000006765,1.9272969666663662,5.892640033334828,15.508288933333839,-1.0,24.915968,57.470976,13.295616,91.496448,623.607808,86.704128,-1.0,144.8011111111111,-1.0,126.18777777777775,216.08999999999997,131.48444444444445,3441.7777777777774,34.81
2024-03-07 04:59:06,7.459357066666902,47.48648893334272,1.8285941000006765,1.9272969666663662,5.892640033334828,15.508288933333839,-1.0,24.915968,57.470976,13.295616,91.496448,623.607808,86.704128,-1.0,144.8011111111111,-1.0,126.18777777777775,216.08999999999997,131.48444444444445,3441.7777777777774,34.81
2024-03-07 04:59:11,7.459357066666902,47.48648893334272,1.8285941000006765,1.9272969666663662,5.892640033334828,15.508288933333839,-1.0,24.915968,57.470976,13.295616,91.496448,623.607808,86.704128,-1.0,144.8011111111111,-1.0,126.18777777777775,216.08999999999997,131.48444444444445,3441.7777777777774,34.81
2024-03-07 04:59:16,5.3675364333381985,35.75969079999293,1.501065633332625,1.9272969666663662,5.892640033334828,5.903250333332722,-1.0,24.915968,57.192448,13.819904,91.496448,623.607808,86.708224,-1.0,94.09000000000002,-1.0,126.18777777777784,143.20111111111115,131.48444444444445,3520.4444444444466,34.81
2024-03-07 04:59:21,5.3675364333381985,35.75969079999293,1.501065633332625,1.9272969666663662,5.892640033334828,5.903250333332722,-1.0,24.915968,57.192448,13.819904,91.496448,623.607808,86.708224,-1.0,94.09000000000002,-1.0,126.18777777777784,143.20111111111115,131.48444444444445,3520.4444444444466,34.81
2024-03-07 04:59:26,5.367536433338197,35.759690799992924,1.5010656333326249,1.2923898666665914,5.051672533333355,5.903250333332721,-1.0,24.915968,57.192448,13.819904,91.496448,623.828992,86.708224,-1.0,94.08999999999999,-1.0,126.18777777777775,143.20111111111112,230.02777777777777,3520.444444444445,33.254444444444445
2024-03-07 04:59:31,5.367536433338197,35.759690799992924,1.5010656333326249,1.2923898666665914,5.051672533333355,5.903250333332721,-1.0,24.915968,57.192448,13.819904,91.496448,623.828992,86.708224,-1.0,94.08999999999999,-1.0,126.18777777777775,143.20111111111112,230.02777777777777,3520.444444444445,33.254444444444445
2024-03-07 04:59:36,5.367536433338197,35.759690799992924,1.5010656333326249,1.2923898666665914,5.051672533333355,5.903250333332721,-1.0,24.915968,57.192448,13.819904,91.496448,623.828992,86.708224,-1.0,94.08999999999999,-1.0,126.18777777777775,143.20111111111112,230.02777777777777,3520.444444444445,33.254444444444445
2024-03-07 04:59:41,5.367536433338197,35.759690799992924,1.5010656333326249,1.2923898666665914,5.051672533333355,5.903250333332721,-1.0,24.915968,57.192448,13.819904,91.496448,623.828992,86.708224,-1.0,94.08999999999999,-1.0,126.18777777777775,143.20111111111112,230.02777777777777,3520.444444444445,33.254444444444445
2024-03-07 04:59:46,3.5851957666636745,43.582712433332446,1.51764856666811,1.2923898666665914,5.051672533333355,11.441919500000118,-1.0,24.932352,57.192448,13.08672,91.496448,623.828992,86.822912,-1.0,42.684444444444466,-1.0,89.61777777777782,49.00000000000003,230.02777777777777,3532.321111111113,33.254444444444445
2024-03-07 04:59:51,3.5851957666636745,43.582712433332446,1.51764856666811,1.2923898666665914,5.051672533333355,11.441919500000118,-1.0,24.932352,57.192448,13.08672,91.496448,623.828992,86.822912,-1.0,42.684444444444466,-1.0,89.61777777777782,49.00000000000003,230.02777777777777,3532.321111111113,33.254444444444445
2024-03-07 04:59:56,3.5851957666636736,43.58271243333244,1.5176485666681097,2.4940948905112177,124.52060173982221,11.441919500000116,-1.0,24.932352,57.192448,13.08672,91.496448,623.935488,86.822912,-1.0,42.684444444444445,-1.0,89.61777777777777,49.0,128.41875940837517,3532.321111111111,32.10468985209379
2024-03-07 05:00:01,3.5851957666636736,43.58271243333244,1.5176485666681097,2.4940948905112177,124.52060173982221,11.441919500000116,-1.0,24.932352,57.192448,13.08672,91.496448,623.935488,86.822912,-1.0,42.684444444444445,-1.0,89.61777777777777,49.0,128.41875940837517,3532.321111111111,32.10468985209379
2024-03-07 05:00:06,3.5851957666636736,43.58271243333244,1.5176485666681097,2.4940948905112177,124.52060173982221,11.441919500000116,-1.0,24.932352,57.192448,13.08672,91.496448,623.935488,86.822912,-1.0,42.684444444444445,-1.0,89.61777777777777,49.0,128.41875940837517,3532.321111111111,32.10468985209379
2024-03-07 05:00:11,3.5851957666636736,43.58271243333244,1.5176485666681097,2.4940948905112177,124.52060173982221,11.441919500000116,-1.0,24.932352,57.192448,13.08672,91.496448,623.935488,86.822912,-1.0,42.684444444444445,-1.0,89.61777777777777,49.0,128.41875940837517,3532.321111111111,32.10468985209379
2024-03-07 05:00:16,7.9341387787726685,37.51043192644361,1.4376252373492768,2.4940948905112177,124.52060173982221,8.252658083214033,-1.0,24.915968,57.110528,13.377536,91.496448,623.935488,86.929408,-1.0,72.15857020080804,-1.0,63.387461567710204,175.7817170947912,128.41875940837517,2259.724553609246,32.10468985209379
2024-03-07 05:00:21,7.9341387787726685,37.51043192644361,1.4376252373492768,2.4940948905112177,124.52060173982221,8.252658083214033,-1.0,24.915968,57.110528,13.377536,91.496448,623.935488,86.929408,-1.0,72.15857020080804,-1.0,63.387461567710204,175.7817170947912,128.41875940837517,2259.724553609246,32.10468985209379
2024-03-07 05:00:26,7.9341387787726685,37.51043192644361,1.4376252373492768,2.0781909524280926,4.3076213621385,8.252658083214033,-1.0,24.915968,57.110528,13.377536,93.519872,623.935488,86.929408,-1.0,72.15857020080804,-1.0,63.387461567710204,175.7817170947912,67.80133736723785,2259.724553609246,24.342646063564025
2024-03-07 05:00:31,7.9341387787726685,37.51043192644361,1.4376252373492768,2.0781909524280926,4.3076213621385,8.252658083214033,-1.0,24.915968,57.110528,13.377536,93.519872,623.935488,86.929408,-1.0,72.15857020080804,-1.0,63.387461567710204,175.7817170947912,67.80133736723785,2259.724553609246,24.342646063564025
2024-03-07 05:00:36,7.93413877877267,37.510431926443616,1.437625237349277,2.0781909524280926,4.3076213621385,8.252658083214033,-1.0,24.915968,57.110528,13.377536,93.519872,623.935488,86.929408,-1.0,72.15857020080804,-1.0,63.38746156771022,175.78171709479122,67.80133736723785,2259.7245536092464,24.342646063564025
2024-03-07 05:00:41,7.93413877877267,37.510431926443616,1.437625237349277,2.0781909524280926,4.3076213621385,8.252658083214033,-1.0,24.915968,57.110528,13.377536,93.519872,623.935488,86.929408,-1.0,72.15857020080804,-1.0,63.38746156771022,175.78171709479122,67.80133736723785,2259.7245536092464,24.342646063564025
2024-03-07 05:00:46,5.1581345185312,47.96132123678288,0.9826970748113548,2.0781909524280926,4.3076213621385,11.8226948734198,-1.0,24.915968,57.225216,13.39392,93.519872,623.935488,87.093248,-1.0,82.91499239891387,-1.0,185.19450542329568,150.66188907177764,67.80133736723785,2493.1670115109237,24.342646063564025
2024-03-07 05:00:51,5.1581345185312,47.96132123678288,0.9826970748113548,2.0781909524280926,4.3076213621385,11.8226948734198,-1.0,24.915968,57.225216,13.39392,93.519872,623.935488,87.093248,-1.0,82.91499239891387,-1.0,185.19450542329568,150.66188907177764,67.80133736723785,2493.1670115109237,24.342646063564025
2024-03-07 05:00:56,5.1581345185312,47.96132123678288,0.9826970748113548,1.9418838666666716,51.5168853666637,11.8226948734198,-1.0,24.915968,57.225216,13.39392,93.523968,623.960064,87.093248,-1.0,82.91499239891387,-1.0,185.19450542329568,150.66188907177764,144.8011111111111,2493.1670115109237,22.090000000000003
