timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v2-7b4f9d8cb4-rgbs6_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v3-5fd56449d8-gj8s8_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v2-7b4f9d8cb4-rgbs6_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v3-5fd56449d8-gj8s8_memory,productpage-v1-7fb564989f-lvdk6_network,reviews-v3-5fd56449d8-tv4wp_network,reviews-v1-7b76c4f45d-s5dnq_network,reviews-v3-5fd56449d8-gj8s8_network,ratings-v1-5b6b66f9b5-7bln6_network,details-v1-b788479c5-bbg6t_network,reviews-v2-7b4f9d8cb4-rgbs6_network
2024-03-07 13:14:03,4.856122529245512,42.87564241193406,0.7927390753644686,3.1454521054919553,6.628890907878024,0.2793004034261826,-1.0,25.001984,56.918016,12.210176,91.230208,151.8592,638.947328,-1.0,5348.127896642303,363.70748813705626,40.12983618314993,-1.0,49.93444875904444,166.3989065546753,141.67610780349793
2024-03-07 13:14:08,4.856122529245512,42.87564241193406,0.7927390753644686,3.145452105491956,6.6288909078780245,0.2793004034261827,-1.0,25.001984,56.918016,12.210176,91.230208,151.8592,638.947328,-1.0,5348.127896642303,363.7074881370564,40.12983618314996,-1.0,49.93444875904444,166.3989065546753,141.676107803498
2024-03-07 13:14:13,4.856122529245512,42.87564241193406,0.7927390753644686,3.145452105491956,6.6288909078780245,0.2793004034261827,-1.0,25.001984,56.918016,12.210176,91.230208,151.8592,638.947328,-1.0,5348.127896642303,363.7074881370564,40.12983618314996,-1.0,49.93444875904444,166.3989065546753,141.676107803498
2024-03-07 13:14:18,5.44641651112716,40.01309442072805,0.9924355086005836,3.145452105491956,6.6288909078780245,0.2793004034261827,-1.0,25.001984,56.762368,13.12768,91.230208,151.8592,638.947328,-1.0,11740.203514792436,363.7074881370564,40.12983618314996,-1.0,54.74540025334755,151.2496640673658,141.676107803498
2024-03-07 13:14:23,5.44641651112716,40.01309442072805,0.9924355086005836,1.0120787464577015,5.920394965827761,0.26847471245796617,-1.0,25.001984,56.762368,13.12768,91.230208,151.90016,638.947328,-1.0,11740.203514792436,216.16204801150252,56.26875468854188,-1.0,54.74540025334755,151.2496640673658,188.667328313123
2024-03-07 13:14:28,5.44641651112716,40.01309442072805,0.9924355086005836,1.0120787464577015,5.920394965827761,0.26847471245796617,-1.0,25.001984,56.762368,13.12768,91.230208,151.90016,638.947328,-1.0,11740.203514792436,216.16204801150252,56.26875468854188,-1.0,54.74540025334755,151.2496640673658,188.667328313123
2024-03-07 13:14:33,5.44641651112716,40.01309442072805,0.9924355086005836,1.0120787464577015,5.920394965827761,0.26847471245796617,-1.0,25.001984,56.762368,13.12768,91.230208,151.90016,638.947328,-1.0,11740.203514792436,216.16204801150252,56.26875468854188,-1.0,54.74540025334755,151.2496640673658,188.667328313123
2024-03-07 13:14:38,5.44641651112716,40.01309442072805,0.9924355086005836,1.0120787464577015,5.920394965827761,0.26847471245796617,-1.0,25.001984,56.762368,13.12768,91.230208,151.90016,638.947328,-1.0,11740.203514792436,216.16204801150252,56.26875468854188,-1.0,54.74540025334755,151.2496640673658,188.667328313123
2024-03-07 13:14:43,5.44641651112716,40.01309442072805,0.9924355086005836,1.0120787464577015,5.920394965827761,0.26847471245796617,-1.0,25.001984,56.762368,13.12768,91.230208,151.90016,638.947328,-1.0,11740.203514792436,216.16204801150252,56.26875468854188,-1.0,54.74540025334755,151.2496640673658,188.667328313123
2024-03-07 13:14:48,1.8136207115101803,44.86591581368266,0.8742321208251439,1.0120787464577015,5.920394965827761,0.26847471245796617,-1.0,25.001984,56.836096,13.021184,91.230208,151.90016,638.947328,-1.0,2228.8800226604408,216.16204801150252,56.26875468854188,-1.0,44.02165215204768,103.40936318386493,188.667328313123
