timestamp,details-v1-b788479c5-cghsn_cpu,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-hm9g2_cpu,ratings-v1-5b6b66f9b5-n4ddg_cpu,reviews-v1-7b76c4f45d-x9mxc_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-cghsn_memory,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-hm9g2_memory,ratings-v1-5b6b66f9b5-n4ddg_memory,reviews-v1-7b76c4f45d-x9mxc_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,productpage-v1-7fb564989f-hm9g2_network,details-v1-b788479c5-cghsn_network,reviews-v2-6ccf99c555-fqvhb_network,details-v1-b788479c5-bbg6t_network,reviews-v1-7b76c4f45d-x9mxc_network,ratings-v1-5b6b66f9b5-n4ddg_network,reviews-v3-5fd56449d8-tv4wp_network
2024-03-05 14:49:00,-1.0,5.160562799998539,41.02889949999735,1.5876455666666327,2.5271451999998362,4.513482666666846,3.815466599999695,-1.0,17.313792,53.243904,15.978496,88.498176,206.577664,192.75776,2855.1211111111106,-1.0,23.68444444444444,152.93444444444447,97.35111111111112,41.81777777777778,146.41
2024-03-05 14:49:05,-1.0,7.126233700000738,45.76956163333155,1.5876455666666327,2.5271451999998362,4.513482666666846,3.815466599999695,-1.0,17.313792,53.358592,15.978496,88.498176,206.577664,192.75776,3708.809999999999,-1.0,23.68444444444444,120.99999999999996,97.35111111111112,41.81777777777778,146.41
2024-03-05 14:49:10,-1.0,7.126233700000739,45.769561633331556,1.5876455666666327,2.5271451999998362,4.513482666666846,4.971431799999474,-1.0,17.313792,53.358592,15.978496,88.498176,206.577664,192.83968,3708.81,-1.0,152.11111111111111,121.0,97.35111111111112,41.81777777777778,146.41
2024-03-05 14:49:15,-1.0,7.126233700000739,45.769561633331556,1.5876455666666327,2.5271451999998362,4.513482666666846,4.971431799999474,-1.0,17.313792,53.358592,15.978496,88.498176,206.577664,192.83968,3708.81,-1.0,152.11111111111111,121.0,97.35111111111112,41.81777777777778,146.41
2024-03-05 14:49:20,-1.0,7.126233700000739,45.769561633331556,1.5876455666666327,2.5271451999998362,4.513482666666846,4.971431799999474,-1.0,17.313792,53.358592,15.978496,88.498176,206.577664,192.83968,3708.81,-1.0,152.11111111111111,121.0,97.35111111111112,41.81777777777778,146.41
2024-03-05 14:49:25,-1.0,7.126233700000739,45.769561633331556,1.5876455666666327,2.5271451999998362,4.513482666666846,4.971431799999474,-1.0,17.313792,53.358592,15.978496,88.498176,206.577664,192.83968,3708.81,-1.0,152.11111111111111,121.0,97.35111111111112,41.81777777777778,146.41
2024-03-05 14:49:30,-1.0,7.126233700000739,45.769561633331556,1.4191095666665394,1.9806323666666497,4.494393033333684,4.971431799999474,-1.0,17.313792,53.358592,16.060416,88.498176,206.659584,192.83968,3708.81,-1.0,152.11111111111111,121.0,38.02777777777778,53.29,137.6711111111111
2024-03-05 14:49:35,-1.0,5.4161135333439825,22.873557233333482,1.4191095666665394,1.9806323666666497,4.494393033333684,4.971431799999474,-1.0,17.313792,53.47328,16.060416,88.498176,206.659584,192.83968,3306.249999999999,-1.0,152.11111111111111,19.067777777777767,38.02777777777778,53.29,137.6711111111111
2024-03-05 14:49:40,-1.0,5.416113533343983,22.873557233333486,1.4191095666665394,1.9806323666666497,4.494393033333684,4.02337550000027,-1.0,17.313792,53.47328,16.060416,88.498176,206.659584,192.929792,3306.25,-1.0,123.9511111111111,19.067777777777774,38.02777777777778,53.29,137.6711111111111
2024-03-05 14:49:45,-1.0,5.416113533343983,22.873557233333486,1.4191095666665394,1.9806323666666497,4.494393033333684,4.02337550000027,-1.0,17.313792,53.47328,16.060416,88.498176,206.659584,192.929792,3306.25,-1.0,123.9511111111111,19.067777777777774,38.02777777777778,53.29,137.6711111111111
