timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v2-7b4f9d8cb4-w8j99_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-7b4f9d8cb4-z4zj6_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v2-7b4f9d8cb4-w8j99_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-7b4f9d8cb4-z4zj6_memory,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v2-7b4f9d8cb4-z4zj6_network,details-v1-b788479c5-bbg6t_network,reviews-v3-5fd56449d8-tv4wp_network,productpage-v1-7fb564989f-lvdk6_network,reviews-v2-7b4f9d8cb4-w8j99_network,reviews-v1-7b76c4f45d-s5dnq_network
2024-03-07 07:44:02,7.142694426838454,53.20418617214044,1.1167142047172036,2.477591369544237,48.131629990003354,865.566885904697,-1.0,24.981504,56.356864,12.353536,94.896128,120.508416,638.431232,-1.0,82.29768873163805,-1.0,66.77009577904106,344.49141189302554,1825.358153097393,24.651340811532226,25.654005590272533
2024-03-07 07:44:07,7.142694426838454,53.20418617214044,1.1167142047172036,2.477591369544237,48.131629990003354,865.566885904697,-1.0,24.981504,56.356864,12.353536,94.896128,120.508416,638.431232,-1.0,82.29768873163805,-1.0,66.77009577904106,344.49141189302554,1825.358153097393,24.651340811532226,25.654005590272533
2024-03-07 07:44:12,7.142694426838454,53.20418617214044,1.1167142047172036,2.477591369544237,48.131629990003354,865.566885904697,-1.0,24.981504,56.356864,12.353536,94.896128,120.508416,638.431232,-1.0,82.29768873163805,-1.0,66.77009577904106,344.49141189302554,1825.358153097393,24.651340811532226,25.654005590272533
2024-03-07 07:44:17,3.504864766667501,42.61961610000072,1.4343299666658522,2.477591369544237,48.131629990003354,865.566885904697,-1.0,24.981504,56.471552,12.84096,94.896128,120.508416,638.431232,-1.0,90.25000000000003,-1.0,224.00111111111121,344.49141189302554,8742.250000000002,24.651340811532226,25.654005590272533
2024-03-07 07:44:22,3.504864766667501,42.61961610000072,1.4343299666658522,2.477591369544237,48.131629990003354,865.566885904697,-1.0,24.981504,56.471552,12.84096,94.896128,120.508416,638.431232,-1.0,90.25000000000003,-1.0,224.00111111111121,344.49141189302554,8742.250000000002,24.651340811532226,25.654005590272533
2024-03-07 07:44:27,3.5048647666674997,42.61961610000071,1.434329966665852,2.4050066688887677,17.20833411137042,721.7631072357428,-1.0,24.981504,56.471552,12.84096,94.896128,120.561664,638.435328,-1.0,90.25,-1.0,224.0011111111111,40.987320326070694,8742.25,120.34799640338049,45.36801808227507
2024-03-07 07:44:32,3.5048647666674997,42.61961610000071,1.434329966665852,2.4050066688887677,17.20833411137042,721.7631072357428,-1.0,24.981504,56.471552,12.84096,94.896128,120.561664,638.435328,-1.0,90.25,-1.0,224.0011111111111,40.987320326070694,8742.25,120.34799640338049,45.36801808227507
2024-03-07 07:44:37,3.5048647666674997,42.61961610000071,1.434329966665852,2.4050066688887677,17.20833411137042,721.7631072357428,-1.0,24.981504,56.471552,12.84096,94.896128,120.561664,638.435328,-1.0,90.25,-1.0,224.0011111111111,40.987320326070694,8742.25,120.34799640338049,45.36801808227507
2024-03-07 07:44:42,3.5048647666674997,42.61961610000071,1.434329966665852,2.4050066688887677,17.20833411137042,721.7631072357428,-1.0,24.981504,56.471552,12.84096,94.896128,120.561664,638.435328,-1.0,90.25,-1.0,224.0011111111111,40.987320326070694,8742.25,120.34799640338049,45.36801808227507
2024-03-07 07:44:47,6.462449533334319,41.32945086666951,1.26859006666867,2.4050066688887677,17.20833411137042,721.7631072357428,-1.0,24.981504,56.389632,12.283904,94.896128,120.561664,638.435328,-1.0,64.00000000000003,-1.0,46.694444444444464,40.987320326070694,3484.934444444446,120.34799640338049,45.36801808227507
2024-03-07 07:44:52,6.462449533334319,41.32945086666951,1.26859006666867,2.4050066688887677,17.20833411137042,721.7631072357428,-1.0,24.981504,56.389632,12.283904,94.896128,120.561664,638.435328,-1.0,64.00000000000003,-1.0,46.694444444444464,40.987320326070694,3484.934444444446,120.34799640338049,45.36801808227507
2024-03-07 07:44:57,6.4624495333343175,41.329450866669504,1.2685900666686698,1.6287579333341757,17.79000643333338,679.5578915333408,-1.0,24.981504,56.389632,12.283904,94.896128,120.58624,638.42304,-1.0,64.0,-1.0,46.69444444444444,224.0011111111111,3484.934444444444,111.65444444444444,31.73444444444445
2024-03-07 07:45:02,6.4624495333343175,41.329450866669504,1.2685900666686698,1.6287579333341757,17.79000643333338,679.5578915333408,-1.0,24.981504,56.389632,12.283904,94.896128,120.58624,638.42304,-1.0,64.0,-1.0,46.69444444444444,224.0011111111111,3484.934444444444,111.65444444444444,31.73444444444445
