timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-pvmc7_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-x9mxc_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-pvmc7_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-x9mxc_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,details-v1-b788479c5-bbg6t_network,reviews-v3-5fd56449d8-tv4wp_network,ratings-v1-5b6b66f9b5-pvmc7_network,productpage-v1-7fb564989f-lvdk6_network,reviews-v2-6ccf99c555-fqvhb_network,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v1-7b76c4f45d-x9mxc_network
2024-03-06 02:00:03,5.998715433330896,51.3167094333312,-1.0,2.317476100000001,2.919467600000303,4.973755100000214,3.595582999999654,24.12544,55.82848,-1.0,6.504448,90.80832,336.166912,329.732096,35.60111111111111,106.77777777777779,-1.0,4011.1111111111113,148.02777777777777,20.55111111111111,35.20444444444445
2024-03-06 02:00:08,5.998715433330896,51.3167094333312,-1.0,2.317476100000001,2.919467600000303,4.973755100000214,3.595582999999654,24.12544,55.82848,-1.0,6.504448,90.80832,336.166912,329.732096,35.60111111111111,106.77777777777779,-1.0,4011.1111111111113,148.02777777777777,20.55111111111111,35.20444444444445
2024-03-06 02:00:13,5.998715433330896,51.3167094333312,-1.0,2.317476100000001,2.919467600000303,4.973755100000214,3.595582999999654,24.12544,55.82848,-1.0,6.504448,90.80832,336.166912,329.732096,35.60111111111111,106.77777777777779,-1.0,4011.1111111111113,148.02777777777777,20.55111111111111,35.20444444444445
2024-03-06 02:00:18,7.8623113666708395,48.87393536666878,-1.0,2.4312044999999953,2.919467600000303,4.973755100000214,4.048946433334777,24.141824,55.82848,-1.0,7.057408,90.80832,336.166912,329.785344,301.60111111111127,106.77777777777779,-1.0,1117.7877777777785,90.88444444444444,110.25000000000004,35.20444444444445
2024-03-06 02:00:23,7.8623113666708395,48.87393536666878,-1.0,2.4312044999999953,2.1864744999997283,5.445476966665789,4.048946433334777,24.141824,55.82848,-1.0,7.057408,90.820608,337.94048,329.785344,301.60111111111127,182.25,-1.0,1117.7877777777785,90.88444444444444,110.25000000000004,24.66777777777778
2024-03-06 02:00:28,7.862311366670838,48.873935366668775,-1.0,2.431204499999995,2.1864744999997283,5.445476966665789,4.048946433334777,24.141824,55.82848,-1.0,7.057408,90.820608,337.94048,329.785344,301.60111111111115,182.25,-1.0,1117.7877777777776,90.88444444444444,110.25,24.66777777777778
2024-03-06 02:00:33,7.862311366670838,48.873935366668775,-1.0,2.431204499999995,2.1864744999997283,5.445476966665789,4.048946433334777,24.141824,55.82848,-1.0,7.057408,90.820608,337.94048,329.785344,301.60111111111115,182.25,-1.0,1117.7877777777776,90.88444444444444,110.25,24.66777777777778
2024-03-06 02:00:38,7.862311366670838,48.873935366668775,-1.0,2.431204499999995,2.1864744999997283,5.445476966665789,4.048946433334777,24.141824,55.82848,-1.0,7.057408,90.820608,337.94048,329.785344,301.60111111111115,182.25,-1.0,1117.7877777777776,90.88444444444444,110.25,24.66777777777778
2024-03-06 02:00:43,7.862311366670838,48.873935366668775,-1.0,2.431204499999995,2.1864744999997283,5.445476966665789,4.048946433334777,24.141824,55.82848,-1.0,7.057408,90.820608,337.94048,329.785344,301.60111111111115,182.25,-1.0,1117.7877777777776,90.88444444444444,110.25,24.66777777777778
2024-03-06 02:00:48,2.019325300004009,19.174050966663955,-1.0,2.417093866666672,2.1864744999997283,5.445476966665789,4.5233567333336095,24.141824,55.943168,-1.0,6.47168,90.820608,337.94048,329.879552,104.72111111111117,182.25,-1.0,5685.160000000003,100.0,88.36000000000004,24.66777777777778
2024-03-06 02:00:53,2.019325300004009,19.174050966663955,-1.0,2.417093866666672,1.3451785333340163,2.642509700001483,4.5233567333336095,24.141824,55.943168,-1.0,6.47168,90.820608,337.969152,329.879552,104.72111111111117,87.11111111111113,-1.0,5685.160000000003,100.0,88.36000000000004,32.111111111111114
2024-03-06 02:00:58,2.0193253000040086,19.174050966663952,-1.0,2.4170938666666717,1.3451785333340163,2.642509700001483,4.5233567333336095,24.141824,55.943168,-1.0,6.47168,90.820608,337.969152,329.879552,104.7211111111111,87.11111111111113,-1.0,5685.160000000001,100.0,88.36000000000001,32.111111111111114
2024-03-06 02:01:03,2.0193253000040086,19.174050966663952,-1.0,2.4170938666666717,1.3451785333340163,2.642509700001483,4.5233567333336095,24.141824,55.943168,-1.0,6.47168,90.820608,337.969152,329.879552,104.7211111111111,87.11111111111113,-1.0,5685.160000000001,100.0,88.36000000000001,32.111111111111114
2024-03-06 02:01:08,2.0193253000040086,19.174050966663952,-1.0,2.4170938666666717,1.3451785333340163,2.642509700001483,4.5233567333336095,24.141824,55.943168,-1.0,6.47168,90.820608,337.969152,329.879552,104.7211111111111,87.11111111111113,-1.0,5685.160000000001,100.0,88.36000000000001,32.111111111111114
