timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v2-7b4f9d8cb4-rgbs6_cpu,reviews-v3-5fd56449d8-llfmh_cpu,reviews-v3-5fd56449d8-xpzj4_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v2-7b4f9d8cb4-rgbs6_memory,reviews-v3-5fd56449d8-llfmh_memory,reviews-v3-5fd56449d8-xpzj4_memory,reviews-v1-7b76c4f45d-s5dnq_network,productpage-v1-7fb564989f-lvdk6_network,reviews-v3-5fd56449d8-xpzj4_network,reviews-v2-7b4f9d8cb4-rgbs6_network,details-v1-b788479c5-bbg6t_network,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v3-5fd56449d8-llfmh_network
2024-03-07 17:59:04,5.574026233337766,26.775468766663835,1.1074957666664886,1.0244020333326869,5.003031066667063,-1.0,11.43086756666681,25.042944,56.287232,13.225984,93.171712,213.766144,-1.0,104.984576,35.20444444444445,4587.804444444445,93.44444444444443,207.36,158.76,79.80444444444444,-1.0
2024-03-07 17:59:09,4.5540492333202565,54.927589666658605,1.7141511333344774,1.0244020333326869,5.003031066667063,-1.0,10.159076200000072,25.042944,56.418304,12.9024,93.171712,213.766144,-1.0,105.12384,35.20444444444445,5203.217777777779,135.33444444444444,207.36,32.87111111111111,102.00999999999999,-1.0
2024-03-07 17:59:14,4.5540492333202565,54.927589666658605,1.7141511333344774,1.0244020333326869,5.003031066667063,-1.0,10.159076200000072,25.042944,56.418304,12.9024,93.171712,213.766144,-1.0,105.12384,35.20444444444445,5203.217777777779,135.33444444444444,207.36,32.87111111111111,102.00999999999999,-1.0
2024-03-07 17:59:19,4.5540492333202565,54.927589666658605,1.7141511333344774,1.0244020333326869,5.003031066667063,-1.0,10.159076200000072,25.042944,56.418304,12.9024,93.171712,213.766144,-1.0,105.12384,35.20444444444445,5203.217777777779,135.33444444444444,207.36,32.87111111111111,102.00999999999999,-1.0
2024-03-07 17:59:24,4.5540492333202565,54.927589666658605,1.7141511333344774,1.0244020333326869,5.003031066667063,-1.0,10.159076200000072,25.042944,56.418304,12.9024,93.171712,213.766144,-1.0,105.12384,35.20444444444445,5203.217777777779,135.33444444444444,207.36,32.87111111111111,102.00999999999999,-1.0
2024-03-07 17:59:29,4.5540492333202565,54.927589666658605,1.7141511333344774,2.4256078333337427,3.9538207666661638,-1.0,10.159076200000072,25.042944,56.418304,12.9024,93.171712,213.897216,-1.0,105.12384,33.254444444444445,5203.217777777779,135.33444444444444,51.84,32.87111111111111,102.00999999999999,-1.0
2024-03-07 17:59:34,4.5540492333202565,54.927589666658605,1.7141511333344774,2.4256078333337427,3.9538207666661638,-1.0,10.159076200000072,25.042944,56.418304,12.9024,93.171712,213.897216,-1.0,105.12384,33.254444444444445,5203.217777777779,135.33444444444444,51.84,32.87111111111111,102.00999999999999,-1.0
2024-03-07 17:59:39,8.603974166680928,59.989047833338795,1.2602569666645043,2.4256078333337427,3.9538207666661638,-1.0,11.130581633333254,25.059328,56.287232,12.967936,93.171712,213.897216,-1.0,105.12384,33.254444444444445,1451.6100000000001,221.01777777777778,51.84,331.23999999999995,70.56,-1.0
2024-03-07 17:59:44,8.603974166680928,59.989047833338795,1.2602569666645043,2.4256078333337427,3.9538207666661638,-1.0,11.130581633333254,25.059328,56.287232,12.967936,93.171712,213.897216,-1.0,105.12384,33.254444444444445,1451.6100000000001,221.01777777777778,51.84,331.23999999999995,70.56,-1.0
2024-03-07 17:59:49,8.603974166680928,59.989047833338795,1.2602569666645043,2.4256078333337427,3.9538207666661638,-1.0,11.130581633333254,25.059328,56.287232,12.967936,93.171712,213.897216,-1.0,105.12384,33.254444444444445,1451.6100000000001,221.01777777777778,51.84,331.23999999999995,70.56,-1.0
2024-03-07 17:59:54,8.603974166680928,59.989047833338795,1.2602569666645043,2.4256078333337427,3.9538207666661638,-1.0,11.130581633333254,25.059328,56.287232,12.967936,93.171712,213.897216,-1.0,105.12384,33.254444444444445,1451.6100000000001,221.01777777777778,51.84,331.23999999999995,70.56,-1.0
2024-03-07 17:59:59,8.603974166680928,59.989047833338795,1.2602569666645043,2.03433266666669,3.9266843333336965,-1.0,11.130581633333254,25.059328,56.287232,12.967936,93.171712,213.950464,-1.0,105.12384,18.777777777777775,1451.6100000000001,221.01777777777778,153.76000000000002,331.23999999999995,70.56,-1.0
2024-03-07 18:00:04,8.603974166680928,59.989047833338795,1.2602569666645043,2.03433266666669,3.9266843333336965,-1.0,11.130581633333254,25.059328,56.287232,12.967936,93.171712,213.950464,-1.0,105.12384,18.777777777777775,1451.6100000000001,221.01777777777778,153.76000000000002,331.23999999999995,70.56,-1.0
2024-03-07 18:00:09,5.112663966656328,19.658549233342153,1.4503067666661689,2.03433266666669,3.9266843333336965,-1.0,9.329630666666826,25.042944,56.40192,12.296192,93.171712,213.950464,-1.0,105.197568,18.777777777777775,3990.0277777777774,107.46777777777778,153.76000000000002,127.69000000000001,103.3611111111111,-1.0
2024-03-07 18:00:14,5.112663966656328,19.658549233342153,1.4503067666661689,2.03433266666669,3.9266843333336965,-1.0,9.329630666666826,25.042944,56.40192,12.296192,93.171712,213.950464,-1.0,105.197568,18.777777777777775,3990.0277777777774,107.46777777777778,153.76000000000002,127.69000000000001,103.3611111111111,-1.0
2024-03-07 18:00:19,5.112663966656328,19.658549233342153,1.4503067666661689,2.03433266666669,3.9266843333336965,-1.0,9.329630666666826,25.042944,56.40192,12.296192,93.171712,213.950464,-1.0,105.197568,18.777777777777775,3990.0277777777774,107.46777777777778,153.76000000000002,127.69000000000001,103.3611111111111,-1.0
2024-03-07 18:00:24,5.112663966656328,19.658549233342153,1.4503067666661689,2.03433266666669,3.9266843333336965,-1.0,9.329630666666826,25.042944,56.40192,12.296192,93.171712,213.950464,-1.0,105.197568,18.777777777777775,3990.0277777777774,107.46777777777778,153.76000000000002,127.69000000000001,103.3611111111111,-1.0
2024-03-07 18:00:29,5.112663966656328,19.658549233342153,1.4503067666661689,2.3936316666663515,5.209368966666261,-1.0,9.329630666666826,25.042944,56.40192,12.296192,93.171712,214.085632,-1.0,105.197568,31.359999999999996,3990.0277777777774,107.46777777777778,96.04000000000002,127.69000000000001,103.3611111111111,-1.0
2024-03-07 18:00:34,5.112663966656328,19.658549233342153,1.4503067666661689,2.3936316666663515,5.209368966666261,-1.0,9.329630666666826,25.042944,56.40192,12.296192,93.171712,214.085632,-1.0,105.197568,31.359999999999996,3990.0277777777774,107.46777777777778,96.04000000000002,127.69000000000001,103.3611111111111,-1.0
2024-03-07 18:00:39,5.20331969999764,53.0386811333301,1.5766628666672962,2.3936316666663515,5.209368966666261,-1.0,7.03199496666637,25.042944,56.287232,12.742656,93.171712,214.085632,-1.0,105.332736,31.359999999999996,3449.6044444444447,50.41,96.04000000000002,174.23999999999998,58.777777777777786,-1.0
2024-03-07 18:00:44,5.20331969999764,53.0386811333301,1.5766628666672962,2.3936316666663515,5.209368966666261,-1.0,7.03199496666637,25.042944,56.287232,12.742656,93.171712,214.085632,-1.0,105.332736,31.359999999999996,3449.6044444444447,50.41,96.04000000000002,174.23999999999998,58.777777777777786,-1.0
2024-03-07 18:00:49,5.20331969999764,53.0386811333301,1.5766628666672962,2.3936316666663515,5.209368966666261,-1.0,7.03199496666637,25.042944,56.287232,12.742656,93.171712,214.085632,-1.0,105.332736,31.359999999999996,3449.6044444444447,50.41,96.04000000000002,174.23999999999998,58.777777777777786,-1.0
2024-03-07 18:00:54,5.20331969999764,53.0386811333301,1.5766628666672962,2.3936316666663515,5.209368966666261,-1.0,7.03199496666637,25.042944,56.287232,12.742656,93.171712,214.085632,-1.0,105.332736,31.359999999999996,3449.6044444444447,50.41,96.04000000000002,174.23999999999998,58.777777777777786,-1.0
2024-03-07 18:00:59,5.20331969999764,53.0386811333301,1.5766628666672962,2.2601451000014094,6.2157652333344995,-1.0,7.03199496666637,25.042944,56.287232,12.742656,93.171712,214.265856,-1.0,105.332736,32.87111111111111,3449.6044444444447,50.41,126.9377777777778,174.23999999999998,58.777777777777786,-1.0
2024-03-07 18:01:04,5.20331969999764,53.0386811333301,1.5766628666672962,2.2601451000014094,6.2157652333344995,-1.0,7.03199496666637,25.042944,56.287232,12.742656,93.171712,214.265856,-1.0,105.332736,32.87111111111111,3449.6044444444447,50.41,126.9377777777778,174.23999999999998,58.777777777777786,-1.0
2024-03-07 18:01:09,5.978254466678361,41.52361453334379,1.5331781666683735,2.2601451000014094,6.2157652333344995,-1.0,11.624803600000178,25.059328,56.500224,13.160448,93.171712,214.265856,-1.0,105.504768,32.87111111111111,4520.321111111111,176.00444444444446,126.9377777777778,92.16,71.12111111111112,-1.0
2024-03-07 18:01:14,5.978254466678361,41.52361453334379,1.5331781666683735,2.2601451000014094,6.2157652333344995,-1.0,11.624803600000178,25.059328,56.500224,13.160448,93.171712,214.265856,-1.0,105.504768,32.87111111111111,4520.321111111111,176.00444444444446,126.9377777777778,92.16,71.12111111111112,-1.0
2024-03-07 18:01:19,5.978254466678361,41.52361453334379,1.5331781666683735,2.2601451000014094,6.2157652333344995,-1.0,11.624803600000178,25.059328,56.500224,13.160448,93.171712,214.265856,-1.0,105.504768,32.87111111111111,4520.321111111111,176.00444444444446,126.9377777777778,92.16,71.12111111111112,-1.0
2024-03-07 18:01:24,5.978254466678361,41.52361453334379,1.5331781666683735,2.2601451000014094,6.2157652333344995,-1.0,11.624803600000178,25.059328,56.500224,13.160448,93.171712,214.265856,-1.0,105.504768,32.87111111111111,4520.321111111111,176.00444444444446,126.9377777777778,92.16,71.12111111111112,-1.0
2024-03-07 18:01:29,5.978254466678361,41.52361453334379,1.5331781666683735,1.447037033331829,4.233675399999962,-1.0,11.624803600000178,25.059328,56.500224,13.160448,93.171712,214.376448,-1.0,105.504768,12.25,4520.321111111111,176.00444444444446,146.41,92.16,71.12111111111112,-1.0
2024-03-07 18:01:34,5.978254466678361,41.52361453334379,1.5331781666683735,1.447037033331829,4.233675399999962,-1.0,11.624803600000178,25.059328,56.500224,13.160448,93.171712,214.376448,-1.0,105.504768,12.25,4520.321111111111,176.00444444444446,146.41,92.16,71.12111111111112,-1.0
2024-03-07 18:01:39,5.1768052333197065,50.02701043331399,1.3716972333327249,1.447037033331829,4.233675399999962,-1.0,12.5390969999998,25.042944,56.40192,12.521472,93.171712,214.376448,-1.0,105.51296,12.25,3672.36,102.68444444444444,146.41,133.78777777777776,106.09000000000002,-1.0
2024-03-07 18:01:44,5.1768052333197065,50.02701043331399,1.3716972333327249,1.447037033331829,4.233675399999962,-1.0,12.5390969999998,25.042944,56.40192,12.521472,93.171712,214.376448,-1.0,105.51296,12.25,3672.36,102.68444444444444,146.41,133.78777777777776,106.09000000000002,-1.0
2024-03-07 18:01:49,5.1768052333197065,50.02701043331399,1.3716972333327249,1.447037033331829,4.233675399999962,-1.0,12.5390969999998,25.042944,56.40192,12.521472,93.171712,214.376448,-1.0,105.51296,12.25,3672.36,102.68444444444444,146.41,133.78777777777776,106.09000000000002,-1.0
2024-03-07 18:01:54,5.1768052333197065,50.02701043331399,1.3716972333327249,1.447037033331829,4.233675399999962,-1.0,12.5390969999998,25.042944,56.40192,12.521472,93.171712,214.376448,-1.0,105.51296,12.25,3672.36,102.68444444444444,146.41,133.78777777777776,106.09000000000002,-1.0
2024-03-07 18:01:59,5.1768052333197065,50.02701043331399,1.3716972333327249,2.334761066667094,5.580596433333085,-1.0,12.5390969999998,25.042944,56.40192,12.521472,93.171712,214.48704,-1.0,105.51296,51.361111111111114,3672.36,102.68444444444444,113.06777777777776,133.78777777777776,106.09000000000002,-1.0
2024-03-07 18:02:04,5.1768052333197065,50.02701043331399,1.3716972333327249,2.334761066667094,5.580596433333085,-1.0,12.5390969999998,25.042944,56.40192,12.521472,93.171712,214.48704,-1.0,105.51296,51.361111111111114,3672.36,102.68444444444444,113.06777777777776,133.78777777777776,106.09000000000002,-1.0
2024-03-07 18:02:09,5.65450483333431,44.2133728666704,1.4259004999985336,2.334761066667094,5.580596433333085,-1.0,10.078197466666932,25.059328,56.40192,12.709888,93.171712,214.48704,-1.0,105.701376,51.361111111111114,2199.6099999999997,264.6044444444444,113.06777777777776,170.73777777777778,75.68999999999998,-1.0
2024-03-07 18:02:14,5.65450483333431,44.2133728666704,1.4259004999985336,2.334761066667094,5.580596433333085,-1.0,10.078197466666932,25.059328,56.40192,12.709888,93.171712,214.48704,-1.0,105.701376,51.361111111111114,2199.6099999999997,264.6044444444444,113.06777777777776,170.73777777777778,75.68999999999998,-1.0
2024-03-07 18:02:19,5.65450483333431,44.2133728666704,1.4259004999985336,2.334761066667094,5.580596433333085,-1.0,10.078197466666932,25.059328,56.40192,12.709888,93.171712,214.48704,-1.0,105.701376,51.361111111111114,2199.6099999999997,264.6044444444444,113.06777777777776,170.73777777777778,75.68999999999998,-1.0
2024-03-07 18:02:24,5.65450483333431,44.2133728666704,1.4259004999985336,2.334761066667094,5.580596433333085,-1.0,10.078197466666932,25.059328,56.40192,12.709888,93.171712,214.48704,-1.0,105.701376,51.361111111111114,2199.6099999999997,264.6044444444444,113.06777777777776,170.73777777777778,75.68999999999998,-1.0
2024-03-07 18:02:29,5.65450483333431,44.2133728666704,1.4259004999985336,2.0972577666668712,3.9934046999993225,-1.0,10.078197466666932,25.059328,56.40192,12.709888,93.171712,214.618112,-1.0,105.701376,43.121111111111105,2199.6099999999997,264.6044444444444,35.60111111111111,170.73777777777778,75.68999999999998,-1.0
2024-03-07 18:02:34,5.65450483333431,44.2133728666704,1.4259004999985336,2.0972577666668712,3.9934046999993225,-1.0,10.078197466666932,25.059328,56.40192,12.709888,93.171712,214.618112,-1.0,105.701376,43.121111111111105,2199.6099999999997,264.6044444444444,35.60111111111111,170.73777777777778,75.68999999999998,-1.0
2024-03-07 18:02:39,5.77154896667101,47.608997033330525,1.9900389000023704,2.0972577666668712,3.9934046999993225,-1.0,11.533399766666719,25.042944,56.287232,12.673024,93.171712,214.618112,-1.0,105.701376,43.121111111111105,6442.737777777777,123.21,35.60111111111111,287.86777777777775,70.56,-1.0
2024-03-07 18:02:44,5.77154896667101,47.608997033330525,1.9900389000023704,2.0972577666668712,3.9934046999993225,-1.0,11.533399766666719,25.042944,56.287232,12.673024,93.171712,214.618112,-1.0,105.701376,43.121111111111105,6442.737777777777,123.21,35.60111111111111,287.86777777777775,70.56,-1.0
