timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-7b4f9d8cb4-hnbzm_cpu,reviews-v2-7b4f9d8cb4-8mz2m_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-7b4f9d8cb4-hnbzm_memory,reviews-v2-7b4f9d8cb4-8mz2m_memory,details-v1-b788479c5-bbg6t_network,productpage-v1-7fb564989f-lvdk6_network,reviews-v2-7b4f9d8cb4-8mz2m_network,reviews-v2-7b4f9d8cb4-hnbzm_network,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v1-7b76c4f45d-s5dnq_network,reviews-v3-5fd56449d8-tv4wp_network
2024-03-07 04:44:51,5.378346833337371,57.43154049999553,1.5684147666661379,2.4321786000001566,5.43275550000241,26.768793066666664,-1.0,24.915968,57.327616,13.676544,91.226112,620.978176,82.26816,-1.0,276.66777777777787,2513.3511111111115,-1.0,44.44444444444447,86.49000000000005,27.040000000000003,200.69444444444443
2024-03-07 04:44:56,5.378346833337369,57.43154049999551,1.5684147666661374,2.474585600000031,5.431387433335052,26.768793066666653,-1.0,24.915968,57.327616,13.676544,91.226112,620.986368,82.26816,-1.0,276.66777777777776,2513.351111111111,-1.0,44.44444444444445,86.49000000000001,31.73444444444445,105.40444444444447
2024-03-07 04:45:01,5.378346833337369,57.43154049999551,1.5684147666661374,2.474585600000031,5.431387433335052,26.768793066666653,-1.0,24.915968,57.327616,13.676544,91.226112,620.986368,82.26816,-1.0,276.66777777777776,2513.351111111111,-1.0,44.44444444444445,86.49000000000001,31.73444444444445,105.40444444444447
2024-03-07 04:45:06,5.378346833337369,57.43154049999551,1.5684147666661374,2.474585600000031,5.431387433335052,26.768793066666653,-1.0,24.915968,57.327616,13.676544,91.226112,620.986368,82.26816,-1.0,276.66777777777776,2513.351111111111,-1.0,44.44444444444445,86.49000000000001,31.73444444444445,105.40444444444447
2024-03-07 04:45:11,5.378346833337369,57.43154049999551,1.5684147666661374,2.474585600000031,5.431387433335052,26.768793066666653,-1.0,24.915968,57.327616,13.676544,91.226112,620.986368,82.26816,-1.0,276.66777777777776,2513.351111111111,-1.0,44.44444444444445,86.49000000000001,31.73444444444445,105.40444444444447
2024-03-07 04:45:16,5.157514004056106,42.20372787823739,1.3215386485516554,2.474585600000031,5.431387433335052,18.907830918839693,-1.0,24.915968,57.327616,12.98432,91.226112,620.986368,82.468864,-1.0,41.74260727317418,4928.529099955953,-1.0,151.8376802980536,45.256279816521406,31.73444444444445,105.40444444444447
2024-03-07 04:45:21,5.157514004056106,42.20372787823739,1.3215386485516554,2.474585600000031,5.431387433335052,18.907830918839693,-1.0,24.915968,57.327616,12.98432,91.226112,620.986368,82.468864,-1.0,41.74260727317418,4928.529099955953,-1.0,151.8376802980536,45.256279816521406,31.73444444444445,105.40444444444447
2024-03-07 04:45:26,5.157514004056106,42.20372787823739,1.3215386485516554,2.174889600000067,5.275944166661854,18.907830918839693,-1.0,24.915968,57.327616,12.98432,91.226112,621.359104,82.468864,-1.0,41.74260727317418,4928.529099955953,-1.0,151.8376802980536,45.256279816521406,26.694444444444446,102.00999999999999
2024-03-07 04:45:31,5.157514004056106,42.20372787823739,1.3215386485516554,2.174889600000067,5.275944166661854,18.907830918839693,-1.0,24.915968,57.327616,12.98432,91.226112,621.359104,82.468864,-1.0,41.74260727317418,4928.529099955953,-1.0,151.8376802980536,45.256279816521406,26.694444444444446,102.00999999999999
2024-03-07 04:45:36,5.157514004056105,42.20372787823739,1.3215386485516551,2.174889600000067,5.275944166661854,18.90783091883969,-1.0,24.915968,57.327616,12.98432,91.226112,621.359104,82.468864,-1.0,41.74260727317417,4928.529099955951,-1.0,151.83768029805358,45.25627981652139,26.694444444444446,102.00999999999999
2024-03-07 04:45:41,5.157514004056105,42.20372787823739,1.3215386485516551,2.174889600000067,5.275944166661854,18.90783091883969,-1.0,24.915968,57.327616,12.98432,91.226112,621.359104,82.468864,-1.0,41.74260727317417,4928.529099955951,-1.0,151.83768029805358,45.25627981652139,26.694444444444446,102.00999999999999
2024-03-07 04:45:46,5.234314182759262,29.58506415774987,1.4531452640683,2.174889600000067,5.275944166661854,30.99099906582587,-1.0,24.915968,57.327616,13.156352,91.226112,621.359104,82.96448,-1.0,269.4447823579708,3699.2434195457918,-1.0,147.4831279467483,100.18024329192846,26.694444444444446,102.00999999999999
2024-03-07 04:45:51,5.234314182759262,29.58506415774987,1.4531452640683,2.174889600000067,5.275944166661854,30.99099906582587,-1.0,24.915968,57.327616,13.156352,91.226112,621.359104,82.96448,-1.0,269.4447823579708,3699.2434195457918,-1.0,147.4831279467483,100.18024329192846,26.694444444444446,102.00999999999999
2024-03-07 04:45:56,5.234314182759261,29.585064157749866,1.4531452640682998,1.2419557666665546,6.512995900000836,30.990999065825864,-1.0,24.915968,57.327616,13.156352,91.226112,621.359104,82.96448,-1.0,269.44478235797055,3699.24341954579,-1.0,147.48312794674825,100.18024329192842,36.401111111111106,120.26777777777778
2024-03-07 04:46:01,5.234314182759261,29.585064157749866,1.4531452640682998,1.2419557666665546,6.512995900000836,30.990999065825864,-1.0,24.915968,57.327616,13.156352,91.226112,621.359104,82.96448,-1.0,269.44478235797055,3699.24341954579,-1.0,147.48312794674825,100.18024329192842,36.401111111111106,120.26777777777778
2024-03-07 04:46:06,5.234314182759261,29.585064157749866,1.4531452640682998,1.2419557666665546,6.512995900000836,30.990999065825864,-1.0,24.915968,57.327616,13.156352,91.226112,621.359104,82.96448,-1.0,269.44478235797055,3699.24341954579,-1.0,147.48312794674825,100.18024329192842,36.401111111111106,120.26777777777778
2024-03-07 04:46:11,5.234314182759261,29.585064157749866,1.4531452640682998,1.2419557666665546,6.512995900000836,30.990999065825864,-1.0,24.915968,57.327616,13.156352,91.226112,621.359104,82.96448,-1.0,269.44478235797055,3699.24341954579,-1.0,147.48312794674825,100.18024329192842,36.401111111111106,120.26777777777778
2024-03-07 04:46:16,5.751648000007966,62.781911966673476,1.7203285333342446,1.2419557666665546,6.512995900000836,14.388651066666709,-1.0,24.915968,57.327616,13.88544,91.226112,621.359104,83.185664,-1.0,174.24000000000012,3806.890000000002,-1.0,138.4544444444445,31.360000000000007,36.401111111111106,120.26777777777778
2024-03-07 04:46:21,5.751648000007966,62.781911966673476,1.7203285333342446,1.2419557666665546,6.512995900000836,14.388651066666709,-1.0,24.915968,57.327616,13.88544,91.226112,621.359104,83.185664,-1.0,174.24000000000012,3806.890000000002,-1.0,138.4544444444445,31.360000000000007,36.401111111111106,120.26777777777778
2024-03-07 04:46:26,5.7516480000079655,62.78191196667346,1.7203285333342442,2.376155366666429,4.880155566668995,14.388651066666705,-1.0,24.915968,57.327616,13.88544,91.226112,621.371392,83.185664,-1.0,174.23999999999998,3806.8900000000003,-1.0,138.45444444444448,31.359999999999996,11.334444444444445,93.44444444444443
2024-03-07 04:46:31,5.7516480000079655,62.78191196667346,1.7203285333342442,2.376155366666429,4.880155566668995,14.388651066666705,-1.0,24.915968,57.327616,13.88544,91.226112,621.371392,83.185664,-1.0,174.23999999999998,3806.8900000000003,-1.0,138.45444444444448,31.359999999999996,11.334444444444445,93.44444444444443
2024-03-07 04:46:36,5.7516480000079655,62.78191196667346,1.7203285333342442,2.376155366666429,4.880155566668995,14.388651066666705,-1.0,24.915968,57.327616,13.88544,91.226112,621.371392,83.185664,-1.0,174.23999999999998,3806.8900000000003,-1.0,138.45444444444448,31.359999999999996,11.334444444444445,93.44444444444443
2024-03-07 04:46:41,5.7516480000079655,62.78191196667346,1.7203285333342442,2.376155366666429,4.880155566668995,14.388651066666705,-1.0,24.915968,57.327616,13.88544,91.226112,621.371392,83.185664,-1.0,174.23999999999998,3806.8900000000003,-1.0,138.45444444444448,31.359999999999996,11.334444444444445,93.44444444444443
2024-03-07 04:46:46,7.084486733325929,39.54766733331781,1.0415387333334065,2.376155366666429,4.880155566668995,26.133879233333356,-1.0,24.915968,57.327616,13.725696,91.226112,621.371392,83.488768,-1.0,39.27111111111112,3952.2177777777797,-1.0,82.20444444444448,109.55111111111115,11.334444444444445,93.44444444444443
2024-03-07 04:46:51,7.084486733325929,39.54766733331781,1.0415387333334065,2.376155366666429,4.880155566668995,26.133879233333356,-1.0,24.915968,57.327616,13.725696,91.226112,621.371392,83.488768,-1.0,39.27111111111112,3952.2177777777797,-1.0,82.20444444444448,109.55111111111115,11.334444444444445,93.44444444444443
2024-03-07 04:46:56,7.084486733325927,39.547667333317804,1.0415387333334063,2.463410599999823,5.1370617333304835,26.133879233333346,-1.0,24.915968,57.327616,13.725696,91.226112,621.371392,83.488768,-1.0,39.27111111111111,3952.217777777778,-1.0,82.20444444444443,109.55111111111111,38.02777777777778,95.3877777777778
2024-03-07 04:47:01,7.084486733325927,39.547667333317804,1.0415387333334063,2.463410599999823,5.1370617333304835,26.133879233333346,-1.0,24.915968,57.327616,13.725696,91.226112,621.371392,83.488768,-1.0,39.27111111111111,3952.217777777778,-1.0,82.20444444444443,109.55111111111111,38.02777777777778,95.3877777777778
2024-03-07 04:47:06,7.084486733325927,39.547667333317804,1.0415387333334063,2.463410599999823,5.1370617333304835,26.133879233333346,-1.0,24.915968,57.327616,13.725696,91.226112,621.371392,83.488768,-1.0,39.27111111111111,3952.217777777778,-1.0,82.20444444444443,109.55111111111111,38.02777777777778,95.3877777777778
2024-03-07 04:47:11,7.084486733325927,39.547667333317804,1.0415387333334063,2.463410599999823,5.1370617333304835,26.133879233333346,-1.0,24.915968,57.327616,13.725696,91.226112,621.371392,83.488768,-1.0,39.27111111111111,3952.217777777778,-1.0,82.20444444444443,109.55111111111111,38.02777777777778,95.3877777777778
2024-03-07 04:47:16,3.4931019762043767,30.381395441088024,1.6376347852188158,2.463410599999823,5.1370617333304835,18.828295930949484,-1.0,24.915968,57.327616,13.365248,91.226112,621.371392,83.582976,-1.0,146.34169923952902,3858.750150953158,-1.0,95.99519701498781,109.50000514704219,38.02777777777778,95.3877777777778
2024-03-07 04:47:21,3.4931019762043767,30.381395441088024,1.6376347852188158,2.463410599999823,5.1370617333304835,18.828295930949484,-1.0,24.915968,57.327616,13.365248,91.226112,621.371392,83.582976,-1.0,146.34169923952902,3858.750150953158,-1.0,95.99519701498781,109.50000514704219,38.02777777777778,95.3877777777778
2024-03-07 04:47:26,3.4931019762043767,30.381395441088024,1.6376347852188158,2.2229859000001775,4.499763233335822,18.828295930949484,-1.0,24.915968,57.327616,13.365248,91.226112,621.371392,83.582976,-1.0,146.34169923952902,3858.750150953158,-1.0,95.99519701498781,109.50000514704219,40.11111111111111,96.69444444444446
2024-03-07 04:47:31,3.4931019762043767,30.381395441088024,1.6376347852188158,2.2229859000001775,4.499763233335822,18.828295930949484,-1.0,24.915968,57.327616,13.365248,91.226112,621.371392,83.582976,-1.0,146.34169923952902,3858.750150953158,-1.0,95.99519701498781,109.50000514704219,40.11111111111111,96.69444444444446
2024-03-07 04:47:36,3.4931019762043767,30.381395441088024,1.6376347852188158,2.2229859000001775,4.499763233335822,18.828295930949484,-1.0,24.915968,57.327616,13.365248,91.226112,621.371392,83.582976,-1.0,146.34169923952902,3858.750150953158,-1.0,95.99519701498781,109.50000514704219,40.11111111111111,96.69444444444446
2024-03-07 04:47:41,3.4931019762043767,30.381395441088024,1.6376347852188158,2.2229859000001775,4.499763233335822,18.828295930949484,-1.0,24.915968,57.327616,13.365248,91.226112,621.371392,83.582976,-1.0,146.34169923952902,3858.750150953158,-1.0,95.99519701498781,109.50000514704219,40.11111111111111,96.69444444444446
2024-03-07 04:47:46,6.175489447550217,61.36940466106965,2.0220418430957987,2.2229859000001775,4.499763233335822,9.52883129396853,-1.0,24.932352,57.442304,13.090816,91.226112,621.371392,83.705856,-1.0,212.28683340886326,3163.6639820588107,-1.0,106.13952600009253,60.34927081847722,40.11111111111111,96.69444444444446
2024-03-07 04:47:51,6.175489447550217,61.36940466106965,2.0220418430957987,2.2229859000001775,4.499763233335822,9.52883129396853,-1.0,24.932352,57.442304,13.090816,91.226112,621.371392,83.705856,-1.0,212.28683340886326,3163.6639820588107,-1.0,106.13952600009253,60.34927081847722,40.11111111111111,96.69444444444446
2024-03-07 04:47:56,6.175489447550217,61.36940466106965,2.0220418430957987,1.7048308333329487,3.678795700003927,9.52883129396853,-1.0,24.932352,57.442304,13.090816,91.226112,621.371392,83.705856,-1.0,212.28683340886326,3163.6639820588107,-1.0,106.13952600009253,60.34927081847722,10.454444444444444,67.78777777777776
2024-03-07 04:48:01,6.175489447550217,61.36940466106965,2.0220418430957987,1.7048308333329487,3.678795700003927,9.52883129396853,-1.0,24.932352,57.442304,13.090816,91.226112,621.371392,83.705856,-1.0,212.28683340886326,3163.6639820588107,-1.0,106.13952600009253,60.34927081847722,10.454444444444444,67.78777777777776
2024-03-07 04:48:06,6.175489447550217,61.36940466106965,2.0220418430957987,1.7048308333329487,3.678795700003927,9.52883129396853,-1.0,24.932352,57.442304,13.090816,91.226112,621.371392,83.705856,-1.0,212.28683340886326,3163.6639820588107,-1.0,106.13952600009253,60.34927081847722,10.454444444444444,67.78777777777776
2024-03-07 04:48:11,6.175489447550217,61.36940466106965,2.0220418430957987,1.7048308333329487,3.678795700003927,9.52883129396853,-1.0,24.932352,57.442304,13.090816,91.226112,621.371392,83.705856,-1.0,212.28683340886326,3163.6639820588107,-1.0,106.13952600009253,60.34927081847722,10.454444444444444,67.78777777777776
2024-03-07 04:48:16,4.562022233327905,38.05023620000915,1.4390223000001852,1.7048308333329487,3.678795700003927,21.52892240000005,-1.0,24.932352,57.42592,13.533184,91.226112,621.371392,83.90656,-1.0,197.8711111111112,1149.2100000000005,-1.0,102.68444444444447,44.00111111111114,10.454444444444444,67.78777777777776
2024-03-07 04:48:21,4.562022233327905,38.05023620000915,1.4390223000001852,1.7048308333329487,3.678795700003927,21.52892240000005,-1.0,24.932352,57.42592,13.533184,91.226112,621.371392,83.90656,-1.0,197.8711111111112,1149.2100000000005,-1.0,102.68444444444447,44.00111111111114,10.454444444444444,67.78777777777776
2024-03-07 04:48:26,4.5620222333279035,38.050236200009145,1.439022300000185,2.7360236333331995,5.004453366662649,21.528922400000045,-1.0,24.932352,57.42592,13.533184,91.226112,621.69088,83.90656,-1.0,197.8711111111111,1149.2099999999998,-1.0,102.68444444444444,44.001111111111115,39.27111111111111,118.08444444444446
2024-03-07 04:48:31,4.5620222333279035,38.050236200009145,1.439022300000185,2.7360236333331995,5.004453366662649,21.528922400000045,-1.0,24.932352,57.42592,13.533184,91.226112,621.69088,83.90656,-1.0,197.8711111111111,1149.2099999999998,-1.0,102.68444444444444,44.001111111111115,39.27111111111111,118.08444444444446
2024-03-07 04:48:36,4.5620222333279035,38.050236200009145,1.439022300000185,2.7360236333331995,5.004453366662649,21.528922400000045,-1.0,24.932352,57.42592,13.533184,91.226112,621.69088,83.90656,-1.0,197.8711111111111,1149.2099999999998,-1.0,102.68444444444444,44.001111111111115,39.27111111111111,118.08444444444446
2024-03-07 04:48:41,4.5620222333279035,38.050236200009145,1.439022300000185,2.7360236333331995,5.004453366662649,21.528922400000045,-1.0,24.932352,57.42592,13.533184,91.226112,621.69088,83.90656,-1.0,197.8711111111111,1149.2099999999998,-1.0,102.68444444444444,44.001111111111115,39.27111111111111,118.08444444444446
2024-03-07 04:48:46,8.045786233333276,41.07111463332937,1.2044292999992956,2.7360236333331995,5.004453366662649,12.897907799999926,-1.0,24.915968,57.344,13.561856,91.226112,621.69088,84.271104,-1.0,107.46777777777783,4134.490000000002,-1.0,74.53444444444446,116.64000000000006,39.27111111111111,118.08444444444446
2024-03-07 04:48:51,8.045786233333276,41.07111463332937,1.2044292999992956,2.7360236333331995,5.004453366662649,12.897907799999926,-1.0,24.915968,57.344,13.561856,91.226112,621.69088,84.271104,-1.0,107.46777777777783,4134.490000000002,-1.0,74.53444444444446,116.64000000000006,39.27111111111111,118.08444444444446
2024-03-07 04:48:56,8.045786233333274,41.071114633329366,1.2044292999992954,2.1390349000000697,4.870876166667888,12.897907799999922,-1.0,24.915968,57.344,13.561856,91.226112,621.44512,84.271104,-1.0,107.46777777777778,4134.49,-1.0,74.53444444444443,116.64000000000001,29.160000000000004,144.8011111111111
2024-03-07 04:49:01,8.045786233333274,41.071114633329366,1.2044292999992954,2.1390349000000697,4.870876166667888,12.897907799999922,-1.0,24.915968,57.344,13.561856,91.226112,621.44512,84.271104,-1.0,107.46777777777778,4134.49,-1.0,74.53444444444443,116.64000000000001,29.160000000000004,144.8011111111111
2024-03-07 04:49:06,8.045786233333274,41.071114633329366,1.2044292999992954,2.1390349000000697,4.870876166667888,12.897907799999922,-1.0,24.915968,57.344,13.561856,91.226112,621.44512,84.271104,-1.0,107.46777777777778,4134.49,-1.0,74.53444444444443,116.64000000000001,29.160000000000004,144.8011111111111
2024-03-07 04:49:11,8.045786233333274,41.071114633329366,1.2044292999992954,2.1390349000000697,4.870876166667888,12.897907799999922,-1.0,24.915968,57.344,13.561856,91.226112,621.44512,84.271104,-1.0,107.46777777777778,4134.49,-1.0,74.53444444444443,116.64000000000001,29.160000000000004,144.8011111111111
2024-03-07 04:49:16,4.991759433338909,47.3600787333453,1.3963124000004734,2.1390349000000697,4.870876166667888,18.94545853333334,-1.0,24.932352,57.458688,12.886016,91.226112,621.44512,84.66432,-1.0,121.00000000000004,2995.7377777777792,-1.0,163.84000000000012,71.12111111111115,29.160000000000004,144.8011111111111
2024-03-07 04:49:21,4.991759433338909,47.3600787333453,1.3963124000004734,2.1390349000000697,4.870876166667888,18.94545853333334,-1.0,24.932352,57.458688,12.886016,91.226112,621.44512,84.66432,-1.0,121.00000000000004,2995.7377777777792,-1.0,163.84000000000012,71.12111111111115,29.160000000000004,144.8011111111111
2024-03-07 04:49:26,4.991759433338908,47.36007873334529,1.3963124000004732,1.6559474333339115,3.8597963000029267,18.945458533333337,-1.0,24.932352,57.458688,12.886016,91.226112,621.44512,84.66432,-1.0,121.0,2995.737777777778,-1.0,163.84000000000003,71.12111111111112,44.89,81.60111111111111
2024-03-07 04:49:31,4.991759433338908,47.36007873334529,1.3963124000004732,1.6559474333339115,3.8597963000029267,18.945458533333337,-1.0,24.932352,57.458688,12.886016,91.226112,621.44512,84.66432,-1.0,121.0,2995.737777777778,-1.0,163.84000000000003,71.12111111111112,44.89,81.60111111111111
2024-03-07 04:49:36,4.991759433338908,47.36007873334529,1.3963124000004732,1.6559474333339115,3.8597963000029267,18.945458533333337,-1.0,24.932352,57.458688,12.886016,91.226112,621.44512,84.66432,-1.0,121.0,2995.737777777778,-1.0,163.84000000000003,71.12111111111112,44.89,81.60111111111111
2024-03-07 04:49:41,4.991759433338908,47.36007873334529,1.3963124000004732,1.6559474333339115,3.8597963000029267,18.945458533333337,-1.0,24.932352,57.458688,12.886016,91.226112,621.44512,84.66432,-1.0,121.0,2995.737777777778,-1.0,163.84000000000003,71.12111111111112,44.89,81.60111111111111
2024-03-07 04:49:46,3.4535738333336976,42.80240776664263,1.4827396666646566,1.6559474333339115,3.8597963000029267,20.12502043333342,-1.0,24.932352,57.212928,13.14816,91.226112,621.44512,84.865024,-1.0,156.25000000000006,6136.111111111112,-1.0,260.28444444444455,102.01000000000003,44.89,81.60111111111111
2024-03-07 04:49:51,3.4535738333336976,42.80240776664263,1.4827396666646566,1.6559474333339115,3.8597963000029267,20.12502043333342,-1.0,24.932352,57.212928,13.14816,91.226112,621.44512,84.865024,-1.0,156.25000000000006,6136.111111111112,-1.0,260.28444444444455,102.01000000000003,44.89,81.60111111111111
2024-03-07 04:49:56,3.4535738333336967,42.80240776664262,1.4827396666646564,2.3513614999994084,6.3859964999968115,20.125020433333418,-1.0,24.932352,57.212928,13.14816,91.226112,621.62944,84.865024,-1.0,156.25,6136.11111111111,-1.0,260.28444444444443,102.00999999999999,13.690000000000001,110.25
2024-03-07 04:50:01,3.4535738333336967,42.80240776664262,1.4827396666646564,2.3513614999994084,6.3859964999968115,20.125020433333418,-1.0,24.932352,57.212928,13.14816,91.226112,621.62944,84.865024,-1.0,156.25,6136.11111111111,-1.0,260.28444444444443,102.00999999999999,13.690000000000001,110.25
2024-03-07 04:50:06,3.4535738333336967,42.80240776664262,1.4827396666646564,2.3513614999994084,6.3859964999968115,20.125020433333418,-1.0,24.932352,57.212928,13.14816,91.226112,621.62944,84.865024,-1.0,156.25,6136.11111111111,-1.0,260.28444444444443,102.00999999999999,13.690000000000001,110.25
2024-03-07 04:50:11,3.4535738333336967,42.80240776664262,1.4827396666646564,2.3513614999994084,6.3859964999968115,20.125020433333418,-1.0,24.932352,57.212928,13.14816,91.226112,621.62944,84.865024,-1.0,156.25,6136.11111111111,-1.0,260.28444444444443,102.00999999999999,13.690000000000001,110.25
2024-03-07 04:50:16,8.071993133323002,41.82399923335349,1.7655353999998629,2.3513614999994084,6.3859964999968115,8.852693199999946,-1.0,24.915968,57.110528,13.78304,91.226112,621.62944,84.955136,-1.0,70.56000000000003,1444.0000000000005,-1.0,104.04000000000002,29.521111111111125,13.690000000000001,110.25
2024-03-07 04:50:21,8.071993133323002,41.82399923335349,1.7655353999998629,2.3513614999994084,6.3859964999968115,8.852693199999946,-1.0,24.915968,57.110528,13.78304,91.226112,621.62944,84.955136,-1.0,70.56000000000003,1444.0000000000005,-1.0,104.04000000000002,29.521111111111125,13.690000000000001,110.25
2024-03-07 04:50:26,8.071993133323,41.82399923335348,1.7655353999998624,2.494651866666686,4.888709800002289,8.852693199999944,-1.0,24.915968,57.110528,13.78304,91.226112,621.62944,84.955136,-1.0,70.56,1444.0,-1.0,104.03999999999999,29.521111111111114,78.02777777777779,95.3877777777778
2024-03-07 04:50:31,8.071993133323,41.82399923335348,1.7655353999998624,2.494651866666686,4.888709800002289,8.852693199999944,-1.0,24.915968,57.110528,13.78304,91.226112,621.62944,84.955136,-1.0,70.56,1444.0,-1.0,104.03999999999999,29.521111111111114,78.02777777777779,95.3877777777778
2024-03-07 04:50:36,8.071993133323,41.82399923335348,1.7655353999998624,2.494651866666686,4.888709800002289,8.852693199999944,-1.0,24.915968,57.110528,13.78304,91.226112,621.62944,84.955136,-1.0,70.56,1444.0,-1.0,104.03999999999999,29.521111111111114,78.02777777777779,95.3877777777778
2024-03-07 04:50:41,8.071993133323,41.82399923335348,1.7655353999998624,2.494651866666686,4.888709800002289,8.852693199999944,-1.0,24.915968,57.110528,13.78304,91.226112,621.62944,84.955136,-1.0,70.56,1444.0,-1.0,104.03999999999999,29.521111111111114,78.02777777777779,95.3877777777778
2024-03-07 04:50:46,5.814143219012459,57.841179682028155,1.2685648101856364,2.494651866666686,4.888709800002289,731.6443695630439,-1.0,24.915968,57.110528,12.976128,91.226112,621.62944,88.035328,-1.0,177.74222755484456,3006.0931957443645,-1.0,155.38669888413398,115.8979303660586,78.02777777777779,95.3877777777778
2024-03-07 04:50:51,5.814143219012459,57.841179682028155,1.2685648101856364,2.494651866666686,4.888709800002289,731.6443695630439,-1.0,24.915968,57.110528,12.976128,91.226112,621.62944,88.035328,-1.0,177.74222755484456,3006.0931957443645,-1.0,155.38669888413398,115.8979303660586,78.02777777777779,95.3877777777778
2024-03-07 04:50:56,5.8141432190124585,57.84117968202815,1.2685648101856362,1.7304082666669274,4.421360699999847,731.6443695630438,-1.0,24.915968,57.110528,12.976128,91.226112,621.993984,88.035328,-1.0,177.74222755484453,3006.0931957443636,-1.0,155.38669888413398,115.89793036605856,4.271111111111112,169.86777777777777
