timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-xslvc_cpu,productpage-v1-7fb564989f-q8rsh_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-phxww_cpu,reviews-v2-7b4f9d8cb4-prbfv_cpu,reviews-v3-5fd56449d8-npw75_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-xslvc_memory,productpage-v1-7fb564989f-q8rsh_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-phxww_memory,reviews-v2-7b4f9d8cb4-prbfv_memory,reviews-v3-5fd56449d8-npw75_memory,productpage-v1-7fb564989f-q8rsh_network,reviews-v2-7b4f9d8cb4-prbfv_network,reviews-v1-7b76c4f45d-phxww_network,details-v1-b788479c5-bbg6t_network,reviews-v3-5fd56449d8-npw75_network,productpage-v1-7fb564989f-xslvc_network,ratings-v1-5b6b66f9b5-7bln6_network
2024-03-11 05:08:05,9.513446133314574,51.822603466666806,-1.0,1.7161806333319873,2.110539533333622,5.31664103333469,4.563334366667959,25.264128,56.152064,-1.0,14.831616,82.448384,224.034816,222.920704,-1.0,104.03999999999999,92.16,155.4177777777778,179.56,3165.9377777777777,82.80999999999999
2024-03-11 05:08:10,9.513446133314574,51.822603466666806,-1.0,1.7161806333319873,2.110539533333622,5.31664103333469,4.563334366667959,25.264128,56.152064,-1.0,14.831616,82.448384,224.034816,222.920704,-1.0,104.03999999999999,92.16,155.4177777777778,179.56,3165.9377777777777,82.80999999999999
2024-03-11 05:08:15,9.513446133314574,51.822603466666806,-1.0,1.7161806333319873,2.110539533333622,5.31664103333469,4.563334366667959,25.264128,56.152064,-1.0,14.831616,82.448384,224.034816,222.920704,-1.0,104.03999999999999,92.16,155.4177777777778,179.56,3165.9377777777777,82.80999999999999
2024-03-11 05:08:20,7.860611800000092,51.822603466666806,-1.0,2.068278933332598,2.110539533333622,5.31664103333469,4.563334366667959,25.214976,56.152064,-1.0,15.314944,82.448384,224.034816,222.920704,-1.0,104.03999999999999,92.16,169.86777777777786,179.56,3165.9377777777777,95.38777777777783
2024-03-11 05:08:25,7.860611800000091,73.01269666666789,-1.0,2.0682789333325977,1.8029403666664243,6.633368466666903,6.072493033332194,25.214976,56.38144,-1.0,15.314944,82.448384,224.23552,223.10912,-1.0,40.53444444444444,42.684444444444445,169.86777777777777,176.00444444444446,3306.25,95.3877777777778
2024-03-11 05:08:30,7.860611800000091,73.01269666666789,-1.0,2.0682789333325977,1.8029403666664243,6.633368466666903,6.072493033332194,25.214976,56.38144,-1.0,15.314944,82.448384,224.23552,223.10912,-1.0,40.53444444444444,42.684444444444445,169.86777777777777,176.00444444444446,3306.25,95.3877777777778
2024-03-11 05:08:35,7.860611800000091,73.01269666666789,-1.0,2.0682789333325977,1.8029403666664243,6.633368466666903,6.072493033332194,25.214976,56.38144,-1.0,15.314944,82.448384,224.23552,223.10912,-1.0,40.53444444444444,42.684444444444445,169.86777777777777,176.00444444444446,3306.25,95.3877777777778
2024-03-11 05:08:40,7.860611800000091,73.01269666666789,-1.0,2.0682789333325977,1.8029403666664243,6.633368466666903,6.072493033332194,25.214976,56.38144,-1.0,15.314944,82.448384,224.23552,223.10912,-1.0,40.53444444444444,42.684444444444445,169.86777777777777,176.00444444444446,3306.25,95.3877777777778
2024-03-11 05:08:45,7.860611800000091,73.01269666666789,-1.0,2.0682789333325977,1.8029403666664243,6.633368466666903,6.072493033332194,25.214976,56.38144,-1.0,15.314944,82.448384,224.23552,223.10912,-1.0,40.53444444444444,42.684444444444445,169.86777777777777,176.00444444444446,3306.25,95.3877777777778
2024-03-11 05:08:50,8.301111459236509,73.01269666666789,-1.0,2.1181671555243113,1.8029403666664243,6.633368466666903,6.072493033332194,25.214976,56.38144,-1.0,15.024128,82.448384,224.23552,223.10912,-1.0,40.53444444444444,42.684444444444445,47.60365263474358,176.00444444444446,3306.25,57.752299436731555
