timestamp,details-v1,productpage-v1,ratings-v1,reviews-v1,reviews-v2,reviews-v3
2024-03-05 10:50:00,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:50:05,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:50:10,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:50:15,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:50:20,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:50:25,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:50:30,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:50:35,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:50:40,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:50:45,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:50:50,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:50:55,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:51:00,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:51:05,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:51:10,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:51:15,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:51:20,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:51:25,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:51:30,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:51:35,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:51:40,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:51:45,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:51:50,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:51:55,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:52:00,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:52:05,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:52:10,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:52:15,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:52:20,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:52:25,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:52:30,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:52:35,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:52:40,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:52:45,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:52:50,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:52:55,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:53:00,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:53:05,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:53:10,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:53:15,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:53:20,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:53:25,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:53:30,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:53:35,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:53:40,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:53:45,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:53:50,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:53:55,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:54:00,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:54:05,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:54:10,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:54:15,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:54:20,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:54:25,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:54:30,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:54:35,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:54:40,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:54:45,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:54:50,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:54:55,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:55:00,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:55:05,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:55:10,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:55:15,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:55:20,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:55:25,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:55:30,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:55:35,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:55:40,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:55:45,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:55:50,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:55:55,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:56:00,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:56:05,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:56:10,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:56:15,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:56:20,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:56:25,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:56:30,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:56:35,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:56:40,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:56:45,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:56:50,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:56:55,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:57:00,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:57:05,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:57:10,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:57:15,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:57:20,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:57:25,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:57:30,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:57:35,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:57:40,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:57:45,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:57:50,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:57:55,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:58:00,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:58:05,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:58:10,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:58:15,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:58:20,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:58:25,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:58:30,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:58:35,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:58:40,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:58:45,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:58:50,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:58:55,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:59:00,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:59:05,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:59:10,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:59:15,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:59:20,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:59:25,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:59:30,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:59:35,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:59:40,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:59:45,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:59:50,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 10:59:55,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:00:00,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:00:05,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:00:10,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:00:15,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:00:20,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:00:25,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:00:30,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:00:35,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:00:40,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:00:45,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:00:50,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:00:55,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:01:00,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:01:05,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:01:10,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:01:15,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:01:20,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:01:25,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:01:30,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:01:35,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:01:40,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:01:45,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:01:50,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:01:55,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:02:00,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:02:05,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:02:10,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:02:15,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:02:20,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:02:25,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:02:30,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:02:35,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:02:40,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:02:45,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:02:50,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:02:55,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:03:00,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:03:05,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:03:10,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:03:15,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:03:20,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:03:25,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:03:30,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:03:35,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:03:40,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:03:45,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:03:50,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:03:55,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:04:00,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:04:05,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:04:10,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:04:15,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:04:20,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:04:25,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:04:30,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:04:35,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:04:40,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:04:45,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:04:50,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:04:55,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-05 11:05:00,1.0,1.0,1.0,1.0,1.0,1.0
