timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v1-7b76c4f45d-wpj6l_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v1-7b76c4f45d-wpj6l_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,reviews-v3-5fd56449d8-tv4wp_network,reviews-v1-7b76c4f45d-s5dnq_network,reviews-v2-6ccf99c555-fqvhb_network,ratings-v1-5b6b66f9b5-7bln6_network,details-v1-b788479c5-bbg6t_network,reviews-v1-7b76c4f45d-wpj6l_network,productpage-v1-7fb564989f-lvdk6_network
2024-03-06 16:22:01,4.764612366670917,63.7940480999987,1.804464633335101,2.5456940999999254,-1.0,4.9820601666700295,2.206328466669068,24.686592,56.594432,9.785344,83.554304,-1.0,520.712192,478.6176,92.8011111111111,19.654444444444447,32.49,128.44444444444446,115.92111111111113,-1.0,4547.254444444445
2024-03-06 16:22:06,4.764612366670917,63.7940480999987,1.804464633335101,2.5456940999999254,-1.0,4.9820601666700295,2.206328466669068,24.686592,56.594432,9.785344,83.554304,-1.0,520.712192,478.6176,92.8011111111111,19.654444444444447,32.49,128.44444444444446,115.92111111111113,-1.0,4547.254444444445
2024-03-06 16:22:11,4.764612366670917,63.7940480999987,1.804464633335101,2.5456940999999254,-1.0,4.9820601666700295,2.206328466669068,24.686592,56.594432,9.785344,83.554304,-1.0,520.712192,478.6176,92.8011111111111,19.654444444444447,32.49,128.44444444444446,115.92111111111113,-1.0,4547.254444444445
2024-03-06 16:22:16,5.677712915151209,43.45445138080429,1.3037939971342165,2.5456940999999254,-1.0,4.9820601666700295,2.206328466669068,24.686592,56.594432,10.092544,83.554304,-1.0,520.712192,478.6176,92.8011111111111,19.654444444444447,32.49,106.64265430676897,77.92903640679343,-1.0,3968.173166754873
2024-03-06 16:22:21,5.677712915151209,43.45445138080429,1.3037939971342165,2.5456940999999254,-1.0,4.9820601666700295,4.707857566666007,24.686592,56.594432,10.092544,83.554304,-1.0,520.712192,478.744576,92.8011111111111,19.654444444444447,203.5377777777778,106.64265430676897,77.92903640679343,-1.0,3968.173166754873
2024-03-06 16:22:26,5.677712915151209,43.45445138080429,1.3037939971342165,2.251290099999892,-1.0,3.797290633330401,4.707857566666007,24.686592,56.594432,10.092544,85.01248,-1.0,520.704,478.744576,102.68444444444444,37.61777777777778,203.5377777777778,106.64265430676897,77.92903640679343,-1.0,3968.173166754873
2024-03-06 16:22:31,5.677712915151209,43.45445138080429,1.3037939971342165,2.251290099999892,-1.0,3.797290633330401,4.707857566666007,24.686592,56.594432,10.092544,85.01248,-1.0,520.704,478.744576,102.68444444444444,37.61777777777778,203.5377777777778,106.64265430676897,77.92903640679343,-1.0,3968.173166754873
2024-03-06 16:22:36,5.67771291515121,43.454451380804294,1.3037939971342167,2.251290099999892,-1.0,3.797290633330401,4.707857566666007,24.686592,56.594432,10.092544,85.01248,-1.0,520.704,478.744576,102.68444444444444,37.61777777777778,203.5377777777778,106.64265430676897,77.92903640679346,-1.0,3968.173166754874
2024-03-06 16:22:41,5.67771291515121,43.454451380804294,1.3037939971342167,2.251290099999892,-1.0,3.797290633330401,4.707857566666007,24.686592,56.594432,10.092544,85.01248,-1.0,520.704,478.744576,102.68444444444444,37.61777777777778,203.5377777777778,106.64265430676897,77.92903640679346,-1.0,3968.173166754874
2024-03-06 16:22:46,5.290394549884978,39.982371168407816,1.3425468129807212,2.251290099999892,-1.0,3.797290633330401,4.707857566666007,24.686592,56.479744,10.268672,85.01248,-1.0,520.704,478.744576,102.68444444444444,37.61777777777778,203.5377777777778,58.852300418663134,290.5022974975754,-1.0,3844.736234842155
