timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v2-7b4f9d8cb4-rgbs6_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-7b4f9d8cb4-7k2zl_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v2-7b4f9d8cb4-rgbs6_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-7b4f9d8cb4-7k2zl_memory,reviews-v1-7b76c4f45d-s5dnq_network,reviews-v2-7b4f9d8cb4-7k2zl_network,productpage-v1-7fb564989f-lvdk6_network,details-v1-b788479c5-bbg6t_network,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v3-5fd56449d8-tv4wp_network,reviews-v2-7b4f9d8cb4-rgbs6_network
2024-03-07 09:44:02,3.084877166656952,54.82175189999907,1.0322364666649264,2.6705530446955827,5.829725727427607,47.34035153151382,-1.0,24.9856,56.778752,12.242944,95.543296,108.965888,662.421504,-1.0,11.557688346753768,-1.0,5847.151111111111,134.56,63.467777777777776,881.913608459172,70.54589011651778
2024-03-07 09:44:07,3.084877166656952,54.82175189999907,1.0322364666649264,2.6705530446955827,5.829725727427607,47.34035153151382,-1.0,24.9856,56.778752,12.242944,95.543296,108.965888,662.421504,-1.0,11.557688346753768,-1.0,5847.151111111111,134.56,63.467777777777776,881.913608459172,70.54589011651778
2024-03-07 09:44:12,3.084877166656952,54.82175189999907,1.0322364666649264,2.6705530446955827,5.829725727427607,47.34035153151382,-1.0,24.9856,56.778752,12.242944,95.543296,108.965888,662.421504,-1.0,11.557688346753768,-1.0,5847.151111111111,134.56,63.467777777777776,881.913608459172,70.54589011651778
2024-03-07 09:44:17,6.281393466664063,45.71812616668468,0.7062855333363891,2.6705530446955827,5.829725727427607,47.34035153151382,-1.0,24.9856,56.590336,13.008896,95.543296,108.965888,662.421504,-1.0,11.557688346753768,-1.0,6883.467777777781,121.73444444444448,65.61000000000003,881.913608459172,70.54589011651778
2024-03-07 09:44:22,6.281393466664063,45.71812616668468,0.7062855333363891,2.6705530446955827,5.829725727427607,47.34035153151382,-1.0,24.9856,56.590336,13.008896,95.543296,108.965888,662.421504,-1.0,11.557688346753768,-1.0,6883.467777777781,121.73444444444448,65.61000000000003,881.913608459172,70.54589011651778
2024-03-07 09:44:27,6.281393466664062,45.71812616668467,0.7062855333363889,2.709708570856935,7.02908287495437,0.38302420239817875,-1.0,24.9856,56.590336,13.008896,95.543296,109.109248,662.421504,-1.0,49.947766831666435,-1.0,6883.467777777778,121.73444444444443,65.61,318.0913928754388,151.3202625393052
2024-03-07 09:44:32,6.281393466664062,45.71812616668467,0.7062855333363889,2.709708570856935,7.02908287495437,0.38302420239817875,-1.0,24.9856,56.590336,13.008896,95.543296,109.109248,662.421504,-1.0,49.947766831666435,-1.0,6883.467777777778,121.73444444444443,65.61,318.0913928754388,151.3202625393052
2024-03-07 09:44:37,6.281393466664062,45.71812616668467,0.7062855333363889,2.709708570856935,7.02908287495437,0.38302420239817875,-1.0,24.9856,56.590336,13.008896,95.543296,109.109248,662.421504,-1.0,49.947766831666435,-1.0,6883.467777777778,121.73444444444443,65.61,318.0913928754388,151.3202625393052
2024-03-07 09:44:42,6.281393466664062,45.71812616668467,0.7062855333363889,2.709708570856935,7.02908287495437,0.38302420239817875,-1.0,24.9856,56.590336,13.008896,95.543296,109.109248,662.421504,-1.0,49.947766831666435,-1.0,6883.467777777778,121.73444444444443,65.61,318.0913928754388,151.3202625393052
2024-03-07 09:44:47,2.0228954000079593,42.36043983331305,1.0723322333319631,2.709708570856935,7.02908287495437,0.38302420239817875,-1.0,25.001984,56.582144,12.98432,95.543296,109.109248,662.421504,-1.0,49.947766831666435,-1.0,8999.684444444449,122.47111111111114,16.000000000000007,318.0913928754388,151.3202625393052
2024-03-07 09:44:52,2.0228954000079593,42.36043983331305,1.0723322333319631,2.709708570856935,7.02908287495437,0.38302420239817875,-1.0,25.001984,56.582144,12.98432,95.543296,109.109248,662.421504,-1.0,49.947766831666435,-1.0,8999.684444444449,122.47111111111114,16.000000000000007,318.0913928754388,151.3202625393052
2024-03-07 09:44:57,2.022895400007959,42.360439833313045,1.072332233331963,1.8269682333330668,5.3006145333332215,0.8016417666719159,-1.0,25.001984,56.582144,12.98432,95.543296,109.293568,662.421504,-1.0,41.38777777777778,-1.0,8999.684444444443,122.4711111111111,16.0,126.18777777777775,126.9377777777778
2024-03-07 09:45:02,2.022895400007959,42.360439833313045,1.072332233331963,1.8269682333330668,5.3006145333332215,0.8016417666719159,-1.0,25.001984,56.582144,12.98432,95.543296,109.293568,662.421504,-1.0,41.38777777777778,-1.0,8999.684444444443,122.4711111111111,16.0,126.18777777777775,126.9377777777778
2024-03-07 09:45:07,2.022895400007959,42.360439833313045,1.072332233331963,1.8269682333330668,5.3006145333332215,0.8016417666719159,-1.0,25.001984,56.582144,12.98432,95.543296,109.293568,662.421504,-1.0,41.38777777777778,-1.0,8999.684444444443,122.4711111111111,16.0,126.18777777777775,126.9377777777778
2024-03-07 09:45:12,2.022895400007959,42.360439833313045,1.072332233331963,1.8269682333330668,5.3006145333332215,0.8016417666719159,-1.0,25.001984,56.582144,12.98432,95.543296,109.293568,662.421504,-1.0,41.38777777777778,-1.0,8999.684444444443,122.4711111111111,16.0,126.18777777777775,126.9377777777778
2024-03-07 09:45:17,7.768901099992341,42.12578023334573,0.9210217999983192,1.8269682333330668,5.3006145333332215,0.8016417666719159,-1.0,24.9856,56.705024,12.652544,95.543296,109.293568,662.421504,-1.0,41.38777777777778,-1.0,5421.867777777781,118.81000000000004,75.69000000000001,126.18777777777775,126.9377777777778
2024-03-07 09:45:22,7.768901099992341,42.12578023334573,0.9210217999983192,1.8269682333330668,5.3006145333332215,0.8016417666719159,-1.0,24.9856,56.705024,12.652544,95.543296,109.293568,662.421504,-1.0,41.38777777777778,-1.0,5421.867777777781,118.81000000000004,75.69000000000001,126.18777777777775,126.9377777777778
2024-03-07 09:45:27,7.768901099992339,42.12578023334572,0.921021799998319,2.208820966667228,5.9314778666665315,0.32649436667876824,-1.0,24.9856,56.705024,12.652544,95.543296,109.477888,662.421504,-1.0,35.60111111111111,-1.0,5421.867777777778,118.81,75.68999999999998,473.78777777777776,176.89000000000001
2024-03-07 09:45:32,7.768901099992339,42.12578023334572,0.921021799998319,2.208820966667228,5.9314778666665315,0.32649436667876824,-1.0,24.9856,56.705024,12.652544,95.543296,109.477888,662.421504,-1.0,35.60111111111111,-1.0,5421.867777777778,118.81,75.68999999999998,473.78777777777776,176.89000000000001
2024-03-07 09:45:37,7.768901099992339,42.12578023334572,0.921021799998319,2.208820966667228,5.9314778666665315,0.32649436667876824,-1.0,24.9856,56.705024,12.652544,95.543296,109.477888,662.421504,-1.0,35.60111111111111,-1.0,5421.867777777778,118.81,75.68999999999998,473.78777777777776,176.89000000000001
2024-03-07 09:45:42,7.768901099992339,42.12578023334572,0.921021799998319,2.208820966667228,5.9314778666665315,0.32649436667876824,-1.0,24.9856,56.705024,12.652544,95.543296,109.477888,662.421504,-1.0,35.60111111111111,-1.0,5421.867777777778,118.81,75.68999999999998,473.78777777777776,176.89000000000001
2024-03-07 09:45:47,3.9688628666681334,41.72494426666163,1.1286376666665396,2.208820966667228,5.9314778666665315,0.32649436667876824,-1.0,24.9856,56.672256,12.652544,95.543296,109.477888,662.421504,-1.0,35.60111111111111,-1.0,6272.640000000003,154.58777777777783,53.29000000000002,473.78777777777776,176.89000000000001
2024-03-07 09:45:52,3.9688628666681334,41.72494426666163,1.1286376666665396,2.208820966667228,5.9314778666665315,0.32649436667876824,-1.0,24.9856,56.672256,12.652544,95.543296,109.477888,662.421504,-1.0,35.60111111111111,-1.0,6272.640000000003,154.58777777777783,53.29000000000002,473.78777777777776,176.89000000000001
2024-03-07 09:45:57,3.9688628666681325,41.72494426666162,1.1286376666665394,3.155380933333163,6.046516300000349,0.53032973334363,-1.0,24.9856,56.672256,12.652544,95.543296,109.604864,662.421504,-1.0,16.267777777777777,-1.0,6272.64,154.58777777777777,53.29,563.2711111111112,172.48444444444442
2024-03-07 09:46:02,3.9688628666681325,41.72494426666162,1.1286376666665394,3.155380933333163,6.046516300000349,0.53032973334363,-1.0,24.9856,56.672256,12.652544,95.543296,109.604864,662.421504,-1.0,16.267777777777777,-1.0,6272.64,154.58777777777777,53.29,563.2711111111112,172.48444444444442
2024-03-07 09:46:07,3.9688628666681325,41.72494426666162,1.1286376666665394,3.155380933333163,6.046516300000349,0.53032973334363,-1.0,24.9856,56.672256,12.652544,95.543296,109.604864,662.421504,-1.0,16.267777777777777,-1.0,6272.64,154.58777777777777,53.29,563.2711111111112,172.48444444444442
2024-03-07 09:46:12,3.9688628666681325,41.72494426666162,1.1286376666665394,3.155380933333163,6.046516300000349,0.53032973334363,-1.0,24.9856,56.672256,12.652544,95.543296,109.604864,662.421504,-1.0,16.267777777777777,-1.0,6272.64,154.58777777777777,53.29,563.2711111111112,172.48444444444442
2024-03-07 09:46:17,5.2704539666744195,47.702863966666584,1.0026605000007296,3.155380933333163,6.046516300000349,0.53032973334363,-1.0,24.9856,56.77056,12.566528,95.543296,109.604864,662.421504,-1.0,16.267777777777777,-1.0,6469.521111111114,90.25000000000003,57.25444444444447,563.2711111111112,172.48444444444442
2024-03-07 09:46:22,5.2704539666744195,47.702863966666584,1.0026605000007296,3.155380933333163,6.046516300000349,0.53032973334363,-1.0,24.9856,56.77056,12.566528,95.543296,109.604864,662.421504,-1.0,16.267777777777777,-1.0,6469.521111111114,90.25000000000003,57.25444444444447,563.2711111111112,172.48444444444442
2024-03-07 09:46:27,5.270453966674419,47.70286396666658,1.0026605000007294,2.1494022999992994,6.9821042999999845,0.5138122333240365,-1.0,24.9856,56.77056,12.566528,95.543296,109.744128,662.421504,-1.0,44.89,-1.0,6469.521111111112,90.25,57.25444444444444,162.9877777777778,98.67111111111112
2024-03-07 09:46:32,5.270453966674419,47.70286396666658,1.0026605000007294,2.1494022999992994,6.9821042999999845,0.5138122333240365,-1.0,24.9856,56.77056,12.566528,95.543296,109.744128,662.421504,-1.0,44.89,-1.0,6469.521111111112,90.25,57.25444444444444,162.9877777777778,98.67111111111112
