timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v2-7b4f9d8cb4-rgbs6_cpu,reviews-v3-5fd56449d8-2b9fs_cpu,reviews-v3-5fd56449d8-xpzj4_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v2-7b4f9d8cb4-rgbs6_memory,reviews-v3-5fd56449d8-2b9fs_memory,reviews-v3-5fd56449d8-xpzj4_memory,reviews-v1-7b76c4f45d-s5dnq_network,productpage-v1-7fb564989f-lvdk6_network,reviews-v3-5fd56449d8-xpzj4_network,reviews-v3-5fd56449d8-2b9fs_network,reviews-v2-7b4f9d8cb4-rgbs6_network,details-v1-b788479c5-bbg6t_network,ratings-v1-5b6b66f9b5-7bln6_network
2024-03-07 18:14:04,3.9902584000022516,49.32468286666942,1.3500098333338428,1.315091266667423,4.2978866000017515,-1.0,10.101346599999772,25.042944,56.40192,12.767232,91.758592,216.457216,-1.0,107.58144,68.33777777777779,2553.6177777777775,142.40444444444444,-1.0,140.0277777777778,197.8711111111111,53.77777777777777
2024-03-07 18:14:09,5.154960633323451,33.07480243332369,1.7163553333337707,1.315091266667423,4.2978866000017515,-1.0,8.182530766666693,25.042944,56.287232,13.156352,91.758592,216.457216,-1.0,107.753472,68.33777777777779,3881.2899999999995,150.47111111111113,-1.0,140.0277777777778,292.41,115.20444444444442
2024-03-07 18:14:14,5.154960633323451,33.07480243332369,1.7163553333337707,1.315091266667423,4.2978866000017515,-1.0,8.182530766666693,25.042944,56.287232,13.156352,91.758592,216.457216,-1.0,107.753472,68.33777777777779,3881.2899999999995,150.47111111111113,-1.0,140.0277777777778,292.41,115.20444444444442
2024-03-07 18:14:19,5.154960633323451,33.07480243332369,1.7163553333337707,1.315091266667423,4.2978866000017515,-1.0,8.182530766666693,25.042944,56.287232,13.156352,91.758592,216.457216,-1.0,107.753472,68.33777777777779,3881.2899999999995,150.47111111111113,-1.0,140.0277777777778,292.41,115.20444444444442
2024-03-07 18:14:24,5.154960633323451,33.07480243332369,1.7163553333337707,1.315091266667423,4.2978866000017515,-1.0,8.182530766666693,25.042944,56.287232,13.156352,91.758592,216.457216,-1.0,107.753472,68.33777777777779,3881.2899999999995,150.47111111111113,-1.0,140.0277777777778,292.41,115.20444444444442
2024-03-07 18:14:29,5.154960633323451,33.07480243332369,1.7163553333337707,2.966902233331818,6.906586733331703,-1.0,8.182530766666693,25.042944,56.287232,13.156352,91.758592,216.625152,-1.0,107.753472,29.521111111111114,3881.2899999999995,150.47111111111113,-1.0,94.73777777777777,292.41,115.20444444444442
2024-03-07 18:14:34,5.154960633323451,33.07480243332369,1.7163553333337707,2.966902233331818,6.906586733331703,-1.0,8.182530766666693,25.042944,56.287232,13.156352,91.758592,216.625152,-1.0,107.753472,29.521111111111114,3881.2899999999995,150.47111111111113,-1.0,94.73777777777777,292.41,115.20444444444442
2024-03-07 18:14:39,6.401012933338279,47.779571899991424,1.3615920999995978,2.966902233331818,6.906586733331703,-1.0,15.669876266666924,25.042944,56.287232,12.365824,91.758592,216.625152,-1.0,107.8272,29.521111111111114,3287.1111111111113,127.69000000000001,-1.0,94.73777777777777,146.41,79.80444444444444
2024-03-07 18:14:44,6.401012933338279,47.779571899991424,1.3615920999995978,2.966902233331818,6.906586733331703,-1.0,15.669876266666924,25.042944,56.287232,12.365824,91.758592,216.625152,-1.0,107.8272,29.521111111111114,3287.1111111111113,127.69000000000001,-1.0,94.73777777777777,146.41,79.80444444444444
2024-03-07 18:14:49,6.401012933338279,47.779571899991424,1.3615920999995978,2.966902233331818,6.906586733331703,-1.0,15.669876266666924,25.042944,56.287232,12.365824,91.758592,216.625152,-1.0,107.8272,29.521111111111114,3287.1111111111113,127.69000000000001,-1.0,94.73777777777777,146.41,79.80444444444444
2024-03-07 18:14:54,6.401012933338279,47.779571899991424,1.3615920999995978,2.966902233331818,6.906586733331703,-1.0,15.669876266666924,25.042944,56.287232,12.365824,91.758592,216.625152,-1.0,107.8272,29.521111111111114,3287.1111111111113,127.69000000000001,-1.0,94.73777777777777,146.41,79.80444444444444
2024-03-07 18:14:59,6.401012933338279,47.779571899991424,1.3615920999995978,2.032593499999772,3.65625760000133,-1.0,15.669876266666924,25.042944,56.287232,12.365824,91.758592,216.682496,-1.0,107.8272,19.95111111111111,3287.1111111111113,127.69000000000001,-1.0,96.04000000000002,146.41,79.80444444444444
2024-03-07 18:15:04,6.401012933338279,47.779571899991424,1.3615920999995978,2.032593499999772,3.65625760000133,-1.0,15.669876266666924,25.042944,56.287232,12.365824,91.758592,216.682496,-1.0,107.8272,19.95111111111111,3287.1111111111113,127.69000000000001,-1.0,96.04000000000002,146.41,79.80444444444444
2024-03-07 18:15:09,5.594355866666471,57.464006266673096,1.8647666666652185,2.032593499999772,3.65625760000133,-1.0,11.014251033333267,25.042944,56.40192,13.12768,91.758592,216.682496,-1.0,108.023808,19.95111111111111,5102.721111111112,229.01777777777775,-1.0,96.04000000000002,39.69,57.25444444444444
2024-03-07 18:15:14,5.594355866666471,57.464006266673096,1.8647666666652185,2.032593499999772,3.65625760000133,-1.0,11.014251033333267,25.042944,56.40192,13.12768,91.758592,216.682496,-1.0,108.023808,19.95111111111111,5102.721111111112,229.01777777777775,-1.0,96.04000000000002,39.69,57.25444444444444
2024-03-07 18:15:19,5.594355866666471,57.464006266673096,1.8647666666652185,2.032593499999772,3.65625760000133,-1.0,11.014251033333267,25.042944,56.40192,13.12768,91.758592,216.682496,-1.0,108.023808,19.95111111111111,5102.721111111112,229.01777777777775,-1.0,96.04000000000002,39.69,57.25444444444444
