timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-7b4f9d8cb4-hnbzm_cpu,reviews-v2-7b4f9d8cb4-jm8hw_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-7b4f9d8cb4-hnbzm_memory,reviews-v2-7b4f9d8cb4-jm8hw_memory,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v2-7b4f9d8cb4-hnbzm_network,reviews-v2-7b4f9d8cb4-jm8hw_network,details-v1-b788479c5-bbg6t_network,reviews-v3-5fd56449d8-tv4wp_network,productpage-v1-7fb564989f-lvdk6_network,reviews-v1-7b76c4f45d-s5dnq_network
2024-03-07 05:29:01,6.007708233331262,44.3016752999938,1.408498433333231,2.245747800000686,144.31937786666063,3.74697823333463,-1.0,24.92416,56.430592,13.979648,93.53216,627.376128,101.031936,-1.0,81.60111111111111,102.00999999999999,-1.0,30.617777777777775,92.8011111111111,4207.684444444443,26.351111111111116
2024-03-07 05:29:06,6.007708233331262,44.3016752999938,1.408498433333231,2.245747800000686,144.31937786666063,3.74697823333463,-1.0,24.92416,56.430592,13.979648,93.53216,627.376128,101.031936,-1.0,81.60111111111111,102.00999999999999,-1.0,30.617777777777775,92.8011111111111,4207.684444444443,26.351111111111116
2024-03-07 05:29:11,6.007708233331262,44.3016752999938,1.408498433333231,2.245747800000686,144.31937786666063,3.74697823333463,-1.0,24.92416,56.430592,13.979648,93.53216,627.376128,101.031936,-1.0,81.60111111111111,102.00999999999999,-1.0,30.617777777777775,92.8011111111111,4207.684444444443,26.351111111111116
2024-03-07 05:29:16,4.287770566679684,46.057847433348805,0.8162294000006419,2.245747800000686,144.31937786666063,3.375114333330961,-1.0,24.92416,56.479744,13.750272,93.53216,627.376128,101.146624,-1.0,66.15111111111113,127.69000000000005,-1.0,170.73777777777786,92.8011111111111,886.0544444444448,26.351111111111116
2024-03-07 05:29:21,4.287770566679684,46.057847433348805,0.8162294000006419,2.245747800000686,144.31937786666063,3.375114333330961,-1.0,24.92416,56.479744,13.750272,93.53216,627.376128,101.146624,-1.0,66.15111111111113,127.69000000000005,-1.0,170.73777777777786,92.8011111111111,886.0544444444448,26.351111111111116
2024-03-07 05:29:26,4.287770566679683,46.0578474333488,0.8162294000006417,2.333113699999482,289.67579376666583,3.37511433333096,-1.0,24.92416,56.479744,13.750272,93.53216,627.376128,101.146624,-1.0,66.1511111111111,127.69000000000001,-1.0,170.73777777777778,157.08444444444444,886.0544444444444,32.87111111111111
2024-03-07 05:29:31,4.287770566679683,46.0578474333488,0.8162294000006417,2.333113699999482,289.67579376666583,3.37511433333096,-1.0,24.92416,56.479744,13.750272,93.53216,627.376128,101.146624,-1.0,66.1511111111111,127.69000000000001,-1.0,170.73777777777778,157.08444444444444,886.0544444444444,32.87111111111111
2024-03-07 05:29:36,4.287770566679683,46.0578474333488,0.8162294000006417,2.333113699999482,289.67579376666583,3.37511433333096,-1.0,24.92416,56.479744,13.750272,93.53216,627.376128,101.146624,-1.0,66.1511111111111,127.69000000000001,-1.0,170.73777777777778,157.08444444444444,886.0544444444444,32.87111111111111
2024-03-07 05:29:41,4.287770566679683,46.0578474333488,0.8162294000006417,2.333113699999482,289.67579376666583,3.37511433333096,-1.0,24.92416,56.479744,13.750272,93.53216,627.376128,101.146624,-1.0,66.1511111111111,127.69000000000001,-1.0,170.73777777777778,157.08444444444444,886.0544444444444,32.87111111111111
2024-03-07 05:29:46,4.974232699987625,49.660356866661466,1.718907733330374,2.333113699999482,289.67579376666583,4.9212576000021135,-1.0,24.92416,56.348672,13.5168,93.53216,627.376128,101.376,-1.0,61.88444444444448,130.72111111111116,-1.0,208.3211111111112,157.08444444444444,5150.454444444446,32.87111111111111
2024-03-07 05:29:51,4.974232699987625,49.660356866661466,1.718907733330374,2.333113699999482,289.67579376666583,4.9212576000021135,-1.0,24.92416,56.348672,13.5168,93.53216,627.376128,101.376,-1.0,61.88444444444448,130.72111111111116,-1.0,208.3211111111112,157.08444444444444,5150.454444444446,32.87111111111111
2024-03-07 05:29:56,4.974232699987624,49.66035686666146,1.7189077333303735,2.6953684666665367,373.83150843333317,4.921257600002113,-1.0,24.92416,56.348672,13.5168,93.53216,627.429376,101.376,-1.0,61.88444444444444,130.72111111111113,-1.0,208.32111111111112,145.60444444444443,5150.454444444445,34.02777777777777
2024-03-07 05:30:01,4.974232699987624,49.66035686666146,1.7189077333303735,2.6953684666665367,373.83150843333317,4.921257600002113,-1.0,24.92416,56.348672,13.5168,93.53216,627.429376,101.376,-1.0,61.88444444444444,130.72111111111113,-1.0,208.32111111111112,145.60444444444443,5150.454444444445,34.02777777777777
2024-03-07 05:30:06,4.974232699987624,49.66035686666146,1.7189077333303735,2.6953684666665367,373.83150843333317,4.921257600002113,-1.0,24.92416,56.348672,13.5168,93.53216,627.429376,101.376,-1.0,61.88444444444444,130.72111111111113,-1.0,208.32111111111112,145.60444444444443,5150.454444444445,34.02777777777777
2024-03-07 05:30:11,4.974232699987624,49.66035686666146,1.7189077333303735,2.6953684666665367,373.83150843333317,4.921257600002113,-1.0,24.92416,56.348672,13.5168,93.53216,627.429376,101.376,-1.0,61.88444444444444,130.72111111111113,-1.0,208.32111111111112,145.60444444444443,5150.454444444445,34.02777777777777
2024-03-07 05:30:16,6.6228448333428505,49.55145996667246,1.5275623000017429,2.6953684666665367,373.83150843333317,2.406627800000176,-1.0,24.92416,56.528896,13.709312,93.53216,627.429376,101.376,-1.0,128.44444444444449,117.36111111111116,-1.0,320.4100000000001,145.60444444444443,3329.290000000002,34.02777777777777
2024-03-07 05:30:21,6.6228448333428505,49.55145996667246,1.5275623000017429,2.6953684666665367,373.83150843333317,2.406627800000176,-1.0,24.92416,56.528896,13.709312,93.53216,627.429376,101.376,-1.0,128.44444444444449,117.36111111111116,-1.0,320.4100000000001,145.60444444444443,3329.290000000002,34.02777777777777
2024-03-07 05:30:26,6.622844833342848,49.551459966672454,1.5275623000017426,2.1058115666666786,171.7102711666712,2.4066278000001757,-1.0,24.92416,56.528896,13.709312,93.53216,627.437568,101.376,-1.0,128.44444444444446,117.36111111111113,-1.0,320.40999999999997,104.03999999999999,3329.2900000000004,40.96000000000001
2024-03-07 05:30:31,6.622844833342848,49.551459966672454,1.5275623000017426,2.1058115666666786,171.7102711666712,2.4066278000001757,-1.0,24.92416,56.528896,13.709312,93.53216,627.437568,101.376,-1.0,128.44444444444446,117.36111111111113,-1.0,320.40999999999997,104.03999999999999,3329.2900000000004,40.96000000000001
2024-03-07 05:30:36,6.622844833342848,49.551459966672454,1.5275623000017426,2.1058115666666786,171.7102711666712,2.4066278000001757,-1.0,24.92416,56.528896,13.709312,93.53216,627.437568,101.376,-1.0,128.44444444444446,117.36111111111113,-1.0,320.40999999999997,104.03999999999999,3329.2900000000004,40.96000000000001
2024-03-07 05:30:41,6.622844833342848,49.551459966672454,1.5275623000017426,2.1058115666666786,171.7102711666712,2.4066278000001757,-1.0,24.92416,56.528896,13.709312,93.53216,627.437568,101.376,-1.0,128.44444444444446,117.36111111111113,-1.0,320.40999999999997,104.03999999999999,3329.2900000000004,40.96000000000001
2024-03-07 05:30:46,7.367981933324095,29.602901633309866,1.9938493333332497,2.1058115666666786,171.7102711666712,4.764441066663495,-1.0,24.907776,56.446976,13.737984,93.53216,627.437568,101.4784,-1.0,40.11111111111112,75.69000000000001,-1.0,124.69444444444447,104.03999999999999,5755.751111111114,40.96000000000001
2024-03-07 05:30:51,7.367981933324095,29.602901633309866,1.9938493333332497,2.1058115666666786,171.7102711666712,4.764441066663495,-1.0,24.907776,56.446976,13.737984,93.53216,627.437568,101.4784,-1.0,40.11111111111112,75.69000000000001,-1.0,124.69444444444447,104.03999999999999,5755.751111111114,40.96000000000001
2024-03-07 05:30:56,7.367981933324093,29.60290163330986,1.9938493333332492,1.7360640000002074,444.33357066666304,4.764441066663494,-1.0,24.907776,56.446976,13.737984,93.53216,627.449856,101.4784,-1.0,40.11111111111111,75.68999999999998,-1.0,124.69444444444443,114.48999999999998,5755.75111111111,7.290000000000001
2024-03-07 05:31:01,7.367981933324093,29.60290163330986,1.9938493333332492,1.7360640000002074,444.33357066666304,4.764441066663494,-1.0,24.907776,56.446976,13.737984,93.53216,627.449856,101.4784,-1.0,40.11111111111111,75.68999999999998,-1.0,124.69444444444443,114.48999999999998,5755.75111111111,7.290000000000001
2024-03-07 05:31:06,7.367981933324093,29.60290163330986,1.9938493333332492,1.7360640000002074,444.33357066666304,4.764441066663494,-1.0,24.907776,56.446976,13.737984,93.53216,627.449856,101.4784,-1.0,40.11111111111111,75.68999999999998,-1.0,124.69444444444443,114.48999999999998,5755.75111111111,7.290000000000001
2024-03-07 05:31:11,7.367981933324093,29.60290163330986,1.9938493333332492,1.7360640000002074,444.33357066666304,4.764441066663494,-1.0,24.907776,56.446976,13.737984,93.53216,627.449856,101.4784,-1.0,40.11111111111111,75.68999999999998,-1.0,124.69444444444443,114.48999999999998,5755.75111111111,7.290000000000001
2024-03-07 05:31:16,5.2045520666676275,58.35052856667367,1.2743950999985527,1.7360640000002074,444.33357066666304,4.0763530000011405,-1.0,24.92416,56.348672,14.053376,93.53216,627.449856,101.523456,-1.0,67.78777777777782,82.20444444444448,-1.0,129.20111111111117,114.48999999999998,3469.2100000000014,7.290000000000001
2024-03-07 05:31:21,5.2045520666676275,58.35052856667367,1.2743950999985527,1.7360640000002074,444.33357066666304,4.0763530000011405,-1.0,24.92416,56.348672,14.053376,93.53216,627.449856,101.523456,-1.0,67.78777777777782,82.20444444444448,-1.0,129.20111111111117,114.48999999999998,3469.2100000000014,7.290000000000001
2024-03-07 05:31:26,5.204552066667627,58.35052856667365,1.2743950999985525,1.9848872666671014,402.4528627666692,4.07635300000114,-1.0,24.92416,56.348672,14.053376,93.53216,627.449856,101.523456,-1.0,67.78777777777776,82.20444444444443,-1.0,129.20111111111112,197.8711111111111,3469.21,45.78777777777778
2024-03-07 05:31:31,5.204552066667627,58.35052856667365,1.2743950999985525,1.9848872666671014,402.4528627666692,4.07635300000114,-1.0,24.92416,56.348672,14.053376,93.53216,627.449856,101.523456,-1.0,67.78777777777776,82.20444444444443,-1.0,129.20111111111112,197.8711111111111,3469.21,45.78777777777778
