timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-xslvc_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-phxww_cpu,reviews-v2-7b4f9d8cb4-qcktl_cpu,reviews-v3-5fd56449d8-npw75_cpu,reviews-v2-7b4f9d8cb4-6vbcr_cpu,reviews-v3-5fd56449d8-s5wkv_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-xslvc_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-phxww_memory,reviews-v2-7b4f9d8cb4-qcktl_memory,reviews-v3-5fd56449d8-npw75_memory,reviews-v2-7b4f9d8cb4-6vbcr_memory,reviews-v3-5fd56449d8-s5wkv_memory,reviews-v1-7b76c4f45d-phxww_network,reviews-v2-7b4f9d8cb4-qcktl_network,reviews-v3-5fd56449d8-s5wkv_network,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v3-5fd56449d8-npw75_network,details-v1-b788479c5-bbg6t_network,productpage-v1-7fb564989f-xslvc_network,reviews-v2-7b4f9d8cb4-6vbcr_network
2024-03-11 09:19:03,5.21934716668208,77.25442096666484,1.8540378999963045,1.6902169666669427,22.75527113333335,1.94765076666575,28.2933502,-1.0,25.214976,55.72608,14.56128,92.028928,105.988096,284.5696,78.155776,-1.0,12.25,55.751111111111115,-1.0,33.254444444444445,104.03999999999999,127.69000000000001,2614.6177777777775,96.04000000000002
2024-03-11 09:19:08,5.21934716668208,77.25442096666484,1.8540378999963045,1.6902169666669427,22.75527113333335,1.94765076666575,28.2933502,-1.0,25.214976,55.72608,14.56128,92.028928,105.988096,284.5696,78.155776,-1.0,12.25,55.751111111111115,-1.0,33.254444444444445,104.03999999999999,127.69000000000001,2614.6177777777775,96.04000000000002
2024-03-11 09:19:13,5.21934716668208,77.25442096666484,1.8540378999963045,1.6902169666669427,22.75527113333335,1.94765076666575,28.2933502,-1.0,25.214976,55.72608,14.56128,92.028928,105.988096,284.5696,78.155776,-1.0,12.25,55.751111111111115,-1.0,33.254444444444445,104.03999999999999,127.69000000000001,2614.6177777777775,96.04000000000002
2024-03-11 09:19:18,5.9827672666566905,77.25442096666484,0.9874224333240518,1.6902169666669427,22.75527113333335,1.94765076666575,36.575472500000046,-1.0,25.198592,55.72608,14.589952,92.028928,105.988096,284.5696,79.876096,-1.0,12.25,55.751111111111115,-1.0,200.69444444444454,104.03999999999999,309.76000000000016,2614.6177777777775,72.8177777777778
2024-03-11 09:19:23,5.9827672666566905,76.00549633333078,0.9874224333240518,1.823430733332998,22.91585609999996,4.877565966667893,36.575472500000046,-1.0,25.198592,55.611392,14.589952,92.028928,106.180608,284.684288,79.876096,-1.0,37.209999999999994,107.46777777777778,-1.0,200.69444444444454,79.80444444444444,309.76000000000016,3596.001111111111,72.8177777777778
2024-03-11 09:19:28,5.982767266656689,76.00549633333078,0.9874224333240516,1.823430733332998,22.91585609999996,4.877565966667893,36.57547250000004,-1.0,25.198592,55.611392,14.589952,92.028928,106.180608,284.684288,79.876096,-1.0,37.209999999999994,107.46777777777778,-1.0,200.69444444444443,79.80444444444444,309.76000000000005,3596.001111111111,72.81777777777778
2024-03-11 09:19:33,5.982767266656689,76.00549633333078,0.9874224333240516,1.823430733332998,22.91585609999996,4.877565966667893,36.57547250000004,-1.0,25.198592,55.611392,14.589952,92.028928,106.180608,284.684288,79.876096,-1.0,37.209999999999994,107.46777777777778,-1.0,200.69444444444443,79.80444444444444,309.76000000000005,3596.001111111111,72.81777777777778
2024-03-11 09:19:38,5.982767266656689,76.00549633333078,0.9874224333240516,1.823430733332998,22.91585609999996,4.877565966667893,36.57547250000004,-1.0,25.198592,55.611392,14.589952,92.028928,106.180608,284.684288,79.876096,-1.0,37.209999999999994,107.46777777777778,-1.0,200.69444444444443,79.80444444444444,309.76000000000005,3596.001111111111,72.81777777777778
2024-03-11 09:19:43,5.982767266656689,76.00549633333078,0.9874224333240516,1.823430733332998,22.91585609999996,4.877565966667893,36.57547250000004,-1.0,25.198592,55.611392,14.589952,92.028928,106.180608,284.684288,79.876096,-1.0,37.209999999999994,107.46777777777778,-1.0,200.69444444444443,79.80444444444444,309.76000000000005,3596.001111111111,72.81777777777778
2024-03-11 09:19:48,6.929042699994172,76.00549633333078,2.4408872333424374,1.823430733332998,22.91585609999996,4.877565966667893,-1.0,-1.0,25.198592,55.611392,14.86848,92.028928,106.180608,284.684288,-1.0,-1.0,37.209999999999994,107.46777777777778,-1.0,67.24000000000002,79.80444444444444,173.3611111111112,3596.001111111111,-1.0
