timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v2-7b4f9d8cb4-rgbs6_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-7b4f9d8cb4-m8pmr_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v2-7b4f9d8cb4-rgbs6_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-7b4f9d8cb4-m8pmr_memory,reviews-v1-7b76c4f45d-s5dnq_network,reviews-v2-7b4f9d8cb4-m8pmr_network,productpage-v1-7fb564989f-lvdk6_network,details-v1-b788479c5-bbg6t_network,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v3-5fd56449d8-tv4wp_network,reviews-v2-7b4f9d8cb4-rgbs6_network
2024-03-07 10:44:02,4.579295360630442,47.037182575673825,0.9876476469825317,1.9289896000003637,6.53097730000051,0.35192873331955826,-1.0,24.9856,57.09824,13.049856,94.363648,124.547072,637.730816,-1.0,40.53444444444444,-1.0,13646.38849824245,25.66426685036405,79.18888155711575,290.1344444444445,213.16
2024-03-07 10:44:07,4.579295360630442,47.037182575673825,0.9876476469825317,1.9289896000003637,6.53097730000051,0.35192873331955826,-1.0,24.9856,57.09824,13.049856,94.363648,124.547072,637.730816,-1.0,40.53444444444444,-1.0,13646.38849824245,25.66426685036405,79.18888155711575,290.1344444444445,213.16
2024-03-07 10:44:12,4.579295360630442,47.037182575673825,0.9876476469825317,1.9289896000003637,6.53097730000051,0.35192873331955826,-1.0,24.9856,57.09824,13.049856,94.363648,124.547072,637.730816,-1.0,40.53444444444444,-1.0,13646.38849824245,25.66426685036405,79.18888155711575,290.1344444444445,213.16
2024-03-07 10:44:17,4.850131666656428,52.3881896666656,1.1448500666650334,1.9289896000003637,6.53097730000051,0.35192873331955826,-1.0,24.9856,56.97536,13.078528,94.363648,124.547072,637.730816,-1.0,40.53444444444444,-1.0,5847.1511111111095,151.28999999999996,22.721111111111103,290.1344444444445,213.16
2024-03-07 10:44:22,4.850131666656428,52.3881896666656,1.1448500666650334,1.9289896000003637,6.53097730000051,0.35192873331955826,-1.0,24.9856,56.97536,13.078528,94.363648,124.547072,637.730816,-1.0,40.53444444444444,-1.0,5847.1511111111095,151.28999999999996,22.721111111111103,290.1344444444445,213.16
2024-03-07 10:44:27,4.850131666656428,52.3881896666656,1.1448500666650334,3.351000566666092,5.57009189999936,0.36079966666875407,-1.0,24.9856,56.97536,13.078528,94.363648,124.547072,637.730816,-1.0,26.009999999999998,-1.0,5847.1511111111095,151.28999999999996,22.721111111111103,468.0011111111111,152.11111111111111
2024-03-07 10:44:32,4.850131666656429,52.38818966666561,1.1448500666650336,3.351000566666092,5.57009189999936,0.36079966666875407,-1.0,24.9856,56.97536,13.078528,94.363648,124.547072,637.730816,-1.0,26.009999999999998,-1.0,5847.151111111111,151.29000000000002,22.72111111111111,468.0011111111111,152.11111111111111
2024-03-07 10:44:37,4.850131666656429,52.38818966666561,1.1448500666650336,3.351000566666092,5.57009189999936,0.36079966666875407,-1.0,24.9856,56.97536,13.078528,94.363648,124.547072,637.730816,-1.0,26.009999999999998,-1.0,5847.151111111111,151.29000000000002,22.72111111111111,468.0011111111111,152.11111111111111
2024-03-07 10:44:42,4.850131666656429,52.38818966666561,1.1448500666650336,3.351000566666092,5.57009189999936,0.36079966666875407,-1.0,24.9856,56.97536,13.078528,94.363648,124.547072,637.730816,-1.0,26.009999999999998,-1.0,5847.151111111111,151.29000000000002,22.72111111111111,468.0011111111111,152.11111111111111
2024-03-07 10:44:47,3.1882301640219484,40.28732894386555,1.1066482864372782,3.351000566666092,5.57009189999936,0.36079966666875407,-1.0,24.9856,57.458688,13.185024,94.363648,124.547072,637.730816,-1.0,26.009999999999998,-1.0,6369.738483689187,98.03614122812944,32.11967578697118,468.0011111111111,152.11111111111111
2024-03-07 10:44:52,3.1882301640219484,40.28732894386555,1.1066482864372782,3.351000566666092,5.57009189999936,0.36079966666875407,-1.0,24.9856,57.458688,13.185024,94.363648,124.547072,637.730816,-1.0,26.009999999999998,-1.0,6369.738483689187,98.03614122812944,32.11967578697118,468.0011111111111,152.11111111111111
2024-03-07 10:44:57,3.1882301640219484,40.28732894386555,1.1066482864372782,2.024421700000782,4.6488644666671535,0.4172982999989472,-1.0,24.9856,57.458688,13.185024,94.363648,124.547072,637.730816,-1.0,49.467777777777776,-1.0,6369.738483689187,98.03614122812944,32.11967578697118,382.8544444444444,39.27111111111111
2024-03-07 10:45:02,3.1882301640219484,40.28732894386555,1.1066482864372782,2.024421700000782,4.6488644666671535,0.4172982999989472,-1.0,24.9856,57.458688,13.185024,94.363648,124.547072,637.730816,-1.0,49.467777777777776,-1.0,6369.738483689187,98.03614122812944,32.11967578697118,382.8544444444444,39.27111111111111
2024-03-07 10:45:07,3.1882301640219484,40.28732894386555,1.1066482864372782,2.024421700000782,4.6488644666671535,0.4172982999989472,-1.0,24.9856,57.458688,13.185024,94.363648,124.547072,637.730816,-1.0,49.467777777777776,-1.0,6369.738483689187,98.03614122812944,32.11967578697118,382.8544444444444,39.27111111111111
2024-03-07 10:45:12,3.1882301640219484,40.28732894386555,1.1066482864372782,2.024421700000782,4.6488644666671535,0.4172982999989472,-1.0,24.9856,57.458688,13.185024,94.363648,124.547072,637.730816,-1.0,49.467777777777776,-1.0,6369.738483689187,98.03614122812944,32.11967578697118,382.8544444444444,39.27111111111111
2024-03-07 10:45:17,5.570670933335958,36.769953633332385,0.5531850333341027,2.024421700000782,4.6488644666671535,0.4172982999989472,-1.0,24.969216,57.188352,12.546048,94.363648,124.547072,637.730816,-1.0,49.467777777777776,-1.0,7168.444444444448,299.29000000000013,84.64000000000001,382.8544444444444,39.27111111111111
2024-03-07 10:45:22,5.570670933335958,36.769953633332385,0.5531850333341027,2.024421700000782,4.6488644666671535,0.4172982999989472,-1.0,24.969216,57.188352,12.546048,94.363648,124.547072,637.730816,-1.0,49.467777777777776,-1.0,7168.444444444448,299.29000000000013,84.64000000000001,382.8544444444444,39.27111111111111
2024-03-07 10:45:27,5.570670933335956,36.76995363333238,0.5531850333341026,1.8151759999994965,6.925059366666156,0.25303883333738975,-1.0,24.969216,57.188352,12.546048,94.363648,124.57984,637.730816,-1.0,49.937777777777775,-1.0,7168.444444444445,299.29,84.63999999999999,263.52111111111117,203.5377777777778
2024-03-07 10:45:32,5.570670933335956,36.76995363333238,0.5531850333341026,1.8151759999994965,6.925059366666156,0.25303883333738975,-1.0,24.969216,57.188352,12.546048,94.363648,124.57984,637.730816,-1.0,49.937777777777775,-1.0,7168.444444444445,299.29,84.63999999999999,263.52111111111117,203.5377777777778
2024-03-07 10:45:37,5.570670933335956,36.76995363333238,0.5531850333341026,1.8151759999994965,6.925059366666156,0.25303883333738975,-1.0,24.969216,57.188352,12.546048,94.363648,124.57984,637.730816,-1.0,49.937777777777775,-1.0,7168.444444444445,299.29,84.63999999999999,263.52111111111117,203.5377777777778
2024-03-07 10:45:42,5.570670933335956,36.76995363333238,0.5531850333341026,1.8151759999994965,6.925059366666156,0.25303883333738975,-1.0,24.969216,57.188352,12.546048,94.363648,124.57984,637.730816,-1.0,49.937777777777775,-1.0,7168.444444444445,299.29,84.63999999999999,263.52111111111117,203.5377777777778
2024-03-07 10:45:47,5.387916299999537,44.26147406666133,1.096921633332689,1.8151759999994965,6.925059366666156,0.25303883333738975,-1.0,24.9856,57.09824,12.541952,94.363648,124.57984,637.730816,-1.0,49.937777777777775,-1.0,4497.937777777779,22.404444444444454,46.694444444444464,263.52111111111117,203.5377777777778
2024-03-07 10:45:52,5.387916299999537,44.26147406666133,1.096921633332689,1.8151759999994965,6.925059366666156,0.25303883333738975,-1.0,24.9856,57.09824,12.541952,94.363648,124.57984,637.730816,-1.0,49.937777777777775,-1.0,4497.937777777779,22.404444444444454,46.694444444444464,263.52111111111117,203.5377777777778
2024-03-07 10:45:57,5.387916299999536,44.26147406666132,1.0969216333326888,2.3456544666667396,7.341916566666858,0.39789413334195467,-1.0,24.9856,57.09824,12.541952,94.363648,124.596224,637.730816,-1.0,36.80444444444444,-1.0,4497.937777777777,22.404444444444444,46.69444444444444,410.73777777777775,163.84000000000003
2024-03-07 10:46:02,5.387916299999536,44.26147406666132,1.0969216333326888,2.3456544666667396,7.341916566666858,0.39789413334195467,-1.0,24.9856,57.09824,12.541952,94.363648,124.596224,637.730816,-1.0,36.80444444444444,-1.0,4497.937777777777,22.404444444444444,46.69444444444444,410.73777777777775,163.84000000000003
2024-03-07 10:46:07,5.387916299999536,44.26147406666132,1.0969216333326888,2.3456544666667396,7.341916566666858,0.39789413334195467,-1.0,24.9856,57.09824,12.541952,94.363648,124.596224,637.730816,-1.0,36.80444444444444,-1.0,4497.937777777777,22.404444444444444,46.69444444444444,410.73777777777775,163.84000000000003
2024-03-07 10:46:12,5.387916299999536,44.26147406666132,1.0969216333326888,2.3456544666667396,7.341916566666858,0.39789413334195467,-1.0,24.9856,57.09824,12.541952,94.363648,124.596224,637.730816,-1.0,36.80444444444444,-1.0,4497.937777777777,22.404444444444444,46.69444444444444,410.73777777777775,163.84000000000003
2024-03-07 10:46:17,5.3587129623453285,39.53775078306774,1.2781448183955617,2.3456544666667396,7.341916566666858,0.39789413334195467,-1.0,24.9856,57.040896,12.668928,94.363648,124.596224,637.730816,-1.0,36.80444444444444,-1.0,7356.734692789842,262.2651274411362,52.769259075143346,410.73777777777775,163.84000000000003
2024-03-07 10:46:22,5.3587129623453285,39.53775078306774,1.2781448183955617,2.3456544666667396,7.341916566666858,0.39789413334195467,-1.0,24.9856,57.040896,12.668928,94.363648,124.596224,637.730816,-1.0,36.80444444444444,-1.0,7356.734692789842,262.2651274411362,52.769259075143346,410.73777777777775,163.84000000000003
2024-03-07 10:46:27,5.3587129623453285,39.53775078306774,1.2781448183955617,2.444064833333452,4.924691733333475,0.30094576665457373,-1.0,24.9856,57.040896,12.668928,94.363648,124.596224,637.730816,-1.0,22.090000000000003,-1.0,7356.734692789842,262.2651274411362,52.769259075143346,352.18777777777774,117.36111111111113
2024-03-07 10:46:32,5.3587129623453285,39.53775078306774,1.2781448183955617,2.444064833333452,4.924691733333475,0.30094576665457373,-1.0,24.9856,57.040896,12.668928,94.363648,124.596224,637.730816,-1.0,22.090000000000003,-1.0,7356.734692789842,262.2651274411362,52.769259075143346,352.18777777777774,117.36111111111113
