timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-4jrkf_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-4jrkf_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,reviews-v3-5fd56449d8-tv4wp_network,details-v1-b788479c5-bbg6t_network,productpage-v1-7fb564989f-lvdk6_network,reviews-v2-6ccf99c555-fqvhb_network,reviews-v1-7b76c4f45d-4jrkf_network,reviews-v1-7b76c4f45d-s5dnq_network,ratings-v1-5b6b66f9b5-7bln6_network
2024-03-06 18:07:01,4.80000373333193,49.52162076666961,1.5896925999982159,-1.0,1.327354400000047,2.9158963333316024,4.388642233334394,24.743936,56.479744,9.613312,-1.0,81.534976,538.738688,501.18656,152.93444444444447,154.58777777777777,3279.471111111111,236.13444444444445,-1.0,56.75111111111111,65.61
2024-03-06 18:07:06,4.80000373333193,49.52162076666961,1.5896925999982159,-1.0,1.327354400000047,2.9158963333316024,4.388642233334394,24.743936,56.479744,9.613312,-1.0,81.534976,538.738688,501.18656,152.93444444444447,154.58777777777777,3279.471111111111,236.13444444444445,-1.0,56.75111111111111,65.61
2024-03-06 18:07:11,4.80000373333193,49.52162076666961,1.5896925999982159,-1.0,1.327354400000047,2.9158963333316024,4.388642233334394,24.743936,56.479744,9.613312,-1.0,81.534976,538.738688,501.18656,152.93444444444447,154.58777777777777,3279.471111111111,236.13444444444445,-1.0,56.75111111111111,65.61
2024-03-06 18:07:16,7.603598899989571,41.039583333334434,1.519808700000643,-1.0,1.327354400000047,2.9158963333316024,4.388642233334394,24.76032,56.594432,10.031104,-1.0,81.534976,538.738688,501.18656,152.93444444444447,119.53777777777782,4756.401111111113,236.13444444444445,-1.0,56.75111111111111,92.80111111111114
2024-03-06 18:07:21,7.603598899989571,41.039583333334434,1.519808700000643,-1.0,1.327354400000047,2.9158963333316024,4.385051666668005,24.76032,56.594432,10.031104,-1.0,81.534976,538.738688,501.28896,152.93444444444447,119.53777777777782,4756.401111111113,109.55111111111111,-1.0,56.75111111111111,92.80111111111114
2024-03-06 18:07:26,7.603598899989569,41.03958333333443,1.5198087000006428,-1.0,2.9535194999998757,5.61905963333326,4.385051666668005,24.76032,56.594432,10.031104,-1.0,81.534976,538.968064,501.28896,35.20444444444445,119.53777777777778,4756.401111111111,109.55111111111111,-1.0,55.254444444444445,92.8011111111111
2024-03-06 18:07:31,7.603598899989569,41.03958333333443,1.5198087000006428,-1.0,2.9535194999998757,5.61905963333326,4.385051666668005,24.76032,56.594432,10.031104,-1.0,81.534976,538.968064,501.28896,35.20444444444445,119.53777777777778,4756.401111111111,109.55111111111111,-1.0,55.254444444444445,92.8011111111111
2024-03-06 18:07:36,7.603598899989569,41.03958333333443,1.5198087000006428,-1.0,2.9535194999998757,5.61905963333326,4.385051666668005,24.76032,56.594432,10.031104,-1.0,81.534976,538.968064,501.28896,35.20444444444445,119.53777777777778,4756.401111111111,109.55111111111111,-1.0,55.254444444444445,92.8011111111111
2024-03-06 18:07:41,7.603598899989569,41.03958333333443,1.5198087000006428,-1.0,2.9535194999998757,5.61905963333326,4.385051666668005,24.76032,56.594432,10.031104,-1.0,81.534976,538.968064,501.28896,35.20444444444445,119.53777777777778,4756.401111111111,109.55111111111111,-1.0,55.254444444444445,92.8011111111111
2024-03-06 18:07:46,5.890463466676011,35.31982893332498,1.7401752333322904,-1.0,2.9535194999998757,5.61905963333326,4.385051666668005,24.743936,56.594432,9.588736,-1.0,81.534976,538.968064,501.28896,35.20444444444445,314.47111111111127,3162.1877777777795,109.55111111111111,-1.0,55.254444444444445,100.00000000000004
