timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v2-7b4f9d8cb4-rgbs6_cpu,reviews-v3-5fd56449d8-6rw27_cpu,reviews-v3-5fd56449d8-xpzj4_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v2-7b4f9d8cb4-rgbs6_memory,reviews-v3-5fd56449d8-6rw27_memory,reviews-v3-5fd56449d8-xpzj4_memory,reviews-v1-7b76c4f45d-s5dnq_network,productpage-v1-7fb564989f-lvdk6_network,reviews-v3-5fd56449d8-6rw27_network,reviews-v3-5fd56449d8-xpzj4_network,reviews-v2-7b4f9d8cb4-rgbs6_network,details-v1-b788479c5-bbg6t_network,ratings-v1-5b6b66f9b5-7bln6_network
2024-03-07 18:59:04,3.5186583333294643,39.945598999990274,1.3830200000029436,2.3514531999997716,5.42142966666764,-1.0,12.27825196666667,25.059328,56.500224,12.251136,93.712384,226.033664,-1.0,115.625984,36.80444444444444,8861.084444444446,-1.0,34.81,159.6011111111111,230.02777777777777,40.11111111111111
2024-03-07 18:59:09,6.52872186666779,44.68330073332254,1.8993767999972988,2.3514531999997716,5.42142966666764,-1.0,8.329949933333106,25.042944,56.287232,13.156352,93.712384,226.033664,-1.0,115.687424,36.80444444444444,1227.3344444444442,-1.0,137.6711111111111,159.6011111111111,163.84000000000003,89.61777777777777
2024-03-07 18:59:14,6.52872186666779,44.68330073332254,1.8993767999972988,2.3514531999997716,5.42142966666764,-1.0,8.329949933333106,25.042944,56.287232,13.156352,93.712384,226.033664,-1.0,115.687424,36.80444444444444,1227.3344444444442,-1.0,137.6711111111111,159.6011111111111,163.84000000000003,89.61777777777777
2024-03-07 18:59:19,6.52872186666779,44.68330073332254,1.8993767999972988,2.3514531999997716,5.42142966666764,-1.0,8.329949933333106,25.042944,56.287232,13.156352,93.712384,226.033664,-1.0,115.687424,36.80444444444444,1227.3344444444442,-1.0,137.6711111111111,159.6011111111111,163.84000000000003,89.61777777777777
2024-03-07 18:59:24,6.52872186666779,44.68330073332254,1.8993767999972988,2.3514531999997716,5.42142966666764,-1.0,8.329949933333106,25.042944,56.287232,13.156352,93.712384,226.033664,-1.0,115.687424,36.80444444444444,1227.3344444444442,-1.0,137.6711111111111,159.6011111111111,163.84000000000003,89.61777777777777
2024-03-07 18:59:29,6.52872186666779,44.68330073332254,1.8993767999972988,1.8600463333333057,5.2742706333333444,-1.0,8.329949933333106,25.042944,56.287232,13.156352,93.712384,226.193408,-1.0,115.687424,32.49,1227.3344444444442,-1.0,137.6711111111111,96.04000000000002,163.84000000000003,89.61777777777777
2024-03-07 18:59:34,6.52872186666779,44.68330073332254,1.8993767999972988,1.8600463333333057,5.2742706333333444,-1.0,8.329949933333106,25.042944,56.287232,13.156352,93.712384,226.193408,-1.0,115.687424,32.49,1227.3344444444442,-1.0,137.6711111111111,96.04000000000002,163.84000000000003,89.61777777777777
2024-03-07 18:59:39,6.422009000001101,47.072476933347694,1.3042216666690365,1.8600463333333057,5.2742706333333444,-1.0,13.752355666666935,25.042944,56.287232,12.304384,93.712384,226.193408,-1.0,115.810304,32.49,4844.159999999999,-1.0,241.28444444444443,96.04000000000002,176.00444444444446,85.25444444444443
2024-03-07 18:59:44,6.422009000001101,47.072476933347694,1.3042216666690365,1.8600463333333057,5.2742706333333444,-1.0,13.752355666666935,25.042944,56.287232,12.304384,93.712384,226.193408,-1.0,115.810304,32.49,4844.159999999999,-1.0,241.28444444444443,96.04000000000002,176.00444444444446,85.25444444444443
2024-03-07 18:59:49,6.422009000001101,47.072476933347694,1.3042216666690365,1.8600463333333057,5.2742706333333444,-1.0,13.752355666666935,25.042944,56.287232,12.304384,93.712384,226.193408,-1.0,115.810304,32.49,4844.159999999999,-1.0,241.28444444444443,96.04000000000002,176.00444444444446,85.25444444444443
2024-03-07 18:59:54,6.422009000001101,47.072476933347694,1.3042216666690365,1.8600463333333057,5.2742706333333444,-1.0,13.752355666666935,25.042944,56.287232,12.304384,93.712384,226.193408,-1.0,115.810304,32.49,4844.159999999999,-1.0,241.28444444444443,96.04000000000002,176.00444444444446,85.25444444444443
2024-03-07 18:59:59,6.422009000001101,47.072476933347694,1.3042216666690365,1.7753013333333456,37.64148143333159,-1.0,13.752355666666935,25.042944,56.287232,12.304384,93.712384,220.737536,-1.0,115.810304,8.027777777777779,4844.159999999999,-1.0,241.28444444444443,129.96,176.00444444444446,85.25444444444443
2024-03-07 19:00:04,6.422009000001101,47.072476933347694,1.3042216666690365,1.7753013333333456,37.64148143333159,-1.0,13.752355666666935,25.042944,56.287232,12.304384,93.712384,220.737536,-1.0,115.810304,8.027777777777779,4844.159999999999,-1.0,241.28444444444443,129.96,176.00444444444446,85.25444444444443
2024-03-07 19:00:09,6.004197300004914,55.021464899982675,1.9604736999970858,1.7753013333333456,37.64148143333159,-1.0,12.45258736666699,25.042944,56.48384,13.144064,93.712384,220.737536,-1.0,115.990528,8.027777777777779,3960.604444444444,-1.0,191.36111111111111,129.96,49.0,158.76
2024-03-07 19:00:14,6.004197300004914,55.021464899982675,1.9604736999970858,1.7753013333333456,37.64148143333159,-1.0,12.45258736666699,25.042944,56.48384,13.144064,93.712384,220.737536,-1.0,115.990528,8.027777777777779,3960.604444444444,-1.0,191.36111111111111,129.96,49.0,158.76
