timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v2-7b4f9d8cb4-rgbs6_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v3-5fd56449d8-bkmdh_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v2-7b4f9d8cb4-rgbs6_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v3-5fd56449d8-bkmdh_memory,productpage-v1-7fb564989f-lvdk6_network,reviews-v3-5fd56449d8-tv4wp_network,reviews-v3-5fd56449d8-bkmdh_network,reviews-v1-7b76c4f45d-s5dnq_network,ratings-v1-5b6b66f9b5-7bln6_network,details-v1-b788479c5-bbg6t_network,reviews-v2-7b4f9d8cb4-rgbs6_network
2024-03-07 14:29:03,2.9685688516947972,18.443061049602164,1.027773506268413,2.0246693338665005,7.829982163098494,0.2678078282141476,-1.0,25.001984,56.50432,12.484608,92.192768,173.674496,640.217088,-1.0,8684.658978323801,550.9047843219819,-1.0,46.71312782705015,81.04321728614606,236.26043320808017,209.3681833430543
2024-03-07 14:29:08,2.9685688516947972,18.443061049602164,1.027773506268413,2.0246693338665005,7.829982163098494,0.2678078282141476,-1.0,25.001984,56.50432,12.484608,92.192768,173.674496,640.217088,-1.0,8684.658978323801,550.9047843219819,-1.0,46.71312782705015,81.04321728614606,236.26043320808017,209.3681833430543
2024-03-07 14:29:13,2.9685688516947972,18.443061049602164,1.027773506268413,2.0246693338665005,7.829982163098494,0.2678078282141476,-1.0,25.001984,56.50432,12.484608,92.192768,173.674496,640.217088,-1.0,8684.658978323801,550.9047843219819,-1.0,46.71312782705015,81.04321728614606,236.26043320808017,209.3681833430543
2024-03-07 14:29:18,5.053554566666208,47.29587893334611,1.1398201000019983,2.0246693338665005,7.829982163098494,0.2678078282141476,-1.0,25.001984,56.700928,12.41088,92.192768,173.674496,640.217088,-1.0,1950.6944444444448,550.9047843219819,-1.0,46.71312782705015,49.00000000000003,40.96000000000003,209.3681833430543
2024-03-07 14:29:23,5.053554566666208,47.29587893334611,1.1398201000019983,2.186032833333229,2.2193786666662163,0.13975243333940549,-1.0,25.001984,56.700928,12.41088,92.192768,173.674496,640.217088,-1.0,1950.6944444444448,489.8844444444444,-1.0,36.80444444444444,49.00000000000003,40.96000000000003,125.43999999999998
2024-03-07 14:29:28,5.053554566666207,47.2958789333461,1.139820100001998,2.186032833333229,2.2193786666662163,0.13975243333940549,-1.0,25.001984,56.700928,12.41088,92.192768,173.674496,640.217088,-1.0,1950.6944444444443,489.8844444444444,-1.0,36.80444444444444,49.0,40.96000000000001,125.43999999999998
2024-03-07 14:29:33,5.053554566666207,47.2958789333461,1.139820100001998,2.186032833333229,2.2193786666662163,0.13975243333940549,-1.0,25.001984,56.700928,12.41088,92.192768,173.674496,640.217088,-1.0,1950.6944444444443,489.8844444444444,-1.0,36.80444444444444,49.0,40.96000000000001,125.43999999999998
2024-03-07 14:29:38,5.053554566666207,47.2958789333461,1.139820100001998,2.186032833333229,2.2193786666662163,0.13975243333940549,-1.0,25.001984,56.700928,12.41088,92.192768,173.674496,640.217088,-1.0,1950.6944444444443,489.8844444444444,-1.0,36.80444444444444,49.0,40.96000000000001,125.43999999999998
2024-03-07 14:29:43,5.053554566666207,47.2958789333461,1.139820100001998,2.186032833333229,2.2193786666662163,0.13975243333940549,-1.0,25.001984,56.700928,12.41088,92.192768,173.674496,640.217088,-1.0,1950.6944444444443,489.8844444444444,-1.0,36.80444444444444,49.0,40.96000000000001,125.43999999999998
2024-03-07 14:29:48,4.786870299994917,53.74827009997415,0.5288760666644522,2.186032833333229,2.2193786666662163,0.13975243333940549,-1.0,24.9856,56.430592,12.894208,92.192768,173.674496,640.217088,-1.0,6167.484444444446,489.8844444444444,-1.0,36.80444444444444,49.9377777777778,140.02777777777783,125.43999999999998
