timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-fwrr4_cpu,reviews-v1-7b76c4f45d-zfc5k_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-fwrr4_memory,reviews-v1-7b76c4f45d-zfc5k_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,productpage-v1-7fb564989f-lvdk6_network,reviews-v1-7b76c4f45d-zfc5k_network,reviews-v3-5fd56449d8-tv4wp_network,details-v1-b788479c5-bbg6t_network,reviews-v1-7b76c4f45d-fwrr4_network,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v2-6ccf99c555-fqvhb_network
2024-03-06 14:57:53,5.0355065333405955,47.69070393332793,1.2340971666655305,-1.0,14.327467800000033,2.4323650000004213,4.614808300001035,24.666112,57.380864,9.990144,-1.0,105.959424,514.502656,468.60288,7861.777777777781,94.08999999999999,223.00444444444446,224.00111111111121,-1.0,102.01000000000003,182.25
2024-03-06 14:57:58,5.035506533340595,47.690703933327924,1.23409716666553,-1.0,14.327467800000033,2.4323650000004213,4.614808300001035,24.666112,57.380864,9.990144,-1.0,105.959424,514.502656,468.60288,7861.777777777778,94.08999999999999,223.00444444444446,224.0011111111111,-1.0,102.00999999999999,182.25
2024-03-06 14:58:03,5.035506533340595,47.690703933327924,1.23409716666553,-1.0,14.327467800000033,2.4323650000004213,4.614808300001035,24.666112,57.380864,9.990144,-1.0,105.959424,514.502656,468.60288,7861.777777777778,94.08999999999999,223.00444444444446,224.0011111111111,-1.0,102.00999999999999,182.25
2024-03-06 14:58:08,5.035506533340595,47.690703933327924,1.23409716666553,-1.0,14.327467800000033,2.4323650000004213,4.614808300001035,24.666112,57.380864,9.990144,-1.0,105.959424,514.502656,468.60288,7861.777777777778,94.08999999999999,223.00444444444446,224.0011111111111,-1.0,102.00999999999999,182.25
2024-03-06 14:58:13,5.035506533340595,47.690703933327924,1.23409716666553,-1.0,14.327467800000033,2.4323650000004213,4.614808300001035,24.666112,57.380864,9.990144,-1.0,105.959424,514.502656,468.60288,7861.777777777778,94.08999999999999,223.00444444444446,224.0011111111111,-1.0,102.00999999999999,182.25
2024-03-06 14:58:18,6.459358933322318,57.5955942999978,1.6835270000001405,-1.0,14.327467800000033,2.4323650000004213,4.245427233331611,24.666112,57.380864,9.428992,-1.0,105.959424,514.502656,468.697088,2742.2677777777794,94.08999999999999,223.00444444444446,244.40111111111122,-1.0,79.80444444444448,230.02777777777777
2024-03-06 14:58:23,6.459358933322318,57.5955942999978,1.6835270000001405,-1.0,7.864064433333281,5.2970398999984045,4.245427233331611,24.666112,57.380864,9.428992,-1.0,105.55392,514.695168,468.697088,2742.2677777777794,26.009999999999998,75.68999999999998,244.40111111111122,-1.0,79.80444444444448,230.02777777777777
2024-03-06 14:58:28,6.459358933322316,57.595594299997785,1.68352700000014,-1.0,7.864064433333281,5.2970398999984045,4.245427233331611,24.666112,57.380864,9.428992,-1.0,105.55392,514.695168,468.697088,2742.2677777777776,26.009999999999998,75.68999999999998,244.4011111111111,-1.0,79.80444444444444,230.02777777777777
2024-03-06 14:58:33,6.459358933322316,57.595594299997785,1.68352700000014,-1.0,7.864064433333281,5.2970398999984045,4.245427233331611,24.666112,57.380864,9.428992,-1.0,105.55392,514.695168,468.697088,2742.2677777777776,26.009999999999998,75.68999999999998,244.4011111111111,-1.0,79.80444444444444,230.02777777777777
2024-03-06 14:58:38,6.459358933322316,57.595594299997785,1.68352700000014,-1.0,7.864064433333281,5.2970398999984045,4.245427233331611,24.666112,57.380864,9.428992,-1.0,105.55392,514.695168,468.697088,2742.2677777777776,26.009999999999998,75.68999999999998,244.4011111111111,-1.0,79.80444444444444,230.02777777777777
2024-03-06 14:58:43,6.459358933322316,57.595594299997785,1.68352700000014,-1.0,7.864064433333281,5.2970398999984045,4.245427233331611,24.666112,57.380864,9.428992,-1.0,105.55392,514.695168,468.697088,2742.2677777777776,26.009999999999998,75.68999999999998,244.4011111111111,-1.0,79.80444444444444,230.02777777777777
2024-03-06 14:58:48,6.172959133330854,46.516284566663074,1.3316361999992905,-1.0,7.864064433333281,5.2970398999984045,3.444024533333353,24.666112,57.266176,9.64608,-1.0,105.55392,514.695168,468.754432,4049.201111111113,26.009999999999998,75.68999999999998,100.66777777777781,-1.0,81.00000000000003,139.24
2024-03-06 14:58:53,6.172959133330854,46.516284566663074,1.3316361999992905,-1.0,8.763521733333354,5.163092733334906,3.444024533333353,24.666112,57.266176,9.64608,-1.0,104.69376,513.96608,468.754432,4049.201111111113,37.61777777777778,113.77777777777777,100.66777777777781,-1.0,81.00000000000003,139.24
2024-03-06 14:58:58,6.1729591333308536,46.51628456666306,1.33163619999929,-1.0,8.763521733333354,5.163092733334906,3.444024533333353,24.666112,57.266176,9.64608,-1.0,104.69376,513.96608,468.754432,4049.201111111111,37.61777777777778,113.77777777777777,100.66777777777777,-1.0,81.0,139.24
2024-03-06 14:59:03,6.1729591333308536,46.51628456666306,1.33163619999929,-1.0,8.763521733333354,5.163092733334906,3.444024533333353,24.666112,57.266176,9.64608,-1.0,104.69376,513.96608,468.754432,4049.201111111111,37.61777777777778,113.77777777777777,100.66777777777777,-1.0,81.0,139.24
2024-03-06 14:59:08,6.1729591333308536,46.51628456666306,1.33163619999929,-1.0,8.763521733333354,5.163092733334906,3.444024533333353,24.666112,57.266176,9.64608,-1.0,104.69376,513.96608,468.754432,4049.201111111111,37.61777777777778,113.77777777777777,100.66777777777777,-1.0,81.0,139.24
2024-03-06 14:59:13,6.1729591333308536,46.51628456666306,1.33163619999929,-1.0,8.763521733333354,5.163092733334906,3.444024533333353,24.666112,57.266176,9.64608,-1.0,104.69376,513.96608,468.754432,4049.201111111111,37.61777777777778,113.77777777777777,100.66777777777777,-1.0,81.0,139.24
2024-03-06 14:59:18,3.5102001666776546,45.777900233345775,1.7607395666686905,-1.0,8.763521733333354,5.163092733334906,3.4624905666684453,24.666112,57.266176,9.37984,-1.0,104.69376,513.96608,468.8896,729.0000000000003,37.61777777777778,113.77777777777777,135.33444444444447,-1.0,178.66777777777787,110.25
2024-03-06 14:59:23,3.5102001666776546,45.777900233345775,1.7607395666686905,-1.0,5.881589900000013,4.391913866667588,3.4624905666684453,24.666112,57.266176,9.37984,-1.0,104.697856,514.17088,468.8896,729.0000000000003,28.801111111111105,118.81,135.33444444444447,-1.0,178.66777777777787,110.25
2024-03-06 14:59:28,3.5102001666776537,45.77790023334576,1.7607395666686898,-1.0,5.881589900000013,4.391913866667588,3.4624905666684453,24.666112,57.266176,9.37984,-1.0,104.697856,514.17088,468.8896,729.0,28.801111111111105,118.81,135.33444444444444,-1.0,178.6677777777778,110.25
2024-03-06 14:59:33,3.5102001666776537,45.77790023334576,1.7607395666686898,-1.0,5.881589900000013,4.391913866667588,3.4624905666684453,24.666112,57.266176,9.37984,-1.0,104.697856,514.17088,468.8896,729.0,28.801111111111105,118.81,135.33444444444444,-1.0,178.6677777777778,110.25
2024-03-06 14:59:38,3.5102001666776537,45.77790023334576,1.7607395666686898,-1.0,5.881589900000013,4.391913866667588,3.4624905666684453,24.666112,57.266176,9.37984,-1.0,104.697856,514.17088,468.8896,729.0,28.801111111111105,118.81,135.33444444444444,-1.0,178.6677777777778,110.25
2024-03-06 14:59:43,3.5102001666776537,45.77790023334576,1.7607395666686898,-1.0,5.881589900000013,4.391913866667588,3.4624905666684453,24.666112,57.266176,9.37984,-1.0,104.697856,514.17088,468.8896,729.0,28.801111111111105,118.81,135.33444444444444,-1.0,178.6677777777778,110.25
2024-03-06 14:59:48,7.410891166667475,29.880707433327803,0.9474667333317183,-1.0,5.881589900000013,4.391913866667588,5.6560231666670315,24.666112,57.36448,9.269248,-1.0,104.697856,514.17088,469.037056,3648.1600000000017,28.801111111111105,118.81,88.98777777777782,-1.0,26.010000000000005,133.01777777777778
2024-03-06 14:59:53,7.410891166667475,29.880707433327803,0.9474667333317183,-1.0,9.416395066666658,3.949971966665089,5.6560231666670315,24.666112,57.36448,9.269248,-1.0,103.940096,513.458176,469.037056,3648.1600000000017,8.027777777777779,94.08999999999999,88.98777777777782,-1.0,26.010000000000005,133.01777777777778
2024-03-06 14:59:58,7.410891166667473,29.880707433327792,0.947466733331718,-1.0,9.416395066666658,3.949971966665089,5.6560231666670315,24.666112,57.36448,9.269248,-1.0,103.940096,513.458176,469.037056,3648.16,8.027777777777779,94.08999999999999,88.98777777777778,-1.0,26.009999999999998,133.01777777777778
2024-03-06 15:00:03,7.410891166667473,29.880707433327792,0.947466733331718,-1.0,9.416395066666658,3.949971966665089,5.6560231666670315,24.666112,57.36448,9.269248,-1.0,103.940096,513.458176,469.037056,3648.16,8.027777777777779,94.08999999999999,88.98777777777778,-1.0,26.009999999999998,133.01777777777778
2024-03-06 15:00:08,7.410891166667473,29.880707433327792,0.947466733331718,-1.0,9.416395066666658,3.949971966665089,5.6560231666670315,24.666112,57.36448,9.269248,-1.0,103.940096,513.458176,469.037056,3648.16,8.027777777777779,94.08999999999999,88.98777777777778,-1.0,26.009999999999998,133.01777777777778
2024-03-06 15:00:13,7.410891166667473,29.880707433327792,0.947466733331718,-1.0,9.416395066666658,3.949971966665089,5.6560231666670315,24.666112,57.36448,9.269248,-1.0,103.940096,513.458176,469.037056,3648.16,8.027777777777779,94.08999999999999,88.98777777777778,-1.0,26.009999999999998,133.01777777777778
2024-03-06 15:00:18,3.507802566658333,32.5988721666666,1.3094198333343838,-1.0,9.416395066666658,3.949971966665089,4.349509433332817,24.666112,57.380864,9.351168,-1.0,103.940096,513.458176,469.147648,2724.840000000002,8.027777777777779,94.08999999999999,241.28444444444455,-1.0,96.69444444444449,115.92111111111113
2024-03-06 15:00:23,3.507802566658333,32.5988721666666,1.3094198333343838,-1.0,7.728032500000026,3.458210766666525,4.349509433332817,24.666112,57.380864,9.351168,-1.0,88.702976,509.743104,469.147648,2724.840000000002,41.81777777777778,108.16000000000001,241.28444444444455,-1.0,96.69444444444449,115.92111111111113
2024-03-06 15:00:28,3.5078025666583317,32.598872166666595,1.3094198333343836,-1.0,7.728032500000026,3.458210766666525,4.349509433332817,24.666112,57.380864,9.351168,-1.0,88.702976,509.743104,469.147648,2724.84,41.81777777777778,108.16000000000001,241.28444444444443,-1.0,96.69444444444446,115.92111111111113
2024-03-06 15:00:33,3.5078025666583317,32.598872166666595,1.3094198333343836,-1.0,7.728032500000026,3.458210766666525,4.349509433332817,24.666112,57.380864,9.351168,-1.0,88.702976,509.743104,469.147648,2724.84,41.81777777777778,108.16000000000001,241.28444444444443,-1.0,96.69444444444446,115.92111111111113
2024-03-06 15:00:38,3.5078025666583317,32.598872166666595,1.3094198333343836,-1.0,7.728032500000026,3.458210766666525,4.349509433332817,24.666112,57.380864,9.351168,-1.0,88.702976,509.743104,469.147648,2724.84,41.81777777777778,108.16000000000001,241.28444444444443,-1.0,96.69444444444446,115.92111111111113
2024-03-06 15:00:43,3.5078025666583317,32.598872166666595,1.3094198333343836,-1.0,7.728032500000026,3.458210766666525,4.349509433332817,24.666112,57.380864,9.351168,-1.0,88.702976,509.743104,469.147648,2724.84,41.81777777777778,108.16000000000001,241.28444444444443,-1.0,96.69444444444446,115.92111111111113
2024-03-06 15:00:48,7.416936833336273,56.75397913332746,1.9195104666664524,-1.0,7.728032500000026,3.458210766666525,3.4257855666661876,24.666112,57.266176,9.203712,-1.0,88.702976,509.743104,469.192704,4951.467777777781,41.81777777777778,108.16000000000001,96.04000000000005,-1.0,117.36111111111116,50.88444444444445
2024-03-06 15:00:53,7.416936833336273,56.75397913332746,1.9195104666664524,-1.0,8.896265999999997,5.468969400002758,3.4257855666661876,24.666112,57.266176,9.203712,-1.0,88.981504,510.464,469.192704,4951.467777777781,21.46777777777778,100.0,96.04000000000005,-1.0,117.36111111111116,50.88444444444445
2024-03-06 15:00:58,7.416936833336271,56.75397913332745,1.919510466666452,-1.0,8.896265999999997,5.468969400002758,3.4257855666661876,24.666112,57.266176,9.203712,-1.0,88.981504,510.464,469.192704,4951.467777777777,21.46777777777778,100.0,96.04000000000002,-1.0,117.36111111111113,50.88444444444445
2024-03-06 15:01:03,7.416936833336271,56.75397913332745,1.919510466666452,-1.0,8.896265999999997,5.468969400002758,3.4257855666661876,24.666112,57.266176,9.203712,-1.0,88.981504,510.464,469.192704,4951.467777777777,21.46777777777778,100.0,96.04000000000002,-1.0,117.36111111111113,50.88444444444445
2024-03-06 15:01:08,7.416936833336271,56.75397913332745,1.919510466666452,-1.0,8.896265999999997,5.468969400002758,3.4257855666661876,24.666112,57.266176,9.203712,-1.0,88.981504,510.464,469.192704,4951.467777777777,21.46777777777778,100.0,96.04000000000002,-1.0,117.36111111111113,50.88444444444445
2024-03-06 15:01:13,7.416936833336271,56.75397913332745,1.919510466666452,-1.0,8.896265999999997,5.468969400002758,3.4257855666661876,24.666112,57.266176,9.203712,-1.0,88.981504,510.464,469.192704,4951.467777777777,21.46777777777778,100.0,96.04000000000002,-1.0,117.36111111111113,50.88444444444445
2024-03-06 15:01:18,4.618942966665903,33.66524536666779,1.4184523000002023,-1.0,8.896265999999997,5.468969400002758,3.5703282666645464,24.666112,57.266176,9.437184,-1.0,88.981504,510.464,469.270528,5222.471111111113,21.46777777777778,100.0,85.87111111111116,-1.0,54.76000000000003,245.44444444444443
2024-03-06 15:01:23,4.618942966665903,33.66524536666779,1.4184523000002023,-1.0,41.17158959999999,4.245472599999782,3.5703282666645464,24.666112,57.266176,9.437184,-1.0,89.792512,510.464,469.270528,5222.471111111113,32.111111111111114,78.02777777777779,85.87111111111116,-1.0,54.76000000000003,245.44444444444443
2024-03-06 15:01:28,4.6189429666659025,33.66524536666778,1.418452300000202,-1.0,41.17158959999999,4.245472599999782,3.5703282666645464,24.666112,57.266176,9.437184,-1.0,89.792512,510.464,469.270528,5222.471111111111,32.111111111111114,78.02777777777779,85.87111111111112,-1.0,54.760000000000005,245.44444444444443
2024-03-06 15:01:33,4.6189429666659025,33.66524536666778,1.418452300000202,-1.0,41.17158959999999,4.245472599999782,3.5703282666645464,24.666112,57.266176,9.437184,-1.0,89.792512,510.464,469.270528,5222.471111111111,32.111111111111114,78.02777777777779,85.87111111111112,-1.0,54.760000000000005,245.44444444444443
2024-03-06 15:01:38,4.6189429666659025,33.66524536666778,1.418452300000202,-1.0,41.17158959999999,4.245472599999782,3.5703282666645464,24.666112,57.266176,9.437184,-1.0,89.792512,510.464,469.270528,5222.471111111111,32.111111111111114,78.02777777777779,85.87111111111112,-1.0,54.760000000000005,245.44444444444443
2024-03-06 15:01:43,4.6189429666659025,33.66524536666778,1.418452300000202,-1.0,41.17158959999999,4.245472599999782,3.5703282666645464,24.666112,57.266176,9.437184,-1.0,89.792512,510.464,469.270528,5222.471111111111,32.111111111111114,78.02777777777779,85.87111111111112,-1.0,54.760000000000005,245.44444444444443
2024-03-06 15:01:48,5.559779266665526,56.03446206667591,1.5642846333321363,-1.0,41.17158959999999,4.245472599999782,4.69092290000314,24.666112,57.495552,9.908224,-1.0,89.792512,510.464,469.393408,2265.7600000000007,32.111111111111114,78.02777777777779,300.4444444444445,-1.0,49.00000000000003,117.36111111111113
2024-03-06 15:01:53,5.559779266665526,56.03446206667591,1.5642846333321363,-1.0,7.8405797999999765,4.479250199998812,4.69092290000314,24.666112,57.495552,9.908224,-1.0,89.8048,510.464,469.393408,2265.7600000000007,36.0,152.93444444444447,300.4444444444445,-1.0,49.00000000000003,117.36111111111113
2024-03-06 15:01:58,5.559779266665525,56.034462066675886,1.5642846333321359,-1.0,7.8405797999999765,4.479250199998812,4.69092290000314,24.666112,57.495552,9.908224,-1.0,89.8048,510.464,469.393408,2265.76,36.0,152.93444444444447,300.4444444444444,-1.0,49.0,117.36111111111113
2024-03-06 15:02:03,5.559779266665525,56.034462066675886,1.5642846333321359,-1.0,7.8405797999999765,4.479250199998812,4.69092290000314,24.666112,57.495552,9.908224,-1.0,89.8048,510.464,469.393408,2265.76,36.0,152.93444444444447,300.4444444444444,-1.0,49.0,117.36111111111113
2024-03-06 15:02:08,5.559779266665525,56.034462066675886,1.5642846333321359,-1.0,7.8405797999999765,4.479250199998812,4.69092290000314,24.666112,57.495552,9.908224,-1.0,89.8048,510.464,469.393408,2265.76,36.0,152.93444444444447,300.4444444444444,-1.0,49.0,117.36111111111113
2024-03-06 15:02:13,5.559779266665525,56.034462066675886,1.5642846333321359,-1.0,7.8405797999999765,4.479250199998812,4.69092290000314,24.666112,57.495552,9.908224,-1.0,89.8048,510.464,469.393408,2265.76,36.0,152.93444444444447,300.4444444444444,-1.0,49.0,117.36111111111113
2024-03-06 15:02:18,3.7875139333361107,35.49961906666492,1.0343926333348465,-1.0,7.8405797999999765,4.479250199998812,4.875491033332461,24.670208,57.397248,9.854976,-1.0,89.8048,510.464,469.512192,2618.0277777777783,36.0,152.93444444444447,113.7777777777778,-1.0,110.95111111111115,129.96
2024-03-06 15:02:23,3.7875139333361107,35.49961906666492,1.0343926333348465,-1.0,5.435008266666705,4.536822533331512,4.875491033332461,24.670208,57.397248,9.854976,-1.0,89.8048,510.464,469.512192,2618.0277777777783,29.521111111111114,189.52111111111114,113.7777777777778,-1.0,110.95111111111115,129.96
2024-03-06 15:02:28,3.78751393333611,35.49961906666491,1.0343926333348463,-1.0,5.435008266666705,4.536822533331512,4.875491033332461,24.670208,57.397248,9.854976,-1.0,89.8048,510.464,469.512192,2618.0277777777774,29.521111111111114,189.52111111111114,113.77777777777777,-1.0,110.9511111111111,129.96
2024-03-06 15:02:33,3.78751393333611,35.49961906666491,1.0343926333348463,-1.0,5.435008266666705,4.536822533331512,4.875491033332461,24.670208,57.397248,9.854976,-1.0,89.8048,510.464,469.512192,2618.0277777777774,29.521111111111114,189.52111111111114,113.77777777777777,-1.0,110.9511111111111,129.96
2024-03-06 15:02:38,3.78751393333611,35.49961906666491,1.0343926333348463,-1.0,5.435008266666705,4.536822533331512,4.875491033332461,24.670208,57.397248,9.854976,-1.0,89.8048,510.464,469.512192,2618.0277777777774,29.521111111111114,189.52111111111114,113.77777777777777,-1.0,110.9511111111111,129.96
2024-03-06 15:02:43,3.78751393333611,35.49961906666491,1.0343926333348463,-1.0,5.435008266666705,4.536822533331512,4.875491033332461,24.670208,57.397248,9.854976,-1.0,89.8048,510.464,469.512192,2618.0277777777774,29.521111111111114,189.52111111111114,113.77777777777777,-1.0,110.9511111111111,129.96
2024-03-06 15:02:48,6.41192409999955,49.31270423333748,1.4549015999970534,-1.0,5.435008266666705,4.536822533331512,3.7628480999993976,24.670208,57.266176,9.17504,-1.0,89.8048,510.464,469.58592,4113.084444444447,29.521111111111114,189.52111111111114,165.55111111111123,-1.0,94.73777777777784,115.92111111111113
2024-03-06 15:02:53,6.41192409999955,49.31270423333748,1.4549015999970534,-1.0,6.38428486666663,4.979374200001985,3.7628480999993976,24.670208,57.266176,9.17504,-1.0,89.821184,510.660608,469.58592,4113.084444444447,23.04,94.08999999999999,165.55111111111123,-1.0,94.73777777777784,115.92111111111113
2024-03-06 15:02:58,6.411924099999548,49.31270423333747,1.4549015999970532,-1.0,6.38428486666663,4.979374200001985,3.7628480999993976,24.670208,57.266176,9.17504,-1.0,89.821184,510.660608,469.58592,4113.084444444446,23.04,94.08999999999999,165.5511111111111,-1.0,94.73777777777777,115.92111111111113
2024-03-06 15:03:03,6.411924099999548,49.31270423333747,1.4549015999970532,-1.0,6.38428486666663,4.979374200001985,3.7628480999993976,24.670208,57.266176,9.17504,-1.0,89.821184,510.660608,469.58592,4113.084444444446,23.04,94.08999999999999,165.5511111111111,-1.0,94.73777777777777,115.92111111111113
2024-03-06 15:03:08,6.411924099999548,49.31270423333747,1.4549015999970532,-1.0,6.38428486666663,4.979374200001985,3.7628480999993976,24.670208,57.266176,9.17504,-1.0,89.821184,510.660608,469.58592,4113.084444444446,23.04,94.08999999999999,165.5511111111111,-1.0,94.73777777777777,115.92111111111113
2024-03-06 15:03:13,6.411924099999548,49.31270423333747,1.4549015999970532,-1.0,6.38428486666663,4.979374200001985,3.7628480999993976,24.670208,57.266176,9.17504,-1.0,89.821184,510.660608,469.58592,4113.084444444446,23.04,94.08999999999999,165.5511111111111,-1.0,94.73777777777777,115.92111111111113
2024-03-06 15:03:18,5.872920733327192,38.72484029999821,1.9617275666670753,-1.0,6.38428486666663,4.979374200001985,3.0591415333333316,24.670208,57.266176,10.113024,-1.0,89.821184,510.660608,469.635072,4538.267777777781,23.04,94.08999999999999,139.24000000000007,-1.0,83.4177777777778,45.33777777777778
2024-03-06 15:03:23,5.872920733327192,38.72484029999821,1.9617275666670753,-1.0,6.221430999999988,4.574920966664801,3.0591415333333316,24.670208,57.266176,10.113024,-1.0,89.821184,511.03744,469.635072,4538.267777777781,57.25444444444444,79.21000000000001,139.24000000000007,-1.0,83.4177777777778,45.33777777777778
2024-03-06 15:03:28,5.8729207333271916,38.724840299998206,1.9617275666670748,-1.0,6.221430999999988,4.574920966664801,3.0591415333333316,24.670208,57.266176,10.113024,-1.0,89.821184,511.03744,469.635072,4538.267777777777,57.25444444444444,79.21000000000001,139.24,-1.0,83.41777777777777,45.33777777777778
2024-03-06 15:03:33,5.8729207333271916,38.724840299998206,1.9617275666670748,-1.0,6.221430999999988,4.574920966664801,3.0591415333333316,24.670208,57.266176,10.113024,-1.0,89.821184,511.03744,469.635072,4538.267777777777,57.25444444444444,79.21000000000001,139.24,-1.0,83.41777777777777,45.33777777777778
2024-03-06 15:03:38,5.8729207333271916,38.724840299998206,1.9617275666670748,-1.0,6.221430999999988,4.574920966664801,3.0591415333333316,24.670208,57.266176,10.113024,-1.0,89.821184,511.03744,469.635072,4538.267777777777,57.25444444444444,79.21000000000001,139.24,-1.0,83.41777777777777,45.33777777777778
2024-03-06 15:03:43,5.8729207333271916,38.724840299998206,1.9617275666670748,-1.0,6.221430999999988,4.574920966664801,3.0591415333333316,24.670208,57.266176,10.113024,-1.0,89.821184,511.03744,469.635072,4538.267777777777,57.25444444444444,79.21000000000001,139.24,-1.0,83.41777777777777,45.33777777777778
2024-03-06 15:03:48,4.890827166673263,48.401776799998224,1.085261466668423,-1.0,6.221430999999988,4.574920966664801,4.279950466665619,24.670208,58.011648,9.99424,-1.0,89.821184,511.03744,469.733376,2342.5600000000004,57.25444444444444,79.21000000000001,90.25000000000003,-1.0,65.07111111111114,99.33444444444444
2024-03-06 15:03:53,4.890827166673263,48.401776799998224,1.085261466668423,-1.0,0.0,0.0,4.279950466665619,24.670208,58.011648,9.99424,-1.0,0.0,0.0,469.733376,2342.5600000000004,0.0,0.0,90.25000000000003,-1.0,65.07111111111114,99.33444444444444
2024-03-06 15:03:58,4.890827166673262,48.40177679999822,1.0852614666684228,-1.0,0.0,0.0,4.279950466665619,24.670208,58.011648,9.99424,-1.0,0.0,0.0,469.733376,2342.56,0.0,0.0,90.25,-1.0,65.07111111111111,99.33444444444444
2024-03-06 15:04:03,4.890827166673262,48.40177679999822,1.0852614666684228,-1.0,0.0,0.0,4.279950466665619,24.670208,58.011648,9.99424,-1.0,0.0,0.0,469.733376,2342.56,0.0,0.0,90.25,-1.0,65.07111111111111,99.33444444444444
2024-03-06 15:04:08,4.890827166673262,48.40177679999822,1.0852614666684228,-1.0,0.0,0.0,4.279950466665619,24.670208,58.011648,9.99424,-1.0,0.0,0.0,469.733376,2342.56,0.0,0.0,90.25,-1.0,65.07111111111111,99.33444444444444
