timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v2-7b4f9d8cb4-rgbs6_cpu,reviews-v3-5fd56449d8-nmph2_cpu,reviews-v3-5fd56449d8-xpzj4_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v2-7b4f9d8cb4-rgbs6_memory,reviews-v3-5fd56449d8-nmph2_memory,reviews-v3-5fd56449d8-xpzj4_memory,reviews-v1-7b76c4f45d-s5dnq_network,productpage-v1-7fb564989f-lvdk6_network,reviews-v3-5fd56449d8-xpzj4_network,reviews-v2-7b4f9d8cb4-rgbs6_network,details-v1-b788479c5-bbg6t_network,reviews-v3-5fd56449d8-nmph2_network,ratings-v1-5b6b66f9b5-7bln6_network
2024-03-07 18:29:04,6.152599066657179,39.97576333331381,1.8305573333350367,0.9450285000013992,5.6474532999989915,-1.0,10.064861266666487,25.042944,56.40192,13.193216,92.93824,219.070464,-1.0,110.153728,33.254444444444445,6256.8099999999995,95.3877777777778,88.98777777777778,228.01,-1.0,70.00111111111111
2024-03-07 18:29:09,3.1866258000112184,47.77440183333965,1.918726033333466,0.9450285000013992,5.6474532999989915,-1.0,11.71963286666653,25.04704,56.40192,12.812288,92.93824,219.070464,-1.0,110.227456,33.254444444444445,3745.4400000000005,159.6011111111111,88.98777777777778,46.239999999999995,-1.0,59.290000000000006
2024-03-07 18:29:14,3.1866258000112184,47.77440183333965,1.918726033333466,0.9450285000013992,5.6474532999989915,-1.0,11.71963286666653,25.04704,56.40192,12.812288,92.93824,219.070464,-1.0,110.227456,33.254444444444445,3745.4400000000005,159.6011111111111,88.98777777777778,46.239999999999995,-1.0,59.290000000000006
2024-03-07 18:29:19,3.1866258000112184,47.77440183333965,1.918726033333466,0.9450285000013992,5.6474532999989915,-1.0,11.71963286666653,25.04704,56.40192,12.812288,92.93824,219.070464,-1.0,110.227456,33.254444444444445,3745.4400000000005,159.6011111111111,88.98777777777778,46.239999999999995,-1.0,59.290000000000006
2024-03-07 18:29:24,3.1866258000112184,47.77440183333965,1.918726033333466,0.9450285000013992,5.6474532999989915,-1.0,11.71963286666653,25.04704,56.40192,12.812288,92.93824,219.070464,-1.0,110.227456,33.254444444444445,3745.4400000000005,159.6011111111111,88.98777777777778,46.239999999999995,-1.0,59.290000000000006
2024-03-07 18:29:29,3.1866258000112184,47.77440183333965,1.918726033333466,2.1489030666657527,5.000089199999517,-1.0,11.71963286666653,25.04704,56.40192,12.812288,92.93824,219.172864,-1.0,110.227456,38.85444444444445,3745.4400000000005,159.6011111111111,67.78777777777776,46.239999999999995,-1.0,59.290000000000006
2024-03-07 18:29:34,3.1866258000112184,47.77440183333965,1.918726033333466,2.1489030666657527,5.000089199999517,-1.0,11.71963286666653,25.04704,56.40192,12.812288,92.93824,219.172864,-1.0,110.227456,38.85444444444445,3745.4400000000005,159.6011111111111,67.78777777777776,46.239999999999995,-1.0,59.290000000000006
2024-03-07 18:29:39,6.428337099987402,48.18976756666113,1.3923925333301668,2.1489030666657527,5.000089199999517,-1.0,8.259403266667203,25.042944,56.287232,13.144064,92.93824,219.172864,-1.0,110.297088,38.85444444444445,3741.361111111111,40.53444444444444,67.78777777777776,234.09000000000003,-1.0,105.40444444444447
2024-03-07 18:29:44,6.428337099987402,48.18976756666113,1.3923925333301668,2.1489030666657527,5.000089199999517,-1.0,8.259403266667203,25.042944,56.287232,13.144064,92.93824,219.172864,-1.0,110.297088,38.85444444444445,3741.361111111111,40.53444444444444,67.78777777777776,234.09000000000003,-1.0,105.40444444444447
2024-03-07 18:29:49,6.428337099987402,48.18976756666113,1.3923925333301668,2.1489030666657527,5.000089199999517,-1.0,8.259403266667203,25.042944,56.287232,13.144064,92.93824,219.172864,-1.0,110.297088,38.85444444444445,3741.361111111111,40.53444444444444,67.78777777777776,234.09000000000003,-1.0,105.40444444444447
