timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-j9fpq_cpu,reviews-v1-7b76c4f45d-zfc5k_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-j9fpq_memory,reviews-v1-7b76c4f45d-zfc5k_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,reviews-v1-7b76c4f45d-j9fpq_network,productpage-v1-7fb564989f-lvdk6_network,reviews-v1-7b76c4f45d-zfc5k_network,reviews-v3-5fd56449d8-tv4wp_network,details-v1-b788479c5-bbg6t_network,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v2-6ccf99c555-fqvhb_network
2024-03-06 14:28:38,7.734912600002039,42.138559733333146,1.4277912333341192,-1.0,1.8699865999998622,2.702239099998375,4.781627099998786,24.653824,57.52832,8.884224,-1.0,87.379968,505.26208,462.503936,-1.0,3596.001111111111,10.027777777777777,121.0,157.08444444444444,27.387777777777778,195.0677777777778
2024-03-06 14:28:43,7.734912600002039,42.138559733333146,1.4277912333341192,-1.0,1.8699865999998622,2.702239099998375,4.781627099998786,24.653824,57.52832,8.884224,-1.0,87.379968,505.26208,462.503936,-1.0,3596.001111111111,10.027777777777777,121.0,157.08444444444444,27.387777777777778,195.0677777777778
2024-03-06 14:28:48,5.6733509333450165,50.05918046666316,1.6145403333325707,-1.0,1.8699865999998622,2.702239099998375,4.1923497000008565,24.653824,57.61024,9.330688,-1.0,87.379968,505.26208,462.651392,-1.0,4130.204444444446,10.027777777777777,121.0,163.84000000000012,90.88444444444447,184.05444444444444
2024-03-06 14:28:53,5.6733509333450165,50.05918046666316,1.6145403333325707,-1.0,2.1333699333332845,5.1630962333319985,4.1923497000008565,24.653824,57.61024,9.330688,-1.0,87.384064,505.26208,462.651392,-1.0,4130.204444444446,40.96000000000001,126.18777777777775,163.84000000000012,90.88444444444447,184.05444444444444
2024-03-06 14:28:58,5.673350933345016,50.05918046666314,1.6145403333325703,-1.0,2.1333699333332845,5.1630962333319985,4.1923497000008565,24.653824,57.61024,9.330688,-1.0,87.384064,505.26208,462.651392,-1.0,4130.204444444445,40.96000000000001,126.18777777777775,163.84000000000003,90.88444444444444,184.05444444444444
2024-03-06 14:29:03,5.673350933345016,50.05918046666314,1.6145403333325703,-1.0,2.1333699333332845,5.1630962333319985,4.1923497000008565,24.653824,57.61024,9.330688,-1.0,87.384064,505.26208,462.651392,-1.0,4130.204444444445,40.96000000000001,126.18777777777775,163.84000000000003,90.88444444444444,184.05444444444444
2024-03-06 14:29:08,5.673350933345016,50.05918046666314,1.6145403333325703,-1.0,2.1333699333332845,5.1630962333319985,4.1923497000008565,24.653824,57.61024,9.330688,-1.0,87.384064,505.26208,462.651392,-1.0,4130.204444444445,40.96000000000001,126.18777777777775,163.84000000000003,90.88444444444444,184.05444444444444
2024-03-06 14:29:13,5.673350933345016,50.05918046666314,1.6145403333325703,-1.0,2.1333699333332845,5.1630962333319985,4.1923497000008565,24.653824,57.61024,9.330688,-1.0,87.384064,505.26208,462.651392,-1.0,4130.204444444445,40.96000000000001,126.18777777777775,163.84000000000003,90.88444444444444,184.05444444444444
2024-03-06 14:29:18,5.637596399992618,42.22858836666698,1.6079826666668855,-1.0,2.1333699333332845,5.1630962333319985,4.112185933331602,24.653824,57.61024,9.887744,-1.0,87.384064,505.26208,462.696448,-1.0,3906.250000000002,40.96000000000001,126.18777777777775,169.00000000000009,181.3511111111112,96.04000000000002
2024-03-06 14:29:23,5.637596399992618,42.22858836666698,1.6079826666668855,-1.0,2.044186066666735,3.0825109666693606,4.112185933331602,24.653824,57.61024,9.887744,-1.0,87.38816,505.63072,462.696448,-1.0,3906.250000000002,23.361111111111107,70.00111111111111,169.00000000000009,181.3511111111112,96.04000000000002
2024-03-06 14:29:28,5.637596399992617,42.228588366666976,1.607982666666885,-1.0,2.044186066666735,3.0825109666693606,4.112185933331602,24.653824,57.61024,9.887744,-1.0,87.38816,505.63072,462.696448,-1.0,3906.25,23.361111111111107,70.00111111111111,169.0,181.35111111111112,96.04000000000002
2024-03-06 14:29:33,5.637596399992617,42.228588366666976,1.607982666666885,-1.0,2.044186066666735,3.0825109666693606,4.112185933331602,24.653824,57.61024,9.887744,-1.0,87.38816,505.63072,462.696448,-1.0,3906.25,23.361111111111107,70.00111111111111,169.0,181.35111111111112,96.04000000000002
2024-03-06 14:29:38,5.637596399992617,42.228588366666976,1.607982666666885,-1.0,2.044186066666735,3.0825109666693606,4.112185933331602,24.653824,57.61024,9.887744,-1.0,87.38816,505.63072,462.696448,-1.0,3906.25,23.361111111111107,70.00111111111111,169.0,181.35111111111112,96.04000000000002
2024-03-06 14:29:43,5.637596399992617,42.228588366666976,1.607982666666885,-1.0,2.044186066666735,3.0825109666693606,4.112185933331602,24.653824,57.61024,9.887744,-1.0,87.38816,505.63072,462.696448,-1.0,3906.25,23.361111111111107,70.00111111111111,169.0,181.35111111111112,96.04000000000002
2024-03-06 14:29:48,6.038642633332833,43.84420703334703,1.5760797666681965,-1.0,2.044186066666735,3.0825109666693606,5.075664100002086,24.653824,57.52832,9.162752,-1.0,87.38816,505.63072,462.794752,-1.0,3124.8100000000013,23.361111111111107,70.00111111111111,151.29000000000005,56.751111111111136,94.08999999999999
2024-03-06 14:29:53,6.038642633332833,43.84420703334703,1.5760797666681965,-1.0,1.7684939000001048,4.449335733333252,5.075664100002086,24.653824,57.52832,9.162752,-1.0,87.38816,505.63072,462.794752,-1.0,3124.8100000000013,43.559999999999995,82.80999999999999,151.29000000000005,56.751111111111136,94.08999999999999
2024-03-06 14:29:58,6.038642633332832,43.844207033347026,1.576079766668196,-1.0,1.7684939000001048,4.449335733333252,5.075664100002086,24.653824,57.52832,9.162752,-1.0,87.38816,505.63072,462.794752,-1.0,3124.81,43.559999999999995,82.80999999999999,151.29000000000002,56.75111111111111,94.08999999999999
2024-03-06 14:30:03,6.038642633332832,43.844207033347026,1.576079766668196,-1.0,1.7684939000001048,4.449335733333252,5.075664100002086,24.653824,57.52832,9.162752,-1.0,87.38816,505.63072,462.794752,-1.0,3124.81,43.559999999999995,82.80999999999999,151.29000000000002,56.75111111111111,94.08999999999999
2024-03-06 14:30:08,6.038642633332832,43.844207033347026,1.576079766668196,-1.0,1.7684939000001048,4.449335733333252,5.075664100002086,24.653824,57.52832,9.162752,-1.0,87.38816,505.63072,462.794752,-1.0,3124.81,43.559999999999995,82.80999999999999,151.29000000000002,56.75111111111111,94.08999999999999
2024-03-06 14:30:13,6.038642633332832,43.844207033347026,1.576079766668196,-1.0,1.7684939000001048,4.449335733333252,5.075664100002086,24.653824,57.52832,9.162752,-1.0,87.38816,505.63072,462.794752,-1.0,3124.81,43.559999999999995,82.80999999999999,151.29000000000002,56.75111111111111,94.08999999999999
2024-03-06 14:30:18,5.543018300007438,34.60080766665973,1.6442755666654802,-1.0,1.7684939000001048,4.449335733333252,4.153553166664399,24.666112,57.643008,9.662464,-1.0,87.38816,505.63072,462.88896,-1.0,4417.81777777778,43.559999999999995,82.80999999999999,79.80444444444448,93.44444444444447,137.6711111111111
2024-03-06 14:30:23,5.543018300007438,34.60080766665973,1.6442755666654802,-1.0,2.835766566666583,4.37169569999772,4.153553166664399,24.666112,57.643008,9.662464,-1.0,87.38816,505.63072,462.88896,-1.0,4417.81777777778,21.777777777777782,118.81,79.80444444444448,93.44444444444447,137.6711111111111
2024-03-06 14:30:28,5.543018300007437,34.600807666659726,1.6442755666654798,-1.0,2.835766566666583,4.37169569999772,4.153553166664399,24.666112,57.643008,9.662464,-1.0,87.38816,505.63072,462.88896,-1.0,4417.817777777778,21.777777777777782,118.81,79.80444444444444,93.44444444444443,137.6711111111111
2024-03-06 14:30:33,5.543018300007437,34.600807666659726,1.6442755666654798,-1.0,2.835766566666583,4.37169569999772,4.153553166664399,24.666112,57.643008,9.662464,-1.0,87.38816,505.63072,462.88896,-1.0,4417.817777777778,21.777777777777782,118.81,79.80444444444444,93.44444444444443,137.6711111111111
2024-03-06 14:30:38,5.543018300007437,34.600807666659726,1.6442755666654798,-1.0,2.835766566666583,4.37169569999772,4.153553166664399,24.666112,57.643008,9.662464,-1.0,87.38816,505.63072,462.88896,-1.0,4417.817777777778,21.777777777777782,118.81,79.80444444444444,93.44444444444443,137.6711111111111
2024-03-06 14:30:43,5.543018300007437,34.600807666659726,1.6442755666654798,-1.0,2.835766566666583,4.37169569999772,4.153553166664399,24.666112,57.643008,9.662464,-1.0,87.38816,505.63072,462.88896,-1.0,4417.817777777778,21.777777777777782,118.81,79.80444444444444,93.44444444444443,137.6711111111111
2024-03-06 14:30:48,5.189232699998078,57.89493446667016,1.6382621000010056,-1.0,2.835766566666583,4.37169569999772,2.7037476333362065,24.682496,57.52832,9.269248,-1.0,87.38816,505.63072,462.966784,-1.0,4592.321111111113,21.777777777777782,118.81,212.18777777777788,75.69000000000001,144.0
2024-03-06 14:30:53,5.189232699998078,57.89493446667016,1.6382621000010056,-1.0,2.4010598333333633,6.162365399999695,2.7037476333362065,24.682496,57.52832,9.269248,-1.0,87.38816,505.470976,462.966784,-1.0,4592.321111111113,33.64,118.08444444444446,212.18777777777788,75.69000000000001,144.0
2024-03-06 14:30:58,5.189232699998077,57.89493446667014,1.6382621000010051,-1.0,2.4010598333333633,6.162365399999695,2.7037476333362065,24.682496,57.52832,9.269248,-1.0,87.38816,505.470976,462.966784,-1.0,4592.321111111111,33.64,118.08444444444446,212.18777777777777,75.68999999999998,144.0
2024-03-06 14:31:03,5.189232699998077,57.89493446667014,1.6382621000010051,-1.0,2.4010598333333633,6.162365399999695,2.7037476333362065,24.682496,57.52832,9.269248,-1.0,87.38816,505.470976,462.966784,-1.0,4592.321111111111,33.64,118.08444444444446,212.18777777777777,75.68999999999998,144.0
2024-03-06 14:31:08,5.189232699998077,57.89493446667014,1.6382621000010051,-1.0,2.4010598333333633,6.162365399999695,2.7037476333362065,24.682496,57.52832,9.269248,-1.0,87.38816,505.470976,462.966784,-1.0,4592.321111111111,33.64,118.08444444444446,212.18777777777777,75.68999999999998,144.0
2024-03-06 14:31:13,5.189232699998077,57.89493446667014,1.6382621000010051,-1.0,2.4010598333333633,6.162365399999695,2.7037476333362065,24.682496,57.52832,9.269248,-1.0,87.38816,505.470976,462.966784,-1.0,4592.321111111111,33.64,118.08444444444446,212.18777777777777,75.68999999999998,144.0
2024-03-06 14:31:18,5.180314933325767,42.879452433332226,0.7848373999991056,-1.0,2.4010598333333633,6.162365399999695,4.5477348333330765,24.666112,57.626624,9.990144,-1.0,87.38816,505.470976,463.13472,-1.0,3848.1344444444458,33.64,118.08444444444446,169.00000000000009,75.69000000000001,156.25
2024-03-06 14:31:23,5.180314933325767,42.879452433332226,0.7848373999991056,-1.0,2.2926245000000733,4.20121576666664,4.5477348333330765,24.666112,57.626624,9.990144,-1.0,87.38816,505.659392,463.13472,-1.0,3848.1344444444458,53.77777777777777,129.96,169.00000000000009,75.69000000000001,156.25
2024-03-06 14:31:28,5.180314933325766,42.87945243333222,0.7848373999991054,-1.0,2.2926245000000733,4.20121576666664,4.5477348333330765,24.666112,57.626624,9.990144,-1.0,87.38816,505.659392,463.13472,-1.0,3848.1344444444444,53.77777777777777,129.96,169.0,75.68999999999998,156.25
2024-03-06 14:31:33,5.180314933325766,42.87945243333222,0.7848373999991054,-1.0,2.2926245000000733,4.20121576666664,4.5477348333330765,24.666112,57.626624,9.990144,-1.0,87.38816,505.659392,463.13472,-1.0,3848.1344444444444,53.77777777777777,129.96,169.0,75.68999999999998,156.25
2024-03-06 14:31:38,5.180314933325766,42.87945243333222,0.7848373999991054,-1.0,2.2926245000000733,4.20121576666664,4.5477348333330765,24.666112,57.626624,9.990144,-1.0,87.38816,505.659392,463.13472,-1.0,3848.1344444444444,53.77777777777777,129.96,169.0,75.68999999999998,156.25
2024-03-06 14:31:43,5.180314933325766,42.87945243333222,0.7848373999991054,-1.0,2.2926245000000733,4.20121576666664,4.5477348333330765,24.666112,57.626624,9.990144,-1.0,87.38816,505.659392,463.13472,-1.0,3848.1344444444444,53.77777777777777,129.96,169.0,75.68999999999998,156.25
2024-03-06 14:31:48,6.472676999995506,26.252181066668836,2.2399661333338377,-1.0,2.2926245000000733,4.20121576666664,4.6030227333327876,24.666112,57.52832,9.146368,-1.0,87.38816,505.659392,463.302656,-1.0,1286.4177777777784,53.77777777777777,129.96,175.12111111111122,69.44444444444449,126.18777777777775
2024-03-06 14:31:53,6.472676999995506,26.252181066668836,2.2399661333338377,-1.0,1.5756545333331928,6.417767366667704,4.6030227333327876,24.666112,57.52832,9.146368,-1.0,87.38816,505.847808,463.302656,-1.0,1286.4177777777784,27.387777777777778,131.48444444444445,175.12111111111122,69.44444444444449,126.18777777777775
2024-03-06 14:31:58,6.472676999995504,26.25218106666883,2.239966133333837,-1.0,1.5756545333331928,6.417767366667704,4.6030227333327876,24.666112,57.52832,9.146368,-1.0,87.38816,505.847808,463.302656,-1.0,1286.4177777777777,27.387777777777778,131.48444444444445,175.12111111111108,69.44444444444446,126.18777777777775
2024-03-06 14:32:03,6.472676999995504,26.25218106666883,2.239966133333837,-1.0,1.5756545333331928,6.417767366667704,4.6030227333327876,24.666112,57.52832,9.146368,-1.0,87.38816,505.847808,463.302656,-1.0,1286.4177777777777,27.387777777777778,131.48444444444445,175.12111111111108,69.44444444444446,126.18777777777775
2024-03-06 14:32:08,6.472676999995504,26.25218106666883,2.239966133333837,-1.0,1.5756545333331928,6.417767366667704,4.6030227333327876,24.666112,57.52832,9.146368,-1.0,87.38816,505.847808,463.302656,-1.0,1286.4177777777777,27.387777777777778,131.48444444444445,175.12111111111108,69.44444444444446,126.18777777777775
2024-03-06 14:32:13,6.472676999995504,26.25218106666883,2.239966133333837,-1.0,1.5756545333331928,6.417767366667704,4.6030227333327876,24.666112,57.52832,9.146368,-1.0,87.38816,505.847808,463.302656,-1.0,1286.4177777777777,27.387777777777778,131.48444444444445,175.12111111111108,69.44444444444446,126.18777777777775
2024-03-06 14:32:18,6.195398233345865,51.550379966662774,1.3039206333322304,-1.0,1.5756545333331928,6.417767366667704,4.821316400000342,24.666112,57.52832,9.23648,-1.0,87.38816,505.847808,463.396864,-1.0,7202.351111111115,27.387777777777778,131.48444444444445,113.0677777777778,40.11111111111112,129.20111111111112
2024-03-06 14:32:23,6.195398233345865,51.550379966662774,1.3039206333322304,-1.0,2.9800111333334676,2.3872706666679733,4.821316400000342,24.666112,57.52832,9.23648,-1.0,87.392256,505.847808,463.396864,-1.0,7202.351111111115,26.009999999999998,137.6711111111111,113.0677777777778,40.11111111111112,129.20111111111112
2024-03-06 14:32:28,6.195398233345864,51.55037996666276,1.3039206333322302,-1.0,2.9800111333334676,2.3872706666679733,4.821316400000342,24.666112,57.52832,9.23648,-1.0,87.392256,505.847808,463.396864,-1.0,7202.35111111111,26.009999999999998,137.6711111111111,113.06777777777776,40.11111111111111,129.20111111111112
2024-03-06 14:32:33,6.195398233345864,51.55037996666276,1.3039206333322302,-1.0,2.9800111333334676,2.3872706666679733,4.821316400000342,24.666112,57.52832,9.23648,-1.0,87.392256,505.847808,463.396864,-1.0,7202.35111111111,26.009999999999998,137.6711111111111,113.06777777777776,40.11111111111111,129.20111111111112
2024-03-06 14:32:38,6.195398233345864,51.55037996666276,1.3039206333322302,-1.0,2.9800111333334676,2.3872706666679733,4.821316400000342,24.666112,57.52832,9.23648,-1.0,87.392256,505.847808,463.396864,-1.0,7202.35111111111,26.009999999999998,137.6711111111111,113.06777777777776,40.11111111111111,129.20111111111112
2024-03-06 14:32:43,6.195398233345864,51.55037996666276,1.3039206333322302,-1.0,2.9800111333334676,2.3872706666679733,4.821316400000342,24.666112,57.52832,9.23648,-1.0,87.392256,505.847808,463.396864,-1.0,7202.35111111111,26.009999999999998,137.6711111111111,113.06777777777776,40.11111111111111,129.20111111111112
2024-03-06 14:32:48,3.107233099990481,62.194685033334,0.9690608666687698,-1.0,2.9800111333334676,2.3872706666679733,3.897965966666561,24.666112,57.757696,8.998912,-1.0,87.392256,505.847808,463.499264,-1.0,3279.471111111113,26.009999999999998,137.6711111111111,102.01000000000003,188.60444444444457,202.58777777777775
2024-03-06 14:32:53,3.107233099990481,62.194685033334,0.9690608666687698,-1.0,2.076208833333245,5.504751633331277,3.897965966666561,24.666112,57.757696,8.998912,-1.0,87.392256,505.856,463.499264,-1.0,3279.471111111113,23.04,115.92111111111113,102.01000000000003,188.60444444444457,202.58777777777775
2024-03-06 14:32:58,3.1072330999904807,62.19468503333398,0.9690608666687694,-1.0,2.076208833333245,5.504751633331277,3.897965966666561,24.666112,57.757696,8.998912,-1.0,87.392256,505.856,463.499264,-1.0,3279.471111111111,23.04,115.92111111111113,102.00999999999999,188.60444444444443,202.58777777777775
2024-03-06 14:33:03,3.1072330999904807,62.19468503333398,0.9690608666687694,-1.0,2.076208833333245,5.504751633331277,3.897965966666561,24.666112,57.757696,8.998912,-1.0,87.392256,505.856,463.499264,-1.0,3279.471111111111,23.04,115.92111111111113,102.00999999999999,188.60444444444443,202.58777777777775
2024-03-06 14:33:08,3.1072330999904807,62.19468503333398,0.9690608666687694,-1.0,2.076208833333245,5.504751633331277,3.897965966666561,24.666112,57.757696,8.998912,-1.0,87.392256,505.856,463.499264,-1.0,3279.471111111111,23.04,115.92111111111113,102.00999999999999,188.60444444444443,202.58777777777775
2024-03-06 14:33:13,3.1072330999904807,62.19468503333398,0.9690608666687694,-1.0,2.076208833333245,5.504751633331277,3.897965966666561,24.666112,57.757696,8.998912,-1.0,87.392256,505.856,463.499264,-1.0,3279.471111111111,23.04,115.92111111111113,102.00999999999999,188.60444444444443,202.58777777777775
2024-03-06 14:33:18,6.3721786333341415,25.95806333333713,2.1121723999992055,-1.0,2.076208833333245,5.504751633331277,4.72161476666694,24.666112,57.52832,8.994816,-1.0,87.392256,505.856,463.622144,-1.0,3139.7344444444457,23.04,115.92111111111113,196.0000000000001,38.02777777777779,41.38777777777778
2024-03-06 14:33:23,6.3721786333341415,25.95806333333713,2.1121723999992055,-1.0,1.8542197666666502,5.5834292333353615,4.72161476666694,24.666112,57.52832,8.994816,-1.0,87.392256,506.044416,463.622144,-1.0,3139.7344444444457,31.73444444444445,148.02777777777777,196.0000000000001,38.02777777777779,41.38777777777778
2024-03-06 14:33:28,6.37217863333414,25.958063333337122,2.112172399999205,-1.0,1.8542197666666502,5.5834292333353615,4.72161476666694,24.666112,57.52832,8.994816,-1.0,87.392256,506.044416,463.622144,-1.0,3139.7344444444443,31.73444444444445,148.02777777777777,196.0,38.02777777777778,41.38777777777778
2024-03-06 14:33:33,6.37217863333414,25.958063333337122,2.112172399999205,-1.0,1.8542197666666502,5.5834292333353615,4.72161476666694,24.666112,57.52832,8.994816,-1.0,87.392256,506.044416,463.622144,-1.0,3139.7344444444443,31.73444444444445,148.02777777777777,196.0,38.02777777777778,41.38777777777778
2024-03-06 14:33:38,6.37217863333414,25.958063333337122,2.112172399999205,-1.0,1.8542197666666502,5.5834292333353615,4.72161476666694,24.666112,57.52832,8.994816,-1.0,87.392256,506.044416,463.622144,-1.0,3139.7344444444443,31.73444444444445,148.02777777777777,196.0,38.02777777777778,41.38777777777778
2024-03-06 14:33:43,6.37217863333414,25.958063333337122,2.112172399999205,-1.0,1.8542197666666502,5.5834292333353615,4.72161476666694,24.666112,57.52832,8.994816,-1.0,87.392256,506.044416,463.622144,-1.0,3139.7344444444443,31.73444444444445,148.02777777777777,196.0,38.02777777777778,41.38777777777778
2024-03-06 14:33:48,5.403779966673029,54.884960866669054,1.147936366665666,-1.0,1.8542197666666502,5.5834292333353615,4.212941799998286,24.682496,58.519552,8.925184,-1.0,87.392256,506.044416,463.72864,-1.0,3054.4044444444457,31.73444444444445,148.02777777777777,178.66777777777787,104.04000000000002,207.36
2024-03-06 14:33:53,5.403779966673029,54.884960866669054,1.147936366665666,-1.0,0.0,0.0,4.212941799998286,24.682496,58.519552,8.925184,-1.0,0.0,0.0,463.72864,-1.0,3054.4044444444457,0.0,0.0,178.66777777777787,104.04000000000002,207.36
2024-03-06 14:33:58,5.403779966673028,54.88496086666904,1.1479363666656657,-1.0,0.0,0.0,4.212941799998286,24.682496,58.519552,8.925184,-1.0,0.0,0.0,463.72864,-1.0,3054.4044444444444,0.0,0.0,178.6677777777778,104.03999999999999,207.36
2024-03-06 14:34:03,5.403779966673028,54.88496086666904,1.1479363666656657,-1.0,0.0,0.0,4.212941799998286,24.682496,58.519552,8.925184,-1.0,0.0,0.0,463.72864,-1.0,3054.4044444444444,0.0,0.0,178.6677777777778,104.03999999999999,207.36
