timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-xslvc_cpu,ratings-v1-5b6b66f9b5-2zwwr_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-phxww_cpu,reviews-v2-7b4f9d8cb4-qcktl_cpu,reviews-v3-5fd56449d8-s5wkv_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-xslvc_memory,ratings-v1-5b6b66f9b5-2zwwr_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-phxww_memory,reviews-v2-7b4f9d8cb4-qcktl_memory,reviews-v3-5fd56449d8-s5wkv_memory,reviews-v1-7b76c4f45d-phxww_network,ratings-v1-5b6b66f9b5-2zwwr_network,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v2-7b4f9d8cb4-qcktl_network,productpage-v1-7fb564989f-xslvc_network,reviews-v3-5fd56449d8-s5wkv_network,details-v1-b788479c5-bbg6t_network
2024-03-11 11:57:04,5.785873687369782,45.08553313333626,-1.0,1.7206425642604382,2.019404099999633,4.303792266667017,12.917863553020961,25.23136,55.881728,-1.0,15.142912,92.053504,153.186304,104.669184,16.537777777777777,-1.0,125.46509176370184,264.6044444444444,8698.67111111111,152.96503592197848,154.61869997158507
2024-03-11 11:57:09,5.785873687369782,45.08553313333626,-1.0,1.7206425642604382,2.019404099999633,4.303792266667017,12.917863553020961,25.23136,55.881728,-1.0,15.142912,92.053504,153.186304,104.669184,16.537777777777777,-1.0,125.46509176370184,264.6044444444444,8698.67111111111,152.96503592197848,154.61869997158507
2024-03-11 11:57:14,5.785873687369782,45.08553313333626,-1.0,1.7206425642604382,2.019404099999633,4.303792266667017,12.917863553020961,25.23136,55.881728,-1.0,15.142912,92.053504,153.186304,104.669184,16.537777777777777,-1.0,125.46509176370184,264.6044444444444,8698.67111111111,152.96503592197848,154.61869997158507
2024-03-11 11:57:19,5.868797233324586,45.08553313333626,-1.0,1.8673044333202904,2.019404099999633,4.303792266667017,10.93825460000062,25.214976,55.881728,-1.0,14.7456,92.053504,153.186304,104.79616,16.537777777777777,-1.0,87.11111111111116,264.6044444444444,8698.67111111111,140.02777777777783,44.44444444444447
2024-03-11 11:57:24,5.868797233324585,66.58468933333097,-1.0,1.86730443332029,1.7982749666667055,5.918335299999929,10.938254600000619,25.214976,55.865344,-1.0,14.7456,92.053504,153.214976,104.79616,54.26777777777777,-1.0,87.11111111111113,71.68444444444445,2256.25,140.0277777777778,44.44444444444445
2024-03-11 11:57:29,5.868797233324585,66.58468933333097,-1.0,1.86730443332029,1.7982749666667055,5.918335299999929,10.938254600000619,25.214976,55.865344,-1.0,14.7456,92.053504,153.214976,104.79616,54.26777777777777,-1.0,87.11111111111113,71.68444444444445,2256.25,140.0277777777778,44.44444444444445
2024-03-11 11:57:34,5.868797233324585,66.58468933333097,-1.0,1.86730443332029,1.7982749666667055,5.918335299999929,10.938254600000619,25.214976,55.865344,-1.0,14.7456,92.053504,153.214976,104.79616,54.26777777777777,-1.0,87.11111111111113,71.68444444444445,2256.25,140.0277777777778,44.44444444444445
2024-03-11 11:57:39,5.868797233324585,66.58468933333097,-1.0,1.86730443332029,1.7982749666667055,5.918335299999929,10.938254600000619,25.214976,55.865344,-1.0,14.7456,92.053504,153.214976,104.79616,54.26777777777777,-1.0,87.11111111111113,71.68444444444445,2256.25,140.0277777777778,44.44444444444445
2024-03-11 11:57:44,5.868797233324585,66.58468933333097,-1.0,1.86730443332029,1.7982749666667055,5.918335299999929,10.938254600000619,25.214976,55.865344,-1.0,14.7456,92.053504,153.214976,104.79616,54.26777777777777,-1.0,87.11111111111113,71.68444444444445,2256.25,140.0277777777778,44.44444444444445
2024-03-11 11:57:49,6.022946666689678,66.58468933333097,-1.0,1.6236939333339255,1.7982749666667055,5.918335299999929,5.5801468000008,25.23136,55.865344,-1.0,15.33952,92.053504,153.214976,104.927232,54.26777777777777,-1.0,17.92111111111112,71.68444444444445,2256.25,128.44444444444449,179.56000000000012
2024-03-11 11:57:54,6.022946666689677,48.188899010093216,-1.0,1.623693933333925,2.2712563743623053,2.7862092790722417,5.580146800000799,25.23136,55.750656,-1.0,15.33952,92.053504,153.214976,104.927232,39.68206319054126,-1.0,17.921111111111113,129.9340118982802,3785.5939544642792,128.44444444444446,179.56
2024-03-11 11:57:59,6.022946666689677,48.188899010093216,-1.0,1.623693933333925,2.2712563743623053,2.7862092790722417,5.580146800000799,25.23136,55.750656,-1.0,15.33952,92.053504,153.214976,104.927232,39.68206319054126,-1.0,17.921111111111113,129.9340118982802,3785.5939544642792,128.44444444444446,179.56
2024-03-11 11:58:04,6.022946666689677,48.188899010093216,-1.0,1.623693933333925,2.2712563743623053,2.7862092790722417,5.580146800000799,25.23136,55.750656,-1.0,15.33952,92.053504,153.214976,104.927232,39.68206319054126,-1.0,17.921111111111113,129.9340118982802,3785.5939544642792,128.44444444444446,179.56
2024-03-11 11:58:09,6.022946666689677,48.188899010093216,-1.0,1.623693933333925,2.2712563743623053,2.7862092790722417,5.580146800000799,25.23136,55.750656,-1.0,15.33952,92.053504,153.214976,104.927232,39.68206319054126,-1.0,17.921111111111113,129.9340118982802,3785.5939544642792,128.44444444444446,179.56
2024-03-11 11:58:14,6.022946666689677,48.188899010093216,-1.0,1.623693933333925,2.2712563743623053,2.7862092790722417,5.580146800000799,25.23136,55.750656,-1.0,15.33952,92.053504,153.214976,104.927232,39.68206319054126,-1.0,17.921111111111113,129.9340118982802,3785.5939544642792,128.44444444444446,179.56
2024-03-11 11:58:19,3.440379600003023,48.188899010093216,-1.0,0.6810864333450204,2.2712563743623053,2.7862092790722417,14.004237933333272,25.23136,55.750656,-1.0,14.974976,92.053504,153.214976,105.054208,39.68206319054126,-1.0,213.16000000000008,129.9340118982802,3785.5939544642792,39.69000000000001,121.00000000000004
2024-03-11 11:58:24,3.440379600003022,65.85272690602207,-1.0,0.6810864333450203,2.2088730873091835,7.678366569989993,14.004237933333268,25.23136,55.750656,-1.0,14.974976,92.053504,153.288704,105.054208,62.950367221718444,-1.0,213.16,87.75199396571762,4361.2733221628105,39.69,121.0
2024-03-11 11:58:29,3.440379600003022,65.85272690602207,-1.0,0.6810864333450203,2.2088730873091835,7.678366569989993,14.004237933333268,25.23136,55.750656,-1.0,14.974976,92.053504,153.288704,105.054208,62.950367221718444,-1.0,213.16,87.75199396571762,4361.2733221628105,39.69,121.0
