timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-xslvc_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-phxww_cpu,reviews-v2-7b4f9d8cb4-qcktl_cpu,reviews-v3-5fd56449d8-fxzlg_cpu,reviews-v3-5fd56449d8-s5wkv_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-xslvc_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-phxww_memory,reviews-v2-7b4f9d8cb4-qcktl_memory,reviews-v3-5fd56449d8-fxzlg_memory,reviews-v3-5fd56449d8-s5wkv_memory,reviews-v1-7b76c4f45d-phxww_network,reviews-v2-7b4f9d8cb4-qcktl_network,reviews-v3-5fd56449d8-s5wkv_network,ratings-v1-5b6b66f9b5-7bln6_network,details-v1-b788479c5-bbg6t_network,productpage-v1-7fb564989f-xslvc_network,reviews-v3-5fd56449d8-fxzlg_network
2024-03-11 09:34:03,6.376497033337121,76.01594913333733,1.8827565333291811,1.8008332666662834,11.886193166666695,-1.0,21.06573006666667,25.214976,55.672832,15.425536,92.028928,121.798656,-1.0,81.555456,9.817777777777778,79.80444444444444,202.58777777777775,28.801111111111105,270.05444444444447,3237.6099999999997,-1.0
2024-03-11 09:34:08,6.376497033337121,76.01594913333733,1.8827565333291811,1.8008332666662834,11.886193166666695,-1.0,21.06573006666667,25.214976,55.672832,15.425536,92.028928,121.798656,-1.0,81.555456,9.817777777777778,79.80444444444444,202.58777777777775,28.801111111111105,270.05444444444447,3237.6099999999997,-1.0
2024-03-11 09:34:13,6.376497033337121,76.01594913333733,1.8827565333291811,1.8008332666662834,11.886193166666695,-1.0,21.06573006666667,25.214976,55.672832,15.425536,92.028928,121.798656,-1.0,81.555456,9.817777777777778,79.80444444444444,202.58777777777775,28.801111111111105,270.05444444444447,3237.6099999999997,-1.0
2024-03-11 09:34:18,5.508662699988539,76.01594913333733,1.2017201000010878,1.8008332666662834,11.886193166666695,-1.0,15.431047633333371,25.214976,55.672832,14.680064,92.028928,121.798656,-1.0,81.63328,9.817777777777778,79.80444444444444,41.8177777777778,83.4177777777778,252.81000000000012,3237.6099999999997,-1.0
2024-03-11 09:34:23,5.508662699988539,56.085821933326464,1.2017201000010878,2.5925388333339088,12.084551899999951,-1.0,15.431047633333371,25.214976,55.918592,14.680064,92.028928,121.823232,-1.0,81.63328,99.33444444444444,65.07111111111111,41.8177777777778,83.4177777777778,252.81000000000012,2908.804444444444,-1.0
2024-03-11 09:34:28,5.508662699988538,56.085821933326464,1.2017201000010875,2.5925388333339088,12.084551899999951,-1.0,15.431047633333367,25.214976,55.918592,14.680064,92.028928,121.823232,-1.0,81.63328,99.33444444444444,65.07111111111111,41.81777777777778,83.41777777777777,252.81,2908.804444444444,-1.0
2024-03-11 09:34:33,5.508662699988538,56.085821933326464,1.2017201000010875,2.5925388333339088,12.084551899999951,-1.0,15.431047633333367,25.214976,55.918592,14.680064,92.028928,121.823232,-1.0,81.63328,99.33444444444444,65.07111111111111,41.81777777777778,83.41777777777777,252.81,2908.804444444444,-1.0
2024-03-11 09:34:38,5.508662699988538,56.085821933326464,1.2017201000010875,2.5925388333339088,12.084551899999951,-1.0,15.431047633333367,25.214976,55.918592,14.680064,92.028928,121.823232,-1.0,81.63328,99.33444444444444,65.07111111111111,41.81777777777778,83.41777777777777,252.81,2908.804444444444,-1.0
2024-03-11 09:34:43,5.508662699988538,56.085821933326464,1.2017201000010875,2.5925388333339088,12.084551899999951,-1.0,15.431047633333367,25.214976,55.918592,14.680064,92.028928,121.823232,-1.0,81.63328,99.33444444444444,65.07111111111111,41.81777777777778,83.41777777777777,252.81,2908.804444444444,-1.0
2024-03-11 09:34:48,3.1427085999894198,56.085821933326464,1.5749388333309378,2.5925388333339088,12.084551899999951,-1.0,25.25984886666659,25.214976,55.918592,15.048704,92.028928,121.823232,-1.0,81.948672,99.33444444444444,65.07111111111111,195.06777777777788,161.29000000000002,89.61777777777782,2908.804444444444,-1.0
