timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-xslvc_cpu,ratings-v1-5b6b66f9b5-c94f6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-phxww_cpu,reviews-v2-7b4f9d8cb4-qcktl_cpu,reviews-v3-5fd56449d8-s5wkv_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-xslvc_memory,ratings-v1-5b6b66f9b5-c94f6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-phxww_memory,reviews-v2-7b4f9d8cb4-qcktl_memory,reviews-v3-5fd56449d8-s5wkv_memory,reviews-v1-7b76c4f45d-phxww_network,ratings-v1-5b6b66f9b5-c94f6_network,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v2-7b4f9d8cb4-qcktl_network,productpage-v1-7fb564989f-xslvc_network,reviews-v3-5fd56449d8-s5wkv_network,details-v1-b788479c5-bbg6t_network
2024-03-11 12:57:04,6.746938639466621,59.036495533337074,-1.0,1.731426190715017,1.7536266999996997,4.638565499999932,9.014508615803143,25.214976,55.595008,-1.0,14.729216,92.061696,163.721216,115.789824,49.467777777777776,-1.0,81.58479333659585,135.33444444444444,8154.089999999999,130.6949708099994,264.55153149263055
2024-03-11 12:57:09,6.746938639466621,59.036495533337074,-1.0,1.731426190715017,1.7536266999996997,4.638565499999932,9.014508615803143,25.214976,55.595008,-1.0,14.729216,92.061696,163.721216,115.789824,49.467777777777776,-1.0,81.58479333659585,135.33444444444444,8154.089999999999,130.6949708099994,264.55153149263055
2024-03-11 12:57:14,6.746938639466621,59.036495533337074,-1.0,1.731426190715017,1.7536266999996997,4.638565499999932,9.014508615803143,25.214976,55.595008,-1.0,14.729216,92.061696,163.721216,115.789824,49.467777777777776,-1.0,81.58479333659585,135.33444444444444,8154.089999999999,130.6949708099994,264.55153149263055
2024-03-11 12:57:19,5.206782378242513,59.036495533337074,-1.0,0.8706211287718489,1.7536266999996997,4.638565499999932,9.987048104810741,25.214976,55.595008,-1.0,14.675968,92.061696,163.721216,115.859456,49.467777777777776,-1.0,75.1261355869672,135.33444444444444,8154.089999999999,109.57302462030495,163.02038022361876
2024-03-11 12:57:24,5.206782378242512,53.262327799999795,-1.0,0.8706211287718487,2.2002196666666882,4.36740343333355,9.98704810481074,25.214976,55.529472,-1.0,14.675968,92.061696,163.790848,115.859456,50.41,-1.0,75.12613558696717,40.96000000000001,3036.01,109.5730246203049,163.0203802236187
2024-03-11 12:57:29,5.206782378242512,53.262327799999795,-1.0,0.8706211287718487,2.2002196666666882,4.36740343333355,9.98704810481074,25.214976,55.529472,-1.0,14.675968,92.061696,163.790848,115.859456,50.41,-1.0,75.12613558696717,40.96000000000001,3036.01,109.5730246203049,163.0203802236187
2024-03-11 12:57:34,5.206782378242512,53.262327799999795,-1.0,0.8706211287718487,2.2002196666666882,4.36740343333355,9.98704810481074,25.214976,55.529472,-1.0,14.675968,92.061696,163.790848,115.859456,50.41,-1.0,75.12613558696717,40.96000000000001,3036.01,109.5730246203049,163.0203802236187
2024-03-11 12:57:39,5.206782378242512,53.262327799999795,-1.0,0.8706211287718487,2.2002196666666882,4.36740343333355,9.98704810481074,25.214976,55.529472,-1.0,14.675968,92.061696,163.790848,115.859456,50.41,-1.0,75.12613558696717,40.96000000000001,3036.01,109.5730246203049,163.0203802236187
2024-03-11 12:57:44,5.206782378242512,53.262327799999795,-1.0,0.8706211287718487,2.2002196666666882,4.36740343333355,9.98704810481074,25.214976,55.529472,-1.0,14.675968,92.061696,163.790848,115.859456,50.41,-1.0,75.12613558696717,40.96000000000001,3036.01,109.5730246203049,163.0203802236187
2024-03-11 12:57:49,5.4652605333406745,53.262327799999795,-1.0,1.7471176333401677,2.2002196666666882,4.36740343333355,13.254008366667831,25.214976,55.529472,-1.0,15.335424,92.061696,163.790848,116.14208,50.41,-1.0,79.21000000000004,40.96000000000001,3036.01,176.8900000000001,175.12111111111122
