timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-xslvc_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-phxww_cpu,reviews-v2-7b4f9d8cb4-qcktl_cpu,reviews-v3-5fd56449d8-ghkwq_cpu,reviews-v3-5fd56449d8-s5wkv_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-xslvc_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-phxww_memory,reviews-v2-7b4f9d8cb4-qcktl_memory,reviews-v3-5fd56449d8-ghkwq_memory,reviews-v3-5fd56449d8-s5wkv_memory,reviews-v1-7b76c4f45d-phxww_network,reviews-v2-7b4f9d8cb4-qcktl_network,reviews-v3-5fd56449d8-s5wkv_network,ratings-v1-5b6b66f9b5-7bln6_network,details-v1-b788479c5-bbg6t_network,productpage-v1-7fb564989f-xslvc_network,reviews-v3-5fd56449d8-ghkwq_network
2024-03-11 09:49:03,7.615863266679904,49.4386083333211,1.4315336666641088,1.5916927333336162,5.52223413333337,-1.0,34.55211576666664,25.214976,55.713792,15.130624,92.028928,132.79232,-1.0,100.02432,34.81,108.16000000000001,49.467777777777776,80.4011111111111,152.11111111111111,8537.76,-1.0
2024-03-11 09:49:08,7.615863266679904,49.4386083333211,1.4315336666641088,1.5916927333336162,5.52223413333337,-1.0,34.55211576666664,25.214976,55.713792,15.130624,92.028928,132.79232,-1.0,100.02432,34.81,108.16000000000001,49.467777777777776,80.4011111111111,152.11111111111111,8537.76,-1.0
2024-03-11 09:49:13,7.615863266679904,49.4386083333211,1.4315336666641088,1.5916927333336162,5.52223413333337,-1.0,34.55211576666664,25.214976,55.713792,15.130624,92.028928,132.79232,-1.0,100.02432,34.81,108.16000000000001,49.467777777777776,80.4011111111111,152.11111111111111,8537.76,-1.0
2024-03-11 09:49:18,6.016736799999006,49.4386083333211,1.1786572000043332,1.5916927333336162,5.52223413333337,-1.0,17.644529299999988,25.214976,55.713792,15.36,92.028928,132.79232,-1.0,100.31104,34.81,108.16000000000001,159.60111111111115,102.68444444444447,243.3600000000001,8537.76,-1.0
2024-03-11 09:49:23,6.016736799999006,53.83395386667568,1.1786572000043332,2.7297268333332645,5.77781470000005,-1.0,17.644529299999988,25.214976,55.566336,15.36,92.028928,132.886528,-1.0,100.31104,17.64,68.33777777777779,159.60111111111115,102.68444444444447,243.3600000000001,1656.4900000000002,-1.0
2024-03-11 09:49:28,6.016736799999005,53.83395386667568,1.178657200004333,2.7297268333332645,5.77781470000005,-1.0,17.644529299999984,25.214976,55.566336,15.36,92.028928,132.886528,-1.0,100.31104,17.64,68.33777777777779,159.6011111111111,102.68444444444444,243.35999999999999,1656.4900000000002,-1.0
2024-03-11 09:49:33,6.016736799999005,53.83395386667568,1.178657200004333,2.7297268333332645,5.77781470000005,-1.0,17.644529299999984,25.214976,55.566336,15.36,92.028928,132.886528,-1.0,100.31104,17.64,68.33777777777779,159.6011111111111,102.68444444444444,243.35999999999999,1656.4900000000002,-1.0
2024-03-11 09:49:38,6.016736799999005,53.83395386667568,1.178657200004333,2.7297268333332645,5.77781470000005,-1.0,17.644529299999984,25.214976,55.566336,15.36,92.028928,132.886528,-1.0,100.31104,17.64,68.33777777777779,159.6011111111111,102.68444444444444,243.35999999999999,1656.4900000000002,-1.0
2024-03-11 09:49:43,6.016736799999005,53.83395386667568,1.178657200004333,2.7297268333332645,5.77781470000005,-1.0,17.644529299999984,25.214976,55.566336,15.36,92.028928,132.886528,-1.0,100.31104,17.64,68.33777777777779,159.6011111111111,102.68444444444444,243.35999999999999,1656.4900000000002,-1.0
2024-03-11 09:49:48,5.224919200009027,53.83395386667568,2.0444730333413954,2.7297268333332645,5.77781470000005,-1.0,8.05478346666675,25.214976,55.566336,15.27808,92.028928,132.886528,-1.0,100.339712,17.64,68.33777777777779,82.81000000000003,117.36111111111116,52.321111111111136,1656.4900000000002,-1.0
