details-v1&count,productpage-v1&count,ratings-v1&count,reviews-v1&count,reviews-v2&count,reviews-v3&count,timestamp
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:30:04
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:30:09
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:30:14
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:30:19
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:30:24
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:30:29
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:30:34
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:30:39
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:30:44
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:30:49
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:30:54
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:30:59
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:31:04
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:31:09
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:31:14
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:31:19
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:31:24
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:31:29
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:31:34
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:31:39
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:31:44
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:31:49
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:31:54
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:31:59
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:32:04
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:32:09
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:32:14
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:32:19
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:32:24
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:32:29
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:32:34
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:32:39
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:32:44
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:32:49
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:32:54
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:32:59
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-06 06:33:04
