timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v2-7b4f9d8cb4-w8j99_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-7b4f9d8cb4-fpl8x_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v2-7b4f9d8cb4-w8j99_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-7b4f9d8cb4-fpl8x_memory,ratings-v1-5b6b66f9b5-7bln6_network,details-v1-b788479c5-bbg6t_network,reviews-v3-5fd56449d8-tv4wp_network,productpage-v1-7fb564989f-lvdk6_network,reviews-v2-7b4f9d8cb4-w8j99_network,reviews-v1-7b76c4f45d-s5dnq_network,reviews-v2-7b4f9d8cb4-fpl8x_network
2024-03-07 07:30:31,5.139446500000607,49.27228899999439,0.9008529999997942,1.8129215666666216,22.39608243333334,225.9184692666622,-1.0,24.96512,56.569856,12.242944,96.350208,88.375296,640.499712,-1.0,51.361111111111114,55.254444444444445,40.53444444444444,2058.1344444444444,97.35111111111112,10.889999999999999,-1.0
2024-03-07 07:30:36,5.139446500000607,49.27228899999439,0.9008529999997942,1.8129215666666216,22.39608243333334,225.9184692666622,-1.0,24.96512,56.569856,12.242944,96.350208,88.375296,640.499712,-1.0,51.361111111111114,55.254444444444445,40.53444444444444,2058.1344444444444,97.35111111111112,10.889999999999999,-1.0
2024-03-07 07:30:41,5.139446500000607,49.27228899999439,0.9008529999997942,1.8129215666666216,22.39608243333334,225.9184692666622,-1.0,24.96512,56.569856,12.242944,96.350208,88.375296,640.499712,-1.0,51.361111111111114,55.254444444444445,40.53444444444444,2058.1344444444444,97.35111111111112,10.889999999999999,-1.0
2024-03-07 07:30:46,3.4516355333380497,52.745650900002765,1.579020566665198,1.8129215666666216,22.39608243333334,225.9184692666622,-1.0,24.96512,56.602624,12.640256,96.350208,88.375296,640.499712,-1.0,75.11111111111113,169.86777777777786,40.53444444444444,5970.13777777778,97.35111111111112,10.889999999999999,-1.0
2024-03-07 07:30:51,3.4516355333380497,52.745650900002765,1.579020566665198,1.8129215666666216,22.39608243333334,225.9184692666622,-1.0,24.96512,56.602624,12.640256,96.350208,88.375296,640.499712,-1.0,75.11111111111113,169.86777777777786,40.53444444444444,5970.13777777778,97.35111111111112,10.889999999999999,-1.0
2024-03-07 07:30:56,3.451635533338049,52.74565090000275,1.5790205666651975,2.297791466666392,9.329487433333247,133.0768017333412,-1.0,24.96512,56.602624,12.640256,96.350208,88.481792,640.499712,-1.0,75.1111111111111,169.86777777777777,210.25,5970.137777777778,86.49000000000001,53.29,-1.0
2024-03-07 07:31:01,3.451635533338049,52.74565090000275,1.5790205666651975,2.297791466666392,9.329487433333247,133.0768017333412,-1.0,24.96512,56.602624,12.640256,96.350208,88.481792,640.499712,-1.0,75.1111111111111,169.86777777777777,210.25,5970.137777777778,86.49000000000001,53.29,-1.0
2024-03-07 07:31:06,3.451635533338049,52.74565090000275,1.5790205666651975,2.297791466666392,9.329487433333247,133.0768017333412,-1.0,24.96512,56.602624,12.640256,96.350208,88.481792,640.499712,-1.0,75.1111111111111,169.86777777777777,210.25,5970.137777777778,86.49000000000001,53.29,-1.0
2024-03-07 07:31:11,3.451635533338049,52.74565090000275,1.5790205666651975,2.297791466666392,9.329487433333247,133.0768017333412,-1.0,24.96512,56.602624,12.640256,96.350208,88.481792,640.499712,-1.0,75.1111111111111,169.86777777777777,210.25,5970.137777777778,86.49000000000001,53.29,-1.0
2024-03-07 07:31:16,6.894831799991155,44.52604696665125,1.2510224333330677,2.297791466666392,9.329487433333247,133.0768017333412,-1.0,24.96512,56.569856,12.96384,96.350208,88.481792,640.499712,-1.0,110.95111111111115,199.7511111111112,210.25,1305.6177777777782,86.49000000000001,53.29,-1.0
2024-03-07 07:31:21,6.894831799991155,44.52604696665125,1.2510224333330677,2.297791466666392,9.329487433333247,133.0768017333412,-1.0,24.96512,56.569856,12.96384,96.350208,88.481792,640.499712,-1.0,110.95111111111115,199.7511111111112,210.25,1305.6177777777782,86.49000000000001,53.29,-1.0
2024-03-07 07:31:26,6.894831799991152,44.526046966651236,1.2510224333330675,2.3170177333336524,20.41519313333341,267.6115592333341,-1.0,24.96512,56.569856,12.96384,96.350208,88.584192,640.499712,-1.0,110.9511111111111,199.7511111111111,98.01,1305.6177777777777,115.92111111111113,38.02777777777778,-1.0
2024-03-07 07:31:31,6.894831799991152,44.526046966651236,1.2510224333330675,2.3170177333336524,20.41519313333341,267.6115592333341,-1.0,24.96512,56.569856,12.96384,96.350208,88.584192,640.499712,-1.0,110.9511111111111,199.7511111111111,98.01,1305.6177777777777,115.92111111111113,38.02777777777778,-1.0
2024-03-07 07:31:36,6.894831799991152,44.526046966651236,1.2510224333330675,2.3170177333336524,20.41519313333341,267.6115592333341,-1.0,24.96512,56.569856,12.96384,96.350208,88.584192,640.499712,-1.0,110.9511111111111,199.7511111111111,98.01,1305.6177777777777,115.92111111111113,38.02777777777778,-1.0
2024-03-07 07:31:41,6.894831799991152,44.526046966651236,1.2510224333330675,2.3170177333336524,20.41519313333341,267.6115592333341,-1.0,24.96512,56.569856,12.96384,96.350208,88.584192,640.499712,-1.0,110.9511111111111,199.7511111111111,98.01,1305.6177777777777,115.92111111111113,38.02777777777778,-1.0
2024-03-07 07:31:46,7.101687233337848,48.30207690001772,1.3579982000010207,2.3170177333336524,20.41519313333341,267.6115592333341,-1.0,24.981504,56.471552,12.292096,96.350208,88.584192,640.499712,-1.0,26.010000000000005,290.1344444444446,98.01,4511.361111111114,115.92111111111113,38.02777777777778,-1.0
2024-03-07 07:31:51,7.101687233337848,48.30207690001772,1.3579982000010207,2.3170177333336524,20.41519313333341,267.6115592333341,-1.0,24.981504,56.471552,12.292096,96.350208,88.584192,640.499712,-1.0,26.010000000000005,290.1344444444446,98.01,4511.361111111114,115.92111111111113,38.02777777777778,-1.0
2024-03-07 07:31:56,7.101687233337846,48.30207690001771,1.3579982000010205,2.331362599999428,22.699554466666665,224.36679889998837,-1.0,24.981504,56.471552,12.292096,96.350208,88.76032,640.499712,-1.0,26.009999999999998,290.1344444444445,193.21,4511.361111111111,150.47111111111113,8.027777777777779,-1.0
2024-03-07 07:32:01,7.101687233337846,48.30207690001771,1.3579982000010205,2.331362599999428,22.699554466666665,224.36679889998837,-1.0,24.981504,56.471552,12.292096,96.350208,88.76032,640.499712,-1.0,26.009999999999998,290.1344444444445,193.21,4511.361111111111,150.47111111111113,8.027777777777779,-1.0
2024-03-07 07:32:06,7.101687233337846,48.30207690001771,1.3579982000010205,2.331362599999428,22.699554466666665,224.36679889998837,-1.0,24.981504,56.471552,12.292096,96.350208,88.76032,640.499712,-1.0,26.009999999999998,290.1344444444445,193.21,4511.361111111111,150.47111111111113,8.027777777777779,-1.0
2024-03-07 07:32:11,7.101687233337846,48.30207690001771,1.3579982000010205,2.331362599999428,22.699554466666665,224.36679889998837,-1.0,24.981504,56.471552,12.292096,96.350208,88.76032,640.499712,-1.0,26.009999999999998,290.1344444444445,193.21,4511.361111111111,150.47111111111113,8.027777777777779,-1.0
2024-03-07 07:32:16,4.935845700007729,36.81387413331929,2.1466566333325927,2.331362599999428,22.699554466666665,224.36679889998837,-1.0,24.96512,56.520704,12.24704,96.350208,88.76032,640.499712,-1.0,123.95111111111115,78.02777777777781,193.21,7191.040000000002,150.47111111111113,8.027777777777779,-1.0
2024-03-07 07:32:21,4.935845700007729,36.81387413331929,2.1466566333325927,2.331362599999428,22.699554466666665,224.36679889998837,-1.0,24.96512,56.520704,12.24704,96.350208,88.76032,640.499712,-1.0,123.95111111111115,78.02777777777781,193.21,7191.040000000002,150.47111111111113,8.027777777777779,-1.0
2024-03-07 07:32:26,4.935845700007728,36.81387413331928,2.1466566333325923,2.220836433333299,18.226696699999916,359.725528233336,-1.0,24.96512,56.520704,12.24704,96.350208,88.973312,640.507904,-1.0,123.9511111111111,78.02777777777779,102.00999999999999,7191.04,100.0,51.361111111111114,-1.0
2024-03-07 07:32:31,4.935845700007728,36.81387413331928,2.1466566333325923,2.220836433333299,18.226696699999916,359.725528233336,-1.0,24.96512,56.520704,12.24704,96.350208,88.973312,640.507904,-1.0,123.9511111111111,78.02777777777779,102.00999999999999,7191.04,100.0,51.361111111111114,-1.0
2024-03-07 07:32:36,4.935845700007728,36.81387413331928,2.1466566333325923,2.220836433333299,18.226696699999916,359.725528233336,-1.0,24.96512,56.520704,12.24704,96.350208,88.973312,640.507904,-1.0,123.9511111111111,78.02777777777779,102.00999999999999,7191.04,100.0,51.361111111111114,-1.0
2024-03-07 07:32:41,4.935845700007728,36.81387413331928,2.1466566333325923,2.220836433333299,18.226696699999916,359.725528233336,-1.0,24.96512,56.520704,12.24704,96.350208,88.973312,640.507904,-1.0,123.9511111111111,78.02777777777779,102.00999999999999,7191.04,100.0,51.361111111111114,-1.0
2024-03-07 07:32:46,5.813252433320789,52.061461800015735,1.6210901666681825,2.220836433333299,18.226696699999916,359.725528233336,-1.0,24.96512,56.471552,12.849152,96.350208,88.973312,640.507904,-1.0,78.61777777777782,132.25000000000003,102.00999999999999,1515.8044444444454,100.0,51.361111111111114,-1.0
2024-03-07 07:32:51,5.813252433320789,52.061461800015735,1.6210901666681825,2.220836433333299,18.226696699999916,359.725528233336,-1.0,24.96512,56.471552,12.849152,96.350208,88.973312,640.507904,-1.0,78.61777777777782,132.25000000000003,102.00999999999999,1515.8044444444454,100.0,51.361111111111114,-1.0
2024-03-07 07:32:56,5.8132524333207884,52.06146180001572,1.621090166668182,2.490192733333174,17.608572033333424,270.2934298333427,-1.0,24.96512,56.471552,12.849152,96.350208,89.157632,640.499712,-1.0,78.61777777777779,132.25,176.00444444444446,1515.8044444444442,30.25,34.81,-1.0
2024-03-07 07:33:01,5.8132524333207884,52.06146180001572,1.621090166668182,2.490192733333174,17.608572033333424,270.2934298333427,-1.0,24.96512,56.471552,12.849152,96.350208,89.157632,640.499712,-1.0,78.61777777777779,132.25,176.00444444444446,1515.8044444444442,30.25,34.81,-1.0
2024-03-07 07:33:06,5.8132524333207884,52.06146180001572,1.621090166668182,2.490192733333174,17.608572033333424,270.2934298333427,-1.0,24.96512,56.471552,12.849152,96.350208,89.157632,640.499712,-1.0,78.61777777777779,132.25,176.00444444444446,1515.8044444444442,30.25,34.81,-1.0
2024-03-07 07:33:11,5.8132524333207884,52.06146180001572,1.621090166668182,2.490192733333174,17.608572033333424,270.2934298333427,-1.0,24.96512,56.471552,12.849152,96.350208,89.157632,640.499712,-1.0,78.61777777777779,132.25,176.00444444444446,1515.8044444444442,30.25,34.81,-1.0
2024-03-07 07:33:16,5.0548759000018135,42.716075099997404,0.861599900000935,2.490192733333174,17.608572033333424,270.2934298333427,-1.0,24.981504,56.356864,12.886016,96.350208,89.157632,640.499712,-1.0,102.01000000000003,163.84000000000012,176.00444444444446,3910.4177777777795,30.25,34.81,-1.0
2024-03-07 07:33:21,5.0548759000018135,42.716075099997404,0.861599900000935,2.490192733333174,17.608572033333424,270.2934298333427,-1.0,24.981504,56.356864,12.886016,96.350208,89.157632,640.499712,-1.0,102.01000000000003,163.84000000000012,176.00444444444446,3910.4177777777795,30.25,34.81,-1.0
2024-03-07 07:33:26,5.054875900001813,42.7160750999974,0.8615999000009348,2.02728643333406,57.31757620000006,241.0833062333192,-1.0,24.981504,56.356864,12.886016,96.350208,90.19392,640.524288,-1.0,102.00999999999999,163.84000000000003,126.18777777777775,3910.4177777777777,150.47111111111113,17.64,-1.0
2024-03-07 07:33:31,5.054875900001813,42.7160750999974,0.8615999000009348,2.02728643333406,57.31757620000006,241.0833062333192,-1.0,24.981504,56.356864,12.886016,96.350208,90.19392,640.524288,-1.0,102.00999999999999,163.84000000000003,126.18777777777775,3910.4177777777777,150.47111111111113,17.64,-1.0
2024-03-07 07:33:36,5.054875900001813,42.7160750999974,0.8615999000009348,2.02728643333406,57.31757620000006,241.0833062333192,-1.0,24.981504,56.356864,12.886016,96.350208,90.19392,640.524288,-1.0,102.00999999999999,163.84000000000003,126.18777777777775,3910.4177777777777,150.47111111111113,17.64,-1.0
2024-03-07 07:33:41,5.054875900001813,42.7160750999974,0.8615999000009348,2.02728643333406,57.31757620000006,241.0833062333192,-1.0,24.981504,56.356864,12.886016,96.350208,90.19392,640.524288,-1.0,102.00999999999999,163.84000000000003,126.18777777777775,3910.4177777777777,150.47111111111113,17.64,-1.0
2024-03-07 07:33:46,6.436081500002428,43.46687979999237,1.7251672000005183,2.02728643333406,57.31757620000006,241.0833062333192,-1.0,24.981504,56.356864,12.414976,96.350208,90.19392,640.524288,-1.0,78.02777777777781,98.67111111111114,126.18777777777775,3352.4100000000017,150.47111111111113,17.64,-1.0
2024-03-07 07:33:51,6.436081500002428,43.46687979999237,1.7251672000005183,2.02728643333406,57.31757620000006,241.0833062333192,-1.0,24.981504,56.356864,12.414976,96.350208,90.19392,640.524288,-1.0,78.02777777777781,98.67111111111114,126.18777777777775,3352.4100000000017,150.47111111111113,17.64,-1.0
2024-03-07 07:33:56,6.436081500002426,43.466879799992356,1.7251672000005178,1.347093933333099,14.399144933333238,315.51648073333735,-1.0,24.981504,56.356864,12.414976,96.3584,90.329088,640.524288,-1.0,78.02777777777779,98.67111111111112,152.93444444444447,3352.41,100.66777777777777,34.41777777777777,-1.0
2024-03-07 07:34:01,6.436081500002426,43.466879799992356,1.7251672000005178,1.347093933333099,14.399144933333238,315.51648073333735,-1.0,24.981504,56.356864,12.414976,96.3584,90.329088,640.524288,-1.0,78.02777777777779,98.67111111111112,152.93444444444447,3352.41,100.66777777777777,34.41777777777777,-1.0
2024-03-07 07:34:06,6.436081500002426,43.466879799992356,1.7251672000005178,1.347093933333099,14.399144933333238,315.51648073333735,-1.0,24.981504,56.356864,12.414976,96.3584,90.329088,640.524288,-1.0,78.02777777777779,98.67111111111112,152.93444444444447,3352.41,100.66777777777777,34.41777777777777,-1.0
2024-03-07 07:34:11,6.436081500002426,43.466879799992356,1.7251672000005178,1.347093933333099,14.399144933333238,315.51648073333735,-1.0,24.981504,56.356864,12.414976,96.3584,90.329088,640.524288,-1.0,78.02777777777779,98.67111111111112,152.93444444444447,3352.41,100.66777777777777,34.41777777777777,-1.0
2024-03-07 07:34:16,6.113020300002367,38.50287843333718,1.756630599997304,1.347093933333099,14.399144933333238,315.51648073333735,-1.0,24.96512,56.471552,13.135872,96.3584,90.329088,640.524288,-1.0,89.61777777777782,228.0100000000001,152.93444444444447,5575.111111111114,100.66777777777777,34.41777777777777,-1.0
2024-03-07 07:34:21,6.113020300002367,38.50287843333718,1.756630599997304,1.347093933333099,14.399144933333238,315.51648073333735,-1.0,24.96512,56.471552,13.135872,96.3584,90.329088,640.524288,-1.0,89.61777777777782,228.0100000000001,152.93444444444447,5575.111111111114,100.66777777777777,34.41777777777777,-1.0
2024-03-07 07:34:26,6.113020300002366,38.50287843333717,1.7566305999973035,2.5171420000001867,18.69849076666673,293.0581562000043,-1.0,24.96512,56.471552,13.135872,96.3584,90.537984,640.524288,-1.0,89.61777777777777,228.01,108.16000000000001,5575.111111111112,87.11111111111113,25.0,-1.0
2024-03-07 07:34:31,6.113020300002366,38.50287843333717,1.7566305999973035,2.5171420000001867,18.69849076666673,293.0581562000043,-1.0,24.96512,56.471552,13.135872,96.3584,90.537984,640.524288,-1.0,89.61777777777777,228.01,108.16000000000001,5575.111111111112,87.11111111111113,25.0,-1.0
2024-03-07 07:34:36,6.113020300002366,38.50287843333717,1.7566305999973035,2.5171420000001867,18.69849076666673,293.0581562000043,-1.0,24.96512,56.471552,13.135872,96.3584,90.537984,640.524288,-1.0,89.61777777777777,228.01,108.16000000000001,5575.111111111112,87.11111111111113,25.0,-1.0
2024-03-07 07:34:41,6.113020300002366,38.50287843333717,1.7566305999973035,2.5171420000001867,18.69849076666673,293.0581562000043,-1.0,24.96512,56.471552,13.135872,96.3584,90.537984,640.524288,-1.0,89.61777777777777,228.01,108.16000000000001,5575.111111111112,87.11111111111113,25.0,-1.0
2024-03-07 07:34:46,4.819529266660539,42.98833233333426,1.2174220666679505,2.5171420000001867,18.69849076666673,293.0581562000043,-1.0,24.96512,56.58624,12.324864,96.3584,90.537984,640.524288,-1.0,37.617777777777796,123.21000000000004,108.16000000000001,4220.6677777777795,87.11111111111113,25.0,-1.0
2024-03-07 07:34:51,4.819529266660539,42.98833233333426,1.2174220666679505,2.5171420000001867,18.69849076666673,293.0581562000043,-1.0,24.96512,56.58624,12.324864,96.3584,90.537984,640.524288,-1.0,37.617777777777796,123.21000000000004,108.16000000000001,4220.6677777777795,87.11111111111113,25.0,-1.0
2024-03-07 07:34:56,4.819529266660538,42.988332333334256,1.2174220666679503,1.849916799999581,17.153797699999984,293.8851949666665,-1.0,24.96512,56.58624,12.324864,96.3584,90.566656,640.53248,-1.0,37.61777777777778,123.21,138.45444444444448,4220.667777777778,152.11111111111111,49.467777777777776,-1.0
2024-03-07 07:35:01,4.819529266660538,42.988332333334256,1.2174220666679503,1.849916799999581,17.153797699999984,293.8851949666665,-1.0,24.96512,56.58624,12.324864,96.3584,90.566656,640.53248,-1.0,37.61777777777778,123.21,138.45444444444448,4220.667777777778,152.11111111111111,49.467777777777776,-1.0
2024-03-07 07:35:06,4.819529266660538,42.988332333334256,1.2174220666679503,1.849916799999581,17.153797699999984,293.8851949666665,-1.0,24.96512,56.58624,12.324864,96.3584,90.566656,640.53248,-1.0,37.61777777777778,123.21,138.45444444444448,4220.667777777778,152.11111111111111,49.467777777777776,-1.0
2024-03-07 07:35:11,4.819529266660538,42.988332333334256,1.2174220666679503,1.849916799999581,17.153797699999984,293.8851949666665,-1.0,24.96512,56.58624,12.324864,96.3584,90.566656,640.53248,-1.0,37.61777777777778,123.21,138.45444444444448,4220.667777777778,152.11111111111111,49.467777777777776,-1.0
2024-03-07 07:35:16,4.7669078666785945,52.271823899991446,1.3939295000000131,1.849916799999581,17.153797699999984,293.8851949666665,-1.0,24.96512,56.373248,12.611584,96.3584,90.566656,640.53248,-1.0,58.26777777777781,130.72111111111116,138.45444444444448,2007.0400000000004,152.11111111111111,49.467777777777776,-1.0
2024-03-07 07:35:21,4.7669078666785945,52.271823899991446,1.3939295000000131,1.849916799999581,17.153797699999984,293.8851949666665,-1.0,24.96512,56.373248,12.611584,96.3584,90.566656,640.53248,-1.0,58.26777777777781,130.72111111111116,138.45444444444448,2007.0400000000004,152.11111111111111,49.467777777777776,-1.0
2024-03-07 07:35:26,4.766907866678594,52.27182389999143,1.393929500000013,2.5862547666671767,0.0,227.02019400000307,-1.0,24.96512,56.373248,12.611584,95.096832,3.1744,640.536576,-1.0,58.26777777777778,130.72111111111113,147.21777777777777,2007.0399999999997,108.16000000000001,15.734444444444446,-1.0
2024-03-07 07:35:31,4.766907866678594,52.27182389999143,1.393929500000013,2.5862547666671767,0.0,227.02019400000307,-1.0,24.96512,56.373248,12.611584,95.096832,3.1744,640.536576,-1.0,58.26777777777778,130.72111111111113,147.21777777777777,2007.0399999999997,108.16000000000001,15.734444444444446,-1.0
2024-03-07 07:35:36,4.766907866678594,52.27182389999143,1.393929500000013,2.5862547666671767,0.0,227.02019400000307,-1.0,24.96512,56.373248,12.611584,95.096832,3.1744,640.536576,-1.0,58.26777777777778,130.72111111111113,147.21777777777777,2007.0399999999997,108.16000000000001,15.734444444444446,-1.0
2024-03-07 07:35:41,4.766907866678594,52.27182389999143,1.393929500000013,2.5862547666671767,0.0,227.02019400000307,-1.0,24.96512,56.373248,12.611584,95.096832,3.1744,640.536576,-1.0,58.26777777777778,130.72111111111113,147.21777777777777,2007.0399999999997,108.16000000000001,15.734444444444446,-1.0
2024-03-07 07:35:46,4.764650399996148,42.15743510000418,1.2576641333339469,2.5862547666671767,0.0,227.02019400000307,-1.0,25.079808,56.373248,12.873728,95.096832,3.1744,640.536576,-1.0,94.09000000000002,205.44444444444457,147.21777777777777,6183.201111111114,108.16000000000001,15.734444444444446,-1.0
2024-03-07 07:35:51,4.764650399996148,42.15743510000418,1.2576641333339469,2.5862547666671767,0.0,227.02019400000307,-1.0,25.079808,56.373248,12.873728,95.096832,3.1744,640.536576,-1.0,94.09000000000002,205.44444444444457,147.21777777777777,6183.201111111114,108.16000000000001,15.734444444444446,-1.0
2024-03-07 07:35:56,4.764650399996147,42.15743510000417,1.2576641333339467,1.2320582608406943,87.59450428755403,404.7027560577215,-1.0,25.079808,56.373248,12.873728,94.896128,118.185984,638.410752,-1.0,94.08999999999999,205.44444444444446,203.4970763275415,6183.201111111112,308.5260694786214,31.353728940674575,-1.0
2024-03-07 07:36:01,4.764650399996147,42.15743510000417,1.2576641333339467,1.2320582608406943,100.43550957313659,404.7027560577215,-1.0,25.079808,56.373248,12.873728,94.896128,118.185984,638.410752,-1.0,94.08999999999999,205.44444444444446,203.4970763275415,6183.201111111112,308.5260694786214,31.353728940674575,-1.0
