timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-7b4f9d8cb4-hnbzm_cpu,reviews-v2-7b4f9d8cb4-bbdfr_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-7b4f9d8cb4-hnbzm_memory,reviews-v2-7b4f9d8cb4-bbdfr_memory,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v2-7b4f9d8cb4-hnbzm_network,reviews-v2-7b4f9d8cb4-bbdfr_network,details-v1-b788479c5-bbg6t_network,reviews-v3-5fd56449d8-tv4wp_network,productpage-v1-7fb564989f-lvdk6_network,reviews-v1-7b76c4f45d-s5dnq_network
2024-03-07 06:44:01,6.586792533335029,39.625242600019796,1.232154700001805,2.607071299999575,130.01887063333015,4.791449899994404,-1.0,24.96512,56.46336,14.29504,96.93184,634.433536,115.208192,-1.0,126.9377777777778,129.96,-1.0,178.6677777777778,113.77777777777777,4928.04,41.81777777777778
2024-03-07 06:44:06,6.586792533335029,39.625242600019796,1.232154700001805,2.607071299999575,130.01887063333015,4.791449899994404,-1.0,24.96512,56.46336,14.29504,96.93184,634.433536,115.208192,-1.0,126.9377777777778,129.96,-1.0,178.6677777777778,113.77777777777777,4928.04,41.81777777777778
2024-03-07 06:44:11,6.586792533335029,39.625242600019796,1.232154700001805,2.607071299999575,130.01887063333015,4.791449899994404,-1.0,24.96512,56.46336,14.29504,96.93184,634.433536,115.208192,-1.0,126.9377777777778,129.96,-1.0,178.6677777777778,113.77777777777777,4928.04,41.81777777777778
2024-03-07 06:44:16,5.21278146666191,45.27982259999894,1.649429099999604,2.607071299999575,130.01887063333015,3.205171300002501,-1.0,24.96512,56.348672,13.799424,96.93184,634.433536,115.298304,-1.0,51.36111111111114,40.53444444444446,-1.0,126.18777777777784,113.77777777777777,3520.4444444444466,41.81777777777778
2024-03-07 06:44:21,5.21278146666191,45.27982259999894,1.649429099999604,2.607071299999575,130.01887063333015,3.205171300002501,-1.0,24.96512,56.348672,13.799424,96.93184,634.433536,115.298304,-1.0,51.36111111111114,40.53444444444446,-1.0,126.18777777777784,113.77777777777777,3520.4444444444466,41.81777777777778
2024-03-07 06:44:26,5.212781466661909,45.27982259999893,1.6494290999996035,1.6618999666661693,64.66385166666745,3.2051713000025,-1.0,24.96512,56.348672,13.799424,96.93184,634.433536,115.298304,-1.0,51.361111111111114,40.53444444444444,-1.0,126.18777777777775,26.694444444444446,3520.444444444445,36.80444444444444
2024-03-07 06:44:31,5.212781466661909,45.27982259999893,1.6494290999996035,1.6618999666661693,64.66385166666745,3.2051713000025,-1.0,24.96512,56.348672,13.799424,96.93184,634.433536,115.298304,-1.0,51.361111111111114,40.53444444444444,-1.0,126.18777777777775,26.694444444444446,3520.444444444445,36.80444444444444
2024-03-07 06:44:36,5.212781466661909,45.27982259999893,1.6494290999996035,1.6618999666661693,64.66385166666745,3.2051713000025,-1.0,24.96512,56.348672,13.799424,96.93184,634.433536,115.298304,-1.0,51.361111111111114,40.53444444444444,-1.0,126.18777777777775,26.694444444444446,3520.444444444445,36.80444444444444
2024-03-07 06:44:41,5.212781466661909,45.27982259999893,1.6494290999996035,1.6618999666661693,64.66385166666745,3.2051713000025,-1.0,24.96512,56.348672,13.799424,96.93184,634.433536,115.298304,-1.0,51.361111111111114,40.53444444444444,-1.0,126.18777777777775,26.694444444444446,3520.444444444445,36.80444444444444
2024-03-07 06:44:46,5.4548894443961204,42.31778355496496,1.396767123285219,1.6618999666661693,64.66385166666745,3.9664260573935453,-1.0,24.96512,56.46336,14.094336,96.93184,634.433536,115.380224,-1.0,56.73976259119525,138.42675770863517,-1.0,189.48321257376426,26.694444444444446,4320.00706649774,36.80444444444444
2024-03-07 06:44:51,5.4548894443961204,42.31778355496496,1.396767123285219,1.6618999666661693,64.66385166666745,3.9664260573935453,-1.0,24.96512,56.46336,14.094336,96.93184,634.433536,115.380224,-1.0,56.73976259119525,138.42675770863517,-1.0,189.48321257376426,26.694444444444446,4320.00706649774,36.80444444444444
2024-03-07 06:44:56,5.4548894443961204,42.317783554964954,1.396767123285219,2.295270633334212,142.44246589999725,3.9664260573935444,-1.0,24.96512,56.46336,14.094336,96.93184,634.433536,115.380224,-1.0,56.73976259119524,138.42675770863514,-1.0,189.4832125737642,259.21000000000004,4320.00706649774,27.040000000000003
2024-03-07 06:45:01,5.4548894443961204,42.317783554964954,1.396767123285219,2.295270633334212,142.44246589999725,3.9664260573935444,-1.0,24.96512,56.46336,14.094336,96.93184,634.433536,115.380224,-1.0,56.73976259119524,138.42675770863514,-1.0,189.4832125737642,259.21000000000004,4320.00706649774,27.040000000000003
2024-03-07 06:45:06,5.4548894443961204,42.317783554964954,1.396767123285219,2.295270633334212,142.44246589999725,3.9664260573935444,-1.0,24.96512,56.46336,14.094336,96.93184,634.433536,115.380224,-1.0,56.73976259119524,138.42675770863514,-1.0,189.4832125737642,259.21000000000004,4320.00706649774,27.040000000000003
2024-03-07 06:45:11,5.4548894443961204,42.317783554964954,1.396767123285219,2.295270633334212,142.44246589999725,3.9664260573935444,-1.0,24.96512,56.46336,14.094336,96.93184,634.433536,115.380224,-1.0,56.73976259119524,138.42675770863514,-1.0,189.4832125737642,259.21000000000004,4320.00706649774,27.040000000000003
2024-03-07 06:45:16,5.112021502153135,49.74433173318387,1.3210923425671068,2.295270633334212,142.44246589999725,4.979382504920672,-1.0,24.96512,56.692736,14.495744,96.93184,634.433536,115.499008,-1.0,94.7567281758457,132.27645396802913,-1.0,123.97590505236255,259.21000000000004,700.6245623506692,27.040000000000003
2024-03-07 06:45:21,5.112021502153135,49.74433173318387,1.3210923425671068,2.295270633334212,142.44246589999725,4.979382504920672,-1.0,24.96512,56.692736,14.495744,96.93184,634.433536,115.499008,-1.0,94.7567281758457,132.27645396802913,-1.0,123.97590505236255,259.21000000000004,700.6245623506692,27.040000000000003
2024-03-07 06:45:26,5.1120215021531346,49.74433173318386,1.3210923425671064,1.9014931666665311,564.0921027333358,4.979382504920671,-1.0,24.96512,56.692736,14.495744,96.93184,634.564608,115.499008,-1.0,94.75672817584565,132.27645396802907,-1.0,123.9759050523625,141.61,700.6245623506688,25.0
2024-03-07 06:45:31,5.1120215021531346,49.74433173318386,1.3210923425671064,1.9014931666665311,564.0921027333358,4.979382504920671,-1.0,24.96512,56.692736,14.495744,96.93184,634.564608,115.499008,-1.0,94.75672817584565,132.27645396802907,-1.0,123.9759050523625,141.61,700.6245623506688,25.0
2024-03-07 06:45:36,5.1120215021531346,49.74433173318386,1.3210923425671064,1.9014931666665311,564.0921027333358,4.979382504920671,-1.0,24.96512,56.692736,14.495744,96.93184,634.564608,115.499008,-1.0,94.75672817584565,132.27645396802907,-1.0,123.9759050523625,141.61,700.6245623506688,25.0
2024-03-07 06:45:41,5.1120215021531346,49.74433173318386,1.3210923425671064,1.9014931666665311,564.0921027333358,4.979382504920671,-1.0,24.96512,56.692736,14.495744,96.93184,634.564608,115.499008,-1.0,94.75672817584565,132.27645396802907,-1.0,123.9759050523625,141.61,700.6245623506688,25.0
2024-03-07 06:45:46,7.3131434333239085,26.596384366651677,1.4321126666686725,1.9014931666665311,564.0921027333358,2.4356962333285996,-1.0,24.96512,56.348672,14.729216,96.93184,634.564608,115.58912,-1.0,94.73777777777784,136.89000000000001,-1.0,201.64000000000013,141.61,8500.840000000004,25.0
2024-03-07 06:45:51,7.3131434333239085,26.596384366651677,1.4321126666686725,1.9014931666665311,564.0921027333358,2.4356962333285996,-1.0,24.96512,56.348672,14.729216,96.93184,634.564608,115.58912,-1.0,94.73777777777784,136.89000000000001,-1.0,201.64000000000013,141.61,8500.840000000004,25.0
2024-03-07 06:45:56,7.313143433323907,26.59638436665167,1.4321126666686723,2.5027084333326384,247.1629463666583,2.435696233328599,-1.0,24.96512,56.348672,14.729216,96.93184,634.441728,115.58912,-1.0,94.73777777777777,136.89,-1.0,201.64,108.85444444444445,8500.84,31.73444444444445
2024-03-07 06:46:01,7.313143433323907,26.59638436665167,1.4321126666686723,2.5027084333326384,247.1629463666583,2.435696233328599,-1.0,24.96512,56.348672,14.729216,96.93184,634.441728,115.58912,-1.0,94.73777777777777,136.89,-1.0,201.64,108.85444444444445,8500.84,31.73444444444445
2024-03-07 06:46:06,7.313143433323907,26.59638436665167,1.4321126666686723,2.5027084333326384,247.1629463666583,2.435696233328599,-1.0,24.96512,56.348672,14.729216,96.93184,634.441728,115.58912,-1.0,94.73777777777777,136.89,-1.0,201.64,108.85444444444445,8500.84,31.73444444444445
2024-03-07 06:46:11,7.313143433323907,26.59638436665167,1.4321126666686723,2.5027084333326384,247.1629463666583,2.435696233328599,-1.0,24.96512,56.348672,14.729216,96.93184,634.441728,115.58912,-1.0,94.73777777777777,136.89,-1.0,201.64,108.85444444444445,8500.84,31.73444444444445
2024-03-07 06:46:16,3.616096433340015,51.896566400015836,1.856439899999411,2.5027084333326384,247.1629463666583,6.302281900002528,-1.0,24.96512,56.430592,14.495744,96.93184,634.441728,115.675136,-1.0,61.88444444444448,88.98777777777782,-1.0,123.21000000000004,108.85444444444445,2224.694444444445,31.73444444444445
2024-03-07 06:46:21,3.616096433340015,51.896566400015836,1.856439899999411,2.5027084333326384,247.1629463666583,6.302281900002528,-1.0,24.96512,56.430592,14.495744,96.93184,634.441728,115.675136,-1.0,61.88444444444448,88.98777777777782,-1.0,123.21000000000004,108.85444444444445,2224.694444444445,31.73444444444445
2024-03-07 06:46:26,3.6160964333400143,51.89656640001582,1.8564398999994105,1.7404580666673533,204.61795703334548,6.3022819000025265,-1.0,24.96512,56.430592,14.495744,96.93184,634.441728,115.675136,-1.0,61.88444444444444,88.98777777777778,-1.0,123.21,90.88444444444444,2224.6944444444443,19.360000000000003
2024-03-07 06:46:31,3.6160964333400143,51.89656640001582,1.8564398999994105,1.7404580666673533,204.61795703334548,6.3022819000025265,-1.0,24.96512,56.430592,14.495744,96.93184,634.441728,115.675136,-1.0,61.88444444444444,88.98777777777778,-1.0,123.21,90.88444444444444,2224.6944444444443,19.360000000000003
2024-03-07 06:46:36,3.6160964333400143,51.89656640001582,1.8564398999994105,1.7404580666673533,204.61795703334548,6.3022819000025265,-1.0,24.96512,56.430592,14.495744,96.93184,634.441728,115.675136,-1.0,61.88444444444444,88.98777777777778,-1.0,123.21,90.88444444444444,2224.6944444444443,19.360000000000003
2024-03-07 06:46:41,3.6160964333400143,51.89656640001582,1.8564398999994105,1.7404580666673533,204.61795703334548,6.3022819000025265,-1.0,24.96512,56.430592,14.495744,96.93184,634.441728,115.675136,-1.0,61.88444444444444,88.98777777777778,-1.0,123.21,90.88444444444444,2224.6944444444443,19.360000000000003
2024-03-07 06:46:46,6.016719333335157,48.32716836666199,0.6990236333346428,1.7404580666673533,204.61795703334548,3.912371066667221,-1.0,24.96512,56.365056,14.319616,96.93184,634.441728,115.798016,-1.0,113.0677777777778,134.56000000000003,-1.0,222.0100000000001,90.88444444444444,5392.454444444447,19.360000000000003
2024-03-07 06:46:51,6.016719333335157,48.32716836666199,0.6990236333346428,1.7404580666673533,204.61795703334548,3.912371066667221,-1.0,24.96512,56.365056,14.319616,96.93184,634.441728,115.798016,-1.0,113.0677777777778,134.56000000000003,-1.0,222.0100000000001,90.88444444444444,5392.454444444447,19.360000000000003
2024-03-07 06:46:56,6.016719333335156,48.32716836666198,0.6990236333346427,2.3520252666666392,750.3840452333254,3.91237106666722,-1.0,24.96512,56.365056,14.319616,96.93184,634.433536,115.798016,-1.0,113.06777777777776,134.56,-1.0,222.01000000000002,143.20111111111112,5392.454444444445,29.160000000000004
