timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v2-7b4f9d8cb4-rgbs6_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v3-5fd56449d8-nsjmp_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v2-7b4f9d8cb4-rgbs6_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v3-5fd56449d8-nsjmp_memory,productpage-v1-7fb564989f-lvdk6_network,reviews-v3-5fd56449d8-tv4wp_network,reviews-v1-7b76c4f45d-s5dnq_network,reviews-v3-5fd56449d8-nsjmp_network,ratings-v1-5b6b66f9b5-7bln6_network,details-v1-b788479c5-bbg6t_network,reviews-v2-7b4f9d8cb4-rgbs6_network
2024-03-07 13:29:03,6.400385151132068,36.50983168384056,0.8826276450394149,2.5273435343535073,6.141424475781542,0.3156866686515892,-1.0,25.001984,56.795136,12.386304,92.545024,157.077504,643.350528,-1.0,2772.1142597316552,418.9682339015425,43.12973662713916,-1.0,51.330308306399516,108.78916115672591,117.38458685463614
2024-03-07 13:29:08,6.400385151132068,36.50983168384056,0.8826276450394149,2.5273435343535073,6.141424475781542,0.3156866686515892,-1.0,25.001984,56.795136,12.386304,92.545024,157.077504,643.350528,-1.0,2772.1142597316552,418.9682339015425,43.12973662713916,-1.0,51.330308306399516,108.78916115672591,117.38458685463614
2024-03-07 13:29:13,6.400385151132068,36.50983168384056,0.8826276450394149,2.5273435343535073,6.141424475781542,0.3156866686515892,-1.0,25.001984,56.795136,12.386304,92.545024,157.077504,643.350528,-1.0,2772.1142597316552,418.9682339015425,43.12973662713916,-1.0,51.330308306399516,108.78916115672591,117.38458685463614
2024-03-07 13:29:18,2.8744085878061343,43.28377113614602,0.7866026470204922,2.5273435343535073,6.141424475781542,0.3156866686515892,-1.0,25.001984,56.77056,13.103104,92.545024,157.077504,643.350528,-1.0,5940.855233558189,418.9682339015425,43.12973662713916,-1.0,52.33506619836283,187.74006067857988,117.38458685463614
2024-03-07 13:29:23,2.8744085878061343,43.28377113614602,0.7866026470204922,1.9489131666659887,5.4281566666664585,0.22416683332266985,-1.0,25.001984,56.77056,13.103104,92.545024,157.16352,643.350528,-1.0,5940.855233558189,515.29,31.73444444444445,-1.0,52.33506619836283,187.74006067857988,266.7777777777777
2024-03-07 13:29:28,2.8744085878061343,43.28377113614602,0.7866026470204922,1.9489131666659887,5.4281566666664585,0.22416683332266985,-1.0,25.001984,56.77056,13.103104,92.545024,157.16352,643.350528,-1.0,5940.855233558189,515.29,31.73444444444445,-1.0,52.33506619836283,187.74006067857988,266.7777777777777
2024-03-07 13:29:33,2.8744085878061343,43.28377113614602,0.7866026470204922,1.9489131666659887,5.4281566666664585,0.22416683332266985,-1.0,25.001984,56.77056,13.103104,92.545024,157.16352,643.350528,-1.0,5940.855233558189,515.29,31.73444444444445,-1.0,52.33506619836283,187.74006067857988,266.7777777777777
2024-03-07 13:29:38,2.8744085878061343,43.28377113614602,0.7866026470204922,1.9489131666659887,5.4281566666664585,0.22416683332266985,-1.0,25.001984,56.77056,13.103104,92.545024,157.16352,643.350528,-1.0,5940.855233558189,515.29,31.73444444444445,-1.0,52.33506619836283,187.74006067857988,266.7777777777777
2024-03-07 13:29:43,2.8744085878061343,43.28377113614602,0.7866026470204922,1.9489131666659887,5.4281566666664585,0.22416683332266985,-1.0,25.001984,56.77056,13.103104,92.545024,157.16352,643.350528,-1.0,5940.855233558189,515.29,31.73444444444445,-1.0,52.33506619836283,187.74006067857988,266.7777777777777
2024-03-07 13:29:48,5.976284514086447,59.018611568607554,1.1172359393232996,1.9489131666659887,5.4281566666664585,0.22416683332266985,-1.0,25.001984,56.64768,13.119488,92.545024,157.16352,643.350528,-1.0,5606.886584225672,515.29,31.73444444444445,-1.0,57.27353403152347,117.4002412637479,266.7777777777777
2024-03-07 13:29:53,5.976284514086447,59.018611568607554,1.1172359393232996,2.4745483666672876,4.503148566666937,0.39160126668017864,-1.0,25.001984,56.64768,13.119488,92.545024,157.339648,643.350528,-1.0,5606.886584225672,280.00444444444446,34.02777777777777,-1.0,57.27353403152347,117.4002412637479,45.33777777777778
2024-03-07 13:29:58,5.976284514086446,59.01861156860754,1.1172359393232993,2.4745483666672876,4.503148566666937,0.39160126668017864,-1.0,25.001984,56.64768,13.119488,92.545024,157.339648,643.350528,-1.0,5606.886584225669,280.00444444444446,34.02777777777777,-1.0,57.273534031523454,117.40024126374787,45.33777777777778
2024-03-07 13:30:03,5.976284514086446,59.01861156860754,1.1172359393232993,2.4745483666672876,4.503148566666937,0.39160126668017864,-1.0,25.001984,56.64768,13.119488,92.545024,157.339648,643.350528,-1.0,5606.886584225669,280.00444444444446,34.02777777777777,-1.0,57.273534031523454,117.40024126374787,45.33777777777778
2024-03-07 13:30:08,5.976284514086446,59.01861156860754,1.1172359393232993,2.4745483666672876,4.503148566666937,0.39160126668017864,-1.0,25.001984,56.64768,13.119488,92.545024,157.339648,643.350528,-1.0,5606.886584225669,280.00444444444446,34.02777777777777,-1.0,57.273534031523454,117.40024126374787,45.33777777777778
2024-03-07 13:30:13,5.976284514086446,59.01861156860754,1.1172359393232993,2.4745483666672876,4.503148566666937,0.39160126668017864,-1.0,25.001984,56.64768,13.119488,92.545024,157.339648,643.350528,-1.0,5606.886584225669,280.00444444444446,34.02777777777777,-1.0,57.273534031523454,117.40024126374787,45.33777777777778
2024-03-07 13:30:18,5.373979181239182,39.321485226998185,0.8551093567826727,2.4745483666672876,4.503148566666937,0.39160126668017864,-1.0,24.969216,56.762368,12.88192,92.545024,157.339648,643.350528,-1.0,10573.601776448104,280.00444444444446,34.02777777777777,-1.0,15.712439330286776,49.398595538711774,45.33777777777778
2024-03-07 13:30:23,5.373979181239182,39.321485226998185,0.8551093567826727,2.5890684999997875,5.713473866666163,0.25999816665110603,-1.0,24.969216,56.762368,12.88192,92.545024,159.035392,643.350528,-1.0,10573.601776448104,343.4844444444445,40.96000000000001,-1.0,15.712439330286776,49.398595538711774,133.78777777777776
2024-03-07 13:30:28,5.373979181239182,39.321485226998185,0.8551093567826727,2.5890684999997875,5.713473866666163,0.25999816665110603,-1.0,24.969216,56.762368,12.88192,92.545024,159.035392,643.350528,-1.0,10573.601776448104,343.4844444444445,40.96000000000001,-1.0,15.712439330286776,49.398595538711774,133.78777777777776
2024-03-07 13:30:33,5.373979181239181,39.321485226998185,0.8551093567826726,2.5890684999997875,5.713473866666163,0.25999816665110603,-1.0,24.969216,56.762368,12.88192,92.545024,159.035392,643.350528,-1.0,10573.601776448104,343.4844444444445,40.96000000000001,-1.0,15.712439330286772,49.398595538711774,133.78777777777776
2024-03-07 13:30:38,5.373979181239181,39.321485226998185,0.8551093567826726,2.5890684999997875,5.713473866666163,0.25999816665110603,-1.0,24.969216,56.762368,12.88192,92.545024,159.035392,643.350528,-1.0,10573.601776448104,343.4844444444445,40.96000000000001,-1.0,15.712439330286772,49.398595538711774,133.78777777777776
2024-03-07 13:30:43,5.373979181239181,39.321485226998185,0.8551093567826726,2.5890684999997875,5.713473866666163,0.25999816665110603,-1.0,24.969216,56.762368,12.88192,92.545024,159.035392,643.350528,-1.0,10573.601776448104,343.4844444444445,40.96000000000001,-1.0,15.712439330286772,49.398595538711774,133.78777777777776
2024-03-07 13:30:48,4.959844657934221,38.48104106206636,0.7649781513751218,2.5890684999997875,5.713473866666163,0.25999816665110603,-1.0,24.9856,56.85248,12.685312,92.545024,159.035392,643.350528,-1.0,3395.8736702713936,343.4844444444445,40.96000000000001,-1.0,40.591252307961966,96.17459731068229,133.78777777777776
2024-03-07 13:30:53,4.959844657934221,38.48104106206636,0.7649781513751218,1.3701975666663202,6.057469833334039,0.4136655666722315,-1.0,24.9856,56.85248,12.685312,92.545024,159.17056,643.350528,-1.0,3395.8736702713936,392.04,6.760000000000001,-1.0,40.591252307961966,96.17459731068229,209.28444444444446
2024-03-07 13:30:58,4.959844657934221,38.48104106206636,0.7649781513751218,1.3701975666663202,6.057469833334039,0.4136655666722315,-1.0,24.9856,56.85248,12.685312,92.545024,159.17056,643.350528,-1.0,3395.8736702713936,392.04,6.760000000000001,-1.0,40.591252307961966,96.17459731068229,209.28444444444446
2024-03-07 13:31:03,4.959844657934221,38.48104106206636,0.7649781513751218,1.3701975666663202,6.057469833334039,0.4136655666722315,-1.0,24.9856,56.85248,12.685312,92.545024,159.17056,643.350528,-1.0,3395.8736702713936,392.04,6.760000000000001,-1.0,40.591252307961966,96.17459731068229,209.28444444444446
2024-03-07 13:31:08,4.959844657934221,38.48104106206636,0.7649781513751218,1.3701975666663202,6.057469833334039,0.4136655666722315,-1.0,24.9856,56.85248,12.685312,92.545024,159.17056,643.350528,-1.0,3395.8736702713936,392.04,6.760000000000001,-1.0,40.591252307961966,96.17459731068229,209.28444444444446
2024-03-07 13:31:13,4.959844657934221,38.48104106206636,0.7649781513751218,1.3701975666663202,6.057469833334039,0.4136655666722315,-1.0,24.9856,56.85248,12.685312,92.545024,159.17056,643.350528,-1.0,3395.8736702713936,392.04,6.760000000000001,-1.0,40.591252307961966,96.17459731068229,209.28444444444446
2024-03-07 13:31:18,5.382511599994663,26.668935233343905,1.0102209333316148,1.3701975666663202,6.057469833334039,0.4136655666722315,-1.0,25.001984,56.541184,12.439552,92.545024,159.17056,643.350528,-1.0,5022.084444444447,392.04,6.760000000000001,-1.0,82.20444444444448,212.18777777777788,209.28444444444446
2024-03-07 13:31:23,5.382511599994663,26.668935233343905,1.0102209333316148,2.109497033333696,4.380430633332821,0.2056487000118068,-1.0,25.001984,56.541184,12.439552,92.545024,159.285248,643.350528,-1.0,5022.084444444447,143.20111111111112,90.25,-1.0,82.20444444444448,212.18777777777788,77.44000000000001
