,timestamp,productcatalogservice-5ff5f57dc8-mpw5r&cpu_usage,productcatalogservice-5ff5f57dc8-mpw5r&mem_usage,productcatalogservice-5ff5f57dc8-mpw5r&mem_usage_rate,productcatalogservice-5ff5f57dc8-mpw5r&fs_usage,productcatalogservice-5ff5f57dc8-mpw5r&net_receive,productcatalogservice-5ff5f57dc8-mpw5r&net_trainsmit,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
13,1658458136,0.017445608,104.0859375,0.002289367,0.0,0.305037135,3.303748742,0.0615111111111111,0.0650505902191179,0.2170697305092906
14,1658458141,0.016704912,104.0859375,0.002136612,0.0,0.291955095,3.162061824,0.0615111111111111,0.0650505902191179,0.2170697305092906
15,1658458146,0.017564741,104.0429688,0.940986618,0.0,0.34187563,3.525922222,0.0605777777777777,0.0633044797930435,0.2171655484566479
16,1658458151,0.020342581,103.9765625,1.963020959,0.0,0.34187563,3.525922222,0.0605777777777777,0.0633044797930435,0.2171655484566479
17,1658458156,0.020414002,103.9765625,2.402037918,0.0,0.313621059,3.412690553,0.0605777777777777,0.0633044797930435,0.2171655484566479
18,1658458161,0.01982363,103.9609375,2.464386176,0.0,0.367408668,3.997984357,0.0626444444444444,0.0626457613309345,0.2171192182324187
19,1658458166,0.019882674,103.96875,2.02123726,0.0,0.367408668,3.997984357,0.0626444444444444,0.0626457613309345,0.2171192182324187
20,1658458171,0.020337252,103.96875,2.457570026,0.0,0.368343067,4.058719736,0.0626444444444444,0.0626457613309345,0.2171192182324187
21,1658458176,0.021311412,103.9648438,3.666325373,0.0,0.352415677,3.728915166,0.0605333333333333,0.0418681133349363,0.2171382846680779
22,1658458181,0.020728097,103.9648438,3.212821218,0.0,0.352415677,3.728915166,0.0605333333333333,0.0418681133349363,0.2171382846680779
23,1658458186,0.018006401,103.9648438,1.904537878,0.0,0.317521962,3.576582673,0.0605333333333333,0.0418681133349363,0.2171382846680779
24,1658458191,0.015804819,103.9648438,1.289072793,0.0,0.375344885,4.227902851,0.0615333333333333,0.0425824948002232,0.2171145427052029
25,1658458196,0.017297306,103.96875,1.49724299,0.0,0.375344885,4.227902851,0.0615333333333333,0.0425824948002232,0.2171145427052029
26,1658458201,0.016751149,103.9726563,1.173299375,0.0,0.306543125,3.452916514,0.0615333333333333,0.0425824948002232,0.2171145427052029
27,1658458206,0.017781315,103.9726563,1.034159231,0.0,0.271466404,3.077710415,0.0605777777777777,0.0416865776527736,0.2171400455809254
28,1658458211,0.016194056,103.9804688,1.296713622,0.0,0.347053065,4.52789683,0.0605777777777777,0.0416865776527736,0.2171400455809254
29,1658458216,0.015519066,103.9804688,1.172211332,0.0,0.338177492,4.628126852,0.0605777777777777,0.0416865776527736,0.2171400455809254
30,1658458221,0.016539647,103.9882813,0.971564467,0.0,0.346305785,3.690763506,0.0623111111111111,0.0442992623814175,0.2173660496367327
31,1658458226,0.017586677,103.9882813,0.000666985,0.0,0.346305785,3.690763506,0.0623111111111111,0.0442992623814175,0.2173660496367327
32,1658458231,0.017538143,104.0,0.000776329,0.0,0.337103951,3.504871484,0.0623111111111111,0.0442992623814175,0.2173660496367327
33,1658458236,0.016783833,104.0,0.000805264,0.0,0.370310747,4.43213992,0.0816222222222222,0.0521007694147802,0.2173592488698734
34,1658458241,0.018839329,104.140625,0.003587997,0.0,0.370310747,4.43213992,0.0816222222222222,0.0521007694147802,0.2173592488698734
35,1658458246,0.017740406,104.1445313,0.004177061,0.0,0.304934666,2.366283886,0.0816222222222222,0.0521007694147802,0.2173592488698734
36,1658458251,0.018148003,104.1132813,1.015673337,0.0,0.337799671,2.621315345,0.0900444444444444,0.0559470064554303,0.2174169339459124
37,1658458256,0.018098927,104.1132813,1.015643124,0.0,0.394380064,3.060377504,0.0900444444444444,0.0559470064554303,0.2174169339459124
38,1658458261,0.019051653,106.703125,1.643111412,0.0,0.385012941,3.281520435,0.0900444444444444,0.0559470064554303,0.2174169339459124
39,1658458266,0.02013768,107.6523438,1.141409378,0.0,0.385012941,3.281520435,0.0938888888888888,0.0552953257090876,0.2176513175180285
40,1658458271,0.020233867,107.8945313,1.148598123,0.0,0.387104078,3.968797881,0.0938888888888888,0.0552953257090876,0.2176513175180285
41,1658458276,0.020241536,106.1054688,1.085745282,0.0,0.387104078,3.968797881,0.0938888888888888,0.0552953257090876,0.2176513175180285
42,1658458281,0.018523641,106.1054688,1.402883767,0.0,0.348109783,2.80211416,0.0782666666666666,0.0480681386946617,0.2184978308286169
43,1658458286,0.020250689,106.1054688,1.637480828,0.0,0.348109783,2.80211416,0.0782666666666666,0.0480681386946617,0.2184978308286169
44,1658458291,0.020077332,106.1054688,1.186246272,0.0,0.348109783,2.80211416,0.0782666666666666,0.0480681386946617,0.2184978308286169
45,1658458296,0.020539801,106.1054688,1.218920691,0.0,0.290025155,3.024232354,0.0796444444444444,0.0459723237892599,0.2194639647705703
46,1658458301,0.020908279,106.1054688,0.232415264,0.0,0.360410641,4.442838763,0.0796444444444444,0.0459723237892599,0.2194639647705703
47,1658458306,0.01749969,106.1054688,0.268431258,0.0,0.360493561,4.677810341,0.0796444444444444,0.0459723237892599,0.2194639647705703
48,1658458311,0.019165032,106.1132813,0.152201751,0.0,0.360493561,4.677810341,0.0975777777777777,0.0495119138044497,0.2209830253466402
49,1658458316,0.019165032,106.1132813,0.152201751,0.0,0.360493561,4.677810341,0.0975777777777777,0.0495119138044497,0.2209830253466402
50,1658458321,0.018999463,106.1132813,0.000175933,0.0,0.296235555,4.487415786,0.0975777777777777,0.0495119138044497,0.2209830253466402
51,1658458326,0.019168232,106.1445313,0.000792218,0.0,0.264436976,4.005726672,0.1092666666666666,0.0496786080989622,0.2222567725467129
52,1658458331,0.018634677,106.2539063,0.003075071,0.0,0.37223678,4.661746202,0.1092666666666666,0.0496786080989622,0.2222567725467129
53,1658458336,0.018293746,106.2539063,0.003931116,0.0,0.37223678,4.661746202,0.1092666666666666,0.0496786080989622,0.2222567725467129
54,1658458341,0.019374761,212.3359375,1.093133462,0.0,0.358412001,4.025675456,0.1136666666666666,0.0521944432733104,0.2227042872945098
55,1658458346,0.019374761,212.3359375,1.093133462,0.0,0.358412001,4.025675456,0.1136666666666666,0.0521944432733104,0.2227042872945098
56,1658458351,0.016872563,212.3359375,1.479369445,0.0,0.358412001,4.025675456,0.1136666666666666,0.0521944432733104,0.2227042872945098
57,1658458356,0.017044787,212.3359375,1.529247202,0.0,12.69050667,9.219965486,0.2371333333333333,0.0582634865275375,0.223251141815359
58,1658458361,0.053825478,213.453125,1.409280857,0.0,15.46856495,8.370648872,0.2371333333333333,0.0582634865275375,0.223251141815359
59,1658458366,0.112612901,214.640625,1.295184023,0.0,13.55328776,7.563932292,0.2371333333333333,0.0582634865275375,0.223251141815359
60,1658458371,0.121162004,214.7265625,2.295262649,0.0,18.65090873,27.58036202,0.4426,0.0731026707066075,0.2235458821933517
61,1658458376,0.16033001,215.9257813,2.324593569,0.0,21.169308,31.36705359,0.4426,0.0731026707066075,0.2235458821933517
62,1658458381,0.178672756,215.953125,2.021140149,0.0,23.63277512,34.46926332,0.4426,0.0731026707066075,0.2235458821933517
63,1658458386,0.182104593,215.953125,1.615616301,0.0,25.14880621,36.25711762,0.6329333333333332,0.088572720336725,0.224387962861255
64,1658458391,0.204676581,214.4726563,2.082245169,0.0,22.53325349,31.2598455,0.6329333333333332,0.088572720336725,0.224387962861255
65,1658458396,0.20622664,214.5507813,2.081372492,0.0,27.42550146,42.03440357,0.6329333333333332,0.088572720336725,0.224387962861255
66,1658458401,0.23390975,214.5507813,3.553753131,0.0,25.04173408,49.71916238,0.7024222222222221,0.0945410832979494,0.2244484411093969
67,1658458406,0.236200732,215.6445313,2.3433976,0.021633978,25.04173408,49.71916238,0.7024222222222221,0.0945410832979494,0.2244484411093969
68,1658458411,0.229728004,215.6445313,2.342535996,0.023629326,24.85200764,48.76953966,0.7024222222222221,0.0945410832979494,0.2244484411093969
69,1658458416,0.235929142,215.734375,2.343208233,0.023944168,24.34406876,44.31039319,0.6864444444444444,0.0947280665812152,0.2244788016757332
70,1658458421,0.232437666,217.8164063,2.025085526,0.02208408,24.34406876,44.31039319,0.6864444444444444,0.0947280665812152,0.2244788016757332
71,1658458426,0.201290303,217.828125,1.073888148,0.02414465,24.34406876,44.31039319,0.6864444444444444,0.0947280665812152,0.2244788016757332
72,1658458431,0.210352532,217.828125,1.078694114,0.02472684,19.70178268,36.54825657,0.6770888888888889,0.0909617285694215,0.2245739516906311
73,1658458436,0.23047552,218.2226563,0.083041108,0.022104955,24.3696965,45.2075802,0.6770888888888889,0.0909617285694215,0.2245739516906311
74,1658458441,0.230584361,218.2226563,0.08233035,0.024246443,24.3696965,45.2075802,0.6770888888888889,0.0909617285694215,0.2245739516906311
75,1658458446,0.232625823,218.375,0.076470584,0.025697859,24.39488226,45.8272697,0.6563111111111111,0.0883083874611606,0.2245850029367775
76,1658458451,0.235745951,218.421875,0.064415463,0.0,24.39488226,45.8272697,0.6563111111111111,0.0883083874611606,0.2245850029367775
77,1658458456,0.230314817,218.3632813,1.117054701,0.0,24.46007156,47.09617255,0.6563111111111111,0.0883083874611606,0.2245850029367775
78,1658458461,0.237234759,218.3867188,1.117411275,0.0,24.46007156,47.09617255,0.652511111111111,0.0857509917690383,0.2246108701392961
79,1658458466,0.243111034,218.1757813,2.583967858,0.036252697,24.46007156,47.09617255,0.652511111111111,0.0857509917690383,0.2246108701392961
80,1658458471,0.225298374,218.1757813,2.362245026,0.036252697,20.93824646,41.39273017,0.652511111111111,0.0857509917690383,0.2246108701392961
81,1658458476,0.244211695,218.0859375,3.164015995,0.036252697,25.17608007,49.77048538,0.6678888888888888,0.0852247849607782,0.2245301717539742
82,1658458481,0.243762677,218.3398438,4.033384134,0.037594231,25.17608007,49.77048538,0.6678888888888888,0.0852247849607782,0.2245301717539742
83,1658458486,0.243398692,218.3398438,4.034267755,0.037594231,20.83502453,41.18867118,0.6678888888888888,0.0852247849607782,0.2245301717539742
84,1658458491,0.242792313,218.9648438,2.939973467,0.028117702,25.09650001,48.10063477,0.6696666666666666,0.0861511070919764,0.2246810030475329
85,1658458496,0.242574718,218.9648438,3.755984299,0.039036035,25.09650001,48.10063477,0.6696666666666666,0.0861511070919764,0.2246810030475329
86,1658458501,0.242574718,218.9648438,3.755984299,0.039036035,25.09650001,48.10063477,0.6696666666666666,0.0861511070919764,0.2246810030475329
87,1658458506,0.208540832,218.984375,2.474071407,0.033570339,25.24844734,46.81866925,0.6498666666666667,0.086782470931248,0.2247907868554049
88,1658458511,0.239981245,217.53125,3.276163166,0.0,25.27726906,51.19070137,0.6498666666666667,0.086782470931248,0.2247907868554049
89,1658458516,0.239202364,217.53125,2.700240151,0.0,24.87682653,51.35854744,0.6498666666666667,0.086782470931248,0.2247907868554049
90,1658458521,0.226978485,217.5039063,3.402375443,0.0,24.87682653,51.35854744,0.6697555555555554,0.0886378756350969,0.2247914547878643
91,1658458526,0.24490017,217.546875,3.318524238,0.034046993,25.66446112,50.63450324,0.6697555555555554,0.0886378756350969,0.2247914547878643
92,1658458531,0.24490017,217.546875,3.318524238,0.034046993,26.31910686,54.15640596,0.6697555555555554,0.0886378756350969,0.2247914547878643
93,1658458536,0.24417822,217.546875,4.398206518,0.034046993,26.31910686,54.15640596,0.6856,0.09045908409473,0.2247224755811483
94,1658458541,0.243833142,218.4453125,3.277107389,0.03371364,26.31910686,54.15640596,0.6856,0.09045908409473,0.2247224755811483
95,1658458546,0.243833142,218.4453125,3.277107389,0.03371364,25.85982535,52.27510667,0.6856,0.09045908409473,0.2247224755811483
96,1658458551,0.229831258,218.0273438,2.265332742,0.051551606,26.15801864,48.50709252,0.7016444444444444,0.0915194346290443,0.224619978309197
97,1658458556,0.248565012,217.6210938,3.722994376,0.037981287,26.8801656,50.52005828,0.7016444444444444,0.0915194346290443,0.224619978309197
98,1658458561,0.248228449,217.6289063,3.722950624,0.037981287,26.8801656,50.52005828,0.7016444444444444,0.0915194346290443,0.224619978309197
99,1658458566,0.246135677,217.7148438,3.02923792,0.037981287,26.8801656,50.52005828,0.6833777777777778,0.0893175074183569,0.224685071363422
100,1658458571,0.243683994,217.765625,2.359799432,0.0,25.5570404,49.55198425,0.6833777777777778,0.0893175074183569,0.224685071363422
101,1658458576,0.243490254,217.859375,2.361340258,0.0,25.5570404,49.55198425,0.6833777777777778,0.0893175074183569,0.224685071363422
102,1658458581,0.229943133,218.7382813,2.046228122,0.031246068,25.5570404,49.55198425,0.6839555555555555,0.0880968202574713,0.2247266653393027
103,1658458586,0.249808664,218.7382813,2.545893926,0.042722209,25.97763965,50.47084944,0.6839555555555555,0.0880968202574713,0.2247266653393027
104,1658458591,0.249808664,218.7382813,2.545893926,0.042722209,20.47265309,39.77544556,0.6839555555555555,0.0880968202574713,0.2247266653393027
105,1658458596,0.228342419,216.640625,2.813821586,0.031703105,18.30784979,35.56954144,0.7003555555555555,0.0895851284731849,0.2244406080832822
106,1658458601,0.256341109,215.296875,2.259830247,0.040097835,16.14304648,31.36363732,0.7003555555555555,0.0895851284731849,0.2244406080832822
107,1658458606,0.256341109,215.296875,2.259830247,0.040097835,25.84376923,49.2314702,0.7003555555555555,0.0895851284731849,0.2244406080832822
108,1658458611,0.259638973,215.9570313,2.558162979,0.029455405,25.84376923,49.2314702,0.6864666666666667,0.091408633744024,0.2244570027891038
109,1658458616,0.250793845,216.6171875,2.25033857,0.041716414,26.94617599,50.81535694,0.6864666666666667,0.091408633744024,0.2244570027891038
110,1658458621,0.260915051,216.6796875,2.249967864,0.041716414,27.02624555,49.61018063,0.6864666666666667,0.091408633744024,0.2244570027891038
111,1658458626,0.248124644,216.6796875,2.457603159,0.035650731,27.02624555,49.61018063,0.6817333333333333,0.0948608227767803,0.2235262692674985
112,1658458631,0.258391959,219.0585938,2.121677474,0.0,17.46685613,30.6132961,0.6817333333333333,0.0948608227767803,0.2235262692674985
113,1658458636,0.257382909,219.0585938,2.122743307,0.0,18.2716855,34.07981252,0.6817333333333333,0.0948608227767803,0.2235262692674985
114,1658458641,0.253836802,112.890625,0.114587306,0.0,20.43292813,38.11089895,0.6632666666666667,0.0942884199515279,0.2221534859000368
115,1658458646,0.254181739,113.1523438,0.083753938,0.033557273,25.93491156,48.37303725,0.6632666666666667,0.0942884199515279,0.2221534859000368
116,1658458651,0.254181739,113.1523438,0.083753938,0.033557273,21.58054797,40.25140585,0.6632666666666667,0.0942884199515279,0.2221534859000368
117,1658458656,0.244458882,113.15625,0.08038261,0.048388604,25.78517568,47.29349347,0.6768888888888888,0.0953403599988803,0.2208987444144907
118,1658458661,0.250093879,113.1992188,1.013503178,0.034168402,25.78517568,47.29349347,0.6768888888888888,0.0953403599988803,0.2208987444144907
119,1658458666,0.256425694,113.1992188,1.014096937,0.034168402,24.99355002,47.1161239,0.6768888888888888,0.0953403599988803,0.2208987444144907
120,1658458671,0.233384331,113.1992188,1.306145039,0.045406451,20.33496058,38.33407104,0.6944666666666667,0.0945642185620463,0.2201405196308082
121,1658458673,0.250046796,227.6835938,3.955772547,0.0,3.600833345,14.19260497,0.6944666666666667,0.0945642185620463,0.2201405196308082
122,1658458678,0.251093903,227.1953125,5.518981303,0.0,3.644071435,14.46882809,0.6944666666666667,0.0945642185620463,0.2201405196308082
123,1658458683,0.211735221,227.1953125,4.187864281,0.0,3.644071435,14.46882809,0.6944666666666667,0.0945642185620463,0.2201405196308082
124,1658458688,0.213071888,227.2578125,4.294563198,0.006966461,3.666139956,15.41134291,0.7186222222222222,0.0940447737976316,0.2234645158755705
125,1658458693,0.24777314,226.640625,6.274604993,0.008975338,3.250361296,14.49469133,0.7186222222222222,0.0940447737976316,0.2234645158755705
126,1658458698,0.24777314,226.640625,6.620898149,0.009625679,3.243894235,14.46585206,0.7186222222222222,0.0940447737976316,0.2234645158755705
127,1658458703,0.251342816,226.5742188,7.153390967,0.007977627,3.815415097,15.61474593,0.7362666666666666,0.0939345976653622,0.2238096547936814
128,1658458708,0.252356524,226.65625,9.372805986,0.007861074,3.830330941,15.79741037,0.7362666666666666,0.0939345976653622,0.2238096547936814
129,1658458713,0.229050337,226.65625,8.480261789,0.009177414,3.830330941,15.79741037,0.7362666666666666,0.0939345976653622,0.2238096547936814
130,1658458718,0.249982672,227.7929688,6.32892181,0.007634071,3.841874119,14.7152907,0.7109333333333333,0.0951345551071494,0.223959939597046
131,1658458723,0.234277002,227.7929688,5.469832009,0.006307355,3.89260758,14.30569385,0.7109333333333333,0.0951345551071494,0.223959939597046
132,1658458728,0.217261886,227.7929688,5.469682399,0.0,3.89260758,14.30569385,0.7109333333333333,0.0951345551071494,0.223959939597046
133,1658458733,0.227952172,226.5742188,7.224624878,0.004250638,3.89260758,14.30569385,0.7116222222222222,0.1344848510506485,0.224168213082113
134,1658458738,0.25271192,226.5742188,7.022403479,0.004250638,3.886099976,12.21743993,0.7116222222222222,0.1344848510506485,0.224168213082113
135,1658458743,0.252798672,226.5742188,6.262444714,0.007120719,3.886099976,12.21743993,0.7116222222222222,0.1344848510506485,0.224168213082113
136,1658458748,0.232245456,227.1757813,5.121443605,0.007853913,3.831628325,11.7632083,0.7067777777777777,0.1547163955932819,0.2244315606345139
137,1658458753,0.24835177,227.1796875,3.678354309,0.008539307,3.831628325,11.7632083,0.7067777777777777,0.1547163955932819,0.2244315606345139
138,1658458758,0.233684727,227.1796875,3.678354309,0.008539307,3.710948373,11.92648337,0.7067777777777777,0.1547163955932819,0.2244315606345139
139,1658458763,0.216076797,227.8007813,3.97013243,0.01057029,3.636246766,11.76789497,0.7340888888888888,0.172217526063393,0.224352926767703
140,1658458768,0.255156567,228.53125,3.515187834,0.009781852,3.636246766,11.76789497,0.7340888888888888,0.172217526063393,0.224352926767703
141,1658458773,0.235981565,228.53125,3.515376597,0.007703511,3.686818946,15.26088637,0.7340888888888888,0.172217526063393,0.224352926767703
142,1658458778,0.225045853,228.6210938,0.053342091,0.003255873,3.625436129,17.42450624,0.7028222222222222,0.1505339983654388,0.2243637351293187
143,1658458783,0.245963846,228.7382813,0.045561791,0.0,3.625436129,17.42450624,0.7028222222222222,0.1505339983654388,0.2243637351293187
144,1658458788,0.245963846,228.7382813,0.044812484,0.0,3.625436129,17.42450624,0.7028222222222222,0.1505339983654388,0.2243637351293187
145,1658458793,0.238088482,228.7382813,0.049562452,0.0,2.873490464,13.81051844,0.7050444444444444,0.1492955762184683,0.2243612455628791
146,1658458798,0.245562567,229.0273438,0.042541226,0.003691425,3.647818846,14.36693936,0.7050444444444444,0.1492955762184683,0.2243612455628791
147,1658458803,0.22028095,228.8320313,1.025858421,0.006918267,3.647818846,14.36693936,0.7050444444444444,0.1492955762184683,0.2243612455628791
148,1658458808,0.220521667,228.8320313,1.454091373,0.008896134,3.647818846,14.36693936,0.673911111111111,0.1457918871251207,0.2244635606714324
149,1658458813,0.229309,229.0585938,1.049951754,0.008097104,3.649878058,14.99310454,0.673911111111111,0.1457918871251207,0.2244635606714324
150,1658458818,0.239921922,229.25,1.053849382,0.00660853,3.582962988,11.45911387,0.673911111111111,0.1457918871251207,0.2244635606714324
151,1658458823,0.21870154,229.25,1.055456017,0.00831409,3.582962988,11.45911387,0.7015111111111111,0.1477623946823852,0.2244175947739992
152,1658458828,0.243434972,229.1289063,3.985575032,0.00831409,3.484387102,12.30209695,0.7015111111111111,0.1477623946823852,0.2244175947739992
153,1658458833,0.24116734,229.1484375,3.464617728,0.009088121,2.399467195,11.0715687,0.7015111111111111,0.1477623946823852,0.2244175947739992
154,1658458838,0.226361561,229.1484375,4.786040719,0.003931219,2.777056742,12.62101063,0.6662888888888888,0.1453821048617524,0.2244800160983867
155,1658458843,0.237054958,229.3632813,2.472704593,0.003515892,3.072845985,13.96529688,0.6662888888888888,0.1453821048617524,0.2244800160983867
156,1658458848,0.211458341,229.3632813,2.47266081,0.0,3.43097664,16.25926084,0.6662888888888888,0.1453821048617524,0.2244800160983867
157,1658458853,0.206417707,229.3632813,2.472282407,0.0,3.43097664,16.25926084,0.6545555555555554,0.1463145692559988,0.2246901112174338
158,1658458858,0.226312842,227.9804688,6.094815061,0.006605326,3.361476859,15.9404564,0.6545555555555554,0.1463145692559988,0.2246901112174338
159,1658458863,0.226312842,227.9804688,6.389556042,0.007675167,3.333550972,15.43359176,0.6545555555555554,0.1463145692559988,0.2246901112174338
160,1658458868,0.223407138,228.2382813,4.959667148,0.006848225,3.333550972,15.43359176,0.6338444444444444,0.1457685567302372,0.2241681523609803
161,1658458873,0.222218419,228.265625,4.0321882,0.007075184,3.373383441,15.76436201,0.6338444444444444,0.1457685567302372,0.2241681523609803
162,1658458878,0.222218419,228.265625,4.032588943,0.008655993,2.85865198,13.35893932,0.6338444444444444,0.1457685567302372,0.2241681523609803
163,1658458883,0.208234198,228.7773438,3.52208035,0.007707755,3.421779717,14.67958499,0.6499777777777778,0.1483480767600201,0.2233111342944395
164,1658458888,0.221679216,229.3945313,5.35821872,0.007511022,3.310787222,14.07483856,0.6499777777777778,0.1483480767600201,0.2233111342944395
165,1658458893,0.201377128,229.3945313,4.033617733,0.007252257,3.310787222,14.07483856,0.6499777777777778,0.1483480767600201,0.2233111342944395
166,1658458898,0.204587074,230.7851563,3.231883146,0.006434874,3.255631818,13.29738268,0.6552444444444444,0.1473419367605749,0.2222115353028718
167,1658458903,0.21964149,230.7851563,1.72720823,0.002479721,3.255631818,13.29738268,0.6552444444444444,0.1473419367605749,0.2222115353028718
168,1658458908,0.201366062,230.734375,2.701247046,0.0,3.253593396,12.93270824,0.6552444444444444,0.1473419367605749,0.2222115353028718
169,1658458913,0.205870376,231.03125,2.989231995,0.002881026,2.69341951,10.70607308,0.669311111111111,0.1483151467178294,0.2213176595087988
170,1658458918,0.217023977,231.03125,3.679627049,0.006635482,3.527343224,12.23130015,0.669311111111111,0.1483151467178294,0.2213176595087988
171,1658458923,0.193954511,230.9570313,3.767306969,0.006635482,3.525713281,12.22679921,0.669311111111111,0.1483151467178294,0.2213176595087988
172,1658458928,0.182707248,230.6914063,7.37987415,0.007273217,3.525713281,12.22679921,0.6602,0.1451043021085718,0.2212283387226374
173,1658458933,0.218435072,230.6914063,7.210001716,0.006113985,3.342450977,12.27693474,0.6602,0.1451043021085718,0.2212283387226374
174,1658458938,0.218435072,230.6914063,6.458891068,0.00659923,3.342450977,12.27693474,0.6602,0.1451043021085718,0.2212283387226374
175,1658458943,0.21869383,229.6367188,8.153188547,0.008182293,3.390333244,13.00384659,0.6537555555555554,0.1446199895519231,0.2212415759295601
176,1658458948,0.203810682,228.5742188,9.661004137,0.006667065,3.390333244,13.00384659,0.6537555555555554,0.1446199895519231,0.2212415759295601
177,1658458953,0.197817903,228.5742188,9.661004137,0.005881079,3.390333244,13.00384659,0.6537555555555554,0.1446199895519231,0.2212415759295601
178,1658458958,0.197136032,228.671875,10.90885969,0.002923111,2.528801154,12.13519097,0.6187333333333334,0.140692090395593,0.2212220237248395
179,1658458963,0.172139752,228.6992188,8.449276602,0.0,9.023740944,13.59840635,0.6187333333333334,0.140692090395593,0.2212220237248395
180,1658458968,0.18064324,228.6992188,7.212187708,0.0,9.023740944,13.59840635,0.6187333333333334,0.140692090395593,0.2212220237248395
181,1658458973,0.189181725,229.0585938,4.429669379,0.003785784,7.896446598,14.58941754,0.5988888888888888,0.1417352862249521,0.2212511698685223
182,1658458978,0.206104009,229.4648438,3.39338233,0.003785784,9.909685082,15.49136189,0.5988888888888888,0.1417352862249521,0.2212511698685223
183,1658458983,0.206104009,229.4648438,3.39407532,0.006463521,9.909685082,15.49136189,0.5988888888888888,0.1417352862249521,0.2212511698685223
184,1658458988,0.207954925,229.46875,0.025431549,0.005395977,8.465761385,13.23414137,0.5997333333333333,0.1424171787809186,0.2203715635406274
185,1658458993,0.199834483,227.6289063,3.507365806,0.006900061,9.853780342,11.56693428,0.5997333333333333,0.1424171787809186,0.2203715635406274
186,1658458998,0.202721726,227.6289063,3.507365806,0.007399382,8.683911485,12.93280142,0.5997333333333333,0.1424171787809186,0.2203715635406274
187,1658459003,0.200227417,227.7929688,4.633783737,0.007399382,2.410321158,10.71503493,0.6234,0.1462663804788386,0.2195850427091195
188,1658459008,0.210362358,228.40625,5.96707896,0.005024265,2.967401295,13.19152364,0.6234,0.1462663804788386,0.2195850427091195
189,1658459013,0.210464569,228.234375,7.111765107,0.002846304,2.973129822,16.03379495,0.6234,0.1462663804788386,0.2195850427091195
190,1658459018,0.208215425,228.234375,7.777107966,0.002846304,2.973129822,16.03379495,0.6114444444444445,0.144895858305134,0.2195005188924392
191,1658459023,0.209539045,228.953125,8.097675665,0.0,3.050728081,15.22632669,0.6114444444444445,0.144895858305134,0.2195005188924392
192,1658459028,0.202298075,228.3945313,8.270212637,0.0,3.050728081,15.22632669,0.6114444444444445,0.144895858305134,0.2195005188924392
193,1658459033,0.184791493,228.4296875,7.556840796,0.0,2.982458174,20.6621591,0.5831777777777777,0.1429376699875687,0.2195200710971598
194,1658459038,0.183093078,228.0664063,7.815192944,0.002056406,2.1959591,15.21337556,0.5831777777777777,0.1429376699875687,0.2195200710971598
195,1658459043,0.188104144,228.28125,7.383052282,0.005176375,2.761737684,13.61865651,0.5831777777777777,0.1429376699875687,0.2195200710971598
196,1658459048,0.170412019,228.28125,7.676751322,0.005910994,2.761737684,13.61865651,0.5483777777777777,0.1387500527968415,0.2196607619615622
197,1658459053,0.176119563,228.28125,6.285569279,0.0057231,2.75185799,13.70275626,0.5483777777777777,0.1387500527968415,0.2196607619615622
