,timestamp,currencyservice-588fc9584d-cl9dm&cpu_usage,currencyservice-588fc9584d-cl9dm&mem_usage,currencyservice-588fc9584d-cl9dm&mem_usage_rate,currencyservice-588fc9584d-cl9dm&fs_usage,currencyservice-588fc9584d-cl9dm&net_receive,currencyservice-588fc9584d-cl9dm&net_trainsmit,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
1410,1658465094,0.3297885,174.0,4.152045213,0.061882043,84.81469258,415.0644182,0.7803777777777777,0.157028519896434,0.2158851826531139
1411,1658465099,0.330324949,174.1289063,3.680268155,0.061882043,109.7693917,537.1872172,0.7803777777777777,0.157028519896434,0.2158851826531139
1412,1658465104,0.286695151,174.1289063,3.680268155,0.290181587,109.0524672,533.3809066,0.7803777777777777,0.157028519896434,0.2158851826531139
1413,1658465109,0.299563113,173.9921875,4.825891043,0.268491807,109.0524672,533.3809066,0.768511111111111,0.1561112442382272,0.2161575169331504
1414,1658465114,0.329823642,174.1484375,3.785779761,0.337581978,109.0524672,533.3809066,0.768511111111111,0.1561112442382272,0.2161575169331504
1415,1658465119,0.330582845,174.1484375,4.152019513,0.337581978,109.7542961,523.0218464,0.768511111111111,0.1561112442382272,0.2161575169331504
1416,1658465124,0.327510638,174.1484375,3.411694559,0.254011047,109.7542961,523.0218464,0.7879333333333333,0.1561578925101895,0.2163220104815604
1417,1658465129,0.329724169,174.1484375,2.85345881,0.305416043,107.7400211,514.021627,0.7879333333333333,0.1561578925101895,0.2163220104815604
1418,1658465134,0.329359089,173.9921875,3.715492593,0.250811402,107.7400211,514.021627,0.7879333333333333,0.1561578925101895,0.2163220104815604
1419,1658465139,0.329440746,173.9921875,3.388204822,0.189725558,84.47535923,403.0272237,0.767,0.1549859718869919,0.2165275515156571
1420,1658465144,0.303402545,173.5273438,4.950357059,0.0,75.49702414,360.1920881,0.767,0.1549859718869919,0.2165275515156571
1421,1658465149,0.323320436,173.5273438,4.521449443,0.0,106.7125946,525.4323525,0.767,0.1549859718869919,0.2165275515156571
1422,1658465154,0.322330554,173.5234375,5.374841507,0.184676556,106.7125946,525.4323525,0.751511111111111,0.1535037051645686,0.2165105495985088
1423,1658465159,0.327878339,173.5234375,5.017383434,0.184676556,107.3331153,531.397448,0.751511111111111,0.1535037051645686,0.2165105495985088
1424,1658465164,0.32845428,173.0546875,6.019068348,0.300375132,107.0660938,543.9294353,0.751511111111111,0.1535037051645686,0.2165105495985088
1425,1658465169,0.308031694,173.0625,6.785722125,0.259752384,107.0660938,543.9294353,0.7582666666666666,0.1545072225270125,0.2165474680471737
1426,1658465174,0.306881818,173.0664063,4.682362871,0.279027909,107.0660938,543.9294353,0.7582666666666666,0.1545072225270125,0.2165474680471737
1427,1658465179,0.334949665,173.0585938,5.508046576,0.279027909,77.17483364,375.5686238,0.7582666666666666,0.1545072225270125,0.2165474680471737
1428,1658465184,0.335762358,173.2617188,3.619841104,0.262138957,86.28805195,419.9177814,0.7672222222222221,0.1544660562848663,0.216721555534546
1429,1658465189,0.335579206,173.2617188,3.620288146,0.303239597,109.3586198,532.1898913,0.7672222222222221,0.1544660562848663,0.216721555534546
1430,1658465194,0.342253688,173.2617188,3.336988709,0.26120655,88.13438998,428.9029207,0.7672222222222221,0.1544660562848663,0.216721555534546
1431,1658465199,0.342853311,173.2617188,3.036472557,0.054537664,79.02117167,384.5537631,0.8052888888888888,0.1555245857792641,0.2167493050921774
1432,1658465204,0.342853311,172.65625,3.367750589,0.0,109.1753328,534.0567568,0.8052888888888888,0.1555245857792641,0.2167493050921774
1433,1658465209,0.335244005,172.65625,3.851828642,0.0,109.058201,529.030928,0.8052888888888888,0.1555245857792641,0.2167493050921774
1434,1658465214,0.327450458,172.6601563,4.678256849,0.258326062,109.058201,529.030928,0.7960666666666667,0.1539340101521742,0.2168029825734599
1435,1658465219,0.323644176,172.671875,3.575888813,0.258326062,105.9994711,527.8500218,0.7960666666666667,0.1539340101521742,0.2168029825734599
1436,1658465224,0.321368761,172.671875,3.814489156,0.286199338,105.9994711,527.8500218,0.7960666666666667,0.1539340101521742,0.2168029825734599
1437,1658465229,0.321368761,172.71875,2.722574162,0.342871504,105.9994711,527.8500218,0.7791111111111111,0.153902580089938,0.216796485412264
1438,1658465234,0.314471663,172.7617188,2.838139618,0.250180913,107.5367806,510.2053138,0.7791111111111111,0.153902580089938,0.216796485412264
1439,1658465239,0.288210057,172.7617188,3.001915332,0.252801098,74.38863621,338.1245831,0.7791111111111111,0.153902580089938,0.216796485412264
1440,1658465244,0.313765426,172.8632813,0.997845864,0.312349454,68.12392578,309.6490967,0.7424444444444445,0.1525739181929376,0.2167502766303001
1441,1658465249,0.313765426,173.6289063,0.022207775,0.261020178,103.7735478,512.690369,0.7424444444444445,0.1525739181929376,0.2167502766303001
1442,1658465254,0.303916487,173.6289063,0.022207775,0.274741908,103.7735478,512.690369,0.7424444444444445,0.1525739181929376,0.2167502766303001
1443,1658465259,0.289882103,173.6367188,0.018097255,0.264415189,101.099682,483.3065716,0.7358222222222222,0.1514348536956989,0.2167488800442487
1444,1658465264,0.311235901,173.6367188,0.023267861,0.0,101.6056385,475.0968333,0.7358222222222222,0.1514348536956989,0.2167488800442487
1445,1658465269,0.3113794,173.6171875,0.840288859,0.0,101.6056385,475.0968333,0.7358222222222222,0.1514348536956989,0.2167488800442487
1446,1658465274,0.307310655,173.71875,0.842044188,0.053026394,87.15985687,407.5499411,0.7168222222222222,0.1497915258055958,0.2168495556822198
1447,1658465279,0.307310655,175.6875,0.886489615,0.053026394,96.21470717,481.3146544,0.7168222222222222,0.1497915258055958,0.2168495556822198
1448,1658465284,0.28490733,175.6835938,1.797937278,0.228357534,96.21470717,481.3146544,0.7168222222222222,0.1497915258055958,0.2168495556822198
1449,1658465289,0.298809231,175.6835938,2.300586995,0.246269404,96.21470717,481.3146544,0.7001555555555554,0.149246379666899,0.2167980641617135
1450,1658465294,0.298809231,175.5820313,4.569874747,0.239636212,92.57583734,464.3471042,0.7001555555555554,0.149246379666899,0.2167980641617135
1451,1658465299,0.265195799,173.5703125,4.509896089,0.239636212,92.57583734,464.3471042,0.7001555555555554,0.149246379666899,0.2167980641617135
1452,1658465302,0.220510833,165.9882813,1.965463444,0.196236582,73.80207214,384.6483726,0.671311111111111,0.1500562429694948,0.2194648755875604
1453,1658465307,0.284997857,165.9882813,1.965463444,0.0,98.73024575,482.9132273,0.671311111111111,0.1500562429694948,0.2194648755875604
1454,1658465312,0.274420396,165.5390625,2.809533629,0.0,98.73024575,482.9132273,0.671311111111111,0.1500562429694948,0.2194648755875604
1455,1658465317,0.284124602,165.0429688,4.525301664,0.0,97.67521605,470.114529,0.6741777777777777,0.1544270686844225,0.2185807758958477
1456,1658465322,0.285490895,165.0429688,4.708045023,0.239140849,97.67521605,470.114529,0.6741777777777777,0.1544270686844225,0.2185807758958477
1457,1658465327,0.259863155,164.9921875,7.490523054,0.246545021,76.57818334,368.5737084,0.6741777777777777,0.1544270686844225,0.2185807758958477
1458,1658465332,0.253843765,164.9882813,8.177204036,0.230719322,75.01259901,346.1844952,0.6836444444444444,0.1736235270933921,0.217875439218723
1459,1658465337,0.227475808,164.9882813,8.597462048,0.310469052,96.3489191,468.0076532,0.6836444444444444,0.1736235270933921,0.217875439218723
1460,1658465342,0.217219746,165.3164063,6.53902102,0.225759406,92.83255034,471.6970965,0.6836444444444444,0.1736235270933921,0.217875439218723
1461,1658465347,0.217219746,165.3164063,7.389809323,0.215984639,94.52987446,480.6967485,0.6951555555555554,0.1736349805600973,0.2178658452797607
1462,1658465352,0.27266567,165.7773438,6.419596608,0.295864033,94.52987446,480.6967485,0.6951555555555554,0.1736349805600973,0.2178658452797607
1463,1658465357,0.273743943,165.9804688,4.32882811,0.295864033,94.52987446,480.6967485,0.6951555555555554,0.1736349805600973,0.2178658452797607
1464,1658465362,0.27278829,165.9804688,4.313641891,0.159341593,94.45417553,484.7729979,0.664311111111111,0.1675300543372418,0.2180608815579051
1465,1658465367,0.268539786,166.1640625,4.051743052,0.0,65.25676559,338.4303052,0.664311111111111,0.1675300543372418,0.2180608815579051
1466,1658465372,0.266163253,166.09375,2.69994816,0.0,73.27504482,380.0141727,0.664311111111111,0.1675300543372418,0.2180608815579051
