,timestamp,frontend-875b86bb8-wvlvq&cpu_usage,frontend-875b86bb8-wvlvq&cpu_limit,frontend-875b86bb8-wvlvq&mem_usage,frontend-875b86bb8-wvlvq&mem_usage_rate,frontend-875b86bb8-wvlvq&mem_limit,frontend-875b86bb8-wvlvq&fs_usage,frontend-875b86bb8-wvlvq&net_receive,frontend-875b86bb8-wvlvq&net_trainsmit,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
68,1658458411,0.983007936,0.5,151.1640625,4.276073253,2560.0,0.076074978,89.25665486,422.552165,0.7024222222222221,0.0945410832979494,0.2244484411093969
69,1658458416,1.010290078,0.5,150.9882813,5.441728729,2560.0,0.063216518,85.78286206,417.9793377,0.6864444444444444,0.0947280665812152,0.2244788016757332
70,1658458421,1.006025272,0.5,150.9882813,5.442058961,2560.0,0.052126249,85.78286206,417.9793377,0.6864444444444444,0.0947280665812152,0.2244788016757332
71,1658458426,1.002568014,0.5,154.6328125,4.395836282,2560.0,0.0,85.78286206,417.9793377,0.6864444444444444,0.0947280665812152,0.2244788016757332
72,1658458431,0.950112752,0.5,154.6328125,3.917888097,2560.0,0.0,68.98764995,336.1442081,0.6770888888888889,0.0909617285694215,0.2245739516906311
73,1658458436,0.941548225,0.5,158.0898438,3.206788172,2560.0,0.163898014,86.13067049,417.9063201,0.6770888888888889,0.0909617285694215,0.2245739516906311
74,1658458441,0.941548225,0.5,158.0898438,3.206788172,2560.0,0.163898014,86.23301426,416.0457861,0.6770888888888889,0.0909617285694215,0.2245739516906311
75,1658458446,0.951412182,0.5,154.765625,4.573012289,2560.0,0.177078251,86.31939448,414.4754575,0.6563111111111111,0.0883083874611606,0.2245850029367775
76,1658458451,0.854469363,0.5,155.078125,4.332951887,2560.0,0.177078251,86.31939448,414.4754575,0.6563111111111111,0.0883083874611606,0.2245850029367775
77,1658458456,1.012749378,0.5,155.2304688,4.655202359,2560.0,0.226873998,86.31939448,414.4754575,0.6563111111111111,0.0883083874611606,0.2245850029367775
78,1658458461,0.950304822,0.5,155.2304688,3.677267144,2560.0,0.254727388,87.32786187,413.7899476,0.652511111111111,0.0857509917690383,0.2246108701392961
79,1658458466,1.01134356,0.5,158.8632813,2.786125637,2560.0,0.211369139,87.32786187,413.7899476,0.652511111111111,0.0857509917690383,0.2246108701392961
80,1658458471,1.018927643,0.5,158.8632813,3.199492267,2560.0,0.230815286,60.51005028,280.9067303,0.652511111111111,0.0857509917690383,0.2246108701392961
81,1658458476,1.020085611,0.5,158.9882813,3.479496264,2560.0,0.042403093,67.91868821,315.2999632,0.6678888888888888,0.0852247849607782,0.2245301717539742
82,1658458481,1.02194304,0.5,160.0195313,2.788342548,2560.0,0.042403093,69.92050218,324.5930148,0.6678888888888888,0.0852247849607782,0.2245301717539742
83,1658458486,0.963280279,0.5,160.0195313,1.307922284,2560.0,0.0,91.9862381,436.86424,0.6678888888888888,0.0852247849607782,0.2245301717539742
84,1658458491,0.98083679,0.5,161.0429688,1.084217378,2560.0,0.180345756,91.9862381,436.86424,0.6696666666666666,0.0861511070919764,0.2246810030475329
85,1658458496,0.839485211,0.5,161.0429688,0.127923409,2560.0,0.224626787,91.9862381,436.86424,0.6696666666666666,0.0861511070919764,0.2246810030475329
86,1658458501,1.030698829,0.5,159.6015625,1.694672564,2560.0,0.224626787,90.97994892,451.0645396,0.6696666666666666,0.0861511070919764,0.2246810030475329
87,1658458506,0.977017241,0.5,159.640625,1.653224552,2560.0,0.272990034,90.97994892,451.0645396,0.6498666666666667,0.086782470931248,0.2247907868554049
88,1658458511,0.952239079,0.5,159.640625,2.324656221,2560.0,0.250136092,90.97994892,451.0645396,0.6498666666666667,0.086782470931248,0.2247907868554049
89,1658458516,1.036735364,0.5,157.65625,2.788313325,2560.0,0.211258675,91.86062269,444.3087558,0.6498666666666667,0.086782470931248,0.2247907868554049
90,1658458521,1.045113481,0.5,157.703125,2.788603068,2560.0,0.191611124,64.07262758,310.8885685,0.6697555555555554,0.0886378756350969,0.2247914547878643
91,1658458526,1.053043081,0.5,157.703125,3.731639817,2560.0,0.258960766,71.55228642,347.1808281,0.6697555555555554,0.0886378756350969,0.2247914547878643
92,1658458531,1.063534341,0.5,161.4296875,2.702937856,2560.0,0.197476416,91.98552655,446.2220457,0.6697555555555554,0.0886378756350969,0.2247914547878643
93,1658458536,0.920443283,0.5,161.4960938,1.25404433,2560.0,0.149499393,91.98552655,446.2220457,0.6856,0.09045908409473,0.2247224755811483
94,1658458541,0.968272062,0.5,161.4960938,1.560931625,2560.0,0.0,91.98552655,446.2220457,0.6856,0.09045908409473,0.2247224755811483
95,1658458546,1.083530912,0.5,162.5585938,1.197276563,2560.0,0.0,94.50960962,448.2377342,0.6856,0.09045908409473,0.2247224755811483
96,1658458551,1.003468161,0.5,162.5585938,0.135261632,2560.0,0.0,94.50960962,448.2377342,0.7016444444444444,0.0915194346290443,0.224619978309197
97,1658458556,1.031301798,0.5,162.5585938,0.142379862,2560.0,0.0,94.50960962,448.2377342,0.7016444444444444,0.0915194346290443,0.224619978309197
98,1658458561,1.07551241,0.5,156.15625,3.226223567,2560.0,0.196723779,80.07071277,386.8972951,0.7016444444444444,0.0915194346290443,0.224619978309197
99,1658458566,1.097444334,0.5,156.1953125,3.226092814,2560.0,0.245470936,94.04738624,446.7904176,0.6833777777777778,0.0893175074183569,0.224685071363422
100,1658458571,1.097444334,0.5,156.1953125,3.226092814,2560.0,0.245470936,94.04738624,446.7904176,0.6833777777777778,0.0893175074183569,0.224685071363422
101,1658458576,1.081857544,0.5,157.2070313,3.999894395,2560.0,0.23376735,92.92495891,437.5508981,0.6833777777777778,0.0893175074183569,0.224685071363422
102,1658458581,1.067975077,0.5,158.1367188,2.983467796,2560.0,0.261872611,89.76739529,429.9624057,0.6839555555555555,0.0880968202574713,0.2247266653393027
