,timestamp,shippingservice-589dc45c5d-sfzzg&cpu_usage,shippingservice-589dc45c5d-sfzzg&mem_usage,shippingservice-589dc45c5d-sfzzg&mem_usage_rate,shippingservice-589dc45c5d-sfzzg&fs_usage,shippingservice-589dc45c5d-sfzzg&net_receive,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
22,1658458181,0.017717633,128.53125,0.0039363,0.0,0.347582149,0.0605333333333333,0.0418681133349363,0.2171382846680779
23,1658458186,0.017798739,128.53125,0.004192146,0.0,0.2015625,0.0605333333333333,0.0418681133349363,0.2171382846680779
24,1658458191,0.017800616,128.5976563,0.00521389,0.0,0.336743395,0.0615333333333333,0.0425824948002232,0.2171145427052029
25,1658458196,0.019482078,128.5585938,0.360997889,0.0,0.336743395,0.0615333333333333,0.0425824948002232,0.2171145427052029
26,1658458201,0.018832886,128.5585938,0.522599474,0.0,0.336743395,0.0615333333333333,0.0425824948002232,0.2171145427052029
27,1658458206,0.019239971,128.4960938,1.642252018,0.0,0.336537886,0.0605777777777777,0.0416865776527736,0.2171400455809254
28,1658458211,0.017351052,128.4960938,2.054377047,0.0,0.33969301,0.0605777777777777,0.0416865776527736,0.2171400455809254
29,1658458216,0.017551108,128.5,1.79335596,0.0,0.33969301,0.0605777777777777,0.0416865776527736,0.2171400455809254
30,1658458221,0.018026881,128.5,1.791965346,0.0,0.35164975,0.0623111111111111,0.0442992623814175,0.2173660496367327
31,1658458226,0.015937641,128.5,1.401840403,0.0,0.266246758,0.0623111111111111,0.0442992623814175,0.2173660496367327
32,1658458231,0.013008311,128.5039063,1.609069247,0.0,0.2966345,0.0623111111111111,0.0442992623814175,0.2173660496367327
33,1658458236,0.016817593,128.65625,1.457384227,0.0,0.330510769,0.0816222222222222,0.0521007694147802,0.2173592488698734
34,1658458241,0.016887462,128.65625,1.457386199,0.0,0.330510769,0.0816222222222222,0.0521007694147802,0.2173592488698734
35,1658458246,0.017381941,128.65625,1.457504843,0.0,0.330510769,0.0816222222222222,0.0521007694147802,0.2173592488698734
36,1658458251,0.017392543,128.65625,0.004747323,0.0,0.185229492,0.0900444444444444,0.0559470064554303,0.2174169339459124
37,1658458256,0.017905901,129.625,0.022027145,0.0,0.374853995,0.0900444444444444,0.0559470064554303,0.2174169339459124
38,1658458261,0.01784031,129.625,0.027687374,0.0,0.374853995,0.0900444444444444,0.0559470064554303,0.2174169339459124
39,1658458266,0.017911068,129.75,0.027011885,0.0,0.360428361,0.0938888888888888,0.0552953257090876,0.2176513175180285
40,1658458271,0.017911068,129.75,0.027011885,0.0,0.350745504,0.0938888888888888,0.0552953257090876,0.2176513175180285
41,1658458276,0.016297436,129.6210938,1.218722756,0.0,0.356198,0.0938888888888888,0.0552953257090876,0.2176513175180285
42,1658458281,0.018267548,129.6210938,1.578736238,0.0,0.387067901,0.0782666666666666,0.0480681386946617,0.2184978308286169
43,1658458286,0.018245763,129.6210938,1.328162624,0.0,0.387067901,0.0782666666666666,0.0480681386946617,0.2184978308286169
44,1658458291,0.019123201,131.3007813,1.408961474,0.0,5.169808983,0.0782666666666666,0.0480681386946617,0.2184978308286169
45,1658458296,0.015902734,131.3007813,1.480227417,0.0,6.498806306,0.0796444444444444,0.0459723237892599,0.2194639647705703
46,1658458301,0.019565517,131.6835938,1.436325868,0.0,7.960104624,0.0796444444444444,0.0459723237892599,0.2194639647705703
47,1658458306,0.020611273,131.8125,1.62201913,0.0,6.703646332,0.0796444444444444,0.0459723237892599,0.2194639647705703
48,1658458311,0.020000722,130.421875,1.741485229,0.0,6.04030428,0.0975777777777777,0.0495119138044497,0.2209830253466402
49,1658458316,0.018220369,130.421875,1.791887943,0.0,6.293582976,0.0975777777777777,0.0495119138044497,0.2209830253466402
50,1658458321,0.018223494,130.4023438,1.796169997,0.0,6.293582976,0.0975777777777777,0.0495119138044497,0.2209830253466402
51,1658458326,0.017975735,130.4023438,0.894910731,0.0,5.954742507,0.1092666666666666,0.0496786080989622,0.2222567725467129
52,1658458331,0.019408249,195.6992188,2.107872845,0.0,5.954742507,0.1092666666666666,0.0496786080989622,0.2222567725467129
53,1658458336,0.018536062,195.6992188,2.893300332,0.0,0.33793891,0.1092666666666666,0.0496786080989622,0.2222567725467129
54,1658458341,0.01823457,214.5898438,2.847631772,0.0,0.33793891,0.1136666666666666,0.0521944432733104,0.2227042872945098
55,1658458346,0.015962747,260.78125,2.554370172,0.0,0.335917138,0.1136666666666666,0.0521944432733104,0.2227042872945098
56,1658458351,0.022106084,260.796875,3.013616391,0.0,0.264537465,0.1136666666666666,0.0521944432733104,0.2227042872945098
57,1658458356,0.022933081,260.796875,2.663402028,0.0,10.00803907,0.2371333333333333,0.0582634865275375,0.223251141815359
58,1658458361,0.030605441,261.5585938,2.374522735,0.000309431,12.37429732,0.2371333333333333,0.0582634865275375,0.223251141815359
59,1658458366,0.037999371,262.4414063,3.634315471,0.000364052,11.19192982,0.2371333333333333,0.0582634865275375,0.223251141815359
60,1658458371,0.045309897,263.1523438,3.166050073,0.000498311,11.16364052,0.4426,0.0731026707066075,0.2235458821933517
61,1658458376,0.046780056,263.1523438,2.545680038,0.000562241,11.1370849,0.4426,0.0731026707066075,0.2235458821933517
62,1658458381,0.045409576,263.1523438,0.065041908,0.000677221,9.430277811,0.4426,0.0731026707066075,0.2235458821933517
63,1658458386,0.048857636,263.8007813,0.078632974,0.000655586,11.55959525,0.6329333333333332,0.088572720336725,0.224387962861255
64,1658458391,0.05094411,264.3554688,0.089705017,0.000497708,11.55959525,0.6329333333333332,0.088572720336725,0.224387962861255
65,1658458396,0.05094411,264.3554688,0.089705017,0.000497708,9.189545299,0.6329333333333332,0.088572720336725,0.224387962861255
66,1658458401,0.051372707,264.9765625,0.085079391,0.000482573,9.189545299,0.7024222222222221,0.0945410832979494,0.2244484411093969
67,1658458406,0.046624415,264.9765625,0.077496942,0.000236551,3.430527231,0.7024222222222221,0.0945410832979494,0.2244484411093969
68,1658458411,0.043454093,265.609375,0.073989788,0.0,3.430527231,0.7024222222222221,0.0945410832979494,0.2244484411093969
69,1658458416,0.045202436,265.609375,0.07435082,0.0,2.742745249,0.6864444444444444,0.0947280665812152,0.2244788016757332
70,1658458421,0.039273515,265.5820313,0.456454275,0.002994287,3.466801105,0.6864444444444444,0.0947280665812152,0.2244788016757332
71,1658458426,0.046870626,260.4609375,2.903087538,0.006178986,3.466801105,0.6864444444444444,0.0947280665812152,0.2244788016757332
72,1658458431,0.04792546,260.4609375,3.509619892,0.009117017,2.858478626,0.6770888888888889,0.0909617285694215,0.2245739516906311
73,1658458436,0.04792546,260.4609375,3.509619892,0.009117017,2.569578534,0.6770888888888889,0.0909617285694215,0.2245739516906311
74,1658458441,0.047697324,261.2617188,2.825301149,0.007541426,3.461257249,0.6770888888888889,0.0909617285694215,0.2245739516906311
75,1658458446,0.046374037,261.875,3.056129388,0.006996231,3.461257249,0.6563111111111111,0.0883083874611606,0.2245850029367775
76,1658458451,0.047423718,261.875,3.462937426,0.008555885,3.461257249,0.6563111111111111,0.0883083874611606,0.2245850029367775
77,1658458456,0.048104299,262.3476563,2.979673313,0.008555885,3.657809214,0.6563111111111111,0.0883083874611606,0.2245850029367775
78,1658458461,0.044533036,262.8203125,0.907481654,0.003232738,3.657809214,0.652511111111111,0.0857509917690383,0.2246108701392961
79,1658458466,0.049470616,262.8203125,0.914684702,0.003232738,3.657809214,0.652511111111111,0.0857509917690383,0.2246108701392961
80,1658458471,0.048501258,262.8203125,0.068427873,0.0,3.657809214,0.652511111111111,0.0857509917690383,0.2246108701392961
81,1658458476,0.049018353,262.859375,0.055298544,0.0,2.14905599,0.6678888888888888,0.0852247849607782,0.2245301717539742
82,1658458481,0.046707553,262.859375,0.048284302,0.0,3.775349473,0.6678888888888888,0.0852247849607782,0.2245301717539742
83,1658458486,0.049923079,262.8671875,0.027415155,0.004629965,3.775349473,0.6678888888888888,0.0852247849607782,0.2245301717539742
84,1658458491,0.049239362,262.9140625,0.027676833,0.007521398,3.775349473,0.6696666666666666,0.0861511070919764,0.2246810030475329
85,1658458496,0.04867177,263.7265625,0.035921812,0.006540846,3.67065999,0.6696666666666666,0.0861511070919764,0.2246810030475329
86,1658458501,0.048075337,263.7265625,0.03057932,0.008226155,3.579388397,0.6696666666666666,0.0861511070919764,0.2246810030475329
87,1658458506,0.047052222,263.6953125,0.450015837,0.008911069,3.579388397,0.6498666666666667,0.086782470931248,0.2247907868554049
88,1658458511,0.04705157,263.75,0.443320808,0.007017695,3.579388397,0.6498666666666667,0.086782470931248,0.2247907868554049
89,1658458516,0.046795934,263.75,0.447108769,0.007017695,1.715429688,0.6498666666666667,0.086782470931248,0.2247907868554049
90,1658458521,0.043122252,263.7617188,1.398616879,0.003153079,1.715429688,0.6697555555555554,0.0886378756350969,0.2247914547878643
91,1658458526,0.044290719,263.7617188,1.501337927,0.003153079,3.596588286,0.6697555555555554,0.0886378756350969,0.2247914547878643
92,1658458531,0.046418607,263.7617188,1.688971816,0.003153079,3.596588286,0.6697555555555554,0.0886378756350969,0.2247914547878643
93,1658458536,0.038227488,263.7617188,1.577817705,0.0,3.596588286,0.6856,0.09045908409473,0.2247224755811483
94,1658458541,0.047171581,262.4257813,3.486979989,0.006067766,3.698164817,0.6856,0.09045908409473,0.2247224755811483
95,1658458546,0.047212685,262.4257813,3.85693569,0.006762254,3.557306622,0.6856,0.09045908409473,0.2247224755811483
96,1658458551,0.047309463,262.421875,3.900932711,0.007126053,3.557306622,0.7016444444444444,0.0915194346290443,0.224619978309197
97,1658458556,0.049114023,262.4375,5.076081654,0.007075252,2.153526785,0.7016444444444444,0.0915194346290443,0.224619978309197
98,1658458561,0.049004973,262.4453125,4.315084513,0.006137929,2.564186767,0.7016444444444444,0.0915194346290443,0.224619978309197
99,1658458566,0.049478194,262.4453125,4.314886443,0.00742481,2.854076062,0.6833777777777778,0.0893175074183569,0.224685071363422
100,1658458571,0.044813886,262.4492188,4.157308578,0.007266065,3.54604252,0.6833777777777778,0.0893175074183569,0.224685071363422
101,1658458576,0.048988677,262.6835938,2.98088628,0.005966244,3.54604252,0.6833777777777778,0.0893175074183569,0.224685071363422
102,1658458581,0.044871532,262.703125,2.372149072,0.0,3.54604252,0.6839555555555555,0.0880968202574713,0.2247266653393027
103,1658458586,0.04874648,262.7851563,1.187284703,0.0,3.691783805,0.6839555555555555,0.0880968202574713,0.2247266653393027
104,1658458591,0.049380798,262.8554688,0.870013313,0.0,3.691783805,0.6839555555555555,0.0880968202574713,0.2247266653393027
105,1658458596,0.049269636,262.859375,0.869830165,0.002656201,3.691783805,0.7003555555555555,0.0895851284731849,0.2244406080832822
106,1658458601,0.048876956,262.8632813,0.009600152,0.003685409,3.723079322,0.7003555555555555,0.0895851284731849,0.2244406080832822
107,1658458606,0.048876956,262.8632813,0.009600152,0.003685409,3.742751196,0.7003555555555555,0.0895851284731849,0.2244406080832822
108,1658458611,0.049294544,263.1328125,0.01371041,0.006411686,3.240494779,0.6864666666666667,0.091408633744024,0.2244570027891038
109,1658458616,0.049646966,263.1796875,0.013651281,0.007240962,3.807627459,0.6864666666666667,0.091408633744024,0.2244570027891038
110,1658458621,0.050355602,263.1796875,0.012351727,0.009381706,3.831447819,0.6864666666666667,0.091408633744024,0.2244570027891038
111,1658458626,0.048804794,262.9179688,0.937384645,0.006547018,3.831447819,0.6817333333333333,0.0948608227767803,0.2235262692674985
112,1658458631,0.046318254,197.3632813,1.327533144,0.006610099,3.806648477,0.6817333333333333,0.0948608227767803,0.2235262692674985
113,1658458636,0.049726268,197.0976563,3.058852761,0.008054602,3.806648477,0.6817333333333333,0.0948608227767803,0.2235262692674985
114,1658458641,0.049324812,178.1992188,3.288032954,0.004969222,3.806648477,0.6632666666666667,0.0942884199515279,0.2221534859000368
115,1658458646,0.048669693,132.0273438,3.126779591,0.003424466,3.725405902,0.6632666666666667,0.0942884199515279,0.2221534859000368
116,1658458651,0.048595395,132.0273438,3.520882005,0.0,3.725405902,0.6632666666666667,0.0942884199515279,0.2221534859000368
117,1658458656,0.04826251,132.5585938,2.952692621,0.003351339,3.823539088,0.6768888888888888,0.0953403599988803,0.2208987444144907
118,1658458661,0.047497353,132.8867188,3.054629899,0.006648478,3.767737539,0.6768888888888888,0.0953403599988803,0.2208987444144907
119,1658458666,0.047497353,132.8867188,3.054629899,0.006648478,3.767737539,0.6768888888888888,0.0953403599988803,0.2208987444144907
120,1658458671,0.04456407,132.8867188,1.774689519,0.008881354,3.203968878,0.6944666666666667,0.0945642185620463,0.2201405196308082
121,1658458673,0.050150132,1.165685978,2560.0,9.983854325,40.88008216,0.6944666666666667,0.0945642185620463,0.2201405196308082
122,1658458678,0.052333568,1.165685978,2560.0,12.69254241,51.60662129,0.6944666666666667,0.0945642185620463,0.2201405196308082
123,1658458683,0.051052756,3.3783368,2560.0,12.69254241,51.60662129,0.6944666666666667,0.0945642185620463,0.2201405196308082
124,1658458688,0.050918747,4.216155643,2560.0,12.57338917,51.57265472,0.7186222222222222,0.0940447737976316,0.2234645158755705
125,1658458693,0.050604829,4.677735552,2560.0,12.13033004,49.47453444,0.7186222222222222,0.0940447737976316,0.2234645158755705
126,1658458698,0.047062363,3.679884739,2560.0,12.13033004,49.47453444,0.7186222222222222,0.0940447737976316,0.2234645158755705
127,1658458703,0.044474127,3.193962959,2560.0,11.63616291,52.13392723,0.7362666666666666,0.0939345976653622,0.2238096547936814
128,1658458708,0.051785466,3.361756073,2560.0,11.84886597,55.15616541,0.7362666666666666,0.0939345976653622,0.2238096547936814
129,1658458713,0.0486815,3.361756073,2560.0,11.84886597,55.15616541,0.7362666666666666,0.0939345976653622,0.2238096547936814
130,1658458718,0.050779115,2.915705717,2560.0,9.701851453,45.16186824,0.7109333333333333,0.0951345551071494,0.223959939597046
131,1658458723,0.053330089,2.403404907,2560.0,12.33794637,54.55099525,0.7109333333333333,0.0951345551071494,0.223959939597046
132,1658458728,0.054020931,0.037350623,2560.0,12.33794637,54.55099525,0.7109333333333333,0.0951345551071494,0.223959939597046
133,1658458733,0.051658441,0.038415491,2560.0,12.33794637,54.55099525,0.7116222222222222,0.1344848510506485,0.224168213082113
134,1658458738,0.055053636,0.056838524,2560.0,12.04109372,55.54953957,0.7116222222222222,0.1344848510506485,0.224168213082113
135,1658458743,0.047030206,0.076740002,2560.0,12.04109372,55.54953957,0.7116222222222222,0.1344848510506485,0.224168213082113
136,1658458748,0.048668696,0.07642754,2560.0,12.8373643,53.42055151,0.7067777777777777,0.1547163955932819,0.2244315606345139
137,1658458753,0.052800372,0.077615496,2560.0,12.24526059,54.51685489,0.7067777777777777,0.1547163955932819,0.2244315606345139
138,1658458758,0.051366547,0.057833895,2560.0,12.24526059,54.51685489,0.7067777777777777,0.1547163955932819,0.2244315606345139
139,1658458763,0.05299571,0.052308746,2560.0,9.565473951,52.0508513,0.7340888888888888,0.172217526063393,0.224352926767703
140,1658458768,0.052669224,0.048117002,2560.0,11.25780322,61.25971848,0.7340888888888888,0.172217526063393,0.224352926767703
141,1658458773,0.052669224,0.051734804,2560.0,9.714639843,52.86254257,0.7340888888888888,0.172217526063393,0.224352926767703
142,1658458778,0.051598317,0.036399594,2560.0,11.57918105,57.46674545,0.7028222222222222,0.1505339983654388,0.2243637351293187
143,1658458783,0.052262239,2.83753264,2560.0,11.67055743,58.41810318,0.7028222222222222,0.1505339983654388,0.2243637351293187
144,1658458788,0.052228904,3.360945737,2560.0,11.67055743,58.41810318,0.7028222222222222,0.1505339983654388,0.2243637351293187
145,1658458793,0.052973607,3.978514921,2560.0,11.97970025,61.03688678,0.7050444444444444,0.1492955762184683,0.2243612455628791
146,1658458798,0.052784856,6.58153959,2560.0,12.38245646,62.41813409,0.7050444444444444,0.1492955762184683,0.2243612455628791
147,1658458803,0.052744413,6.716706137,2560.0,10.70177876,53.94608607,0.7050444444444444,0.1492955762184683,0.2243612455628791
148,1658458808,0.046989663,8.33336613,2560.0,11.99818702,59.38115647,0.673911111111111,0.1457918871251207,0.2244635606714324
149,1658458813,0.049060363,7.968589493,2560.0,12.05341563,55.56425884,0.673911111111111,0.1457918871251207,0.2244635606714324
150,1658458818,0.051097753,8.389065253,2560.0,12.05341563,55.56425884,0.673911111111111,0.1457918871251207,0.2244635606714324
151,1658458823,0.04845478,8.632703743,2560.0,9.588903262,48.07039029,0.7015111111111111,0.1477623946823852,0.2244175947739992
152,1658458828,0.0489682,7.728266297,2560.0,11.66710497,53.68552486,0.7015111111111111,0.1477623946823852,0.2244175947739992
153,1658458833,0.0489682,7.284480792,2560.0,11.66710497,53.68552486,0.7015111111111111,0.1477623946823852,0.2244175947739992
154,1658458838,0.047275807,6.832322082,2560.0,11.2032843,48.26746431,0.6662888888888888,0.1453821048617524,0.2244800160983867
155,1658458843,0.04919777,5.863818253,2560.0,11.44997888,51.83134164,0.6662888888888888,0.1453821048617524,0.2244800160983867
156,1658458848,0.043380564,6.237846592,2560.0,11.44997888,51.83134164,0.6662888888888888,0.1453821048617524,0.2244800160983867
157,1658458853,0.048964249,6.019847816,2560.0,11.24888705,55.82544082,0.6545555555555554,0.1463145692559988,0.2246901112174338
158,1658458858,0.045356898,3.766039214,2560.0,11.24888705,55.82544082,0.6545555555555554,0.1463145692559988,0.2246901112174338
159,1658458863,0.048132872,3.299401528,2560.0,11.24888705,55.82544082,0.6545555555555554,0.1463145692559988,0.2246901112174338
160,1658458868,0.048325396,3.080459819,2560.0,6.923144531,39.79453125,0.6338444444444444,0.1457685567302372,0.2241681523609803
161,1658458873,0.047858988,0.621458194,2560.0,10.33245479,54.95311378,0.6338444444444444,0.1457685567302372,0.2241681523609803
162,1658458878,0.04637099,0.077048296,2560.0,10.33245479,54.95311378,0.6338444444444444,0.1457685567302372,0.2241681523609803
163,1658458883,0.046819397,0.079955196,2560.0,10.33245479,54.95311378,0.6499777777777778,0.1483480767600201,0.2233111342944395
164,1658458888,0.048358798,1.184120747,2560.0,10.59944717,53.61972243,0.6499777777777778,0.1483480767600201,0.2233111342944395
165,1658458893,0.047856787,1.171856556,2560.0,10.59944717,53.61972243,0.6499777777777778,0.1483480767600201,0.2233111342944395
166,1658458898,0.04816439,1.173429612,2560.0,10.47343338,57.01193319,0.6552444444444444,0.1473419367605749,0.2222115353028718
167,1658458903,0.046839401,1.437640432,2560.0,10.57532167,54.35055078,0.6552444444444444,0.1473419367605749,0.2222115353028718
168,1658458908,0.048650483,2.626465976,2560.0,11.32303832,47.50704769,0.6552444444444444,0.1473419367605749,0.2222115353028718
169,1658458913,0.045323501,2.621773498,2560.0,10.39794631,41.63126765,0.669311111111111,0.1483151467178294,0.2213176595087988
170,1658458918,0.049825733,3.424414628,2560.0,12.44017358,49.80793136,0.669311111111111,0.1483151467178294,0.2213176595087988
171,1658458923,0.044804282,4.301463854,2560.0,10.0390473,40.19430883,0.669311111111111,0.1483151467178294,0.2213176595087988
172,1658458928,0.043021485,2.983634039,2560.0,12.32925048,61.67753373,0.6602,0.1451043021085718,0.2212283387226374
173,1658458933,0.050885885,2.983634039,2560.0,12.1863361,63.76251797,0.6602,0.1451043021085718,0.2212283387226374
174,1658458938,0.05316706,3.08510024,2560.0,10.44866613,54.67051426,0.6602,0.1451043021085718,0.2212283387226374
175,1658458943,0.048312184,2.64827006,2560.0,11.02391417,56.72030135,0.6537555555555554,0.1446199895519231,0.2212415759295601
176,1658458948,0.052479742,3.161078349,2560.0,11.26893028,53.33258312,0.6537555555555554,0.1446199895519231,0.2212415759295601
177,1658458953,0.052351037,2.084234459,2560.0,11.26893028,53.33258312,0.6537555555555554,0.1446199895519231,0.2212415759295601
178,1658458958,0.050933418,4.158417075,2560.0,10.33002311,61.48877248,0.6187333333333334,0.140692090395593,0.2212220237248395
179,1658458963,0.050933418,4.158417075,2560.0,10.33002311,61.48877248,0.6187333333333334,0.140692090395593,0.2212220237248395
180,1658458968,0.042170334,4.575650499,2560.0,9.403181085,48.58495324,0.6187333333333334,0.140692090395593,0.2212220237248395
181,1658458973,0.043217133,4.121996769,2560.0,9.723318265,49.69514852,0.5988888888888888,0.1417352862249521,0.2212511698685223
182,1658458978,0.042099095,3.132455244,2560.0,9.723318265,49.69514852,0.5988888888888888,0.1417352862249521,0.2212511698685223
183,1658458983,0.043250962,3.594969103,2560.0,9.723318265,49.69514852,0.5988888888888888,0.1417352862249521,0.2212511698685223
184,1658458988,0.044809268,4.36771249,2560.0,10.1434384,57.63063148,0.5997333333333333,0.1424171787809186,0.2203715635406274
185,1658458993,0.046662777,5.323953941,2560.0,10.1434384,57.63063148,0.5997333333333333,0.1424171787809186,0.2203715635406274
186,1658458998,0.046100635,4.612133307,2560.0,10.1434384,57.63063148,0.5997333333333333,0.1424171787809186,0.2203715635406274
187,1658459003,0.046103267,3.186022561,2560.0,9.792771038,56.55812143,0.6234,0.1462663804788386,0.2195850427091195
188,1658459008,0.046677495,2.609196626,2560.0,9.792771038,56.55812143,0.6234,0.1462663804788386,0.2195850427091195
189,1658459013,0.047250557,2.610505155,2560.0,9.792771038,56.55812143,0.6234,0.1462663804788386,0.2195850427091195
190,1658459018,0.045266751,3.519860185,2560.0,9.378877479,57.25035135,0.6114444444444445,0.144895858305134,0.2195005188924392
191,1658459023,0.043453504,3.407196289,2560.0,9.378877479,57.25035135,0.6114444444444445,0.144895858305134,0.2195005188924392
192,1658459028,0.041270528,3.407196289,2560.0,9.378877479,57.25035135,0.6114444444444445,0.144895858305134,0.2195005188924392
193,1658459033,0.03858576,2.963095237,2560.0,8.727059501,49.93032141,0.5831777777777777,0.1429376699875687,0.2195200710971598
194,1658459038,0.043961903,0.706352535,2560.0,8.727059501,49.93032141,0.5831777777777777,0.1429376699875687,0.2195200710971598
195,1658459043,0.044123761,0.706352535,2560.0,8.727059501,49.93032141,0.5831777777777777,0.1429376699875687,0.2195200710971598
196,1658459048,0.041874503,0.572963877,2560.0,8.965591664,52.30396095,0.5483777777777777,0.1387500527968415,0.2196607619615622
197,1658459053,0.043826175,0.713114392,2560.0,8.965591664,52.30396095,0.5483777777777777,0.1387500527968415,0.2196607619615622
198,1658459058,0.042242875,0.574135825,2560.0,8.895028763,54.70858105,0.5483777777777777,0.1387500527968415,0.2196607619615622
199,1658459063,0.04025278,0.566577031,2560.0,8.751407029,55.1045573,0.5340666666666667,0.1368363205950317,0.2197931340307884
200,1658459068,0.035286445,0.039674291,2560.0,8.751407029,55.1045573,0.5340666666666667,0.1368363205950317,0.2197931340307884
201,1658459073,0.037318536,0.038648465,2560.0,7.363093542,46.36283156,0.5340666666666667,0.1368363205950317,0.2197931340307884
202,1658459078,0.039199416,1.51142835,2560.0,5.774072266,38.54648438,0.5206666666666666,0.1363629954453868,0.2199344928276501
203,1658459083,0.038641944,2.885956896,2560.0,8.853332244,50.42478143,0.5206666666666666,0.1363629954453868,0.2199344928276501
204,1658459088,0.042778118,2.885537125,2560.0,8.853332244,50.42478143,0.5206666666666666,0.1363629954453868,0.2199344928276501
205,1658459093,0.040729732,3.313992465,2560.0,8.327132047,45.97534652,0.5336222222222221,0.1368068982062082,0.220060064130017
206,1658459098,0.042174158,2.829391156,2560.0,8.269598136,45.75955035,0.5336222222222221,0.1368068982062082,0.220060064130017
207,1658459103,0.039141332,2.829391156,2560.0,8.269598136,45.75955035,0.5336222222222221,0.1368068982062082,0.220060064130017
208,1658459108,0.038235758,2.707146034,2560.0,8.168543652,40.48562045,0.5209333333333332,0.136528552269631,0.2198937489476268
209,1658459113,0.041851931,2.988793885,2560.0,8.168543652,40.48562045,0.5209333333333332,0.136528552269631,0.2198937489476268
210,1658459118,0.038225886,1.057530584,2560.0,4.797884115,26.66809896,0.5209333333333332,0.136528552269631,0.2198937489476268
211,1658459123,0.036144979,1.066707258,2560.0,5.842119885,32.47227893,0.556911111111111,0.1373462016029917,0.2199292708102403
212,1658459128,0.0421302,0.056915243,2560.0,7.458000989,49.2101668,0.556911111111111,0.1373462016029917,0.2199292708102403
213,1658459133,0.042180801,0.057977093,2560.0,7.458000989,49.2101668,0.556911111111111,0.1373462016029917,0.2199292708102403
214,1658459138,0.041933161,0.064106422,2560.0,7.458000989,49.2101668,0.5324222222222222,0.1345855324432676,0.2198661815533935
215,1658459143,0.040578997,0.069091471,2560.0,7.037543521,51.54557283,0.5324222222222222,0.1345855324432676,0.2198661815533935
216,1658459148,0.039204003,1.071958743,2560.0,7.288779142,59.76807622,0.5324222222222222,0.1345855324432676,0.2198661815533935
217,1658459153,0.039581903,1.085995847,2560.0,7.288779142,59.76807622,0.5441555555555556,0.1358900246738105,0.219854765980451
218,1658459158,0.04047503,2.219245138,2560.0,5.299570383,49.72033703,0.5441555555555556,0.1358900246738105,0.219854765980451
