,timestamp,productcatalogservice-5ff5f57dc8-sckzn&cpu_usage,productcatalogservice-5ff5f57dc8-sckzn&mem_usage,productcatalogservice-5ff5f57dc8-sckzn&mem_usage_rate,productcatalogservice-5ff5f57dc8-sckzn&fs_usage,productcatalogservice-5ff5f57dc8-sckzn&net_receive,productcatalogservice-5ff5f57dc8-sckzn&net_trainsmit,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
0,1658458071,0.016245357,107.8398438,0.222143896,0.0,0.347282691,4.95821391,0.0634,0.0435533950572539,0.2174635677758049
1,1658458076,0.015747691,107.8398438,0.145325092,0.0,0.347282691,4.95821391,0.0634,0.0435533950572539,0.2174635677758049
2,1658458081,0.015534313,107.8398438,7.21e-05,0.0,0.344763343,4.905833688,0.0634,0.0435533950572539,0.2174635677758049
3,1658458086,0.01534619,107.8398438,0.0,0.0,0.344763343,4.905833688,0.0632222222222222,0.0426682776739892,0.2174554311440268
4,1658458091,0.015385619,107.8398438,0.0,0.0,0.344763343,4.905833688,0.0632222222222222,0.0426682776739892,0.2174554311440268
5,1658458096,0.014190696,107.8398438,0.0,0.0,0.34438961,4.155469356,0.0632222222222222,0.0426682776739892,0.2174554311440268
6,1658458101,0.013620116,107.8398438,0.0,0.0,0.34438961,4.155469356,0.0635333333333333,0.0444057221550712,0.2170056089931883
7,1658458106,0.015381094,107.8398438,0.0,0.0,0.328143539,3.299057809,0.0635333333333333,0.0444057221550712,0.2170056089931883
8,1658458111,0.014503266,107.8359375,0.130915037,0.0,0.328143539,3.299057809,0.0635333333333333,0.0444057221550712,0.2170056089931883
9,1658458116,0.014782867,107.8320313,1.156957756,0.0,0.312832573,2.870279503,0.0608222222222222,0.0443797795770966,0.2169525994443652
10,1658458121,0.016206283,107.8320313,1.601813667,0.0,0.322748913,3.199306013,0.0608222222222222,0.0443797795770966,0.2169525994443652
11,1658458126,0.016206283,107.8320313,1.601813667,0.0,0.320332494,3.043740221,0.0608222222222222,0.0443797795770966,0.2169525994443652
12,1658458131,0.015964079,107.8398438,1.159996198,0.0,0.320332494,3.043740221,0.0615111111111111,0.0650505902191179,0.2170697305092906
13,1658458136,0.015956232,107.8398438,1.225382528,0.0,0.268974297,2.555744115,0.0615111111111111,0.0650505902191179,0.2170697305092906
14,1658458141,0.014082122,107.8398438,1.764905063,0.0,0.339311884,3.932400954,0.0615111111111111,0.0650505902191179,0.2170697305092906
15,1658458146,0.013251912,107.8398438,1.545855345,0.0,0.339311884,3.932400954,0.0605777777777777,0.0633044797930435,0.2171655484566479
16,1658458151,0.016443272,106.9726563,4.1415832,0.0,0.339311884,3.932400954,0.0605777777777777,0.0633044797930435,0.2171655484566479
17,1658458156,0.016426134,106.9726563,4.073745858,0.0,0.351312612,4.691381496,0.0605777777777777,0.0633044797930435,0.2171655484566479
18,1658458161,0.01637337,106.9726563,3.643776152,0.0,0.351312612,4.691381496,0.0626444444444444,0.0626457613309345,0.2171192182324187
19,1658458166,0.016511014,106.9765625,2.28915924,0.0,0.350903107,4.892064748,0.0626444444444444,0.0626457613309345,0.2171192182324187
20,1658458171,0.01691487,106.9804688,2.289012386,0.0,0.326317008,3.681283358,0.0626444444444444,0.0626457613309345,0.2171192182324187
21,1658458176,0.017277008,106.984375,2.469894447,0.0,0.326317008,3.681283358,0.0605333333333333,0.0418681133349363,0.2171382846680779
22,1658458181,0.014783663,107.0507813,1.35324027,0.0,0.265551361,2.386741459,0.0605333333333333,0.0418681133349363,0.2171382846680779
23,1658458186,0.015319245,107.1757813,1.35574431,0.0,0.325489314,2.925456068,0.0605333333333333,0.0418681133349363,0.2171382846680779
24,1658458191,0.015473238,107.1757813,0.206901881,0.0,0.325489314,2.925456068,0.0615333333333333,0.0425824948002232,0.2171145427052029
25,1658458196,0.016431308,107.1757813,0.209158801,0.0,0.326119217,3.232856935,0.0615333333333333,0.0425824948002232,0.2171145427052029
26,1658458201,0.014069875,107.0546875,1.100602165,0.0,0.282146458,2.671704071,0.0615333333333333,0.0425824948002232,0.2171145427052029
27,1658458206,0.016372083,106.9882813,1.978199184,0.0,0.326250024,3.089329997,0.0605777777777777,0.0416865776527736,0.2171400455809254
28,1658458211,0.015445025,106.9882813,2.768215336,0.0,0.271304083,2.569035337,0.0605777777777777,0.0416865776527736,0.2171400455809254
29,1658458216,0.01451545,106.9882813,2.531466123,0.0,0.381292303,5.040646741,0.0605777777777777,0.0416865776527736,0.2171400455809254
30,1658458221,0.015630266,106.9921875,2.431503615,0.0,0.381292303,5.040646741,0.0623111111111111,0.0442992623814175,0.2173660496367327
31,1658458226,0.016421834,107.1171875,2.285448526,0.0,0.381292303,5.040646741,0.0623111111111111,0.0442992623814175,0.2173660496367327
32,1658458231,0.01651058,107.1171875,2.144907676,0.0,0.375924244,5.116446458,0.0623111111111111,0.0442992623814175,0.2173660496367327
33,1658458236,0.016476331,107.1132813,2.57538263,0.0,0.340725975,4.357299544,0.0816222222222222,0.0521007694147802,0.2173592488698734
34,1658458241,0.014192345,107.1171875,1.017966498,0.0,0.34530046,4.439214289,0.0816222222222222,0.0521007694147802,0.2173592488698734
35,1658458246,0.015560588,106.9960938,1.67724153,0.0,0.34530046,4.439214289,0.0816222222222222,0.0521007694147802,0.2173592488698734
