,timestamp,productcatalogservice-5ff5f57dc8-sv4x2&cpu_usage,productcatalogservice-5ff5f57dc8-sv4x2&mem_usage,productcatalogservice-5ff5f57dc8-sv4x2&mem_usage_rate,productcatalogservice-5ff5f57dc8-sv4x2&fs_usage,productcatalogservice-5ff5f57dc8-sv4x2&net_receive,productcatalogservice-5ff5f57dc8-sv4x2&net_trainsmit,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
0,1658458071,0.013570115,104.7851563,0.984633927,0.0,0.34810114,4.153202811,0.0634,0.0435533950572539,0.2174635677758049
1,1658458076,0.013604699,104.7851563,0.21258112,0.0,0.34810114,4.153202811,0.0634,0.0435533950572539,0.2174635677758049
2,1658458081,0.013696903,104.7851563,0.212543469,0.0,0.34810114,4.153202811,0.0634,0.0435533950572539,0.2174635677758049
3,1658458086,0.013759138,104.7890625,0.134074421,0.0,0.341503881,4.159363042,0.0632222222222222,0.0426682776739892,0.2174554311440268
4,1658458091,0.013709879,104.7890625,0.134074421,0.0,0.333739554,4.00058757,0.0632222222222222,0.0426682776739892,0.2174554311440268
5,1658458096,0.012873631,104.796875,0.000274462,0.0,0.333739554,4.00058757,0.0632222222222222,0.0426682776739892,0.2174554311440268
6,1658458101,0.01373671,104.8164063,0.000678612,0.0,0.222577123,2.829352517,0.0635333333333333,0.0444057221550712,0.2170056089931883
7,1658458106,0.01373671,104.8164063,0.000678612,0.0,0.252885084,3.214620806,0.0635333333333333,0.0444057221550712,0.2170056089931883
8,1658458111,0.013969404,107.3515625,0.050619813,0.0,0.234301758,2.978393555,0.0635333333333333,0.0444057221550712,0.2170056089931883
9,1658458116,0.015298938,107.3515625,0.064732729,0.0,0.357496154,4.426011858,0.0608222222222222,0.0443797795770966,0.2169525994443652
10,1658458121,0.014260028,107.3515625,0.060490471,0.0,0.357496154,4.426011858,0.0608222222222222,0.0443797795770966,0.2169525994443652
11,1658458126,0.013249541,107.6367188,0.053758907,0.0,0.357496154,4.426011858,0.0608222222222222,0.0443797795770966,0.2169525994443652
12,1658458131,0.012604699,107.6367188,0.066271151,0.0,0.377826409,4.18495318,0.0615111111111111,0.0650505902191179,0.2170697305092906
13,1658458136,0.015166675,107.8320313,0.208313825,0.0,0.377826409,4.18495318,0.0615111111111111,0.0650505902191179,0.2170697305092906
14,1658458141,0.015634117,107.8320313,0.22690689,0.0,0.377826409,4.18495318,0.0615111111111111,0.0650505902191179,0.2170697305092906
15,1658458146,0.015880575,107.859375,0.27140286,0.0,0.352486675,3.953853185,0.0605777777777777,0.0633044797930435,0.2171655484566479
16,1658458151,0.015624658,107.8554688,0.333548296,0.0,0.352486675,3.953853185,0.0605777777777777,0.0633044797930435,0.2171655484566479
