,timestamp,shippingservice-589dc45c5d-h7pnk&cpu_usage,shippingservice-589dc45c5d-h7pnk&mem_usage,shippingservice-589dc45c5d-h7pnk&mem_usage_rate,shippingservice-589dc45c5d-h7pnk&fs_usage,shippingservice-589dc45c5d-h7pnk&net_receive,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
54,1658458341,0.020791036,124.9375,0.347331855,0.0,0.33968755,0.1136666666666666,0.0521944432733104,0.2227042872945098
55,1658458346,0.021464279,124.9882813,0.472596347,0.0,0.33968755,0.1136666666666666,0.0521944432733104,0.2227042872945098
56,1658458351,0.021865077,124.9882813,0.47352019,0.0,0.327681877,0.1136666666666666,0.0521944432733104,0.2227042872945098
57,1658458356,0.032893591,129.4960938,0.431469894,0.0,6.670546143,0.2371333333333333,0.0582634865275375,0.223251141815359
58,1658458361,0.033435141,129.4960938,0.554604688,0.0,6.670546143,0.2371333333333333,0.0582634865275375,0.223251141815359
59,1658458366,0.036738189,129.4960938,0.588078578,0.0,9.628754417,0.2371333333333333,0.0582634865275375,0.223251141815359
60,1658458371,0.035639955,130.0898438,0.457309814,0.000939593,9.628754417,0.4426,0.0731026707066075,0.2235458821933517
61,1658458376,0.044314215,129.90625,1.838405149,0.001270738,7.556017598,0.4426,0.0731026707066075,0.2235458821933517
62,1658458381,0.050159433,129.90625,2.32754318,0.001270738,10.69985143,0.4426,0.0731026707066075,0.2235458821933517
63,1658458386,0.047608295,130.9648438,1.827724478,0.002166733,10.69985143,0.6329333333333332,0.088572720336725,0.224387962861255
64,1658458391,0.053624036,130.6132813,1.848695051,0.002518545,10.69985143,0.6329333333333332,0.088572720336725,0.224387962861255
65,1658458396,0.054595073,130.6132813,2.54235561,0.002518545,8.349246732,0.6329333333333332,0.088572720336725,0.224387962861255
66,1658458401,0.05314327,131.3085938,2.063548026,0.002743448,3.416304983,0.7024222222222221,0.0945410832979494,0.2244484411093969
67,1658458406,0.051455918,131.9492188,1.942959665,0.002541135,3.438429122,0.7024222222222221,0.0945410832979494,0.2244484411093969
68,1658458411,0.053771089,131.9726563,1.810200363,0.002183397,3.438429122,0.7024222222222221,0.0945410832979494,0.2244484411093969
69,1658458416,0.044551594,130.609375,1.463664192,0.00122766,2.820037762,0.6864444444444444,0.0947280665812152,0.2244788016757332
70,1658458421,0.055492986,129.7773438,2.90673706,0.00122766,3.333517344,0.6864444444444444,0.0947280665812152,0.2244788016757332
71,1658458426,0.055878127,129.9101563,2.803026418,0.00122766,3.333517344,0.6864444444444444,0.0947280665812152,0.2244788016757332
72,1658458431,0.057258617,129.9101563,2.900889332,0.0,3.333517344,0.6770888888888889,0.0909617285694215,0.2245739516906311
73,1658458436,0.057584894,129.5390625,3.592164955,0.003437263,3.458987707,0.6770888888888889,0.0909617285694215,0.2245739516906311
74,1658458441,0.057584894,129.5390625,3.592164955,0.003437263,3.458987707,0.6770888888888889,0.0909617285694215,0.2245739516906311
75,1658458446,0.058369636,129.5546875,4.345335558,0.008298233,3.458987707,0.6563111111111111,0.0883083874611606,0.2245850029367775
76,1658458451,0.055621726,129.5703125,3.795754503,0.007305236,3.458987707,0.6563111111111111,0.0883083874611606,0.2245850029367775
77,1658458456,0.058008314,129.5703125,3.796511353,0.008083711,3.563545822,0.6563111111111111,0.0883083874611606,0.2245850029367775
78,1658458461,0.048723095,129.71875,2.623042647,0.006508883,3.563545822,0.652511111111111,0.0857509917690383,0.2246108701392961
79,1658458466,0.057505087,129.28125,2.813700779,0.007991122,3.677976549,0.652511111111111,0.0857509917690383,0.2246108701392961
80,1658458471,0.057870128,128.7070313,3.696158472,0.00712887,3.677976549,0.652511111111111,0.0857509917690383,0.2246108701392961
81,1658458476,0.05763437,128.7226563,3.537319836,0.003842003,3.677976549,0.6678888888888888,0.0852247849607782,0.2245301717539742
82,1658458481,0.057826421,128.7070313,3.166787748,0.002488366,3.592239631,0.6678888888888888,0.0852247849607782,0.2245301717539742
83,1658458486,0.057637056,128.7226563,2.872769831,0.0,3.592239631,0.6678888888888888,0.0852247849607782,0.2245301717539742
84,1658458491,0.053173778,128.7226563,2.634638612,0.0,3.592239631,0.6696666666666666,0.0861511070919764,0.2246810030475329
85,1658458496,0.050561124,128.6132813,3.55476597,0.002851223,2.744766523,0.6696666666666666,0.0861511070919764,0.2246810030475329
86,1658458501,0.056632689,128.5273438,4.255855392,0.002851223,3.451463201,0.6696666666666666,0.0861511070919764,0.2246810030475329
87,1658458506,0.0551026,129.078125,3.647960916,0.007324785,3.451463201,0.6498666666666667,0.086782470931248,0.2247907868554049
88,1658458511,0.054754434,129.078125,2.85613393,0.008778129,3.462192253,0.6498666666666667,0.086782470931248,0.2247907868554049
89,1658458516,0.055158637,129.1835938,2.480167085,0.007278314,3.428942381,0.6498666666666667,0.086782470931248,0.2247907868554049
90,1658458521,0.056725587,130.0585938,1.747723412,0.008955865,3.428942381,0.6697555555555554,0.0886378756350969,0.2247914547878643
91,1658458526,0.057391797,130.0117188,2.317427009,0.007735206,2.868040964,0.6697555555555554,0.0886378756350969,0.2247914547878643
92,1658458531,0.058685386,130.1601563,2.319563048,0.007408828,3.575120606,0.6697555555555554,0.0886378756350969,0.2247914547878643
93,1658458536,0.053759403,130.1601563,0.872748789,0.007408828,3.575120606,0.6856,0.09045908409473,0.2247224755811483
94,1658458541,0.058286714,129.7851563,3.04288797,0.003214179,3.623463405,0.6856,0.09045908409473,0.2247224755811483
95,1658458546,0.055494036,129.7851563,3.275958412,0.0,3.623463405,0.6856,0.09045908409473,0.2247224755811483
96,1658458551,0.058229298,129.7851563,3.505705411,0.0,2.815144209,0.7016444444444444,0.0915194346290443,0.224619978309197
97,1658458556,0.058022749,129.890625,3.208833808,0.0,2.646841233,0.7016444444444444,0.0915194346290443,0.224619978309197
98,1658458561,0.057046573,130.234375,3.152906906,0.006304846,3.629402762,0.7016444444444444,0.0915194346290443,0.224619978309197
99,1658458566,0.05326348,130.234375,3.437551416,0.007400043,3.629402762,0.6833777777777778,0.0893175074183569,0.224685071363422
100,1658458571,0.056795693,130.234375,3.775155074,0.008686424,3.563322239,0.6833777777777778,0.0893175074183569,0.224685071363422
101,1658458576,0.054965288,130.765625,2.450390405,0.007816426,3.563322239,0.6833777777777778,0.0893175074183569,0.224685071363422
102,1658458581,0.059553964,131.0742188,0.946950818,0.006599411,3.579087737,0.6839555555555555,0.0880968202574713,0.2247266653393027
103,1658458586,0.059246435,131.2460938,0.945885711,0.008272468,3.579087737,0.6839555555555555,0.0880968202574713,0.2247266653393027
104,1658458591,0.060077087,131.2460938,0.033541677,0.007616763,2.438654172,0.6839555555555555,0.0880968202574713,0.2247266653393027
105,1658458596,0.05980925,131.3828125,0.030648521,0.006160422,2.739014332,0.7003555555555555,0.0895851284731849,0.2244406080832822
106,1658458601,0.057640564,131.4023438,0.028012165,0.0,3.692849592,0.7003555555555555,0.0895851284731849,0.2244406080832822
107,1658458606,0.058154562,131.4023438,0.028022092,0.0,3.692849592,0.7003555555555555,0.0895851284731849,0.2244406080832822
108,1658458611,0.060273914,131.3867188,0.991382813,0.00320342,3.692849592,0.6864666666666667,0.091408633744024,0.2244570027891038
109,1658458616,0.049619904,131.3867188,0.980633629,0.00320342,3.692849592,0.6864666666666667,0.091408633744024,0.2244570027891038
110,1658458621,0.059313117,129.9375,2.81598762,0.00416978,3.852214042,0.6864666666666667,0.091408633744024,0.2244570027891038
111,1658458626,0.0584607,129.9375,2.729999541,0.00416978,3.852214042,0.6817333333333333,0.0948608227767803,0.2235262692674985
112,1658458631,0.059981465,128.578125,3.338141488,0.006951496,3.762791654,0.6817333333333333,0.0948608227767803,0.2235262692674985
113,1658458636,0.05793667,128.4960938,4.00169492,0.0073257,3.762791654,0.6817333333333333,0.0948608227767803,0.2235262692674985
114,1658458641,0.06220009,128.5,5.031420588,0.007615596,3.747787175,0.6632666666666667,0.0942884199515279,0.2221534859000368
115,1658458646,0.06210648,128.5,5.93424821,0.007615596,3.747787175,0.6632666666666667,0.0942884199515279,0.2221534859000368
116,1658458651,0.061963582,128.5,6.287404517,0.003974508,3.670050177,0.6632666666666667,0.0942884199515279,0.2221534859000368
117,1658458656,0.062252672,128.6875,4.217787694,0.003983142,3.670050177,0.6768888888888888,0.0953403599988803,0.2208987444144907
118,1658458661,0.057061093,128.6875,3.423144142,0.003983142,3.600833345,0.6768888888888888,0.0953403599988803,0.2208987444144907
119,1658458666,0.06034039,128.8242188,3.189977916,0.003983142,3.600833345,0.6768888888888888,0.0953403599988803,0.2208987444144907
120,1658458671,0.052677897,128.8242188,1.858204748,0.0,3.600833345,0.6944666666666667,0.0945642185620463,0.2201405196308082
121,1658458673,0.046683636,1.100154205,2648.0,18.12282258,26.20768458,0.6944666666666667,0.0945642185620463,0.2201405196308082
122,1658458678,0.045917685,0.148225812,2648.0,18.12282258,26.20768458,0.6944666666666667,0.0945642185620463,0.2201405196308082
123,1658458683,0.047452977,0.13913746,2648.0,18.27948886,28.34600937,0.6944666666666667,0.0945642185620463,0.2201405196308082
124,1658458688,0.047392424,0.115523141,2648.0,18.27948886,28.34600937,0.7186222222222222,0.0940447737976316,0.2234645158755705
125,1658458693,0.047503947,1.202062879,2648.0,18.83051699,29.26456355,0.7186222222222222,0.0940447737976316,0.2234645158755705
126,1658458698,0.046543771,1.202062879,2648.0,18.24630953,30.43372181,0.7186222222222222,0.0940447737976316,0.2234645158755705
127,1658458703,0.045772133,1.167508329,2648.0,18.24630953,30.43372181,0.7362666666666666,0.0939345976653622,0.2238096547936814
128,1658458708,0.045058746,1.261758262,2648.0,18.24630953,30.43372181,0.7362666666666666,0.0939345976653622,0.2238096547936814
129,1658458713,0.048821041,1.239904295,2648.0,14.95951123,27.73268102,0.7362666666666666,0.0939345976653622,0.2238096547936814
130,1658458718,0.049498297,1.23360133,2648.0,17.6194628,32.66383066,0.7109333333333333,0.0951345551071494,0.223959939597046
131,1658458723,0.049608958,1.251145124,2648.0,17.6194628,32.66383066,0.7109333333333333,0.0951345551071494,0.223959939597046
132,1658458728,0.044109138,1.090517354,2648.0,17.49694103,32.83209897,0.7109333333333333,0.0951345551071494,0.223959939597046
133,1658458733,0.042333881,5.019185306,2648.0,17.18203164,32.18548584,0.7116222222222222,0.1344848510506485,0.224168213082113
134,1658458738,0.050514575,4.925553718,2648.0,17.18203164,32.18548584,0.7116222222222222,0.1344848510506485,0.224168213082113
135,1658458743,0.051155282,4.919145959,2648.0,17.75789407,32.92535265,0.7116222222222222,0.1344848510506485,0.224168213082113
136,1658458748,0.050784119,5.135118245,2648.0,17.75789407,32.92535265,0.7067777777777777,0.1547163955932819,0.2244315606345139
137,1658458753,0.050845245,5.117048647,2648.0,17.75789407,32.92535265,0.7067777777777777,0.1547163955932819,0.2244315606345139
138,1658458758,0.051084937,5.129289117,2648.0,17.88710168,33.87152078,0.7067777777777777,0.1547163955932819,0.2244315606345139
139,1658458763,0.050013708,5.22159108,2648.0,17.88710168,33.87152078,0.7340888888888888,0.172217526063393,0.224352926767703
140,1658458768,0.047580045,4.236359696,2648.0,17.60052467,34.44862338,0.7340888888888888,0.172217526063393,0.224352926767703
141,1658458773,0.041820368,4.237053343,2648.0,17.76126712,34.82860224,0.7340888888888888,0.172217526063393,0.224352926767703
142,1658458778,0.043971761,3.493844959,2648.0,17.76126712,34.82860224,0.7028222222222222,0.1505339983654388,0.2243637351293187
143,1658458783,0.0477439,0.188113494,2648.0,15.25608973,29.91612464,0.7028222222222222,0.1505339983654388,0.2243637351293187
144,1658458788,0.047994878,0.18372269,2648.0,17.19415486,33.0446685,0.7028222222222222,0.1505339983654388,0.2243637351293187
145,1658458793,0.046198062,0.202940838,2648.0,17.19415486,33.0446685,0.7050444444444444,0.1492955762184683,0.2243612455628791
146,1658458798,0.048196784,1.29728297,2648.0,17.1914581,33.46254792,0.7050444444444444,0.1492955762184683,0.2243612455628791
147,1658458803,0.049033096,1.269694628,2648.0,17.01219839,33.62395099,0.7050444444444444,0.1492955762184683,0.2243612455628791
148,1658458808,0.048938098,1.219808287,2648.0,17.01219839,33.62395099,0.673911111111111,0.1457918871251207,0.2244635606714324
149,1658458813,0.04860969,2.414979287,2648.0,17.01219839,33.62395099,0.673911111111111,0.1457918871251207,0.2244635606714324
150,1658458818,0.048714688,2.40639607,2648.0,17.45403744,30.80324978,0.673911111111111,0.1457918871251207,0.2244635606714324
151,1658458823,0.048036004,9.209077461,2648.0,17.45403744,30.80324978,0.7015111111111111,0.1477623946823852,0.2244175947739992
152,1658458828,0.048057795,10.52865701,2648.0,17.59211177,30.92985195,0.7015111111111111,0.1477623946823852,0.2244175947739992
153,1658458833,0.047773079,9.696146285,2648.0,17.2225161,31.38844424,0.7015111111111111,0.1477623946823852,0.2244175947739992
154,1658458838,0.046270748,11.13825351,2648.0,17.2225161,31.38844424,0.6662888888888888,0.1453821048617524,0.2244800160983867
155,1658458843,0.047995073,9.38680349,2648.0,17.2225161,31.38844424,0.6662888888888888,0.1453821048617524,0.2244800160983867
156,1658458848,0.047896663,9.690243444,2648.0,17.23817504,30.03922278,0.6662888888888888,0.1453821048617524,0.2244800160983867
157,1658458853,0.039518596,9.734218063,2648.0,16.69840936,29.49006519,0.6545555555555554,0.1463145692559988,0.2246901112174338
158,1658458858,0.046682805,8.280077854,2648.0,12.8679728,24.34699378,0.6545555555555554,0.1463145692559988,0.2246901112174338
159,1658458863,0.046922142,5.641449868,2648.0,15.98232948,30.23954763,0.6545555555555554,0.1463145692559988,0.2246901112174338
160,1658458868,0.046801815,4.288006749,2648.0,15.98232948,30.23954763,0.6338444444444444,0.1457685567302372,0.2241681523609803
161,1658458873,0.045895034,0.033731731,2648.0,16.00518565,29.71609222,0.6338444444444444,0.1457685567302372,0.2241681523609803
162,1658458878,0.04434958,0.032195388,2648.0,15.84775211,28.5955283,0.6338444444444444,0.1457685567302372,0.2241681523609803
163,1658458883,0.045439467,3.728369311,2648.0,15.84775211,28.5955283,0.6499777777777778,0.1483480767600201,0.2233111342944395
164,1658458888,0.045439467,4.770820168,2648.0,13.01490038,23.48395847,0.6499777777777778,0.1483480767600201,0.2233111342944395
165,1658458893,0.035979771,7.036883391,2648.0,11.85598385,21.25601827,0.6499777777777778,0.1483480767600201,0.2233111342944395
166,1658458898,0.039301446,6.054143174,2648.0,10.51877244,18.8585968,0.6552444444444444,0.1473419367605749,0.2222115353028718
167,1658458903,0.044634282,5.57496401,2648.0,15.53584761,29.90679183,0.6552444444444444,0.1473419367605749,0.2222115353028718
168,1658458908,0.045396008,5.85751394,2648.0,15.53584761,29.90679183,0.6552444444444444,0.1473419367605749,0.2222115353028718
169,1658458913,0.045427728,10.37183177,2648.0,15.24110754,30.5634255,0.669311111111111,0.1483151467178294,0.2213176595087988
170,1658458918,0.046233359,10.48612028,2648.0,16.40201424,32.26959761,0.669311111111111,0.1483151467178294,0.2213176595087988
171,1658458923,0.04540343,9.325440836,2648.0,16.40201424,32.26959761,0.669311111111111,0.1483151467178294,0.2213176595087988
172,1658458928,0.044873608,5.472868694,2648.0,16.40201424,32.26959761,0.6602,0.1451043021085718,0.2212283387226374
173,1658458933,0.04124348,5.472868694,2648.0,8.599707031,16.31910807,0.6602,0.1451043021085718,0.2212283387226374
174,1658458938,0.042273141,5.474707714,2648.0,8.599707031,16.31910807,0.6602,0.1451043021085718,0.2212283387226374
175,1658458943,0.040123063,8.726730684,2648.0,8.599707031,16.31910807,0.6537555555555554,0.1446199895519231,0.2212415759295601
176,1658458948,0.043622605,10.16988418,2648.0,16.04224584,32.36349689,0.6537555555555554,0.1446199895519231,0.2212415759295601
177,1658458953,0.042225194,10.16942176,2648.0,16.04224584,32.36349689,0.6537555555555554,0.1446199895519231,0.2212415759295601
178,1658458958,0.042225194,8.205644297,2648.0,15.92157386,32.84879413,0.6187333333333334,0.140692090395593,0.2212220237248395
179,1658458963,0.041544894,4.718921782,2648.0,14.9412447,31.80738824,0.6187333333333334,0.140692090395593,0.2212220237248395
180,1658458968,0.040275391,5.14730103,2648.0,14.9412447,31.80738824,0.6187333333333334,0.140692090395593,0.2212220237248395
181,1658458973,0.038733788,6.708326911,2648.0,14.9412447,31.80738824,0.5988888888888888,0.1417352862249521,0.2212511698685223
182,1658458978,0.043330788,5.493386868,2648.0,10.12735587,27.3527397,0.5988888888888888,0.1417352862249521,0.2212511698685223
183,1658458983,0.037422345,4.921504492,2648.0,11.31994597,30.57377853,0.5988888888888888,0.1417352862249521,0.2212511698685223
184,1658458988,0.039178893,1.311330482,2648.0,14.3110812,38.65246604,0.5997333333333333,0.1424171787809186,0.2203715635406274
185,1658458993,0.044500658,7.907989212,2648.0,14.3110812,38.65246604,0.5997333333333333,0.1424171787809186,0.2203715635406274
186,1658458998,0.04481523,7.543908222,2648.0,10.95596747,29.59071748,0.5997333333333333,0.1424171787809186,0.2203715635406274
187,1658459003,0.044535813,9.805584289,2648.0,9.763377369,26.36967864,0.6234,0.1462663804788386,0.2195850427091195
188,1658459008,0.041585353,8.821821744,2648.0,20.04763087,30.13394036,0.6234,0.1462663804788386,0.2195850427091195
189,1658459013,0.036503288,8.553594602,2648.0,20.04763087,30.13394036,0.6234,0.1462663804788386,0.2195850427091195
190,1658459018,0.042504444,7.511905251,2648.0,24.56155504,22.3361549,0.6114444444444445,0.144895858305134,0.2195005188924392
191,1658459023,0.043933727,7.75161493,2648.0,20.4128383,30.93737928,0.6114444444444445,0.144895858305134,0.2195005188924392
192,1658459028,0.041393979,5.309341265,2648.0,20.4128383,30.93737928,0.6114444444444445,0.144895858305134,0.2195005188924392
193,1658459033,0.039568198,4.877230642,2648.0,20.4128383,30.93737928,0.5831777777777777,0.1429376699875687,0.2195200710971598
194,1658459038,0.041172315,1.24563127,2648.0,8.548558684,20.40773287,0.5831777777777777,0.1429376699875687,0.2195200710971598
195,1658459043,0.040852543,0.974633289,2648.0,9.577284676,22.8635814,0.5831777777777777,0.1429376699875687,0.2195200710971598
196,1658459048,0.038338609,1.081238689,2648.0,12.7433733,30.02471622,0.5483777777777777,0.1387500527968415,0.2196607619615622
197,1658459053,0.039194726,8.322334569,2648.0,12.7433733,30.02471622,0.5483777777777777,0.1387500527968415,0.2196607619615622
198,1658459058,0.039039541,8.942344658,2648.0,12.7433733,30.02471622,0.5483777777777777,0.1387500527968415,0.2196607619615622
199,1658459063,0.037315146,10.65601701,2648.0,12.7433733,30.02471622,0.5340666666666667,0.1368363205950317,0.2197931340307884
200,1658459068,0.037911278,11.11198135,2648.0,12.12751089,28.88037631,0.5340666666666667,0.1368363205950317,0.2197931340307884
201,1658459073,0.037684196,8.828722411,2648.0,12.12751089,28.88037631,0.5340666666666667,0.1368363205950317,0.2197931340307884
202,1658459078,0.039040059,10.18080777,2648.0,12.12751089,28.88037631,0.5206666666666666,0.1363629954453868,0.2199344928276501
203,1658459083,0.038683799,6.753950088,2648.0,12.82236358,36.56037102,0.5206666666666666,0.1363629954453868,0.2199344928276501
204,1658459088,0.038474224,6.278015653,2648.0,10.20515889,29.09794229,0.5206666666666666,0.1363629954453868,0.2199344928276501
205,1658459093,0.03763934,9.108276407,2648.0,9.136628595,26.05124471,0.5336222222222221,0.1368068982062082,0.220060064130017
206,1658459098,0.037713622,7.067739042,2648.0,12.32557458,34.49641377,0.5336222222222221,0.1368068982062082,0.220060064130017
207,1658459103,0.039065303,4.74146403,2648.0,12.32557458,34.49641377,0.5336222222222221,0.1368068982062082,0.220060064130017
208,1658459108,0.039184967,4.744191197,2648.0,12.36114507,30.37774489,0.5209333333333332,0.136528552269631,0.2198937489476268
209,1658459113,0.035241454,6.756582913,2648.0,12.36114507,30.37774489,0.5209333333333332,0.136528552269631,0.2198937489476268
210,1658459118,0.03798999,13.21524394,2648.0,12.21342453,28.68771424,0.5209333333333332,0.136528552269631,0.2198937489476268
211,1658459123,0.039279552,13.21524394,2648.0,12.21342453,28.68771424,0.556911111111111,0.1373462016029917,0.2199292708102403
212,1658459128,0.039140307,13.21524394,2648.0,8.097420947,18.86523314,0.556911111111111,0.1373462016029917,0.2199292708102403
213,1658459133,0.037137459,9.674766808,2648.0,9.107868175,21.21935584,0.556911111111111,0.1373462016029917,0.2199292708102403
214,1658459138,0.038906998,9.906949999,2648.0,10.1183154,23.57347855,0.5324222222222222,0.1345855324432676,0.2198661815533935
215,1658459143,0.038831969,10.69600818,2648.0,11.78653031,28.16310477,0.5324222222222222,0.1345855324432676,0.2198661815533935
216,1658459148,0.03836647,11.07730325,2648.0,11.78653031,28.16310477,0.5324222222222222,0.1345855324432676,0.2198661815533935
217,1658459153,0.036028371,15.08187481,2648.0,11.78653031,28.16310477,0.5441555555555556,0.1358900246738105,0.219854765980451
