,timestamp,recommendationservice-689548cfbd-ml8h2&cpu_usage,recommendationservice-689548cfbd-ml8h2&mem_usage,recommendationservice-689548cfbd-ml8h2&mem_usage_rate,recommendationservice-689548cfbd-ml8h2&mem_limit,recommendationservice-689548cfbd-ml8h2&fs_usage,recommendationservice-689548cfbd-ml8h2&net_receive,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
0,1658458071,0.030083762,207.890625,7.084377238,3948.0,0.000500224,0.348607884,0.0634,0.0435533950572539,0.2174635677758049
1,1658458076,0.029871066,207.8164063,7.686090156,3948.0,0.000330464,0.348607884,0.0634,0.0435533950572539,0.2174635677758049
2,1658458081,0.030359087,207.8164063,7.018103346,3948.0,0.000330464,0.346189036,0.0634,0.0435533950572539,0.2174635677758049
3,1658458086,0.027094984,207.8242188,4.905750521,3948.0,0.000372538,0.346189036,0.0632222222222222,0.0426682776739892,0.2174554311440268
4,1658458091,0.029162829,207.828125,4.352532956,3948.0,0.000372538,0.343031537,0.0632222222222222,0.0426682776739892,0.2174554311440268
5,1658458096,0.030261797,207.828125,5.008152024,3948.0,0.000372538,0.285335062,0.0632222222222222,0.0426682776739892,0.2174554311440268
6,1658458101,0.029596127,207.828125,4.088266404,3948.0,0.000283488,0.338187168,0.0635333333333333,0.0444057221550712,0.2170056089931883
7,1658458106,0.029291186,207.828125,4.475844589,3948.0,0.0,0.338187168,0.0635333333333333,0.0444057221550712,0.2170056089931883
8,1658458111,0.026979019,208.015625,1.092449219,3948.0,0.0,0.334964994,0.0635333333333333,0.0444057221550712,0.2170056089931883
9,1658458116,0.025525592,208.015625,0.004417141,3948.0,0.0,0.334964994,0.0608222222222222,0.0443797795770966,0.2169525994443652
10,1658458121,0.026861488,208.015625,0.005237741,3948.0,0.0,0.334964994,0.0608222222222222,0.0443797795770966,0.2169525994443652
11,1658458126,0.025536516,208.1210938,0.006265256,3948.0,0.0,0.339122138,0.0608222222222222,0.0443797795770966,0.2169525994443652
12,1658458131,0.024533791,208.03125,1.043808758,3948.0,0.00027628,0.339122138,0.0615111111111111,0.0650505902191179,0.2170697305092906
13,1658458136,0.026593537,208.03125,1.299330933,3948.0,0.000344118,0.339122138,0.0615111111111111,0.0650505902191179,0.2170697305092906
14,1658458141,0.027964175,208.0507813,1.062464394,3948.0,0.000281293,0.302850348,0.0615111111111111,0.0650505902191179,0.2170697305092906
15,1658458146,0.027818473,208.0507813,1.392375105,3948.0,0.000368758,0.352875327,0.0605777777777777,0.0633044797930435,0.2171655484566479
16,1658458151,0.027093766,208.0507813,1.392507695,3948.0,0.000368758,0.352875327,0.0605777777777777,0.0633044797930435,0.2171655484566479
17,1658458156,0.024127516,208.234375,1.010782004,3948.0,0.000266297,0.352091785,0.0605777777777777,0.0633044797930435,0.2171655484566479
18,1658458161,0.027266224,209.0703125,1.324068537,3948.0,0.000345434,0.353281473,0.0626444444444444,0.0626457613309345,0.2171192182324187
19,1658458166,0.029883379,210.0507813,1.342790314,3948.0,0.000345434,0.329501107,0.0626444444444444,0.0626457613309345,0.2171192182324187
20,1658458171,0.027520971,210.0507813,0.048215522,3948.0,0.0,0.324810399,0.0626444444444444,0.0626457613309345,0.2171192182324187
21,1658458176,0.029508951,209.8671875,1.420637131,3948.0,0.000363203,0.324810399,0.0605333333333333,0.0418681133349363,0.2171382846680779
22,1658458181,0.028145866,210.0351563,1.41525107,3948.0,0.000363203,0.265603779,0.0605333333333333,0.0418681133349363,0.2171382846680779
23,1658458186,0.026330612,209.9609375,3.059175871,3948.0,0.000284292,0.221673673,0.0605333333333333,0.0418681133349363,0.2171382846680779
24,1658458191,0.023841906,209.9609375,4.556476521,3948.0,0.000348617,0.196503076,0.0615333333333333,0.0425824948002232,0.2171145427052029
25,1658458196,0.024120223,209.8476563,6.730839511,3948.0,0.000348617,0.33057395,0.0615333333333333,0.0425824948002232,0.2171145427052029
26,1658458201,0.022347859,209.8554688,6.610141598,3948.0,0.000351756,0.324244063,0.0615333333333333,0.0425824948002232,0.2171145427052029
27,1658458206,0.024507097,209.9101563,6.057664064,3948.0,0.000351756,0.324244063,0.0605777777777777,0.0416865776527736,0.2171400455809254
28,1658458211,0.025747651,209.90625,6.562068132,3948.0,0.000279352,0.327794222,0.0605777777777777,0.0416865776527736,0.2171400455809254
29,1658458216,0.025659925,209.90625,5.949127522,3948.0,0.0,0.350341654,0.0605777777777777,0.0416865776527736,0.2171400455809254
30,1658458221,0.027876208,209.90625,7.382167135,3948.0,0.0,0.356242884,0.0623111111111111,0.0442992623814175,0.2173660496367327
31,1658458226,0.026680454,209.8554688,7.225316757,3948.0,0.0,0.242171632,0.0623111111111111,0.0442992623814175,0.2173660496367327
32,1658458231,0.02595661,209.8554688,6.977228808,3948.0,0.0,0.271862445,0.0623111111111111,0.0442992623814175,0.2173660496367327
33,1658458236,0.025973443,209.8554688,6.158500797,3948.0,0.0,0.293795785,0.0816222222222222,0.0521007694147802,0.2173592488698734
34,1658458241,0.03032106,208.9335938,5.669815136,3948.0,0.000358687,0.348020238,0.0816222222222222,0.0521007694147802,0.2173592488698734
35,1658458246,0.031871408,208.0039063,7.152615278,3948.0,0.00050666,0.348020238,0.0816222222222222,0.0521007694147802,0.2173592488698734
36,1658458251,0.031625049,208.0078125,6.816207115,3948.0,0.000394483,0.29215429,0.0900444444444444,0.0559470064554303,0.2174169339459124
37,1658458256,0.031305324,208.0039063,8.762672672,3948.0,0.000394483,0.367516095,0.0900444444444444,0.0559470064554303,0.2174169339459124
38,1658458261,0.029462692,208.0078125,7.664275242,3948.0,0.000391651,0.367516095,0.0900444444444444,0.0559470064554303,0.2174169339459124
39,1658458266,0.031648043,208.0078125,7.393833909,3948.0,0.000391651,0.367516095,0.0938888888888888,0.0552953257090876,0.2176513175180285
40,1658458271,0.028039707,208.0117188,5.313170366,3948.0,0.0,0.364901882,0.0938888888888888,0.0552953257090876,0.2176513175180285
41,1658458276,0.027239668,208.0117188,5.313144808,3948.0,0.0,0.374953,0.0938888888888888,0.0552953257090876,0.2176513175180285
42,1658458281,0.028910201,208.0,6.50248891,3948.0,0.0,0.391268648,0.0782666666666666,0.0480681386946617,0.2184978308286169
43,1658458286,0.02737142,208.0,5.239955717,3948.0,0.0,0.372336724,0.0782666666666666,0.0480681386946617,0.2184978308286169
44,1658458291,0.02978725,208.0429688,4.552236417,3948.0,0.0,0.372336724,0.0782666666666666,0.0480681386946617,0.2184978308286169
45,1658458296,0.029108779,208.2578125,3.373283826,3948.0,0.0,0.298090196,0.0796444444444444,0.0459723237892599,0.2194639647705703
46,1658458301,0.029271887,208.2617188,1.167573564,3948.0,0.000309842,0.362172006,0.0796444444444444,0.0459723237892599,0.2194639647705703
47,1658458306,0.030331115,208.4765625,1.173450028,3948.0,0.000309842,6.143725026,0.0796444444444444,0.0459723237892599,0.2194639647705703
48,1658458311,0.029675687,208.5234375,1.530689352,3948.0,0.000405234,6.143725026,0.0975777777777777,0.0495119138044497,0.2209830253466402
49,1658458316,0.030915437,208.5195313,2.196208499,3948.0,0.00029106,9.128724547,0.0975777777777777,0.0495119138044497,0.2209830253466402
50,1658458321,0.028551451,208.5234375,1.416129854,3948.0,0.000374675,7.658695604,0.0975777777777777,0.0495119138044497,0.2209830253466402
51,1658458326,0.029818419,208.5234375,1.710285172,3948.0,0.00045324,6.897968559,0.1092666666666666,0.0496786080989622,0.2222567725467129
52,1658458331,0.030165891,208.5234375,1.711878452,3948.0,0.00045324,5.417568723,0.1092666666666666,0.0496786080989622,0.2222567725467129
53,1658458336,0.030579039,371.46875,3.380107634,3948.0,0.000296844,7.172898061,0.1092666666666666,0.0496786080989622,0.2222567725467129
54,1658458341,0.028501421,417.0390625,3.727782046,3948.0,0.0,5.471459722,0.1136666666666666,0.0521944432733104,0.2227042872945098
55,1658458346,0.030027498,417.0390625,4.022440324,3948.0,0.0,0.331463582,0.1136666666666666,0.0521944432733104,0.2227042872945098
56,1658458351,0.024439745,417.0390625,4.286979847,7896.0,0.0,0.331463582,0.1136666666666666,0.0521944432733104,0.2227042872945098
57,1658458356,0.081186692,426.3984375,4.108267984,7896.0,0.002005885,0.331463582,0.2371333333333333,0.0582634865275375,0.223251141815359
58,1658458361,0.088539522,426.3984375,2.543601393,3948.0,0.002435531,36.82785649,0.2371333333333333,0.0582634865275375,0.223251141815359
59,1658458366,0.179781901,430.0703125,4.408272368,3948.0,0.005928588,42.73870425,0.2371333333333333,0.0582634865275375,0.223251141815359
60,1658458371,0.269543141,431.4023438,3.723106649,3948.0,0.004851928,48.75486207,0.4426,0.0731026707066075,0.2235458821933517
61,1658458376,0.301958338,431.4023438,3.193177456,3948.0,0.005089682,57.45309163,0.4426,0.0731026707066075,0.2235458821933517
62,1658458381,0.307651321,431.3515625,1.382860589,3948.0,0.004635389,63.94624412,0.4426,0.0731026707066075,0.2235458821933517
63,1658458386,0.381989856,431.6210938,1.553424846,3948.0,0.003820409,78.40295856,0.6329333333333332,0.088572720336725,0.224387962861255
64,1658458391,0.381989856,431.6210938,1.553424846,3948.0,0.003820409,79.57591282,0.6329333333333332,0.088572720336725,0.224387962861255
65,1658458396,0.458608138,432.265625,1.029771219,3948.0,0.001465238,79.57591282,0.6329333333333332,0.088572720336725,0.224387962861255
66,1658458401,0.494794907,432.9101563,1.172948676,3948.0,0.0,67.7821778,0.7024222222222221,0.0945410832979494,0.2244484411093969
67,1658458406,0.509062577,432.96875,1.345548888,3948.0,0.0,83.78290098,0.7024222222222221,0.0945410832979494,0.2244484411093969
68,1658458411,0.49015524,432.96875,1.104756465,3948.0,0.0,83.78290098,0.7024222222222221,0.0945410832979494,0.2244484411093969
69,1658458416,0.46865083,432.7226563,3.826045265,3948.0,0.0,83.78290098,0.6864444444444444,0.0947280665812152,0.2244788016757332
70,1658458421,0.460404836,432.7226563,3.667564714,3948.0,0.0,82.28364334,0.6864444444444444,0.0947280665812152,0.2244788016757332
71,1658458426,0.482921017,432.7460938,3.332439558,3948.0,0.110065095,82.28364334,0.6864444444444444,0.0947280665812152,0.2244788016757332
72,1658458431,0.483540164,432.8398438,2.432663207,3948.0,0.11747384,82.28364334,0.6770888888888889,0.0909617285694215,0.2245739516906311
73,1658458436,0.492610189,433.078125,3.314177913,3948.0,0.09244003,81.9773768,0.6770888888888889,0.0909617285694215,0.2245739516906311
74,1658458441,0.494454923,433.078125,3.600333868,3948.0,0.098076348,81.9773768,0.6770888888888889,0.0909617285694215,0.2245739516906311
75,1658458446,0.491073447,433.078125,4.626965934,3948.0,0.131531383,81.9773768,0.6563111111111111,0.0883083874611606,0.2245850029367775
76,1658458451,0.498251711,433.09375,4.693058415,3948.0,0.112008703,81.88144378,0.6563111111111111,0.0883083874611606,0.2245850029367775
77,1658458456,0.470191332,432.609375,6.012561976,3948.0,0.05555461,83.49395178,0.6563111111111111,0.0883083874611606,0.2245850029367775
78,1658458461,0.485393384,432.609375,4.069278081,3948.0,0.05555461,83.49395178,0.652511111111111,0.0857509917690383,0.2246108701392961
79,1658458466,0.476244464,432.0703125,6.685277098,3948.0,0.0,84.07307058,0.652511111111111,0.0857509917690383,0.2246108701392961
80,1658458471,0.530137166,432.21875,6.466159316,3948.0,0.0,84.29960495,0.652511111111111,0.0857509917690383,0.2246108701392961
81,1658458476,0.510921006,432.21875,6.831816071,3948.0,0.0,84.29960495,0.6678888888888888,0.0852247849607782,0.2245301717539742
82,1658458481,0.497160965,432.3632813,5.729842854,3948.0,0.0,85.48266418,0.6678888888888888,0.0852247849607782,0.2245301717539742
83,1658458486,0.524180624,432.5195313,4.59943811,3948.0,0.102642645,85.48266418,0.6678888888888888,0.0852247849607782,0.2245301717539742
84,1658458491,0.480194436,432.6679688,4.580840844,3948.0,0.102642645,68.51720476,0.6696666666666666,0.0861511070919764,0.2246810030475329
85,1658458496,0.529793023,432.6679688,2.751569508,3948.0,0.161561662,45.65712891,0.6696666666666666,0.0861511070919764,0.2246810030475329
86,1658458501,0.530665206,432.578125,3.929901949,3948.0,0.128660161,84.22369887,0.6696666666666666,0.0861511070919764,0.2246810030475329
