,timestamp,recommendationservice-689548cfbd-ml8h2&cpu_usage,recommendationservice-689548cfbd-ml8h2&mem_usage,recommendationservice-689548cfbd-ml8h2&mem_usage_rate,recommendationservice-689548cfbd-ml8h2&mem_limit,recommendationservice-689548cfbd-ml8h2&fs_usage,recommendationservice-689548cfbd-ml8h2&net_receive,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
87,1658458506,0.518908369,432.65625,3.171474584,3948.0,0.104231857,84.22369887,0.6498666666666667,0.086782470931248,0.2247907868554049
88,1658458511,0.471896901,432.65625,1.192404195,3948.0,0.131052282,85.45151365,0.6498666666666667,0.086782470931248,0.2247907868554049
89,1658458516,0.474466601,432.6992188,1.117519757,3948.0,0.074754302,85.72983223,0.6498666666666667,0.086782470931248,0.2247907868554049
90,1658458521,0.450783365,432.8671875,1.249551718,3948.0,0.050723575,86.94376587,0.6697555555555554,0.0886378756350969,0.2247914547878643
91,1658458526,0.527505639,432.8085938,4.155126287,3948.0,0.050723575,86.94376587,0.6697555555555554,0.0886378756350969,0.2247914547878643
92,1658458531,0.528666243,432.9648438,3.626183217,3948.0,0.0,59.5320141,0.6697555555555554,0.0886378756350969,0.2247914547878643
93,1658458536,0.527430227,432.96875,3.624982202,3948.0,0.057105262,66.96580331,0.6856,0.09045908409473,0.2247224755811483
94,1658458541,0.524140419,433.2304688,3.34576235,3948.0,0.057105262,74.39959251,0.6856,0.09045908409473,0.2247224755811483
95,1658458546,0.505809044,433.2304688,2.318939817,3948.0,0.078346232,74.72221896,0.6856,0.09045908409473,0.2247224755811483
96,1658458551,0.538215541,433.6367188,4.850372946,3948.0,0.108996182,88.89123504,0.7016444444444444,0.0915194346290443,0.224619978309197
97,1658458556,0.539299394,434.0703125,3.72785955,3948.0,0.108996182,88.89123504,0.7016444444444444,0.0915194346290443,0.224619978309197
98,1658458561,0.53990909,434.0273438,4.789936326,3948.0,0.113296405,88.66433288,0.7016444444444444,0.0915194346290443,0.224619978309197
99,1658458566,0.5214994,434.0273438,2.526962566,3948.0,0.112968115,74.34996891,0.6833777777777778,0.0893175074183569,0.224685071363422
100,1658458571,0.514093892,433.984375,4.923578739,3948.0,0.112968115,87.89488739,0.6833777777777778,0.0893175074183569,0.224685071363422
101,1658458576,0.496815407,433.984375,5.238841002,3948.0,0.128438575,87.89488739,0.6833777777777778,0.0893175074183569,0.224685071363422
102,1658458581,0.487933986,434.7421875,5.086999431,3948.0,0.048484045,88.29055444,0.6839555555555555,0.0880968202574713,0.2247266653393027
103,1658458586,0.51910559,434.796875,5.7844901,3948.0,0.048484045,88.29055444,0.6839555555555555,0.0880968202574713,0.2247266653393027
104,1658458591,0.529759049,435.8203125,5.042898869,3948.0,0.0,90.33791826,0.6839555555555555,0.0880968202574713,0.2247266653393027
105,1658458596,0.531537252,436.140625,3.410434858,3948.0,0.055290412,90.33791826,0.7003555555555555,0.0895851284731849,0.2244406080832822
106,1658458601,0.52968219,436.140625,4.508265187,3948.0,0.055290412,90.02754721,0.7003555555555555,0.0895851284731849,0.2244406080832822
107,1658458606,0.532216077,436.1015625,5.582420262,3948.0,0.101804527,90.02754721,0.7003555555555555,0.0895851284731849,0.2244406080832822
108,1658458611,0.523572712,436.5117188,3.724931382,3948.0,0.12647704,90.95323359,0.6864666666666667,0.091408633744024,0.2244570027891038
109,1658458616,0.52795753,436.5117188,1.567610744,3948.0,0.120200302,91.21214449,0.6864666666666667,0.091408633744024,0.2244570027891038
110,1658458621,0.563208142,437.1132813,1.166307487,3948.0,0.111847332,91.21214449,0.6864666666666667,0.091408633744024,0.2244570027891038
111,1658458626,0.558615801,437.3203125,1.851410689,3948.0,0.141784433,91.21214449,0.6817333333333333,0.0948608227767803,0.2235262692674985
112,1658458631,0.552915606,437.3203125,1.838497822,3948.0,0.141784433,90.55892157,0.6817333333333333,0.0948608227767803,0.2235262692674985
113,1658458636,0.548132303,274.3984375,1.367299818,3948.0,0.121406157,88.76985589,0.6817333333333333,0.0948608227767803,0.2235262692674985
114,1658458641,0.496347777,228.0234375,2.48102785,3948.0,0.057335822,88.76985589,0.6632666666666667,0.0942884199515279,0.2221534859000368
115,1658458646,0.440770898,228.0234375,1.156047347,3948.0,0.0,88.76985589,0.6632666666666667,0.0942884199515279,0.2221534859000368
116,1658458651,0.51166353,227.3320313,3.706842404,3948.0,0.0,88.61451129,0.6632666666666667,0.0942884199515279,0.2221534859000368
117,1658458656,0.473750529,227.3320313,4.039950976,3948.0,0.0,69.23119463,0.6768888888888888,0.0953403599988803,0.2208987444144907
118,1658458661,0.483910056,227.3320313,4.370619014,3948.0,0.0,61.22860003,0.6768888888888888,0.0953403599988803,0.2208987444144907
119,1658458666,0.538392747,227.6835938,3.601196953,3948.0,0.06635383,89.66362777,0.6768888888888888,0.0953403599988803,0.2208987444144907
120,1658458671,0.51636748,227.6835938,4.007133055,3948.0,0.06635383,89.66362777,0.6944666666666667,0.0945642185620463,0.2201405196308082
121,1658458673,0.051662426,133.3984375,1.793333458,0.012158726,15.27406965,33.89878081,0.6944666666666667,0.0945642185620463,0.2201405196308082
122,1658458678,0.0501801,133.3984375,0.489560091,0.016018778,15.56405714,32.08755257,0.6944666666666667,0.0945642185620463,0.2201405196308082
123,1658458683,0.051920189,134.1171875,0.395948998,0.017109439,15.67286079,31.97289846,0.6944666666666667,0.0945642185620463,0.2201405196308082
124,1658458688,0.051728468,134.1171875,0.529909898,0.016374265,15.67286079,31.97289846,0.7186222222222222,0.0940447737976316,0.2234645158755705
125,1658458693,0.051809527,134.1132813,1.673418601,0.015248559,15.94687908,31.3182359,0.7186222222222222,0.0940447737976316,0.2234645158755705
126,1658458698,0.048076723,134.1132813,2.115982605,0.015248559,15.72015876,31.40925788,0.7186222222222222,0.0940447737976316,0.2234645158755705
127,1658458703,0.050127924,134.2578125,2.507064808,0.014301535,15.72015876,31.40925788,0.7362666666666666,0.0939345976653622,0.2238096547936814
128,1658458708,0.050127924,134.2578125,2.279397774,0.0,15.56786293,31.67564755,0.7362666666666666,0.0939345976653622,0.2238096547936814
129,1658458713,0.044589745,134.2773438,2.376938207,0.0,15.56786293,31.67564755,0.7362666666666666,0.0939345976653622,0.2238096547936814
130,1658458718,0.051391827,134.1484375,3.034830927,0.0,15.14808884,31.43996055,0.7109333333333333,0.0951345551071494,0.223959939597046
131,1658458723,0.051391827,134.1523438,3.001065295,0.001761667,14.77332315,31.28201476,0.7109333333333333,0.0951345551071494,0.223959939597046
132,1658458728,0.050853342,134.15625,3.160264129,0.012562315,14.84237462,34.0409572,0.7109333333333333,0.0951345551071494,0.223959939597046
133,1658458733,0.051329764,134.15625,3.326856277,0.017143286,14.84237462,34.0409572,0.7116222222222222,0.1344848510506485,0.224168213082113
134,1658458738,0.051273285,135.1640625,2.844320901,0.017143286,14.84237462,34.0409572,0.7116222222222222,0.1344848510506485,0.224168213082113
135,1658458743,0.049951386,135.1679688,1.111092148,0.017089419,12.27995368,29.89266924,0.7116222222222222,0.1344848510506485,0.224168213082113
136,1658458748,0.052832023,136.1640625,1.191886201,0.012555946,15.47458609,34.46749136,0.7067777777777777,0.1547163955932819,0.2244315606345139
137,1658458753,0.052668983,136.1640625,1.193605631,0.017609165,15.47458609,34.46749136,0.7067777777777777,0.1547163955932819,0.2244315606345139
138,1658458758,0.052234669,136.1679688,0.964587713,0.017609165,13.22872159,31.28198742,0.7067777777777777,0.1547163955932819,0.2244315606345139
139,1658458763,0.052383084,136.171875,0.051918267,0.01028863,16.04615981,37.94438988,0.7340888888888888,0.172217526063393,0.224352926767703
140,1658458768,0.049177289,136.1757813,0.040754563,0.01028863,16.04615981,37.94438988,0.7340888888888888,0.172217526063393,0.224352926767703
141,1658458773,0.052050069,136.3007813,0.020751154,0.012030257,13.20251286,31.22001158,0.7340888888888888,0.172217526063393,0.224352926767703
142,1658458778,0.050629419,136.3828125,0.028238136,0.013750738,15.28409685,33.35141215,0.7028222222222222,0.1505339983654388,0.2243637351293187
143,1658458783,0.050629419,136.3828125,0.028574872,0.014126469,15.28409685,33.35141215,0.7028222222222222,0.1505339983654388,0.2243637351293187
144,1658458788,0.046077395,136.3359375,1.100755177,0.012927942,12.55490559,30.48518133,0.7028222222222222,0.1505339983654388,0.2243637351293187
145,1658458793,0.045838391,136.3398438,1.100346585,0.015570946,14.66613671,35.61156504,0.7050444444444444,0.1492955762184683,0.2243612455628791
146,1658458798,0.050313054,136.3554688,1.101125106,0.014493091,14.66613671,35.61156504,0.7050444444444444,0.1492955762184683,0.2243612455628791
147,1658458803,0.046143446,135.8007813,1.755433054,0.012185,12.38111187,30.06318429,0.7050444444444444,0.1492955762184683,0.2243612455628791
148,1658458808,0.049428776,135.2578125,3.304589343,0.01625874,10.99817381,25.80473407,0.673911111111111,0.1457918871251207,0.2244635606714324
149,1658458813,0.049570054,135.2578125,3.761971828,0.015486488,14.74862104,37.71029093,0.673911111111111,0.1457918871251207,0.2244635606714324
150,1658458818,0.049071676,135.2617188,3.634670393,0.013491398,15.43166457,42.46719783,0.673911111111111,0.1457918871251207,0.2244635606714324
151,1658458823,0.04952461,135.4101563,3.207550814,0.0,15.43166457,42.46719783,0.7015111111111111,0.1477623946823852,0.2244175947739992
152,1658458828,0.051387496,135.4101563,3.528994645,0.0,15.15547066,38.07158419,0.7015111111111111,0.1477623946823852,0.2244175947739992
153,1658458833,0.051562182,135.28125,4.027937149,0.0,15.15547066,38.07158419,0.7015111111111111,0.1477623946823852,0.2244175947739992
154,1658458838,0.045887694,134.0859375,5.00685574,0.010966808,15.06875105,37.39205969,0.6662888888888888,0.1453821048617524,0.2244800160983867
155,1658458843,0.050678187,134.0859375,5.006957487,0.010966808,15.01462023,38.35128649,0.6662888888888888,0.1453821048617524,0.2244800160983867
156,1658458848,0.05077068,134.0859375,4.301888963,0.0176758,11.57273257,27.11359064,0.6662888888888888,0.1453821048617524,0.2244800160983867
157,1658458853,0.050907328,134.0898438,2.889738853,0.01277068,13.97222922,34.16047255,0.6545555555555554,0.1463145692559988,0.2246901112174338
158,1658458858,0.049579809,132.875,4.082393798,0.013540443,13.97222922,34.16047255,0.6545555555555554,0.1463145692559988,0.2246901112174338
159,1658458863,0.046210591,132.875,4.568510131,0.018608692,13.97222922,34.16047255,0.6545555555555554,0.1463145692559988,0.2246901112174338
160,1658458868,0.04614618,132.875,5.713453036,0.017662595,14.04133545,29.12473045,0.6338444444444444,0.1457685567302372,0.2241681523609803
161,1658458873,0.047485707,133.359375,5.334685215,0.012984826,13.74818608,28.71469694,0.6338444444444444,0.1457685567302372,0.2241681523609803
162,1658458878,0.041021678,135.3984375,3.088193743,0.012984826,13.74818608,28.71469694,0.6338444444444444,0.1457685567302372,0.2241681523609803
163,1658458883,0.042952971,135.3984375,2.083448465,0.001909835,13.67360127,29.64953656,0.6499777777777778,0.1483480767600201,0.2233111342944395
164,1658458888,0.04221039,135.3984375,2.083448465,0.001909835,13.36157332,26.38695412,0.6499777777777778,0.1483480767600201,0.2233111342944395
165,1658458893,0.042528758,134.4882813,1.940235501,0.0,13.36157332,26.38695412,0.6499777777777778,0.1483480767600201,0.2233111342944395
166,1658458898,0.040503942,134.4882813,1.993575109,0.001482532,13.16936197,28.27954733,0.6552444444444444,0.1473419367605749,0.2222115353028718
167,1658458903,0.046759343,135.21875,2.001211259,0.010797714,13.423916,26.5117001,0.6552444444444444,0.1473419367605749,0.2222115353028718
168,1658458908,0.044977707,135.3671875,1.46299019,0.011616766,13.423916,26.5117001,0.6552444444444444,0.1473419367605749,0.2222115353028718
169,1658458913,0.047397828,135.28125,1.78814855,0.010784809,13.45819863,32.77233879,0.669311111111111,0.1483151467178294,0.2213176595087988
170,1658458918,0.049087801,135.2890625,2.672126047,0.011969991,13.45819863,32.77233879,0.669311111111111,0.1483151467178294,0.2213176595087988
171,1658458923,0.048219157,135.1484375,3.24667084,0.011969991,13.45819863,32.77233879,0.669311111111111,0.1483151467178294,0.2213176595087988
172,1658458928,0.048403932,135.1484375,3.473338942,0.010040838,13.73349626,33.47679651,0.6602,0.1451043021085718,0.2212283387226374
173,1658458933,0.045689831,135.1523438,3.223111823,0.012477402,13.73349626,33.47679651,0.6602,0.1451043021085718,0.2212283387226374
174,1658458938,0.040118769,134.0976563,3.609111084,0.012477402,13.73349626,33.47679651,0.6602,0.1451043021085718,0.2212283387226374
175,1658458943,0.044961203,134.0976563,3.625769862,0.009160868,13.6975875,33.30826009,0.6537555555555554,0.1446199895519231,0.2212415759295601
176,1658458948,0.048274345,133.0546875,4.118744264,0.0,13.6975875,33.30826009,0.6537555555555554,0.1446199895519231,0.2212415759295601
177,1658458953,0.046209321,133.0585938,4.464868012,0.0,13.6975875,33.30826009,0.6537555555555554,0.1446199895519231,0.2212415759295601
178,1658458958,0.04368032,133.0585938,4.464868012,0.010667746,13.37499491,40.35856263,0.6187333333333334,0.140692090395593,0.2212220237248395
179,1658458963,0.046016862,133.46875,3.799456367,0.013906345,13.37499491,40.35856263,0.6187333333333334,0.140692090395593,0.2212220237248395
180,1658458968,0.045893234,133.46875,3.15246986,0.013428867,13.37499491,40.35856263,0.6187333333333334,0.140692090395593,0.2212220237248395
181,1658458973,0.045963286,134.0273438,3.589688452,0.013704558,12.91221439,43.47144203,0.5988888888888888,0.1417352862249521,0.2212511698685223
182,1658458978,0.045826526,134.03125,2.714322611,0.01435901,12.32734184,38.24010382,0.5988888888888888,0.1417352862249521,0.2212511698685223
183,1658458983,0.045629411,133.7460938,2.917882167,0.014024759,12.32734184,38.24010382,0.5988888888888888,0.1417352862249521,0.2212511698685223
184,1658458988,0.043209502,133.7421875,3.728320695,0.012273058,12.25174512,40.31094605,0.5997333333333333,0.1424171787809186,0.2203715635406274
185,1658458993,0.045488856,133.7421875,4.435921808,0.014346358,12.57244414,38.52599043,0.5997333333333333,0.1424171787809186,0.2203715635406274
186,1658458998,0.040723499,133.7421875,4.957507368,0.011740951,12.57244414,38.52599043,0.5997333333333333,0.1424171787809186,0.2203715635406274
187,1658459003,0.036040024,133.7539063,4.610676024,0.009765625,12.20627254,31.32376477,0.6234,0.1462663804788386,0.2195850427091195
188,1658459008,0.045507426,133.7929688,5.448676769,0.0,9.973694437,25.59451767,0.6234,0.1462663804788386,0.2195850427091195
189,1658459013,0.045599129,133.9023438,4.947919125,0.00132335,12.28506637,29.62426832,0.6234,0.1462663804788386,0.2195850427091195
190,1658459018,0.045563094,133.9453125,5.168228617,0.001688401,12.79489928,30.04952455,0.6114444444444445,0.144895858305134,0.2195005188924392
191,1658459023,0.046667008,133.9453125,4.396657883,0.009715292,12.79489928,30.04952455,0.6114444444444445,0.144895858305134,0.2195005188924392
192,1658459028,0.046862272,133.9453125,3.933033799,0.00988236,10.54027809,24.7544227,0.6114444444444445,0.144895858305134,0.2195005188924392
193,1658459033,0.0471969,133.484375,2.75518793,0.013289554,12.0736426,28.80363041,0.5831777777777777,0.1429376699875687,0.2195200710971598
194,1658459038,0.046389446,133.0976563,4.367743524,0.012725521,11.61321829,26.75540507,0.5831777777777777,0.1429376699875687,0.2195200710971598
195,1658459043,0.039163908,133.0976563,3.9080645,0.010545837,11.49698925,29.12612132,0.5831777777777777,0.1429376699875687,0.2195200710971598
196,1658459048,0.040916522,133.1054688,3.687138555,0.017752827,11.49698925,29.12612132,0.5483777777777777,0.1387500527968415,0.2196607619615622
197,1658459053,0.044640701,133.5585938,3.242915868,0.009272746,10.9244391,30.51417814,0.5483777777777777,0.1387500527968415,0.2196607619615622
198,1658459058,0.038655079,134.0039063,3.05001212,0.001513433,9.157365557,25.57838268,0.5483777777777777,0.1387500527968415,0.2196607619615622
