,timestamp,emailservice-8848674-b7vr4&cpu_usage,emailservice-8848674-b7vr4&cpu_limit,emailservice-8848674-b7vr4&mem_usage,emailservice-8848674-b7vr4&mem_usage_rate,emailservice-8848674-b7vr4&mem_limit,emailservice-8848674-b7vr4&fs_usage,emailservice-8848674-b7vr4&net_receive,emailservice-8848674-b7vr4&net_trainsmit,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
0,1658458071,0.023342114,0.2,160.8320313,0.005496751,2304.0,0.0,0.373340835,8.417254204,0.0634,0.0435533950572539,0.2174635677758049
1,1658458076,0.026474224,0.2,160.8554688,2.568877962,2304.0,0.00032174,0.373340835,8.417254204,0.0634,0.0435533950572539,0.2174635677758049
2,1658458081,0.02496549,0.2,160.8554688,2.56877149,2304.0,0.00032174,0.321371791,7.245572419,0.0634,0.0435533950572539,0.2174635677758049
3,1658458086,0.025115538,0.2,160.8554688,2.569114997,2304.0,0.000493494,0.321360072,7.332025542,0.0632222222222222,0.0426682776739892,0.2174554311440268
4,1658458091,0.026208058,0.2,160.8320313,2.413398468,2304.0,0.000319216,0.378962349,8.646256535,0.0632222222222222,0.0426682776739892,0.2174554311440268
5,1658458096,0.026208058,0.2,160.8320313,2.413398468,2304.0,0.000319216,0.328686677,7.499186501,0.0632222222222222,0.0426682776739892,0.2174554311440268
6,1658458101,0.023835546,0.2,159.9726563,4.312995368,2304.0,0.0,0.390364166,8.165599682,0.0635333333333333,0.0444057221550712,0.2170056089931883
7,1658458106,0.017500454,0.2,159.9726563,2.741659722,2304.0,0.0,0.400797951,7.998074755,0.0635333333333333,0.0444057221550712,0.2170056089931883
8,1658458111,0.02328739,0.2,159.265625,3.681166531,2304.0,0.0,0.400797951,7.998074755,0.0635333333333333,0.0444057221550712,0.2170056089931883
9,1658458116,0.025223205,0.2,159.265625,5.234789707,2304.0,0.0,0.364798388,7.08025845,0.0608222222222222,0.0443797795770966,0.2169525994443652
10,1658458121,0.026433133,0.2,159.171875,5.498933457,2304.0,0.0,0.364798388,7.08025845,0.0608222222222222,0.0443797795770966,0.2169525994443652
11,1658458126,0.025513515,0.2,159.171875,5.443958614,2304.0,0.0,0.366939694,6.939465021,0.0608222222222222,0.0443797795770966,0.2169525994443652
12,1658458131,0.025892655,0.2,159.171875,5.235018542,2304.0,0.0,0.366939694,6.939465021,0.0615111111111111,0.0650505902191179,0.2170697305092906
13,1658458136,0.027117582,0.2,159.4648438,5.405277552,2304.0,0.000446674,0.286717503,5.422324481,0.0615111111111111,0.0650505902191179,0.2170697305092906
14,1658458141,0.028688717,0.2,159.6171875,4.322360098,2304.0,0.000446674,0.256139195,4.844035729,0.0615111111111111,0.0650505902191179,0.2170697305092906
15,1658458146,0.028391587,0.2,159.7421875,4.060626126,2304.0,0.000446674,0.194993418,4.231087097,0.0605777777777777,0.0633044797930435,0.2171655484566479
16,1658458151,0.026064816,0.2,159.3554688,3.454176444,2304.0,0.000458782,0.352714509,6.927530031,0.0605777777777777,0.0633044797930435,0.2171655484566479
17,1658458156,0.025952399,0.2,159.2070313,4.100233828,2304.0,0.000458782,0.352714509,6.927530031,0.0605777777777777,0.0633044797930435,0.2171655484566479
