,timestamp,emailservice-8848674-j9hwb&cpu_usage,emailservice-8848674-j9hwb&cpu_limit,emailservice-8848674-j9hwb&mem_usage,emailservice-8848674-j9hwb&mem_usage_rate,emailservice-8848674-j9hwb&mem_limit,emailservice-8848674-j9hwb&fs_usage,emailservice-8848674-j9hwb&net_receive,emailservice-8848674-j9hwb&net_trainsmit,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
19,1658458166,0.025993244,0.2,170.2226563,3.477376031,2304.0,0.0,0.371415795,8.297861091,0.0626444444444444,0.0626457613309345,0.2171192182324187
20,1658458171,0.030592623,0.2,170.40625,2.945531281,2304.0,0.000370717,0.371415795,8.297861091,0.0626444444444444,0.0626457613309345,0.2171192182324187
21,1658458176,0.030463064,0.2,170.3476563,4.171275556,2304.0,0.000370717,0.307306334,6.865581118,0.0605333333333333,0.0418681133349363,0.2171382846680779
22,1658458181,0.030463064,0.2,170.3476563,4.171275556,2304.0,0.000370717,0.268902836,6.47431448,0.0605333333333333,0.0418681133349363,0.2171382846680779
23,1658458186,0.027869469,0.2,170.3476563,5.838182131,2304.0,0.000443936,0.348077313,6.769707429,0.0605333333333333,0.0418681133349363,0.2171382846680779
24,1658458191,0.027554917,0.2,170.3515625,4.698274043,2304.0,0.000326282,0.348077313,6.769707429,0.0615333333333333,0.0425824948002232,0.2171145427052029
25,1658458196,0.029492214,0.2,170.4726563,3.948350908,2304.0,0.000326282,0.348404826,6.227277831,0.0615333333333333,0.0425824948002232,0.2171145427052029
26,1658458201,0.030970957,0.2,170.4726563,2.063365867,2304.0,0.000458749,0.350598959,6.635901243,0.0615333333333333,0.0425824948002232,0.2171145427052029
27,1658458206,0.027536722,0.2,170.4726563,2.059625389,2304.0,0.000376755,0.350598959,6.635901243,0.0605777777777777,0.0416865776527736,0.2171400455809254
28,1658458211,0.031148693,0.2,170.5546875,2.227802555,2304.0,0.000291332,0.349361308,6.781023038,0.0605777777777777,0.0416865776527736,0.2171400455809254
29,1658458216,0.030413128,0.2,170.5546875,2.927952452,2304.0,0.0,0.349361308,6.781023038,0.0605777777777777,0.0416865776527736,0.2171400455809254
30,1658458221,0.030356193,0.2,170.6796875,2.930430448,2304.0,0.0,0.267907294,6.425809731,0.0623111111111111,0.0442992623814175,0.2173660496367327
31,1658458226,0.030009897,0.2,170.9375,0.698561605,2304.0,0.0,0.288787307,7.174013404,0.0623111111111111,0.0442992623814175,0.2173660496367327
32,1658458231,0.02918282,0.2,170.9375,1.060532838,2304.0,0.0,0.355407445,8.828981452,0.0623111111111111,0.0442992623814175,0.2173660496367327
33,1658458236,0.028738775,0.2,170.7226563,3.864419477,2304.0,0.0,0.355407445,8.828981452,0.0816222222222222,0.0521007694147802,0.2173592488698734
34,1658458241,0.031253337,0.2,170.6640625,4.654178776,2304.0,0.000297432,0.372083689,8.565560792,0.0816222222222222,0.0521007694147802,0.2173592488698734
35,1658458246,0.031253337,0.2,170.6640625,4.654178776,2304.0,0.000297432,0.378302301,8.921365911,0.0816222222222222,0.0521007694147802,0.2173592488698734
36,1658458251,0.030737887,0.2,169.890625,5.497342907,2304.0,0.000474059,0.378302301,8.921365911,0.0900444444444444,0.0559470064554303,0.2174169339459124
37,1658458256,0.031509898,0.2,169.4179688,7.174569282,2304.0,0.000474059,0.36529629,8.271864306,0.0900444444444444,0.0559470064554303,0.2174169339459124
38,1658458261,0.031080659,0.2,169.4179688,6.732005343,2304.0,0.000297228,0.361082485,7.751615359,0.0900444444444444,0.0559470064554303,0.2174169339459124
39,1658458266,0.030440361,0.2,169.421875,6.655727888,2304.0,0.000297228,0.365686031,8.262381845,0.0938888888888888,0.0552953257090876,0.2176513175180285
40,1658458271,0.030122878,0.2,169.6210938,7.335320201,2304.0,0.000448157,0.375895977,8.079754598,0.0938888888888888,0.0552953257090876,0.2176513175180285
41,1658458276,0.030122878,0.2,169.6210938,7.335320201,2304.0,0.000448157,0.375895977,8.079754598,0.0938888888888888,0.0552953257090876,0.2176513175180285
42,1658458281,0.02816856,0.2,169.8203125,5.338976376,2304.0,0.000348213,0.321251144,6.905182717,0.0782666666666666,0.0480681386946617,0.2184978308286169
43,1658458286,0.02630915,0.2,169.8203125,2.830358109,2304.0,0.0,0.272688615,6.291229343,0.0782666666666666,0.0480681386946617,0.2184978308286169
44,1658458291,0.02960696,0.2,169.8203125,2.830358109,2304.0,0.000311851,0.340266971,6.541206256,0.0782666666666666,0.0480681386946617,0.2184978308286169
45,1658458296,0.029042252,0.2,170.1992188,0.018896812,2304.0,0.000311851,0.340266971,6.541206256,0.0796444444444444,0.0459723237892599,0.2194639647705703
46,1658458301,0.029962523,0.2,170.1992188,0.017758024,2304.0,0.000385004,0.342488399,6.42527877,0.0796444444444444,0.0459723237892599,0.2194639647705703
47,1658458306,0.029962523,0.2,170.1992188,0.017758024,2304.0,0.000385004,0.350052857,6.855537193,0.0796444444444444,0.0459723237892599,0.2194639647705703
48,1658458311,0.028629347,0.2,170.1992188,0.020122026,2304.0,0.000299927,0.350052857,6.855537193,0.0975777777777777,0.0495119138044497,0.2209830253466402
49,1658458316,0.030067542,0.2,169.8203125,1.738677288,2304.0,0.000299927,0.340449558,5.881668562,0.0975777777777777,0.0495119138044497,0.2209830253466402
50,1658458321,0.025840733,0.2,169.8203125,1.738677288,2304.0,0.0,0.346407358,6.236971179,0.0975777777777777,0.0495119138044497,0.2209830253466402
51,1658458326,0.026127201,0.2,169.4960938,3.594007588,2304.0,0.0,0.265425979,5.450758532,0.1092666666666666,0.0496786080989622,0.2222567725467129
52,1658458331,0.030538202,0.2,169.265625,4.6446989,2304.0,0.0,0.295810902,6.074739956,0.1092666666666666,0.0496786080989622,0.2222567725467129
53,1658458336,0.032850124,0.2,169.265625,4.645201077,2304.0,0.0,0.361536452,7.545300726,0.1092666666666666,0.0496786080989622,0.2222567725467129
54,1658458341,0.031936487,0.2,169.265625,6.192090522,2304.0,0.0,0.361536452,7.545300726,0.1136666666666666,0.0521944432733104,0.2227042872945098
55,1658458346,0.028096881,0.2,169.203125,6.021083478,2304.0,0.0,0.361536452,7.545300726,0.1136666666666666,0.0521944432733104,0.2227042872945098
56,1658458351,0.032124054,0.2,169.359375,5.06595538,2304.0,0.0,0.357222763,7.928253458,0.1136666666666666,0.0521944432733104,0.2227042872945098
57,1658458356,0.036947521,0.2,170.2265625,3.85562152,2304.0,0.000291816,0.357222763,7.928253458,0.2371333333333333,0.0582634865275375,0.223251141815359
58,1658458361,0.037695576,0.2,170.2265625,4.244748789,2304.0,0.000371741,0.357222763,7.928253458,0.2371333333333333,0.0582634865275375,0.223251141815359
59,1658458366,0.041101106,0.2,170.6679688,3.810972985,2304.0,0.000371741,7.738310999,10.17176516,0.2371333333333333,0.0582634865275375,0.223251141815359
60,1658458371,0.037626928,0.2,170.5,4.397420237,2304.0,0.00033804,7.738310999,10.17176516,0.4426,0.0731026707066075,0.2235458821933517
61,1658458376,0.04385394,0.2,170.2539063,4.808726769,2304.0,0.000412215,7.738310999,10.17176516,0.4426,0.0731026707066075,0.2235458821933517
62,1658458381,0.041990052,0.2,170.2539063,4.509413686,2304.0,0.000352694,8.503926495,12.38489481,0.4426,0.0731026707066075,0.2235458821933517
63,1658458386,0.04089384,0.2,170.3476563,4.751733203,2304.0,0.000275539,8.503926495,12.38489481,0.6329333333333332,0.088572720336725,0.224387962861255
64,1658458391,0.045816364,0.2,170.3476563,4.993098285,2304.0,0.00037333,7.336384631,10.68451755,0.6329333333333332,0.088572720336725,0.224387962861255
65,1658458396,0.050978624,0.2,170.3476563,5.479734432,2304.0,0.00037333,8.147167653,12.49600365,0.6329333333333332,0.088572720336725,0.224387962861255
66,1658458401,0.04503373,0.2,170.4335938,4.903433187,2304.0,0.000282949,8.147167653,12.49600365,0.7024222222222221,0.0945410832979494,0.2244484411093969
67,1658458406,0.042627663,0.2,170.4335938,4.852536818,2304.0,0.0,8.147167653,12.49600365,0.7024222222222221,0.0945410832979494,0.2244484411093969
68,1658458411,0.048175545,0.2,170.4335938,4.834061277,2304.0,0.0,1.763909934,12.2618541,0.7024222222222221,0.0945410832979494,0.2244484411093969
69,1658458416,0.044722013,0.2,170.6132813,2.681488402,2304.0,0.001177051,1.763909934,12.2618541,0.6864444444444444,0.0947280665812152,0.2244788016757332
70,1658458421,0.047628855,0.2,170.5585938,3.648208297,2304.0,0.004170003,1.785298122,13.0886562,0.6864444444444444,0.0947280665812152,0.2244788016757332
71,1658458426,0.046248401,0.2,170.5585938,1.889088259,2304.0,0.004170003,1.85757072,12.74337035,0.6864444444444444,0.0947280665812152,0.2244788016757332
72,1658458431,0.043049907,0.2,171.0390625,1.697599041,2304.0,0.004200807,1.85757072,12.74337035,0.6770888888888889,0.0909617285694215,0.2245739516906311
73,1658458436,0.048080713,0.2,171.0390625,0.902764905,2304.0,0.004419785,1.862320762,13.42458515,0.6770888888888889,0.0909617285694215,0.2245739516906311
74,1658458441,0.048798056,0.2,171.6875,0.914284492,2304.0,0.004419785,1.802448034,14.76414569,0.6770888888888889,0.0909617285694215,0.2245739516906311
75,1658458446,0.048715562,0.2,171.71875,0.899082264,2304.0,0.004373995,1.838659551,14.36960994,0.6563111111111111,0.0883083874611606,0.2245850029367775
76,1658458451,0.048715562,0.2,171.71875,0.899082264,2304.0,0.004373995,1.838659551,14.36960994,0.6563111111111111,0.0883083874611606,0.2245850029367775
77,1658458456,0.048573339,0.2,171.734375,0.893390732,2304.0,0.004373995,1.898911528,15.10998535,0.6563111111111111,0.0883083874611606,0.2245850029367775
78,1658458461,0.044625447,0.2,171.7539063,0.028049935,2304.0,0.0,1.586651351,12.62527417,0.652511111111111,0.0857509917690383,0.2246108701392961
79,1658458466,0.050301889,0.2,171.8398438,0.029830889,2304.0,0.0,1.914284654,13.87921903,0.652511111111111,0.0857509917690383,0.2246108701392961
80,1658458471,0.040558975,0.2,171.8554688,0.014558787,2304.0,0.0,1.925280748,13.20187884,0.652511111111111,0.0857509917690383,0.2246108701392961
81,1658458476,0.040828142,0.2,171.8554688,0.003975299,2304.0,0.0,1.895868429,13.55757644,0.6678888888888888,0.0852247849607782,0.2245301717539742
82,1658458481,0.043005094,0.2,171.7578125,0.776475709,2304.0,0.004488817,1.900074864,12.90526765,0.6678888888888888,0.0852247849607782,0.2245301717539742
83,1658458486,0.047920893,0.2,171.7578125,0.776674191,2304.0,0.004488817,1.900074864,12.90526765,0.6678888888888888,0.0852247849607782,0.2245301717539742
84,1658458491,0.048010306,0.2,171.7578125,1.089409243,2304.0,0.006191025,1.592394686,10.81551049,0.6696666666666666,0.0861511070919764,0.2246810030475329
85,1658458496,0.04447964,0.2,172.1835938,1.097599157,2304.0,0.00567232,1.753887951,11.41836955,0.6696666666666666,0.0861511070919764,0.2246810030475329
86,1658458501,0.048093452,0.2,172.796875,0.728596339,2304.0,0.004119108,1.753887951,11.41836955,0.6696666666666666,0.0861511070919764,0.2246810030475329
87,1658458506,0.047903549,0.2,172.9296875,1.10969018,2304.0,0.005756448,1.652850715,11.54585741,0.6498666666666667,0.086782470931248,0.2247907868554049
88,1658458511,0.047903549,0.2,172.9296875,1.10969018,2304.0,0.005756448,1.652850715,11.54585741,0.6498666666666667,0.086782470931248,0.2247907868554049
89,1658458516,0.048859076,0.2,172.9140625,3.019968111,2304.0,0.005756448,1.753925684,10.77534972,0.6498666666666667,0.086782470931248,0.2247907868554049
90,1658458521,0.043630262,0.2,172.9140625,2.797463762,2304.0,0.003503528,1.753925684,10.77534972,0.6697555555555554,0.0886378756350969,0.2247914547878643
91,1658458526,0.045757307,0.2,172.921875,1.937138598,2304.0,0.0,1.740686689,9.518519054,0.6697555555555554,0.0886378756350969,0.2247914547878643
92,1658458531,0.050392708,0.2,172.9296875,1.915140487,2304.0,0.003043148,1.740686689,9.518519054,0.6697555555555554,0.0886378756350969,0.2247914547878643
93,1658458536,0.050392708,0.2,172.9296875,1.915140487,2304.0,0.003043148,1.859855402,9.711912935,0.6856,0.09045908409473,0.2247224755811483
94,1658458541,0.048343273,0.2,172.9726563,1.77525404,2304.0,0.004976701,1.859855402,9.711912935,0.6856,0.09045908409473,0.2247224755811483
95,1658458546,0.052856787,0.2,172.9726563,2.136587219,2304.0,0.004976701,1.859855402,9.711912935,0.6856,0.09045908409473,0.2247224755811483
96,1658458551,0.052856787,0.2,172.9726563,2.136587219,2304.0,0.004976701,1.859855402,9.711912935,0.7016444444444444,0.0915194346290443,0.224619978309197
97,1658458556,0.047978591,0.2,172.9726563,1.752952445,2304.0,0.005492472,1.752057694,14.17346549,0.7016444444444444,0.0915194346290443,0.224619978309197
98,1658458561,0.047406004,0.2,171.0703125,2.773961701,2304.0,0.001130281,1.752057694,14.17346549,0.7016444444444444,0.0915194346290443,0.224619978309197
99,1658458566,0.048947577,0.2,171.0703125,3.168955369,2304.0,0.001635555,1.752057694,14.17346549,0.6833777777777778,0.0893175074183569,0.224685071363422
100,1658458571,0.052611044,0.2,171.0703125,3.169104196,2304.0,0.001635555,1.752057694,14.17346549,0.6833777777777778,0.0893175074183569,0.224685071363422
101,1658458576,0.049973964,0.2,171.1015625,2.590781537,2304.0,0.001085492,1.868818757,12.92754202,0.6833777777777778,0.0893175074183569,0.224685071363422
102,1658458581,0.053475111,0.2,171.1171875,2.59097538,2304.0,0.001085492,1.868818757,12.92754202,0.6839555555555555,0.0880968202574713,0.2247266653393027
103,1658458586,0.053860157,0.2,171.1171875,2.97152999,2304.0,0.0,1.868818757,12.92754202,0.6839555555555555,0.0880968202574713,0.2247266653393027
104,1658458591,0.052445379,0.2,171.1171875,3.257310174,2304.0,0.001107102,1.840486887,12.96056206,0.6839555555555555,0.0880968202574713,0.2247266653393027
105,1658458596,0.052430348,0.2,171.2460938,2.47171822,2304.0,0.001107102,1.912640689,10.11261837,0.7003555555555555,0.0895851284731849,0.2244406080832822
106,1658458601,0.049447805,0.2,171.2460938,0.005028411,2304.0,0.001805881,1.912640689,10.11261837,0.7003555555555555,0.0895851284731849,0.2244406080832822
107,1658458606,0.052861918,0.2,171.4609375,0.009189032,2304.0,0.004295553,1.89613225,11.28480105,0.7003555555555555,0.0895851284731849,0.2244406080832822
108,1658458611,0.051740181,0.2,171.4335938,1.761123271,2304.0,0.004295553,1.89613225,11.28480105,0.6864666666666667,0.091408633744024,0.2244570027891038
109,1658458616,0.051740181,0.2,171.4335938,1.761123271,2304.0,0.004295553,1.410701371,10.88869677,0.6864666666666667,0.091408633744024,0.2244570027891038
110,1658458621,0.048394155,0.2,171.4335938,2.783756211,2304.0,0.00667965,1.871569416,13.45066523,0.6864666666666667,0.091408633744024,0.2244570027891038
111,1658458626,0.049514286,0.2,171.9179688,1.766854003,2304.0,0.004601591,1.871569416,13.45066523,0.6817333333333333,0.0948608227767803,0.2235262692674985
112,1658458631,0.048725449,0.2,171.9179688,1.766625504,2304.0,0.004441641,1.882963091,13.49889452,0.6817333333333333,0.0948608227767803,0.2235262692674985
113,1658458636,0.047835995,0.2,172.3710938,2.366505445,2304.0,0.003157371,1.927609971,13.65130921,0.6817333333333333,0.0948608227767803,0.2235262692674985
114,1658458641,0.045112227,0.2,172.3710938,2.431302628,2304.0,0.0,1.927609971,13.65130921,0.6632666666666667,0.0942884199515279,0.2221534859000368
115,1658458646,0.053058411,0.2,172.234375,2.822540922,2304.0,0.0,1.995324444,13.45851958,0.6632666666666667,0.0942884199515279,0.2221534859000368
116,1658458651,0.05338219,0.2,172.234375,2.82440028,2304.0,0.0,2.038464142,13.06837104,0.6632666666666667,0.0942884199515279,0.2221534859000368
117,1658458656,0.055153156,0.2,172.2421875,0.806857185,2304.0,0.003258053,2.038464142,13.06837104,0.6768888888888888,0.0953403599988803,0.2208987444144907
118,1658458661,0.053594103,0.2,172.2578125,0.800632388,2304.0,0.004510032,2.011533657,13.650845,0.6768888888888888,0.0953403599988803,0.2208987444144907
119,1658458666,0.049071919,0.2,172.2578125,1.217152446,2304.0,0.006844549,2.014206561,14.01071927,0.6768888888888888,0.0953403599988803,0.2208987444144907
120,1658458671,0.047832166,0.2,172.2578125,1.209974218,2304.0,0.006694447,1.741460613,12.11351221,0.6944666666666667,0.0945642185620463,0.2201405196308082
121,1658458673,0.901227447,356.109375,178.0703125,4.535843415,0.023413388,0.038383474,21.57198822,41.80667707,0.6944666666666667,0.0945642185620463,0.2201405196308082
122,1658458678,0.982970392,356.109375,178.1289063,3.481725694,0.023413388,0.038383474,27.05293235,52.061029,0.6944666666666667,0.0945642185620463,0.2201405196308082
123,1658458683,1.04780288,356.109375,178.4101563,2.83337592,0.00463391,0.0,27.05293235,52.061029,0.6944666666666667,0.0945642185620463,0.2201405196308082
124,1658458688,1.010728321,356.984375,178.3007813,3.274664179,0.0,0.0,27.05293235,52.061029,0.7186222222222222,0.0940447737976316,0.2234645158755705
125,1658458693,0.932357131,358.3984375,178.203125,4.937368598,0.0,0.0,22.7502615,42.38716668,0.7186222222222222,0.0940447737976316,0.2234645158755705
126,1658458698,1.055020433,358.3984375,178.203125,4.848418961,0.018902459,0.0,27.21253635,55.11284766,0.7186222222222222,0.0940447737976316,0.2234645158755705
127,1658458703,1.044913513,358.609375,178.78125,3.814516476,0.025432984,0.0,27.21253635,55.11284766,0.7362666666666666,0.0939345976653622,0.2238096547936814
128,1658458708,0.971034275,358.765625,178.78125,4.223411233,0.02636063,0.0,27.13631054,57.58088852,0.7362666666666666,0.0939345976653622,0.2238096547936814
129,1658458713,0.923881457,358.8359375,178.2773438,4.774534816,0.021988636,0.042184531,27.26421377,54.9074432,0.7362666666666666,0.0939345976653622,0.2238096547936814
130,1658458718,0.880336606,358.8359375,177.734375,5.038085578,0.022606204,0.042184531,27.26421377,54.9074432,0.7109333333333333,0.0951345551071494,0.223959939597046
131,1658458723,1.032672584,360.3046875,177.734375,6.343347389,0.022606204,0.042184531,27.51989405,56.74053213,0.7109333333333333,0.0951345551071494,0.223959939597046
132,1658458728,1.029111886,358.6484375,177.734375,6.562983987,0.0289704,0.042184531,27.02852306,53.96368465,0.7109333333333333,0.0951345551071494,0.223959939597046
133,1658458733,1.029885481,358.8984375,178.0546875,4.691948734,0.028178076,0.039815356,27.02852306,53.96368465,0.7116222222222222,0.1344848510506485,0.224168213082113
134,1658458738,1.041028659,359.8945313,178.9804688,2.881953981,0.019589805,0.039815356,26.75896985,48.86627674,0.7116222222222222,0.1344848510506485,0.224168213082113
135,1658458743,1.006705352,359.9140625,178.9804688,3.204140924,0.0,0.039815356,26.75896985,48.86627674,0.7116222222222222,0.1344848510506485,0.224168213082113
136,1658458748,1.053290109,360.2890625,178.984375,3.20369211,0.0,0.0,21.30761021,38.91119812,0.7067777777777777,0.1547163955932819,0.2244315606345139
137,1658458753,1.053290109,360.6875,179.9570313,2.685843892,0.0,0.0,26.77061841,47.77068395,0.7067777777777777,0.1547163955932819,0.2244315606345139
138,1658458758,0.955127313,361.7929688,179.9570313,2.685843892,0.019541787,0.0,26.46641893,46.98603356,0.7067777777777777,0.1547163955932819,0.2244315606345139
139,1658458763,0.961718758,364.421875,179.9570313,0.062021203,0.025179708,0.0,26.46641893,46.98603356,0.7340888888888888,0.172217526063393,0.224352926767703
140,1658458768,1.09828778,365.8984375,179.9570313,0.058389921,0.025179708,0.0,26.57699947,50.22303143,0.7340888888888888,0.172217526063393,0.224352926767703
141,1658458773,1.031784752,365.8984375,179.9570313,0.036780603,0.019775182,0.045703948,26.85109366,51.23004745,0.7340888888888888,0.172217526063393,0.224352926767703
142,1658458778,1.074125981,367.09375,179.9882813,0.039811331,0.027978049,0.045703948,26.85109366,51.23004745,0.7028222222222222,0.1505339983654388,0.2243637351293187
143,1658458783,1.059645255,367.09375,179.4492188,2.880356628,0.027978049,0.045703948,26.56422865,50.99078592,0.7028222222222222,0.1505339983654388,0.2243637351293187
144,1658458788,1.043614459,369.0546875,179.4492188,2.880356628,0.027978049,0.032157957,18.67372893,39.02876425,0.7028222222222222,0.1505339983654388,0.2243637351293187
145,1658458793,1.038987489,369.34375,179.4570313,2.880490736,0.020168925,0.04416494,20.49191813,44.52727359,0.7050444444444444,0.1492955762184683,0.2243612455628791
146,1658458798,1.026112833,369.234375,179.1132813,5.350303371,0.005316541,0.034208071,22.67498274,49.27089567,0.7050444444444444,0.1492955762184683,0.2243612455628791
147,1658458803,1.017032525,369.25,179.1757813,4.818270022,0.0,0.034208071,26.19677534,56.92346492,0.7050444444444444,0.1492955762184683,0.2243612455628791
148,1658458808,0.975436709,369.25,180.1132813,3.94840405,0.0,0.0,22.27460869,48.40091538,0.673911111111111,0.1457918871251207,0.2244635606714324
149,1658458813,1.015298164,369.203125,180.0898438,3.185390482,0.0,0.0,26.32892682,54.54177782,0.673911111111111,0.1457918871251207,0.2244635606714324
150,1658458818,1.032952957,369.203125,180.0898438,3.464409152,0.0,0.039456189,26.32892682,54.54177782,0.673911111111111,0.1457918871251207,0.2244635606714324
151,1658458823,1.039073415,368.8632813,179.9257813,5.789403478,0.015095812,0.039456189,26.32892682,54.54177782,0.7015111111111111,0.1477623946823852,0.2244175947739992
152,1658458828,1.039392479,368.8632813,179.9257813,7.06297277,0.020391769,0.031468329,21.14277156,45.51298111,0.7015111111111111,0.1477623946823852,0.2244175947739992
153,1658458833,1.045873893,369.2382813,179.9257813,6.71805323,0.028646626,0.044686923,26.05880702,53.59073269,0.7015111111111111,0.1477623946823852,0.2244175947739992
154,1658458838,1.026284982,369.2382813,179.9179688,7.755383873,0.023504162,0.044686923,26.05880702,53.59073269,0.6662888888888888,0.1453821048617524,0.2244800160983867
155,1658458843,1.026284982,369.515625,179.9179688,6.894497565,0.021173305,0.031927542,25.97010074,53.71251508,0.6662888888888888,0.1453821048617524,0.2244800160983867
156,1658458848,1.026395453,369.515625,179.234375,6.819504961,0.021173305,0.040651693,25.97010074,53.71251508,0.6662888888888888,0.1453821048617524,0.2244800160983867
157,1658458853,0.965074536,369.5195313,179.203125,6.45261641,0.024840074,0.031652803,20.65130446,46.38718809,0.6545555555555554,0.1463145692559988,0.2246901112174338
158,1658458858,0.965074536,370.0078125,179.203125,7.766772092,0.026226937,0.0,24.39242486,54.79053405,0.6545555555555554,0.1463145692559988,0.2246901112174338
159,1658458863,0.930943225,370.0078125,179.203125,7.431219043,0.018664898,0.0,24.39242486,54.79053405,0.6545555555555554,0.1463145692559988,0.2246901112174338
160,1658458868,0.924027596,370.2539063,179.1757813,5.875289962,0.005058321,0.0,24.37100592,52.8151715,0.6338444444444444,0.1457685567302372,0.2241681523609803
161,1658458873,0.924027596,370.2539063,179.1757813,5.875289962,0.0,0.0,20.36646861,46.89304015,0.6338444444444444,0.1457685567302372,0.2241681523609803
162,1658458878,0.915013382,370.2539063,179.1757813,5.875289962,0.004835166,0.0,23.87659309,54.97497185,0.6338444444444444,0.1457685567302372,0.2241681523609803
163,1658458883,0.851115485,369.7148438,179.1757813,4.948204428,0.004835166,0.0,19.96693362,45.97312562,0.6499777777777778,0.1483480767600201,0.2233111342944395
164,1658458888,0.898952637,369.4023438,179.1054688,6.28046487,0.021379291,0.034216541,23.61871125,53.00981751,0.6499777777777778,0.1483480767600201,0.2233111342944395
165,1658458893,0.898952637,369.40625,179.1054688,6.28046487,0.019208117,0.034216541,23.21124269,50.7713976,0.6499777777777778,0.1483480767600201,0.2233111342944395
166,1658458898,0.917274705,369.40625,179.1054688,4.845129399,0.023549055,0.034216541,23.21124269,50.7713976,0.6552444444444444,0.1473419367605749,0.2222115353028718
167,1658458903,0.905949492,369.5703125,176.2265625,5.950014482,0.025385299,0.03295536,28.98425222,48.91878867,0.6552444444444444,0.1473419367605749,0.2222115353028718
168,1658458908,0.908169542,369.4140625,174.1054688,5.755386793,0.019515527,0.03295536,28.98425222,48.91878867,0.6552444444444444,0.1473419367605749,0.2222115353028718
169,1658458913,0.911326328,369.3359375,174.1054688,7.230414125,0.021999566,0.050056763,31.46734058,49.23237495,0.669311111111111,0.1483151467178294,0.2213176595087988
170,1658458918,0.911326328,369.3359375,174.1054688,7.230414125,0.021999566,0.050056763,30.09427705,50.32913063,0.669311111111111,0.1483151467178294,0.2213176595087988
171,1658458923,0.885210396,369.8085938,174.109375,5.747845444,0.0,0.031540911,30.09427705,50.32913063,0.669311111111111,0.1483151467178294,0.2213176595087988
