,timestamp,cartservice-75d494679c-qdl5c&cpu_usage,cartservice-75d494679c-qdl5c&cpu_limit,cartservice-75d494679c-qdl5c&mem_usage,cartservice-75d494679c-qdl5c&mem_usage_rate,cartservice-75d494679c-qdl5c&mem_limit,cartservice-75d494679c-qdl5c&fs_usage,cartservice-75d494679c-qdl5c&net_receive,cartservice-75d494679c-qdl5c&net_trainsmit,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
53,1658458336,0.021640018,0.6,138.7734375,0.501416008,2560.0,0.0,0.381270867,4.513818933,0.1092666666666666,0.0496786080989622,0.2222567725467129
54,1658458341,0.022005867,0.6,184.3515625,0.502077565,2560.0,0.0,0.381270867,4.513818933,0.1136666666666666,0.0521944432733104,0.2227042872945098
55,1658458346,0.022575223,0.6,254.2265625,0.77147139,2560.0,0.0,0.381270867,4.513818933,0.1136666666666666,0.0521944432733104,0.2227042872945098
56,1658458351,0.021638223,1.2,277.3632813,0.639485614,5120.0,0.0,7.815395595,3.630744613,0.1136666666666666,0.0521944432733104,0.2227042872945098
57,1658458356,0.02994622,1.2,279.4179688,0.620425308,5120.0,0.001425726,9.284704896,4.142456339,0.2371333333333333,0.0582634865275375,0.223251141815359
58,1658458361,0.085201572,0.6,287.2460938,1.281570207,2560.0,0.001708277,10.70428457,4.296914822,0.2371333333333333,0.0582634865275375,0.223251141815359
59,1658458366,0.098061727,0.6,287.2460938,1.310381481,2560.0,0.001990828,12.12386424,4.451373304,0.2371333333333333,0.0582634865275375,0.223251141815359
60,1658458371,0.131358052,0.6,287.0390625,2.180042921,2560.0,0.001173491,9.682458805,2.545256704,0.4426,0.0731026707066075,0.2235458821933517
61,1658458376,0.135549191,0.6,287.0390625,2.166694597,2560.0,0.001320387,12.22014849,3.169852069,0.4426,0.0731026707066075,0.2235458821933517
62,1658458381,0.165691303,0.6,290.3789063,1.71495389,2560.0,0.004034439,18.53347816,19.11998617,0.4426,0.0731026707066075,0.2235458821933517
63,1658458386,0.193042624,0.6,294.2421875,1.457594195,2560.0,0.00401468,18.43199509,19.03375505,0.6329333333333332,0.088572720336725,0.224387962861255
64,1658458391,0.218824103,0.6,294.2421875,1.53439841,2560.0,0.004810838,18.43199509,19.03375505,0.6329333333333332,0.088572720336725,0.224387962861255
65,1658458396,0.219063449,0.6,290.9726563,2.043087258,2560.0,0.003555374,19.06323132,27.89379071,0.6329333333333332,0.088572720336725,0.224387962861255
66,1658458401,0.211677056,0.6,291.1835938,1.929530853,2560.0,0.002413607,19.06323132,27.89379071,0.7024222222222221,0.0945410832979494,0.2244484411093969
67,1658458406,0.235025314,0.6,286.5234375,3.190593667,2560.0,0.001859771,19.06323132,27.89379071,0.7024222222222221,0.0945410832979494,0.2244484411093969
68,1658458411,0.236514928,0.6,286.5234375,3.268655105,2560.0,0.002350028,16.32907869,24.18997701,0.7024222222222221,0.0945410832979494,0.2244484411093969
69,1658458416,0.233693872,0.6,286.6601563,2.274406029,2560.0,0.017922124,16.32907869,24.18997701,0.6864444444444444,0.0947280665812152,0.2244788016757332
70,1658458421,0.220099912,0.6,286.65625,3.371497865,2560.0,0.015661354,16.57150562,25.08103683,0.6864444444444444,0.0947280665812152,0.2244788016757332
71,1658458426,0.225281487,0.6,286.6171875,4.295484356,2560.0,0.015661354,16.57150562,25.08103683,0.6864444444444444,0.0947280665812152,0.2244788016757332
72,1658458431,0.22260177,0.6,286.6171875,5.427285148,2560.0,0.021476866,16.57150562,25.08103683,0.6770888888888889,0.0909617285694215,0.2245739516906311
73,1658458436,0.2228076,0.6,286.0585938,5.47914125,2560.0,0.019613624,16.57150562,25.08103683,0.6770888888888889,0.0909617285694215,0.2245739516906311
74,1658458441,0.222534282,0.6,285.6601563,5.282430855,2560.0,0.021070175,11.88160216,16.64898521,0.6770888888888889,0.0909617285694215,0.2245739516906311
75,1658458446,0.218668009,0.6,285.6601563,5.349750012,2560.0,0.026713722,13.28387549,18.61390775,0.6563111111111111,0.0883083874611606,0.2245850029367775
76,1658458451,0.220372535,0.6,285.96875,5.454038724,2560.0,0.020390108,16.82727998,23.57907053,0.6563111111111111,0.0883083874611606,0.2245850029367775
77,1658458456,0.218704344,0.6,288.6210938,4.182601379,2560.0,0.019710552,16.82727998,23.57907053,0.6563111111111111,0.0883083874611606,0.2245850029367775
78,1658458461,0.220181126,0.6,288.6210938,4.183659823,2560.0,0.004873674,17.03251112,27.25789857,0.652511111111111,0.0857509917690383,0.2246108701392961
79,1658458466,0.223785988,0.6,289.5117188,3.099041286,2560.0,0.006492266,17.03251112,27.25789857,0.652511111111111,0.0857509917690383,0.2246108701392961
80,1658458471,0.205337631,0.6,289.5117188,2.709150269,2560.0,0.006492266,16.9917979,27.27151539,0.652511111111111,0.0857509917690383,0.2246108701392961
81,1658458476,0.226915515,0.6,288.7304688,3.441019118,2560.0,0.004278855,16.78442411,25.24116947,0.6678888888888888,0.0852247849607782,0.2245301717539742
82,1658458481,0.224953365,0.6,289.21875,2.98394736,2560.0,0.014871106,16.87258008,27.38490679,0.6678888888888888,0.0852247849607782,0.2245301717539742
83,1658458486,0.225309388,0.6,289.21875,2.411117974,2560.0,0.014871106,16.87258008,27.38490679,0.6678888888888888,0.0852247849607782,0.2245301717539742
84,1658458491,0.204441413,0.6,291.1875,2.035463159,2560.0,0.014871106,17.06203079,28.19583809,0.6696666666666666,0.0861511070919764,0.2246810030475329
85,1658458496,0.195160424,0.6,291.1875,1.866831068,2560.0,0.024243901,17.06203079,28.19583809,0.6696666666666666,0.0861511070919764,0.2246810030475329
86,1658458501,0.221375485,0.6,292.734375,1.864618445,2560.0,0.015734045,16.85643871,24.74635912,0.6696666666666666,0.0861511070919764,0.2246810030475329
87,1658458506,0.221375485,0.6,292.734375,1.864618445,2560.0,0.015734045,16.24070776,23.50359665,0.6498666666666667,0.086782470931248,0.2247907868554049
88,1658458511,0.220627168,0.6,289.65625,3.343695473,2560.0,0.026546469,16.24070776,23.50359665,0.6498666666666667,0.086782470931248,0.2247907868554049
89,1658458516,0.216997435,0.6,288.3515625,3.984130936,2560.0,0.021791508,16.24070776,23.50359665,0.6498666666666667,0.086782470931248,0.2247907868554049
90,1658458521,0.216997435,0.6,288.3515625,3.984130936,2560.0,0.021791508,14.65990931,22.55938446,0.6697555555555554,0.0886378756350969,0.2247914547878643
91,1658458526,0.221949092,0.6,288.1289063,5.509346407,2560.0,0.005136799,16.95402427,26.08968061,0.6697555555555554,0.0886378756350969,0.2247914547878643
92,1658458531,0.213278411,0.6,288.1289063,5.257462171,2560.0,0.005136799,16.95402427,26.08968061,0.6697555555555554,0.0886378756350969,0.2247914547878643
93,1658458536,0.188893866,0.6,288.1289063,7.500834488,2560.0,0.007735878,17.09842168,24.46587106,0.6856,0.09045908409473,0.2247224755811483
94,1658458541,0.227867968,0.6,288.9453125,5.688745139,2560.0,0.022356124,17.09842168,24.46587106,0.6856,0.09045908409473,0.2247224755811483
95,1658458546,0.227867968,0.6,288.9453125,5.688745139,2560.0,0.022356124,17.09842168,24.46587106,0.6856,0.09045908409473,0.2247224755811483
96,1658458551,0.219687885,0.6,289.2890625,4.583576986,2560.0,0.017491073,18.14313025,25.84868842,0.7016444444444444,0.0915194346290443,0.224619978309197
97,1658458556,0.233551951,0.6,289.3203125,4.883483031,2560.0,0.019838214,18.14313025,25.84868842,0.7016444444444444,0.0915194346290443,0.224619978309197
98,1658458561,0.23433263,0.6,288.7460938,4.037185076,2560.0,0.025463128,18.14313025,25.84868842,0.7016444444444444,0.0915194346290443,0.224619978309197
99,1658458566,0.234077588,0.6,288.6171875,5.15940848,2560.0,0.019129647,17.76731702,25.01006118,0.6833777777777778,0.0893175074183569,0.224685071363422
100,1658458571,0.219449537,0.6,288.6171875,3.985899496,2560.0,0.020520977,17.76731702,25.01006118,0.6833777777777778,0.0893175074183569,0.224685071363422
101,1658458576,0.218945371,0.6,288.609375,5.751924082,2560.0,0.006156784,17.76731702,25.01006118,0.6833777777777778,0.0893175074183569,0.224685071363422
102,1658458581,0.21425671,0.6,288.6054688,6.121530673,2560.0,0.005210162,17.65439185,24.78956099,0.6839555555555555,0.0880968202574713,0.2247266653393027
103,1658458586,0.180863741,0.6,288.6054688,7.270663581,2560.0,0.006542969,17.65439185,24.78956099,0.6839555555555555,0.0880968202574713,0.2247266653393027
104,1658458591,0.247015176,0.6,289.046875,6.433632671,2560.0,0.005681633,17.65439185,24.78956099,0.6839555555555555,0.0880968202574713,0.2247266653393027
105,1658458596,0.239408262,0.6,289.046875,6.092369824,2560.0,0.005681633,17.7140065,24.26661533,0.7003555555555555,0.0895851284731849,0.2244406080832822
106,1658458601,0.249158961,0.6,289.3710938,6.600203727,2560.0,0.016770136,17.7140065,24.26661533,0.7003555555555555,0.0895851284731849,0.2244406080832822
107,1658458606,0.219206729,0.6,289.3710938,5.937533143,2560.0,0.016770136,17.7140065,24.26661533,0.7003555555555555,0.0895851284731849,0.2244406080832822
108,1658458611,0.241231626,0.6,289.28125,6.326510726,2560.0,0.013560022,17.51966495,26.41487745,0.6864666666666667,0.091408633744024,0.2244570027891038
109,1658458616,0.242418997,0.6,289.28125,5.535865657,2560.0,0.017898989,17.51966495,26.41487745,0.6864666666666667,0.091408633744024,0.2244570027891038
110,1658458621,0.245672002,0.6,289.6210938,3.976767076,2560.0,0.014079796,17.51966495,26.41487745,0.6864666666666667,0.091408633744024,0.2244570027891038
111,1658458626,0.233493897,0.6,290.203125,2.509122868,2560.0,0.02336636,13.9396605,22.13086061,0.6817333333333333,0.0948608227767803,0.2235262692674985
112,1658458631,0.240886291,0.6,290.203125,2.673354886,2560.0,0.025961092,17.37721022,25.83631354,0.6817333333333333,0.0948608227767803,0.2235262692674985
113,1658458636,0.22673307,0.6,266.671875,3.236449756,2560.0,0.02308943,17.37721022,25.83631354,0.6817333333333333,0.0948608227767803,0.2235262692674985
114,1658458641,0.209793831,0.6,221.09375,3.40346253,2560.0,0.006617874,17.03546647,27.10715241,0.6632666666666667,0.0942884199515279,0.2221534859000368
115,1658458646,0.232501451,0.6,154.0390625,2.52894027,2560.0,0.00459977,17.24312311,27.56564299,0.6632666666666667,0.0942884199515279,0.2221534859000368
116,1658458651,0.237008667,0.6,154.0390625,1.113771054,2560.0,0.007111088,17.24312311,27.56564299,0.6632666666666667,0.0942884199515279,0.2221534859000368
117,1658458656,0.235565472,0.6,154.234375,1.115901518,2560.0,0.00531989,17.76918425,27.74146639,0.6768888888888888,0.0953403599988803,0.2208987444144907
118,1658458661,0.235160224,0.6,154.1054688,1.098272441,2560.0,0.020928881,17.76918425,27.74146639,0.6768888888888888,0.0953403599988803,0.2208987444144907
119,1658458666,0.209075651,0.6,154.1054688,1.08781363,2560.0,0.020928881,17.76918425,27.74146639,0.6768888888888888,0.0953403599988803,0.2208987444144907
120,1658458671,0.193815158,0.6,154.1054688,1.419648402,2560.0,0.020510495,12.20620117,21.03029785,0.6944666666666667,0.0945642185620463,0.2201405196308082
121,1658458673,0.258553122,0.5,128.453125,1.79693808,0.035634881,0.081022735,26.28787543,27.2147841,0.6944666666666667,0.0945642185620463,0.2201405196308082
122,1658458678,0.261702143,0.5,128.5859375,1.638725307,0.04013469,0.03238687,26.28787543,27.2147841,0.6944666666666667,0.0945642185620463,0.2201405196308082
123,1658458683,0.249863878,0.5,129.0234375,1.571398741,0.036923017,0.03238687,26.87956985,23.53898675,0.6944666666666667,0.0945642185620463,0.2201405196308082
124,1658458688,0.241500718,0.5,129.0234375,0.462423886,0.049784397,0.0,26.87956985,23.53898675,0.7186222222222222,0.0940447737976316,0.2234645158755705
125,1658458693,0.252681229,0.5,124.3945313,2.857522865,0.033455121,0.0,26.54365146,23.58599215,0.7186222222222222,0.0940447737976316,0.2234645158755705
126,1658458698,0.243312897,0.5,124.3945313,2.857522865,0.033455121,0.063604537,27.12591554,23.92346329,0.7186222222222222,0.0940447737976316,0.2234645158755705
127,1658458703,0.222918803,0.5,124.1367188,3.607492355,0.036966836,0.070942579,27.12591554,23.92346329,0.7362666666666666,0.0939345976653622,0.2238096547936814
128,1658458708,0.230870836,0.5,124.1367188,3.61003205,0.017323025,0.088408457,27.12591554,23.92346329,0.7362666666666666,0.0939345976653622,0.2238096547936814
129,1658458713,0.212650105,0.5,124.6484375,2.886589329,0.0,0.074053339,20.97873098,18.50200778,0.7362666666666666,0.0939345976653622,0.2238096547936814
130,1658458718,0.217804935,0.5,124.6484375,3.076445754,0.0,0.079439256,17.74290335,16.25566938,0.7109333333333333,0.0951345551071494,0.223959939597046
131,1658458723,0.220079726,0.5,127.2578125,3.334461661,0.0,0.079511474,26.51166592,25.23987668,0.7109333333333333,0.0951345551071494,0.223959939597046
132,1658458728,0.219277062,0.5,129.2070313,3.046383847,0.02110339,0.073344253,26.51166592,25.23987668,0.7109333333333333,0.0951345551071494,0.223959939597046
133,1658458733,0.226023281,0.5,129.2226563,2.028658521,0.045829247,0.064061123,26.91221142,26.18207999,0.7116222222222222,0.1344848510506485,0.224168213082113
134,1658458738,0.23102469,0.5,129.1914063,2.036597915,0.043469431,0.071513346,26.90433553,25.44102769,0.7116222222222222,0.1344848510506485,0.224168213082113
135,1658458743,0.239728761,0.5,129.5507813,1.809420855,0.038433034,0.037519082,26.90433553,25.44102769,0.7116222222222222,0.1344848510506485,0.224168213082113
136,1658458748,0.238380052,0.5,129.6679688,1.832412009,0.038433034,0.0,26.90433553,25.44102769,0.7067777777777777,0.1547163955932819,0.2244315606345139
137,1658458753,0.239411655,0.5,129.6679688,3.024279109,0.047493116,0.0,18.91908782,17.0300563,0.7067777777777777,0.1547163955932819,0.2244315606345139
138,1658458758,0.243090078,0.5,129.6679688,3.024279109,0.03810205,0.0,21.94641883,22.89821822,0.7067777777777777,0.1547163955932819,0.2244315606345139
139,1658458763,0.243761958,0.5,128.078125,3.939144476,0.03810205,0.0,27.5980368,28.79494254,0.7340888888888888,0.172217526063393,0.224352926767703
140,1658458768,0.245824398,0.5,127.4648438,4.150228205,0.013640767,0.070336453,27.5980368,28.79494254,0.7340888888888888,0.172217526063393,0.224352926767703
141,1658458773,0.243870628,0.5,127.9257813,4.288042104,0.0,0.070336453,27.5980368,28.79494254,0.7340888888888888,0.172217526063393,0.224352926767703
142,1658458778,0.217056013,0.5,128.8007813,3.640682806,0.0,0.088203512,26.53744442,27.11736042,0.7028222222222222,0.1505339983654388,0.2243637351293187
143,1658458783,0.235564292,0.5,128.8007813,2.981670129,0.0,0.085714281,26.36548122,28.53246032,0.7028222222222222,0.1505339983654388,0.2243637351293187
144,1658458788,0.235564292,0.5,129.453125,2.87822401,0.013543352,0.068182089,26.38647501,28.28133856,0.7028222222222222,0.1505339983654388,0.2243637351293187
145,1658458793,0.235995799,0.5,129.453125,3.142160572,0.016627057,0.083156791,26.38647501,28.28133856,0.7050444444444444,0.1492955762184683,0.2243612455628791
146,1658458798,0.238795,0.5,128.2460938,2.848729889,0.037324785,0.083156791,20.44425817,20.48183978,0.7050444444444444,0.1492955762184683,0.2243612455628791
147,1658458803,0.238936756,0.5,126.7226563,3.381526709,0.036404564,0.068048014,25.10180927,21.16185778,0.7050444444444444,0.1492955762184683,0.2243612455628791
148,1658458808,0.236977527,0.5,126.7226563,3.337546049,0.036404564,0.0,25.10180927,21.16185778,0.673911111111111,0.1457918871251207,0.2244635606714324
149,1658458813,0.236987431,0.5,126.7265625,3.008915091,0.037457707,0.0,25.12983281,22.56123686,0.673911111111111,0.1457918871251207,0.2244635606714324
150,1658458818,0.211275129,0.5,128.0859375,2.397111275,0.043431258,0.034147601,21.91596359,19.08225432,0.673911111111111,0.1457918871251207,0.2244635606714324
151,1658458823,0.206751606,0.5,129.3085938,2.458879249,0.031338324,0.064153362,25.53258305,22.23124898,0.7015111111111111,0.1477623946823852,0.2244175947739992
152,1658458828,0.234325227,0.5,129.3085938,2.828139859,0.0,0.095447986,21.95298583,19.11448963,0.7015111111111111,0.1477623946823852,0.2244175947739992
153,1658458833,0.232780252,0.5,130.4570313,2.953915671,0.0,0.095447986,25.64029681,25.63398026,0.7015111111111111,0.1477623946823852,0.2244175947739992
154,1658458838,0.23134059,0.5,131.0703125,1.158196478,0.0,0.068444501,25.41066281,25.07885137,0.6662888888888888,0.1453821048617524,0.2244800160983867
155,1658458843,0.229945729,0.5,131.0703125,1.158196478,0.034670476,0.068918872,25.41066281,25.07885137,0.6662888888888888,0.1453821048617524,0.2244800160983867
156,1658458848,0.229945729,0.5,129.7773438,1.638505335,0.041047552,0.089403342,24.9904275,28.4809457,0.6662888888888888,0.1453821048617524,0.2244800160983867
157,1658458853,0.216383447,0.5,128.7890625,2.672349057,0.041047552,0.086868449,24.9904275,28.4809457,0.6545555555555554,0.1463145692559988,0.2246901112174338
158,1658458858,0.19496031,0.5,128.7890625,3.56334121,0.032923577,0.07014261,24.9904275,28.4809457,0.6545555555555554,0.1463145692559988,0.2246901112174338
159,1658458863,0.203836561,0.5,129.0976563,3.308606822,0.03738992,0.033874814,24.90273197,28.86632364,0.6545555555555554,0.1463145692559988,0.2246901112174338
160,1658458868,0.228774572,0.5,129.1015625,3.187934157,0.041317739,0.0,19.67346954,22.8047565,0.6338444444444444,0.1457685567302372,0.2241681523609803
161,1658458873,0.230835808,0.5,130.9882813,2.787849449,0.042598637,0.030551426,23.53527382,20.8319657,0.6338444444444444,0.1457685567302372,0.2241681523609803
162,1658458878,0.227831569,0.5,130.9882813,3.36454296,0.03815012,0.045820129,23.53527382,20.8319657,0.6338444444444444,0.1457685567302372,0.2241681523609803
163,1658458883,0.215152736,0.5,132.71875,3.080543818,0.0,0.062360926,23.53527382,20.8319657,0.6499777777777778,0.1483480767600201,0.2233111342944395
164,1658458888,0.234116142,0.5,134.1796875,2.612937443,0.0,0.068030637,23.65867424,22.33815354,0.6499777777777778,0.1483480767600201,0.2233111342944395
165,1658458893,0.229531374,0.5,134.1796875,1.159457478,0.0,0.068030637,23.61367621,21.64040775,0.6499777777777778,0.1483480767600201,0.2233111342944395
166,1658458898,0.231252841,0.5,134.046875,0.374036898,0.0,0.075705961,23.61367621,21.64040775,0.6552444444444444,0.1473419367605749,0.2222115353028718
167,1658458903,0.198433117,0.5,126.0351563,2.593461538,0.0,0.071550023,23.31425582,22.0489551,0.6552444444444444,0.1473419367605749,0.2222115353028718
168,1658458908,0.220451571,0.5,126.0351563,3.221002611,0.030902121,0.071550023,16.65933653,17.8567338,0.6552444444444444,0.1473419367605749,0.2222115353028718
169,1658458913,0.238855688,0.5,125.9492188,4.073388397,0.030902121,0.029375359,18.85772124,20.76784966,0.669311111111111,0.1483151467178294,0.2213176595087988
170,1658458918,0.238855688,0.5,127.5195313,3.947125888,0.052192457,0.036461055,23.82036304,26.2331653,0.669311111111111,0.1483151467178294,0.2213176595087988
171,1658458923,0.224090772,0.5,127.5195313,4.608829468,0.030903399,0.036461055,23.82036304,26.2331653,0.669311111111111,0.1483151467178294,0.2213176595087988
172,1658458928,0.236321614,0.5,128.8632813,4.111668507,0.035122645,0.0,29.42723142,26.54889421,0.6602,0.1451043021085718,0.2212283387226374
