,timestamp,checkoutservice-7d8cb45794-hc2rj&cpu_usage,checkoutservice-7d8cb45794-hc2rj&cpu_limit,checkoutservice-7d8cb45794-hc2rj&mem_usage,checkoutservice-7d8cb45794-hc2rj&mem_usage_rate,checkoutservice-7d8cb45794-hc2rj&fs_usage,checkoutservice-7d8cb45794-hc2rj&net_receive,checkoutservice-7d8cb45794-hc2rj&net_trainsmit,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
0,1658540446,0.278038504,0.5,207.890625,3.056981696,0.017433569,15.03408661,99.17531183,0.8246666666666667,0.0979703909192898,0.2235636127640921
1,1658540451,0.300141569,0.5,206.3125,4.497212232,0.015314431,15.01976898,91.69558524,0.816,0.1010805306481282,0.223603506548258
2,1658540456,0.28045851,0.5,206.3125,4.956114591,0.019785995,15.01976898,91.69558524,0.816,0.1010805306481282,0.223603506548258
3,1658540461,0.269644196,0.5,204.6289063,7.325922912,0.020820034,12.6930816,77.49117496,0.816,0.1010805306481282,0.223603506548258
4,1658540466,0.265566843,0.5,204.6289063,7.112180726,0.018756602,14.02670591,111.6539499,0.8100222222222221,0.101245951717744,0.2235916052062542
5,1658540471,0.278215743,0.5,206.421875,5.935361933,0.018937339,14.02670591,111.6539499,0.8100222222222221,0.101245951717744,0.2235916052062542
6,1658540476,0.25571443,0.5,206.421875,5.403417519,0.018937339,14.02670591,111.6539499,0.8100222222222221,0.101245951717744,0.2235916052062542
7,1658540481,0.278906597,0.5,206.1054688,7.117330893,0.017796871,14.54734251,145.2262606,0.8052444444444444,0.1015130090495962,0.2237156584803042
8,1658540486,0.272395451,0.5,204.28125,8.537921214,0.002328568,13.43900896,124.7485829,0.8052444444444444,0.1015130090495962,0.2237156584803042
9,1658540491,0.261000269,0.5,205.109375,9.02010941,0.0,12.60180612,126.9922286,0.8052444444444444,0.1015130090495962,0.2237156584803042
10,1658540496,0.263787183,0.5,207.3789063,8.488425677,0.011029547,12.60180612,126.9922286,0.8009777777777778,0.0991842053082772,0.2237418900096188
11,1658540501,0.264761449,0.5,207.3789063,7.586939073,0.013806171,12.60180612,126.9922286,0.8009777777777778,0.0991842053082772,0.2237418900096188
