,timestamp,paymentservice-6879f6c8c4-8pbjc&cpu_usage,paymentservice-6879f6c8c4-8pbjc&mem_usage,paymentservice-6879f6c8c4-8pbjc&mem_usage_rate,paymentservice-6879f6c8c4-8pbjc&fs_usage,paymentservice-6879f6c8c4-8pbjc&net_receive,paymentservice-6879f6c8c4-8pbjc&net_trainsmit,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
42,1658540656,0.045776012,185.234375,8.250002339,0.005878234,3.094942941,19.26704214,0.8714,0.103369163444727,0.2239705050741311
43,1658540661,0.04673462,188.3867188,5.559850332,0.005904576,3.094942941,19.26704214,0.8576444444444444,0.1026138148678087,0.2238840381812053
44,1658540666,0.049673598,194.8867188,4.077353437,0.007035119,3.094942941,19.26704214,0.8576444444444444,0.1026138148678087,0.2238840381812053
45,1658540671,0.050139135,199.7929688,3.936466687,0.005354287,2.347177437,12.45429814,0.8576444444444444,0.1026138148678087,0.2238840381812053
46,1658540676,0.051687675,199.7929688,5.767993736,0.005354287,2.622003262,13.91254441,0.8851111111111111,0.1045352339740204,0.2239292147039137
47,1658540681,0.049757015,205.0390625,4.59776455,0.009726481,3.374371365,19.60419633,0.8851111111111111,0.1045352339740204,0.2239292147039137
48,1658540686,0.04925523,210.34375,4.40675748,0.007897185,3.374371365,19.60419633,0.8851111111111111,0.1045352339740204,0.2239292147039137
49,1658540691,0.047756831,213.7929688,3.408840393,0.002925117,3.374371365,19.60419633,0.8939333333333332,0.1050868065375076,0.2239658295469153
50,1658540696,0.049395084,213.7929688,0.693879489,0.004307176,3.286159942,18.86983425,0.8939333333333332,0.1050868065375076,0.2239658295469153
51,1658540701,0.046713787,199.7890625,1.275879436,0.00338309,3.360359745,19.58036901,0.8939333333333332,0.1050868065375076,0.2239658295469153
52,1658540706,0.040769603,183.8789063,3.005714374,0.003024158,3.360359745,19.58036901,0.9219555555555556,0.105283995305645,0.2239459130153987
53,1658540711,0.049114516,183.1289063,4.873512082,0.003078481,3.387054199,19.8171782,0.9219555555555556,0.105283995305645,0.2239459130153987
54,1658540716,0.048559063,186.5507813,4.657941386,0.008125406,3.338642928,20.51929387,0.9219555555555556,0.105283995305645,0.2239459130153987
55,1658540721,0.04712126,191.7382813,4.219339415,0.009592365,2.892507493,17.77734623,0.8874444444444445,0.1029272364569398,0.2238746264056411
56,1658540726,0.046708396,191.8242188,4.763137317,0.006513885,3.207334023,19.26893794,0.8874444444444445,0.1029272364569398,0.2238746264056411
57,1658540731,0.045440079,191.8242188,4.873066696,0.008214105,3.118036622,17.76159805,0.8874444444444445,0.1029272364569398,0.2238746264056411
58,1658540736,0.044616567,197.375,4.091444295,0.007375944,3.065560914,18.77254116,0.8433777777777778,0.100696947848997,0.223846633963479
59,1658540741,0.042188997,206.109375,3.080460996,0.008473463,3.068357252,19.46696367,0.8433777777777778,0.100696947848997,0.223846633963479
60,1658540746,0.04283382,206.109375,2.511951681,0.010670374,3.068357252,19.46696367,0.8433777777777778,0.100696947848997,0.223846633963479
61,1658540751,0.043235506,206.109375,0.639947303,0.011112624,3.126067004,18.69324556,0.7948444444444445,0.0982132760372397,0.2239344367213235
62,1658540756,0.049250033,219.0703125,0.689454094,0.008526317,3.02432585,18.142095,0.7948444444444445,0.0982132760372397,0.2239344367213235
63,1658540761,0.049796369,219.0703125,0.715674911,0.003225714,3.02432585,18.142095,0.7948444444444445,0.0982132760372397,0.2239344367213235
64,1658540766,0.050948255,219.0703125,0.714669777,0.003225714,3.068918049,19.62196081,0.8015777777777778,0.0981016239458753,0.2240960763764979
65,1658540771,0.049907168,229.9765625,0.727756133,0.008051251,3.144264472,21.0660974,0.8015777777777778,0.0981016239458753,0.2240960763764979
66,1658540776,0.046669047,229.9765625,0.648599433,0.010048448,2.693743777,18.04767675,0.8015777777777778,0.0981016239458753,0.2240960763764979
67,1658540781,0.048284025,229.9765625,0.707560545,0.010846153,3.068597898,18.86301625,0.8248888888888888,0.1001429805066463,0.2239123949501634
68,1658540786,0.047689023,234.984375,0.685370496,0.007847548,3.122160655,17.86954502,0.8248888888888888,0.1001429805066463,0.2239123949501634
69,1658540791,0.045765378,240.9179688,0.730513953,0.005841059,3.122160655,17.86954502,0.8248888888888888,0.1001429805066463,0.2239123949501634
70,1658540796,0.038015278,240.9179688,0.634080127,0.005841059,3.070297091,18.36337787,0.8328888888888888,0.1035869549828225,0.2240402736555719
71,1658540801,0.041807817,240.6914063,1.973028834,0.009087795,3.070297091,18.36337787,0.8328888888888888,0.1035869549828225,0.2240402736555719
72,1658540806,0.046590792,241.9492188,1.930059274,0.009087795,3.070297091,18.36337787,0.8328888888888888,0.1035869549828225,0.2240402736555719
73,1658540811,0.046590792,241.9492188,1.930059274,0.009087795,2.939030428,17.88553537,0.8394444444444444,0.1053018833219061,0.2240629833591914
74,1658540816,0.04746139,242.40625,1.741497137,0.004677664,2.939030428,17.88553537,0.8394444444444444,0.1053018833219061,0.2240629833591914
75,1658540821,0.045354155,242.0703125,4.032290529,0.002963064,2.846979958,13.8881088,0.8394444444444444,0.1053018833219061,0.2240629833591914
76,1658540826,0.045354155,242.0703125,4.032290529,0.002963064,2.813938185,13.62065593,0.8004666666666667,0.1030628846289699,0.2239923039607605
77,1658540831,0.038697669,241.8789063,6.150103257,0.005221075,2.813938185,13.62065593,0.8004666666666667,0.1030628846289699,0.2239923039607605
78,1658540836,0.042180542,241.8984375,5.599259617,0.006075334,2.407816557,11.65485476,0.8004666666666667,0.1030628846289699,0.2239923039607605
79,1658540841,0.045207526,241.8984375,5.599259617,0.006075334,2.921966605,19.48558982,0.801911111111111,0.0999024031457629,0.2239165239871851
80,1658540846,0.044301897,242.2109375,6.008904257,0.004223686,2.921966605,19.48558982,0.801911111111111,0.0999024031457629,0.2239165239871851
81,1658540851,0.040220603,242.2109375,4.50600081,0.005126417,2.83937487,14.75719277,0.801911111111111,0.0999024031457629,0.2239165239871851
82,1658540856,0.045968015,241.390625,7.240846554,0.005126417,2.870379494,12.5525495,0.7909333333333333,0.0974798715173534,0.2239102697105199
83,1658540861,0.046568371,241.390625,8.393653483,0.007735627,2.870379494,12.5525495,0.7909333333333333,0.0974798715173534,0.2239102697105199
84,1658540866,0.046820604,241.2460938,6.623233033,0.004828585,2.870379494,12.5525495,0.7909333333333333,0.0974798715173534,0.2239102697105199
85,1658540871,0.046820604,241.2460938,6.623233033,0.004828585,3.155150897,22.37526799,0.8268444444444444,0.0971968700032128,0.2239987404008238
86,1658540876,0.046959054,241.2421875,6.236492802,0.002210175,3.155150897,22.37526799,0.8268444444444444,0.0971968700032128,0.2239987404008238
87,1658540881,0.047710383,241.6132813,7.716290532,0.003138849,2.947130009,18.02430439,0.8268444444444444,0.0971968700032128,0.2239987404008238
88,1658540886,0.048644003,242.4335938,6.444114402,0.003138849,2.947130009,18.02430439,0.8123333333333334,0.0972567873302586,0.2239438484968878
89,1658540891,0.048732764,242.4335938,7.132467241,0.003138849,2.947130009,18.02430439,0.8123333333333334,0.0972567873302586,0.2239438484968878
90,1658540896,0.047583076,242.4570313,3.367037418,0.003175344,2.867516916,13.9578663,0.8123333333333334,0.0972567873302586,0.2239438484968878
91,1658540901,0.04543574,243.4765625,2.643170885,0.008234193,2.952544101,18.04976638,0.7912,0.0955231060926535,0.2240025658321822
92,1658540906,0.043877149,243.4765625,1.431074401,0.009781878,2.952544101,18.04976638,0.7912,0.0955231060926535,0.2240025658321822
93,1658540911,0.045672688,243.4765625,1.437280379,0.011212409,2.261024943,10.99136406,0.7912,0.0955231060926535,0.2240025658321822
94,1658540916,0.045469046,242.9492188,3.980139473,0.005523268,2.720693701,13.22591998,0.7561555555555555,0.0963124319276669,0.2241055488731949
95,1658540921,0.045469046,242.9492188,3.980139473,0.005523268,2.720693701,13.22591998,0.7561555555555555,0.0963124319276669,0.2241055488731949
96,1658540926,0.038851636,242.7539063,6.315030722,0.008356134,2.694254083,18.52741395,0.7561555555555555,0.0963124319276669,0.2241055488731949
97,1658540931,0.038124483,242.7539063,6.175060711,0.008356134,2.682530773,17.94361327,0.7395777777777778,0.1124102883509958,0.2239559927234223
98,1658540936,0.042237908,242.5742188,7.629895468,0.009827542,2.682530773,17.94361327,0.7395777777777778,0.1124102883509958,0.2239559927234223
99,1658540941,0.039444251,242.5742188,8.5661063,0.004021785,2.712816027,25.78847905,0.7395777777777778,0.1124102883509958,0.2239559927234223
100,1658540946,0.045594251,243.140625,11.54198804,0.002607011,2.779998089,21.8783614,0.7413333333333334,0.1130455689757768,0.2240124633768078
101,1658540951,0.045022076,243.7382813,9.096352268,0.002607011,2.779998089,21.8783614,0.7413333333333334,0.1130455689757768,0.2240124633768078
102,1658540956,0.045424155,243.7382813,9.761967898,0.004144229,2.767464563,23.29641154,0.7413333333333334,0.1130455689757768,0.2240124633768078
103,1658540961,0.042689156,243.7460938,6.158448681,0.008497563,2.746082108,20.94267549,0.735,0.1094927669443144,0.2240546645640153
104,1658540966,0.041598402,243.7460938,6.008911077,0.00815221,2.746082108,20.94267549,0.735,0.1094927669443144,0.2240546645640153
105,1658540971,0.04411721,243.6679688,6.76578126,0.007397477,2.801745308,15.6876897,0.735,0.1094927669443144,0.2240546645640153
106,1658540976,0.044433684,243.6679688,4.87715331,0.006635328,2.833406394,17.37288207,0.7278222222222221,0.091177843473047,0.224127590644355
107,1658540981,0.044512707,243.0898438,6.801138663,0.006524858,2.833406394,17.37288207,0.7278222222222221,0.091177843473047,0.224127590644355
108,1658540986,0.042742557,242.609375,8.21635469,0.009635511,2.305847948,15.43910805,0.7278222222222221,0.091177843473047,0.224127590644355
109,1658540991,0.042742557,242.609375,8.21635469,0.009635511,2.254414836,15.09473089,0.7136444444444444,0.09096310547764,0.2239227175427177
110,1658540996,0.042389459,242.4804688,11.44632821,0.00803794,2.617841191,15.50776847,0.7136444444444444,0.09096310547764,0.2239227175427177
111,1658541001,0.041796552,242.8046875,8.396526115,0.006910959,2.617841191,15.50776847,0.7136444444444444,0.09096310547764,0.2239227175427177
112,1658541006,0.039283684,242.8046875,10.29480142,0.002953232,2.577866017,15.19282253,0.7406222222222222,0.0929686283944221,0.2240316512547323
113,1658541011,0.042443557,242.8398438,8.249833995,0.008304159,2.577866017,15.19282253,0.7406222222222222,0.0929686283944221,0.2240316512547323
114,1658541016,0.042508889,242.9492188,7.639048978,0.007014615,2.66653942,15.7254003,0.7406222222222222,0.0929686283944221,0.2240316512547323
115,1658541021,0.041184189,242.71875,8.732610443,0.006889822,2.589109698,13.76182316,0.7312444444444444,0.0932080005654455,0.2238428692532533
116,1658541026,0.042922854,242.71875,9.336705914,0.007908533,2.589109698,13.76182316,0.7312444444444444,0.0932080005654455,0.2238428692532533
117,1658541031,0.044106906,242.578125,7.854624314,0.005390321,2.604976494,14.90274712,0.7312444444444444,0.0932080005654455,0.2238428692532533
118,1658541036,0.042642396,242.578125,7.345783358,0.004532242,2.194834742,13.84519669,0.7513555555555554,0.0926185123919652,0.2238839774600726
119,1658541041,0.047257521,243.0351563,5.267161712,0.004792525,2.75920768,17.40530724,0.7513555555555554,0.0926185123919652,0.2238839774600726
120,1658541046,0.0494277,243.0351563,6.341454928,0.004792525,2.236682725,14.10917718,0.7513555555555554,0.0926185123919652,0.2238839774600726
121,1658541051,0.054260261,243.8007813,5.958504305,0.006327101,94.27582848,472.7164546,0.680911111111111,0.0925755668398848,0.2266996163821001
122,1658541056,0.053749717,243.8007813,6.881911751,0.002579007,77.50572985,388.628076,0.680911111111111,0.0925755668398848,0.2266996163821001
123,1658541061,0.055927649,245.1523438,4.446579809,0.002591153,90.60968577,483.8702626,0.680911111111111,0.0925755668398848,0.2266996163821001
124,1658541066,0.052329763,245.8789063,3.609081632,0.006682194,90.60968577,483.8702626,0.6877777777777777,0.1041675511214699,0.2253151138360326
125,1658541071,0.052559047,245.8789063,2.740761659,0.007678651,87.49850756,513.3458755,0.6877777777777777,0.1041675511214699,0.2253151138360326
126,1658541076,0.050357984,245.8789063,1.516688741,0.008290748,86.96527737,496.128738,0.6877777777777777,0.1041675511214699,0.2253151138360326
127,1658541081,0.039400302,246.4023438,1.696141995,0.008081712,86.96527737,496.128738,0.6281555555555555,0.1219246648946433,0.225400730633101
128,1658541086,0.043048695,246.4023438,1.868218934,0.008671463,87.76278004,508.812254,0.6281555555555555,0.1219246648946433,0.225400730633101
129,1658541091,0.040600275,246.59375,1.402841195,0.004639999,88.68044025,507.1694064,0.6281555555555555,0.1219246648946433,0.225400730633101
130,1658541096,0.041365684,244.6523438,3.616347257,0.004639999,88.68044025,507.1694064,0.6862666666666667,0.1418683165937223,0.2255108180466364
131,1658541101,0.041945458,243.3398438,4.026585895,0.006544747,72.80183316,369.3237424,0.6862666666666667,0.1418683165937223,0.2255108180466364
132,1658541106,0.041934351,243.3398438,4.432043647,0.007350628,88.16301384,447.251021,0.6862666666666667,0.1418683165937223,0.2255108180466364
133,1658541111,0.042920038,243.6796875,4.263633889,0.002775566,88.16301384,447.251021,0.6741111111111111,0.1494001411430078,0.2257745299258333
134,1658541116,0.042065638,243.4882813,5.179953407,0.001870245,88.60731841,488.6748175,0.6741111111111111,0.1494001411430078,0.2257745299258333
135,1658541121,0.042777612,243.4882813,5.702613782,0.002869273,89.76583499,500.4438299,0.6741111111111111,0.1494001411430078,0.2257745299258333
136,1658541126,0.040390824,243.5664063,7.17189608,0.002869273,89.76583499,500.4438299,0.6986,0.1513216324803887,0.2259196534329208
137,1658541131,0.041212406,244.0820313,7.044996966,0.002026803,88.2402993,464.6382854,0.6986,0.1513216324803887,0.2259196534329208
138,1658541136,0.041509544,244.0820313,7.160678504,0.002026803,87.17948383,451.006251,0.6986,0.1513216324803887,0.2259196534329208
139,1658541141,0.034326366,244.0820313,2.939591815,0.0,74.62902847,386.07889,0.6778222222222222,0.1481293452353334,0.2261265910530689
140,1658541146,0.043795589,244.140625,4.719215975,0.003431848,87.94420172,458.8019476,0.6778222222222222,0.1481293452353334,0.2261265910530689
141,1658541151,0.045105779,243.7304688,6.463516801,0.004464186,87.93176835,485.2761682,0.6778222222222222,0.1481293452353334,0.2261265910530689
142,1658541156,0.046260681,243.7304688,7.792537197,0.004464186,87.93176835,485.2761682,0.6620444444444443,0.1465856375406351,0.2265452632628464
143,1658541161,0.042320835,243.6328125,7.595761626,0.004360227,68.04399818,327.2783157,0.6620444444444443,0.1465856375406351,0.2265452632628464
144,1658541166,0.044019493,244.5585938,6.892974564,0.004360227,86.25013278,469.7566725,0.6620444444444443,0.1465856375406351,0.2265452632628464
145,1658541171,0.044327136,245.7226563,7.06129882,0.006329561,86.25013278,469.7566725,0.6694222222222221,0.147906202381521,0.2265035478447003
146,1658541176,0.045129375,245.9453125,6.395781428,0.006687877,88.21597197,472.4055495,0.6694222222222221,0.147906202381521,0.2265035478447003
147,1658541181,0.044323233,245.9453125,6.041566909,0.006059194,88.21597197,472.4055495,0.6694222222222221,0.147906202381521,0.2265035478447003
148,1658541186,0.03850855,245.9453125,5.511908852,0.002169722,88.21597197,472.4055495,0.6423777777777777,0.147669745470102,0.2265590469599631
149,1658541191,0.036107334,246.4960938,3.198552368,0.007677843,85.38052685,471.5380816,0.6423777777777777,0.147669745470102,0.2265590469599631
150,1658541196,0.039317257,245.8320313,5.620704855,0.00705816,85.38052685,471.5380816,0.6423777777777777,0.147669745470102,0.2265590469599631
151,1658541201,0.0391594,245.1875,6.24945014,0.006125345,85.31927287,476.8306699,0.6593111111111111,0.1481888808990322,0.2266871078287695
152,1658541206,0.038272707,245.2304688,5.87939495,0.007307599,72.67297077,379.2254701,0.6593111111111111,0.1481888808990322,0.2266871078287695
153,1658541211,0.03950996,245.9804688,5.497597217,0.003770583,85.23411113,444.772596,0.6593111111111111,0.1481888808990322,0.2266871078287695
154,1658541216,0.041104891,245.9804688,5.49765141,0.003770583,70.69838053,368.9215717,0.6376444444444443,0.1452120527838407,0.2268542123858845
155,1658541221,0.040392092,244.8398438,6.251061095,0.005399467,63.59553793,331.8571887,0.6376444444444443,0.1452120527838407,0.2268542123858845
156,1658541226,0.03702648,244.8398438,7.543841254,0.004522174,82.11549817,488.4316787,0.6376444444444443,0.1452120527838407,0.2268542123858845
157,1658541231,0.038967611,243.546875,9.456114551,0.006045839,82.11549817,488.4316787,0.627,0.1452975779035878,0.226801445721592
158,1658541236,0.034721122,243.546875,8.569371287,0.00197362,78.76920132,410.5407506,0.627,0.1452975779035878,0.226801445721592
159,1658541241,0.039724649,243.6445313,9.327612696,0.002835595,78.76920132,410.5407506,0.627,0.1452975779035878,0.226801445721592
160,1658541246,0.039972232,244.3164063,8.857229549,0.001960023,78.76920132,410.5407506,0.6506000000000001,0.1460178239043307,0.2261388567218688
161,1658541251,0.04066452,245.0585938,7.492528796,0.005407922,83.81160939,430.7911837,0.6506000000000001,0.1460178239043307,0.2261388567218688
162,1658541256,0.041372927,245.4296875,7.58321619,0.006301821,83.81160939,430.7911837,0.6506000000000001,0.1460178239043307,0.2261388567218688
163,1658541261,0.040637605,245.4296875,7.966347061,0.007414577,64.11485436,306.889567,0.6741111111111111,0.1474824711143335,0.2255322526064698
164,1658541266,0.040495758,246.3242188,6.018237728,0.00652189,71.4274739,341.8918558,0.6741111111111111,0.1474824711143335,0.2255322526064698
165,1658541271,0.036092694,246.9179688,3.931425231,0.004340357,87.7514345,420.0274649,0.6741111111111111,0.1474824711143335,0.2255322526064698
166,1658541276,0.038519764,246.9179688,4.11457328,0.004862952,70.89950277,339.3646905,0.702311111111111,0.1490121870276781,0.2247603048468033
167,1658541281,0.040012427,246.9179688,2.339835317,0.006271135,63.58688323,304.3624018,0.702311111111111,0.1490121870276781,0.2247603048468033
168,1658541286,0.036908157,246.3359375,2.841433208,0.003882295,95.17300761,531.9087595,0.702311111111111,0.1490121870276781,0.2247603048468033
169,1658541291,0.032995558,246.3359375,2.820410507,0.003882295,95.17300761,531.9087595,0.6966888888888888,0.1515464063181352,0.2247715382563477
170,1658541296,0.039618755,246.8984375,2.815767653,0.00591077,93.22390479,522.3872858,0.6966888888888888,0.1515464063181352,0.2247715382563477
171,1658541301,0.039061848,246.8984375,3.907971715,0.002028474,93.22390479,522.3872858,0.6966888888888888,0.1515464063181352,0.2247715382563477
172,1658541306,0.039339408,247.6992188,2.544001697,0.007095759,93.22390479,522.3872858,0.7067555555555555,0.1523132074407851,0.2248406389053291
173,1658541311,0.040853736,246.1367188,3.018861329,0.007669023,91.81083771,480.7531639,0.7067555555555555,0.1523132074407851,0.2248406389053291
174,1658541316,0.040645428,246.1367188,3.007654045,0.007669023,91.81083771,480.7531639,0.7067555555555555,0.1523132074407851,0.2248406389053291
175,1658541321,0.040910253,246.0742188,3.492840684,0.005574977,65.90333441,320.5935572,0.7112888888888887,0.1518342343358935,0.2249613525170822
176,1658541326,0.041727731,243.6289063,5.972488873,0.00598368,75.35101054,384.681817,0.7112888888888887,0.1518342343358935,0.2249613525170822
177,1658541331,0.042611363,243.6289063,7.289599442,0.008043173,93.68294036,478.2699457,0.7112888888888887,0.1518342343358935,0.2249613525170822
178,1658541336,0.040115774,244.2539063,6.913143849,0.004307229,93.65076439,488.3018811,0.7034666666666667,0.1494953772322722,0.2250296637913388
179,1658541341,0.041769594,244.2539063,7.101449119,0.004307229,93.65076439,488.3018811,0.7034666666666667,0.1494953772322722,0.2250296637913388
180,1658541346,0.04035861,244.2539063,8.651318665,0.0,92.2126002,469.5693245,0.7034666666666667,0.1494953772322722,0.2250296637913388
181,1658541351,0.039270836,244.890625,6.333696524,0.0,77.85561064,396.4599894,0.6839777777777778,0.1485141526081089,0.2251629466775551
182,1658541356,0.034358454,244.9375,2.964894058,0.002453047,72.71242737,401.0862716,0.6839777777777778,0.1485141526081089,0.2251629466775551
183,1658541361,0.035954333,244.7148438,5.4106093,0.002453047,95.91485575,532.2146472,0.6839777777777778,0.1485141526081089,0.2251629466775551
184,1658541366,0.034923734,244.7148438,4.608004768,0.00193581,95.91485575,532.2146472,0.6980444444444444,0.1509750797281633,0.2246541035857589
185,1658541371,0.041335584,244.40625,6.173239291,0.00647589,95.88782503,538.3655229,0.6980444444444444,0.1509750797281633,0.2246541035857589
186,1658541376,0.037699235,244.40625,5.589717632,0.00647589,95.88782503,538.3655229,0.6980444444444444,0.1509750797281633,0.2246541035857589
187,1658541381,0.036751339,244.4101563,4.486142852,0.008059744,95.88782503,538.3655229,0.7147333333333333,0.1525986409931584,0.2242639703083376
188,1658541386,0.040569231,244.2578125,6.432263759,0.006987253,96.12225949,499.9678567,0.7147333333333333,0.1525986409931584,0.2242639703083376
189,1658541391,0.042571103,244.6523438,6.089862174,0.005945419,96.12225949,499.9678567,0.7147333333333333,0.1525986409931584,0.2242639703083376
190,1658541396,0.041700958,245.21875,8.132632923,0.00752396,66.6687648,320.0274882,0.7363333333333334,0.1535579994911968,0.2245096480111309
191,1658541401,0.041700958,245.21875,8.132632923,0.00752396,57.60332031,276.5109863,0.7363333333333334,0.1535579994911968,0.2245096480111309
192,1658541406,0.041394298,245.5234375,7.582604574,0.005866802,96.87064152,521.8128846,0.7363333333333334,0.1535579994911968,0.2245096480111309
193,1658541411,0.039491566,245.5234375,4.769992132,0.002141863,96.87064152,521.8128846,0.7343999999999999,0.1556212264752098,0.2248552726983032
194,1658541416,0.035164692,245.5234375,3.390202981,0.002135647,96.80850425,490.1315968,0.7343999999999999,0.1556212264752098,0.2248552726983032
195,1658541421,0.040553973,245.6523438,1.249585211,0.002135647,96.86018356,473.1633134,0.7343999999999999,0.1556212264752098,0.2248552726983032
