,timestamp,currencyservice-588fc9584d-c9hrl&cpu_usage,currencyservice-588fc9584d-c9hrl&mem_usage,currencyservice-588fc9584d-c9hrl&mem_usage_rate,currencyservice-588fc9584d-c9hrl&fs_usage,currencyservice-588fc9584d-c9hrl&net_receive,currencyservice-588fc9584d-c9hrl&net_trainsmit,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
0,1658540446,0.329747378,201.9570313,5.899819983,0.08760407,29.89208089,31.81163073,0.8246666666666667,0.0979703909192898,0.2235636127640921
1,1658540451,0.327806986,202.5625,5.4042381,0.08760407,29.89208089,31.81163073,0.816,0.1010805306481282,0.223603506548258
2,1658540456,0.327579901,202.5625,6.651755084,0.099019343,30.43441118,32.51993327,0.816,0.1010805306481282,0.223603506548258
3,1658540461,0.309551698,202.5625,5.69252646,0.07285724,30.77941228,31.47963151,0.816,0.1010805306481282,0.223603506548258
4,1658540466,0.284108523,202.5625,4.940054335,0.099124092,30.77941228,31.47963151,0.8100222222222221,0.101245951717744,0.2235916052062542
5,1658540471,0.295007755,203.25,2.788855524,0.105214972,30.77941228,31.47963151,0.8100222222222221,0.101245951717744,0.2235916052062542
6,1658540476,0.33092318,204.6015625,1.984814126,0.073896951,31.46329676,31.4527339,0.8100222222222221,0.101245951717744,0.2235916052062542
7,1658540481,0.303316756,204.6015625,0.764918795,0.083711645,30.73353965,30.25446619,0.8052444444444444,0.1015130090495962,0.2237156584803042
8,1658540486,0.332157686,204.6054688,0.069426401,0.036279107,30.73353965,30.25446619,0.8052444444444444,0.1015130090495962,0.2237156584803042
9,1658540491,0.329267248,204.6289063,0.05616109,0.036279107,30.392214,28.97745209,0.8052444444444444,0.1015130090495962,0.2237156584803042
10,1658540496,0.327089655,204.84375,0.065176053,0.037123965,30.392214,28.97745209,0.8009777777777778,0.0991842053082772,0.2237418900096188
11,1658540501,0.329579431,205.0664063,0.058636594,0.058098108,29.1379354,32.9198102,0.8009777777777778,0.0991842053082772,0.2237418900096188
12,1658540506,0.269794001,205.0664063,0.025448985,0.058098108,29.1379354,32.9198102,0.8009777777777778,0.0991842053082772,0.2237418900096188
13,1658540511,0.233349804,205.1210938,0.012143628,0.039617453,29.1379354,32.9198102,0.7898,0.0990673516466003,0.2236948918529302
14,1658540516,0.242211978,205.1210938,0.012601752,0.039617453,29.52689829,33.91050029,0.7898,0.0990673516466003,0.2236948918529302
15,1658540521,0.326475966,206.296875,0.039157164,0.100193941,29.54549018,37.08222505,0.7898,0.0990673516466003,0.2236948918529302
16,1658540526,0.326417461,206.3320313,0.037935484,0.085591795,29.52746706,35.94633014,0.7975777777777778,0.0990945104698928,0.2239479168127769
17,1658540531,0.306708437,206.4921875,0.039814338,0.085591795,29.52746706,35.94633014,0.7975777777777778,0.0990945104698928,0.2239479168127769
18,1658540536,0.31716281,206.4921875,0.043824947,0.058981187,29.52746706,35.94633014,0.7975777777777778,0.0990945104698928,0.2239479168127769
19,1658540541,0.330391194,206.5273438,0.044236345,0.058981187,24.11392039,22.5250723,0.7988666666666667,0.0995803128577175,0.223825867336105
20,1658540546,0.273749706,206.5585938,0.02305693,0.0,30.36295361,28.36236141,0.7988666666666667,0.0995803128577175,0.223825867336105
21,1658540551,0.338398497,206.5273438,2.184210279,0.0,30.36295361,28.36236141,0.7988666666666667,0.0995803128577175,0.223825867336105
22,1658540556,0.321264836,204.5625,3.807828439,0.049979968,30.91335495,29.57330063,0.8255333333333333,0.1006995972013768,0.223860539102861
23,1658540561,0.328373173,204.5625,4.932306308,0.049979968,30.90669018,27.44432177,0.8255333333333333,0.1006995972013768,0.223860539102861
24,1658540566,0.366538171,188.6757813,6.233792401,0.090297119,30.90669018,27.44432177,0.8255333333333333,0.1006995972013768,0.223860539102861
25,1658540571,0.369232953,188.6757813,6.421702513,0.103011905,31.66933963,29.07332005,0.8510888888888889,0.103326876581705,0.2238763873184886
26,1658540576,0.368385541,188.5429688,6.934357286,0.085943476,32.3572323,27.79077827,0.8510888888888889,0.103326876581705,0.2238763873184886
27,1658540581,0.346793759,192.7890625,7.947949034,0.081952993,32.3572323,27.79077827,0.8510888888888889,0.103326876581705,0.2238763873184886
28,1658540586,0.376367156,192.7890625,8.453079756,0.107707104,32.43534009,33.53164398,0.8770888888888888,0.1041056755342246,0.2238250779613802
29,1658540591,0.379578834,193.5039063,6.582744803,0.090989038,32.43534009,33.53164398,0.8770888888888888,0.1041056755342246,0.2238250779613802
30,1658540596,0.379578834,193.5039063,6.582744803,0.090989038,32.43534009,33.53164398,0.8770888888888888,0.1041056755342246,0.2238250779613802
31,1658540601,0.365351358,194.3242188,4.774326898,0.043610586,26.21566658,27.44787087,0.8640888888888888,0.103619026060521,0.2239324329239453
32,1658540606,0.37639541,194.3242188,3.89815234,0.0,33.13132367,37.49009512,0.8640888888888888,0.103619026060521,0.2239324329239453
33,1658540611,0.342718797,194.3242188,1.626158323,0.0,33.13132367,37.49009512,0.8640888888888888,0.103619026060521,0.2239324329239453
34,1658540616,0.307339686,194.4726563,0.14410117,0.0,32.82012502,39.19934817,0.8630222222222221,0.1031279647697369,0.2237957496542994
35,1658540621,0.372761891,194.5546875,1.595119372,0.086317998,32.91306154,37.51552863,0.8630222222222221,0.1031279647697369,0.2237957496542994
36,1658540626,0.377694161,194.5546875,1.525413948,0.103022283,32.91306154,37.51552863,0.8630222222222221,0.1031279647697369,0.2237957496542994
37,1658540631,0.375056938,194.5976563,1.518938515,0.103022283,33.63246312,38.71261676,0.8486444444444444,0.1023071479121507,0.2239381407104166
38,1658540636,0.374254991,194.8515625,1.445054409,0.10093755,33.13037325,36.21806194,0.8486444444444444,0.1023071479121507,0.2239381407104166
39,1658540641,0.336401539,194.8515625,1.431805523,0.145881887,33.13037325,36.21806194,0.8486444444444444,0.1023071479121507,0.2239381407104166
40,1658540646,0.34998226,195.0078125,1.433732901,0.122185443,32.57764726,32.30683425,0.8714,0.103369163444727,0.2239705050741311
41,1658540651,0.326759024,193.84375,1.421162419,0.04176657,32.57764726,32.30683425,0.8714,0.103369163444727,0.2239705050741311
42,1658540656,0.335816932,193.84375,1.600460582,0.04176657,33.54914628,31.99049577,0.8714,0.103369163444727,0.2239705050741311
43,1658540661,0.341692077,192.6640625,4.07734739,0.0,33.54914628,31.99049577,0.8576444444444444,0.1026138148678087,0.2238840381812053
44,1658540666,0.363801695,192.0,4.461750341,0.0,33.47585227,32.87813336,0.8576444444444444,0.1026138148678087,0.2238840381812053
45,1658540671,0.363801695,192.0,4.461750341,0.0,33.47585227,32.87813336,0.8576444444444444,0.1026138148678087,0.2238840381812053
46,1658540676,0.365305122,192.25,4.3417494,0.0,33.47585227,32.87813336,0.8851111111111111,0.1045352339740204,0.2239292147039137
47,1658540681,0.340292449,193.1289063,4.254882119,0.093785838,33.76123788,33.60707678,0.8851111111111111,0.1045352339740204,0.2239292147039137
48,1658540686,0.347021745,193.1289063,4.352872919,0.100524804,33.76123788,33.60707678,0.8851111111111111,0.1045352339740204,0.2239292147039137
49,1658540691,0.354193578,193.34375,5.020460658,0.089245926,33.76123788,33.60707678,0.8939333333333332,0.1050868065375076,0.2239658295469153
50,1658540696,0.320148124,191.1953125,4.445579164,0.095824662,33.02147984,33.82950375,0.8939333333333332,0.1050868065375076,0.2239658295469153
51,1658540701,0.37544456,189.2929688,5.776432844,0.104298489,33.02147984,33.82950375,0.8939333333333332,0.1050868065375076,0.2239658295469153
52,1658540706,0.36034455,190.2109375,4.26121155,0.084094766,33.02147984,33.82950375,0.9219555555555556,0.105283995305645,0.2239459130153987
53,1658540711,0.372237915,190.5078125,3.980267685,0.1009843,33.01649532,34.82138393,0.9219555555555556,0.105283995305645,0.2239459130153987
54,1658540716,0.368529075,191.4726563,3.292456585,0.1009843,33.09339336,34.06975505,0.9219555555555556,0.105283995305645,0.2239459130153987
55,1658540721,0.365300721,191.59375,3.728982489,0.089462038,33.09339336,34.06975505,0.8874444444444445,0.1029272364569398,0.2238746264056411
56,1658540726,0.33895962,191.9179688,4.066581293,0.0,31.70649002,33.68454483,0.8874444444444445,0.1029272364569398,0.2238746264056411
57,1658540731,0.354102485,191.9179688,4.310534366,0.0,31.70649002,33.68454483,0.8874444444444445,0.1029272364569398,0.2238746264056411
58,1658540736,0.306147653,192.3476563,1.97440607,0.0,31.70649002,33.68454483,0.8433777777777778,0.100696947848997,0.223846633963479
59,1658540741,0.308485388,192.5039063,0.693229655,0.04077022,19.91689453,22.68696289,0.8433777777777778,0.100696947848997,0.223846633963479
60,1658540746,0.331852718,192.5039063,0.698761971,0.04077022,29.88296752,31.76030655,0.8433777777777778,0.100696947848997,0.223846633963479
61,1658540751,0.325693866,192.3984375,2.780281659,0.101781257,29.88296752,31.76030655,0.7948444444444445,0.0982132760372397,0.2239344367213235
62,1658540756,0.324313877,192.4453125,2.477519254,0.093844828,28.79494,29.3961697,0.7948444444444445,0.0982132760372397,0.2239344367213235
63,1658540761,0.319987923,192.4453125,3.183498099,0.093844828,23.23559692,23.7207492,0.7948444444444445,0.0982132760372397,0.2239344367213235
64,1658540766,0.322071338,192.65625,2.528744689,0.091273057,20.83601859,21.27106839,0.8015777777777778,0.0981016239458753,0.2240960763764979
65,1658540771,0.322259003,192.65625,1.871602548,0.113934624,29.6873205,30.34038982,0.8015777777777778,0.0981016239458753,0.2240960763764979
66,1658540776,0.321688308,192.6132813,3.082314568,0.078068278,29.6873205,30.34038982,0.8015777777777778,0.0981016239458753,0.2240960763764979
67,1658540781,0.294434815,192.6132813,2.668176091,0.090981925,29.6873205,30.34038982,0.8248888888888888,0.1001429805066463,0.2239123949501634
