,timestamp,cartservice-75d494679c-qdl5c&cpu_usage,cartservice-75d494679c-qdl5c&cpu_limit,cartservice-75d494679c-qdl5c&mem_usage,cartservice-75d494679c-qdl5c&mem_usage_rate,cartservice-75d494679c-qdl5c&mem_limit,cartservice-75d494679c-qdl5c&fs_usage,cartservice-75d494679c-qdl5c&net_receive,cartservice-75d494679c-qdl5c&net_trainsmit,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
0,1658540446,0.288375896,0.6,178.171875,4.665015429,2560,0.032843075,20.18170224,61.81923798,0.8246666666666667,0.0979703909192898,0.2235636127640921
1,1658540451,0.298214005,0.6,178.8671875,4.277073152,2560,0.018279469,20.18170224,61.81923798,0.816,0.1010805306481282,0.223603506548258
2,1658540456,0.292651656,0.6,180.96875,3.778312242,2560,0.018279469,20.24737858,58.17843924,0.816,0.1010805306481282,0.223603506548258
3,1658540461,0.275125261,0.6,180.96875,3.623079688,2560,0.018279469,20.63720997,47.82684437,0.816,0.1010805306481282,0.223603506548258
4,1658540466,0.295105159,0.6,176.9882813,3.729877307,2560,0.028268259,20.70718099,53.70240072,0.8100222222222221,0.101245951717744,0.2235916052062542
5,1658540471,0.285521332,0.6,174.5507813,4.80550201,2560,0.024148822,20.70718099,53.70240072,0.8100222222222221,0.101245951717744,0.2235916052062542
6,1658540476,0.224362938,0.6,174.5507813,6.030397427,2560,0.028754991,20.70718099,53.70240072,0.8100222222222221,0.101245951717744,0.2235916052062542
7,1658540481,0.210602493,0.6,175.28125,4.518127712,2560,0.010059677,14.36311035,41.29399414,0.8052444444444444,0.1015130090495962,0.2237156584803042
8,1658540486,0.263276083,0.6,176.0820313,4.441634772,2560,0.010059677,20.00230679,53.58279831,0.8052444444444444,0.1015130090495962,0.2237156584803042
9,1658540491,0.263276083,0.6,176.0820313,4.441634772,2560,0.010059677,20.00230679,53.58279831,0.8052444444444444,0.1015130090495962,0.2237156584803042
10,1658540496,0.269222179,0.6,174.5351563,7.04587302,2560,0.010059677,20.00230679,53.58279831,0.8009777777777778,0.0991842053082772,0.2237418900096188
11,1658540501,0.270499605,0.6,174.7382813,6.127505549,2560,0.0,16.48748995,46.4348473,0.8009777777777778,0.0991842053082772,0.2237418900096188
12,1658540506,0.273249302,0.6,175.1914063,6.360491253,2560,0.015756965,14.83973784,41.79417018,0.8009777777777778,0.0991842053082772,0.2237418900096188
13,1658540511,0.244440415,0.6,175.1914063,4.936708684,2560,0.01897735,13.19198574,37.15349306,0.7898,0.0990673516466003,0.2236948918529302
14,1658540516,0.259668313,0.6,175.6992188,3.291580096,2560,0.02856879,19.28001831,49.65978396,0.7898,0.0990673516466003,0.2236948918529302
15,1658540521,0.259783641,0.6,175.8046875,2.919684072,2560,0.023073781,19.28001831,49.65978396,0.7898,0.0990673516466003,0.2236948918529302
16,1658540526,0.244546702,0.6,176.3007813,2.889680924,2560,0.023073781,19.36875668,52.19621791,0.7975777777777778,0.0990945104698928,0.2239479168127769
17,1658540531,0.241093602,0.6,176.3007813,3.572674768,2560,0.033896499,19.92728925,56.39356645,0.7975777777777778,0.0990945104698928,0.2239479168127769
18,1658540536,0.222444888,0.6,176.3007813,3.309796254,2560,0.027806998,19.92728925,56.39356645,0.7975777777777778,0.0990945104698928,0.2239479168127769
19,1658540541,0.196851383,0.6,176.3007813,1.811865116,2560,0.033598369,19.92728925,56.39356645,0.7988666666666667,0.0995803128577175,0.223825867336105
20,1658540546,0.219009696,0.6,176.1679688,1.895884703,2560,0.032534144,13.31049712,36.5328143,0.7988666666666667,0.0995803128577175,0.223825867336105
21,1658540551,0.284560319,0.6,176.3203125,1.894387898,2560,0.021988113,15.09786077,41.43852321,0.7988666666666667,0.0995803128577175,0.223825867336105
22,1658540556,0.273055255,0.6,175.359375,3.645998017,2560,0.006210123,16.88522442,46.34423213,0.8255333333333333,0.1006995972013768,0.223860539102861
23,1658540561,0.315093266,0.6,175.359375,4.594062634,2560,0.0,21.55589272,60.13269758,0.8255333333333333,0.1006995972013768,0.223860539102861
24,1658540566,0.320173201,0.6,174.5195313,5.95421494,2560,0.021440258,21.55589272,60.13269758,0.8255333333333333,0.1006995972013768,0.223860539102861
25,1658540571,0.322358401,0.6,175.4257813,4.819464371,2560,0.021440258,21.8821178,60.75957273,0.8510888888888889,0.103326876581705,0.2238763873184886
26,1658540576,0.293031325,0.6,175.4257813,5.698201996,2560,0.021440258,21.99465702,58.80384882,0.8510888888888889,0.103326876581705,0.2238763873184886
27,1658540581,0.281418894,0.6,176.2539063,5.620836769,2560,0.019957003,21.99465702,58.80384882,0.8510888888888889,0.103326876581705,0.2238763873184886
