,timestamp,frontend-875b86bb8-wvlvq&cpu_usage,frontend-875b86bb8-wvlvq&mem_usage,frontend-875b86bb8-wvlvq&mem_usage_rate,frontend-875b86bb8-wvlvq&fs_usage,frontend-875b86bb8-wvlvq&net_receive,frontend-875b86bb8-wvlvq&net_trainsmit,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
0,1658540446,1.335502395,214.6484375,6.283068365,0.0,116.1236491,631.4815262,0.8246666666666667,0.0979703909192898,0.2235636127640921
1,1658540451,1.335502395,214.6484375,6.283068365,0.0,118.160406,617.927213,0.816,0.1010805306481282,0.223603506548258
2,1658540456,1.34960432,214.6484375,5.618754444,0.063264588,118.6255376,587.1843067,0.816,0.1010805306481282,0.223603506548258
3,1658540461,1.339242225,214.0,6.505823141,0.063264588,118.6255376,587.1843067,0.816,0.1010805306481282,0.223603506548258
4,1658540466,1.338432683,213.4414063,7.207338839,0.253504273,118.6255376,587.1843067,0.8100222222222221,0.101245951717744,0.2235916052062542
5,1658540471,1.332544939,213.4414063,7.896149304,0.395440199,118.1244859,585.8912515,0.8100222222222221,0.101245951717744,0.2235916052062542
6,1658540476,1.329365741,215.1289063,6.409945763,0.360045632,119.6594247,587.8775325,0.8100222222222221,0.101245951717744,0.2235916052062542
7,1658540481,1.329365741,215.1289063,6.409945763,0.360045632,116.4189363,585.5236324,0.8052444444444444,0.1015130090495962,0.2237156584803042
8,1658540486,1.218238828,215.1289063,5.06340571,0.322386794,116.4189363,585.5236324,0.8052444444444444,0.1015130090495962,0.2237156584803042
9,1658540491,1.316706005,212.765625,8.200113959,0.306241121,94.24753488,485.2119493,0.8052444444444444,0.1015130090495962,0.2237156584803042
10,1658540496,1.316706005,212.765625,8.200113959,0.306241121,112.9321609,581.4054872,0.8009777777777778,0.0991842053082772,0.2237418900096188
11,1658540501,1.316706005,212.765625,8.200113959,0.306241121,86.89941561,447.3818323,0.8009777777777778,0.0991842053082772,0.2237418900096188
12,1658540506,1.307013062,206.0898438,8.268225367,0.0,113.0738145,596.4843645,0.8009777777777778,0.0991842053082772,0.2237418900096188
13,1658540511,1.307013062,206.0898438,8.268225367,0.0,111.1566005,602.7210316,0.7898,0.0990673516466003,0.2236948918529302
