,timestamp,productcatalogservice-5ff5f57dc8-8z7xf&cpu_usage,productcatalogservice-5ff5f57dc8-8z7xf&mem_usage,productcatalogservice-5ff5f57dc8-8z7xf&mem_usage_rate,productcatalogservice-5ff5f57dc8-8z7xf&fs_usage,productcatalogservice-5ff5f57dc8-8z7xf&net_receive,productcatalogservice-5ff5f57dc8-8z7xf&net_trainsmit,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
11,1658540501,0.292549713,127.3671875,3.307027557,0.041652545,30.6266887,64.07233132,0.8009777777777778,0.0991842053082772,0.2237418900096188
12,1658540506,0.285653959,127.3671875,2.172362096,0.041652545,25.39539768,49.15190463,0.8009777777777778,0.0991842053082772,0.2237418900096188
13,1658540511,0.27406885,127.3554688,2.236768007,0.042281337,25.84815111,50.02819307,0.7898,0.0990673516466003,0.2236948918529302
14,1658540516,0.271560005,127.34375,3.605719506,0.042281337,29.84868162,57.17493014,0.7898,0.0990673516466003,0.2236948918529302
15,1658540521,0.293592493,127.34375,3.371387134,0.0,29.84868162,57.17493014,0.7898,0.0990673516466003,0.2236948918529302
16,1658540526,0.293782195,127.2695313,3.74217166,0.0,25.65326438,45.40071284,0.7975777777777778,0.0990945104698928,0.2239479168127769
17,1658540531,0.293782195,127.2695313,3.74217166,0.0,30.46886915,53.92328861,0.7975777777777778,0.0990945104698928,0.2239479168127769
18,1658540536,0.276792912,127.2695313,3.962544452,0.0,30.67860375,56.42656769,0.7975777777777778,0.0990945104698928,0.2239479168127769
19,1658540541,0.264710453,125.5234375,4.889592081,0.044785695,30.67860375,56.42656769,0.7988666666666667,0.0995803128577175,0.223825867336105
20,1658540546,0.295687145,124.0039063,6.259087726,0.044785695,30.33204108,53.50316969,0.7988666666666667,0.0995803128577175,0.223825867336105
21,1658540551,0.296376662,124.0039063,6.259236802,0.044785695,30.33204108,53.50316969,0.7988666666666667,0.0995803128577175,0.223825867336105
22,1658540556,0.306994289,124.140625,4.462208825,0.04670231,26.52859302,47.02581887,0.8255333333333333,0.1006995972013768,0.223860539102861
23,1658540561,0.309388242,124.6640625,3.884102897,0.04670231,31.89011934,56.52990999,0.8255333333333333,0.1006995972013768,0.223860539102861
24,1658540566,0.309388242,124.6640625,3.884102897,0.04670231,32.19398878,59.46111606,0.8255333333333333,0.1006995972013768,0.223860539102861
25,1658540571,0.313682068,124.6367188,3.703854096,0.042472659,32.19398878,59.46111606,0.8510888888888889,0.103326876581705,0.2238763873184886
26,1658540576,0.314886044,124.6367188,4.06389605,0.042472659,32.28344682,64.73788519,0.8510888888888889,0.103326876581705,0.2238763873184886
27,1658540581,0.317985789,123.6171875,4.624036347,0.042472659,26.58039659,53.30157811,0.8510888888888889,0.103326876581705,0.2238763873184886
28,1658540586,0.305278485,123.6171875,3.573258801,0.0,32.45824632,61.89490963,0.8770888888888888,0.1041056755342246,0.2238250779613802
29,1658540591,0.320814411,123.5117188,4.315321417,0.0,32.45824632,61.89490963,0.8770888888888888,0.1041056755342246,0.2238250779613802
30,1658540596,0.320465997,123.5117188,4.214452681,0.0,32.50994427,61.94115144,0.8770888888888888,0.1041056755342246,0.2238250779613802
31,1658540601,0.278825525,123.5117188,4.565234976,0.0,32.48437551,61.93209469,0.8640888888888888,0.103619026060521,0.2239324329239453
32,1658540606,0.318325166,125.3828125,3.371297551,0.040246843,32.48437551,61.93209469,0.8640888888888888,0.103619026060521,0.2239324329239453
33,1658540611,0.318325166,125.3828125,3.371297551,0.040246843,32.48437551,61.93209469,0.8640888888888888,0.103619026060521,0.2239324329239453
34,1658540616,0.315420119,125.3828125,2.843382616,0.058666405,38.85476066,62.15807634,0.8630222222222221,0.1031279647697369,0.2237957496542994
35,1658540621,0.309813918,125.4375,1.480110316,0.058666405,38.85476066,62.15807634,0.8630222222222221,0.1031279647697369,0.2237957496542994
36,1658540626,0.289022874,125.4375,1.185142345,0.046767392,33.86488079,55.74696826,0.8630222222222221,0.1031279647697369,0.2237957496542994
37,1658540631,0.282510976,125.4375,0.056530562,0.081463304,39.83075312,65.56774092,0.8486444444444444,0.1023071479121507,0.2239381407104166
38,1658540636,0.273544766,124.8320313,1.186466392,0.07202463,39.83075312,65.56774092,0.8486444444444444,0.1023071479121507,0.2239381407104166
39,1658540641,0.254197877,124.2226563,2.707550334,0.041974323,32.57370054,53.62148066,0.8486444444444444,0.1023071479121507,0.2239381407104166
40,1658540646,0.274476253,124.2226563,2.907603611,0.041974323,39.4781376,64.70172426,0.8714,0.103369163444727,0.2239705050741311
41,1658540651,0.311235168,124.15625,4.515042072,0.0,39.4781376,64.70172426,0.8714,0.103369163444727,0.2239705050741311
42,1658540656,0.313224486,124.2734375,3.970334811,0.046405371,39.4781376,64.70172426,0.8714,0.103369163444727,0.2239705050741311
43,1658540661,0.303297837,124.2734375,3.970334811,0.046405371,32.83721316,68.05242459,0.8576444444444444,0.1026138148678087,0.2238840381812053
44,1658540666,0.263546677,122.484375,4.258033694,0.086524033,32.83721316,68.05242459,0.8576444444444444,0.1026138148678087,0.2238840381812053
45,1658540671,0.287229886,120.5820313,5.343823037,0.047462042,32.83721316,68.05242459,0.8576444444444444,0.1026138148678087,0.2238840381812053
46,1658540676,0.295901225,120.5820313,5.469512507,0.053007742,33.29267642,66.86723418,0.8851111111111111,0.1045352339740204,0.2239292147039137
47,1658540681,0.316192686,120.6523438,4.052797949,0.0665484,33.29267642,66.86723418,0.8851111111111111,0.1045352339740204,0.2239292147039137
48,1658540686,0.316642636,120.6523438,4.052797949,0.0665484,33.58166563,70.21206799,0.8851111111111111,0.1045352339740204,0.2239292147039137
49,1658540691,0.316576975,120.6679688,3.53127576,0.043524105,33.58166563,70.21206799,0.8939333333333332,0.1050868065375076,0.2239658295469153
50,1658540696,0.313803882,120.6679688,2.940633766,0.043524105,33.50790338,66.93747873,0.8939333333333332,0.1050868065375076,0.2239658295469153
51,1658540701,0.31191277,121.75,2.655679244,0.0,33.50790338,66.93747873,0.8939333333333332,0.1050868065375076,0.2239658295469153
52,1658540706,0.308922849,122.9101563,2.251269088,0.0,33.53487005,61.7061794,0.9219555555555556,0.105283995305645,0.2239459130153987
53,1658540711,0.306783605,122.9101563,1.063448344,0.0,33.7225094,63.28800158,0.9219555555555556,0.105283995305645,0.2239459130153987
54,1658540716,0.305510908,122.9101563,0.068948991,0.0,33.7225094,63.28800158,0.9219555555555556,0.105283995305645,0.2239459130153987
55,1658540721,0.30375141,123.2109375,1.10761164,0.046718143,32.68275539,57.05146414,0.8874444444444445,0.1029272364569398,0.2238746264056411
56,1658540726,0.303737623,123.2109375,1.116589787,0.046718143,32.68275539,57.05146414,0.8874444444444445,0.1029272364569398,0.2238746264056411
57,1658540731,0.264458164,123.4609375,2.319207455,0.044946045,32.68275539,57.05146414,0.8874444444444445,0.1029272364569398,0.2238746264056411
58,1658540736,0.283358441,123.4609375,2.508806232,0.053099468,19.19526367,32.51040039,0.8433777777777778,0.100696947848997,0.223846633963479
59,1658540741,0.262466725,123.4609375,2.917599337,0.053099468,30.66913877,61.30012652,0.8433777777777778,0.100696947848997,0.223846633963479
60,1658540746,0.272770905,124.8828125,2.478016378,0.045138973,30.66913877,61.30012652,0.8433777777777778,0.100696947848997,0.223846633963479
61,1658540751,0.28697476,126.2578125,2.619835721,0.051029257,30.37248496,56.12133666,0.7948444444444445,0.0982132760372397,0.2239344367213235
62,1658540756,0.285149753,126.2578125,2.620185002,0.051029257,29.09747668,52.42514652,0.7948444444444445,0.0982132760372397,0.2239344367213235
63,1658540761,0.256060173,126.2617188,2.643239419,0.051029257,29.09747668,52.42514652,0.7948444444444445,0.0982132760372397,0.2239344367213235
64,1658540766,0.282287813,126.2773438,1.784761606,0.0,23.77546737,42.83644159,0.8015777777777778,0.0981016239458753,0.2240960763764979
65,1658540771,0.282433896,126.2773438,1.891559981,0.0,29.99620397,61.81588217,0.8015777777777778,0.0981016239458753,0.2240960763764979
66,1658540776,0.285697194,123.3085938,2.533790102,0.0,29.99620397,61.81588217,0.8015777777777778,0.0981016239458753,0.2240960763764979
67,1658540781,0.295932431,120.6171875,2.590670981,0.040772549,30.66991241,57.34522395,0.8248888888888888,0.1001429805066463,0.2239123949501634
68,1658540786,0.295932431,120.6171875,2.590670981,0.040772549,30.66991241,57.34522395,0.8248888888888888,0.1001429805066463,0.2239123949501634
69,1658540791,0.30390419,120.71875,3.163549815,0.061605155,30.88084017,58.13872159,0.8248888888888888,0.1001429805066463,0.2239123949501634
70,1658540796,0.304324526,120.59375,3.708031896,0.043434952,30.88084017,58.13872159,0.8328888888888888,0.1035869549828225,0.2240402736555719
71,1658540801,0.304324526,120.59375,3.708031896,0.043434952,31.36901046,64.62222085,0.8328888888888888,0.1035869549828225,0.2240402736555719
72,1658540806,0.28435219,120.59375,3.926622095,0.043434952,31.41153121,62.0590546,0.8328888888888888,0.1035869549828225,0.2240402736555719
73,1658540811,0.302165157,124.8554688,3.443036613,0.042136837,25.43360862,47.09784304,0.8394444444444444,0.1053018833219061,0.2240629833591914
74,1658540816,0.302165157,124.8554688,3.443036613,0.042136837,31.43055934,58.20296964,0.8394444444444444,0.1053018833219061,0.2240629833591914
75,1658540821,0.297524378,125.2148438,2.221590008,0.042136837,31.43055934,58.20296964,0.8394444444444444,0.1053018833219061,0.2240629833591914
76,1658540826,0.293906435,125.2148438,1.761492683,0.0,30.18359228,57.01278828,0.8004666666666667,0.1030628846289699,0.2239923039607605
77,1658540831,0.291868073,125.0859375,2.131496744,0.0,29.67179727,55.74536825,0.8004666666666667,0.1030628846289699,0.2239923039607605
78,1658540836,0.2859437,125.0859375,2.153554059,0.0,29.67179727,55.74536825,0.8004666666666667,0.1030628846289699,0.2239923039607605
79,1658540841,0.284454768,124.7734375,2.818236752,0.0,29.90706487,61.5287755,0.801911111111111,0.0999024031457629,0.2239165239871851
80,1658540846,0.284454768,124.7734375,2.818236752,0.0,29.90706487,61.5287755,0.801911111111111,0.0999024031457629,0.2239165239871851
81,1658540851,0.233262264,125.65625,2.414985212,0.0,29.06314677,64.03534693,0.801911111111111,0.0999024031457629,0.2239165239871851
82,1658540856,0.250876261,125.65625,3.426709781,0.0,29.06314677,64.03534693,0.7909333333333333,0.0974798715173534,0.2239102697105199
83,1658540861,0.276288799,128.140625,2.803551931,0.038466085,29.15422391,61.45046885,0.7909333333333333,0.0974798715173534,0.2239102697105199
84,1658540866,0.25674055,128.140625,2.584680879,0.038466085,29.86294339,64.60350349,0.7909333333333333,0.0974798715173534,0.2239102697105199
85,1658540871,0.280258453,129.8984375,1.725081885,0.06234297,29.86294339,64.60350349,0.8268444444444444,0.0971968700032128,0.2239987404008238
86,1658540876,0.280808069,130.2617188,1.655830215,0.06234297,29.46825164,61.50901764,0.8268444444444444,0.0971968700032128,0.2239987404008238
87,1658540881,0.257373169,130.2617188,0.336610978,0.040383562,29.46825164,61.50901764,0.8268444444444444,0.0971968700032128,0.2239987404008238
88,1658540886,0.276968343,129.7578125,2.018105362,0.040383562,28.98955635,55.59486379,0.8123333333333334,0.0972567873302586,0.2239438484968878
89,1658540891,0.244156581,129.7578125,1.967086129,0.0,28.98955635,55.59486379,0.8123333333333334,0.0972567873302586,0.2239438484968878
90,1658540896,0.249783992,129.765625,1.967255088,0.041732821,22.58250203,43.30770396,0.8123333333333334,0.0972567873302586,0.2239438484968878
91,1658540901,0.221976135,129.765625,1.972183717,0.046502287,19.88637677,38.17737492,0.7912,0.0955231060926535,0.2240025658321822
92,1658540906,0.278571251,128.0,2.772996037,0.057233583,28.21401788,56.23276036,0.7912,0.0955231060926535,0.2240025658321822
93,1658540911,0.274611165,128.0,3.984740406,0.057233583,28.21401788,56.23276036,0.7912,0.0955231060926535,0.2240025658321822
94,1658540916,0.273617636,124.9492188,5.386335176,0.036151364,28.21401788,56.23276036,0.7561555555555555,0.0963124319276669,0.2241055488731949
95,1658540921,0.270931836,124.6796875,6.037542795,0.053347548,27.12401392,55.40533416,0.7561555555555555,0.0963124319276669,0.2241055488731949
96,1658540926,0.270931836,124.6796875,6.037542795,0.053347548,27.12401392,55.40533416,0.7561555555555555,0.0963124319276669,0.2241055488731949
97,1658540931,0.24760718,124.6796875,5.299985149,0.053347548,27.07953283,56.97852357,0.7395777777777778,0.1124102883509958,0.2239559927234223
98,1658540936,0.263009439,123.7070313,5.907908258,0.035975456,16.5081621,36.14709914,0.7395777777777778,0.1124102883509958,0.2239559927234223
99,1658540941,0.263349637,123.7070313,6.766584445,0.0,18.67841827,40.89920083,0.7395777777777778,0.1124102883509958,0.2239559927234223
100,1658540946,0.257168842,123.7070313,7.133145418,0.0,20.59755071,44.73116654,0.7413333333333334,0.1130455689757768,0.2240124633768078
101,1658540951,0.244584361,123.7109375,5.710600552,0.0,25.57907571,55.54941514,0.7413333333333334,0.1130455689757768,0.2240124633768078
102,1658540956,0.245432282,123.7226563,5.728552249,0.0,25.57907571,55.54941514,0.7413333333333334,0.1130455689757768,0.2240124633768078
103,1658540961,0.245432282,123.7226563,5.729000036,0.0,25.44600396,50.30509445,0.735,0.1094927669443144,0.2240546645640153
104,1658540966,0.245317941,124.5195313,4.308227571,0.0,21.97635217,42.67865285,0.735,0.1094927669443144,0.2240546645640153
105,1658540971,0.246222402,125.296875,3.359128784,0.03193556,22.28239368,43.2729935,0.735,0.1094927669443144,0.2240546645640153
106,1658540976,0.244758094,125.296875,1.678491964,0.047332149,20.16299262,39.15706101,0.7278222222222221,0.091177843473047,0.224127590644355
107,1658540981,0.243414825,125.3007813,1.6800469,0.047332149,25.19069831,53.01568549,0.7278222222222221,0.091177843473047,0.224127590644355
108,1658540986,0.243080749,124.09375,2.895346759,0.047332149,25.19069831,53.01568549,0.7278222222222221,0.091177843473047,0.224127590644355
109,1658540991,0.24347279,123.1875,3.339095478,0.031207916,25.40268093,53.05568481,0.7136444444444444,0.09096310547764,0.2239227175427177
110,1658540996,0.235576657,123.1875,3.498930529,0.046774419,25.77955521,52.18105426,0.7136444444444444,0.09096310547764,0.2239227175427177
111,1658541001,0.244741725,123.6953125,2.916536912,0.046774419,25.77955521,52.18105426,0.7136444444444444,0.09096310547764,0.2239227175427177
112,1658541006,0.243939666,124.7929688,2.455092042,0.030962801,26.0274247,58.48896673,0.7406222222222222,0.0929686283944221,0.2240316512547323
113,1658541011,0.240968101,124.7929688,3.504816899,0.0,25.86320021,57.63593927,0.7406222222222222,0.0929686283944221,0.2240316512547323
114,1658541016,0.219673614,124.7929688,2.975684398,0.0,25.86320021,57.63593927,0.7406222222222222,0.0929686283944221,0.2240316512547323
115,1658541021,0.232814763,125.6953125,2.246882131,0.033988405,25.97794842,52.62398519,0.7312444444444444,0.0932080005654455,0.2238428692532533
116,1658541026,0.243112843,125.640625,1.30859764,0.033988405,25.97794842,52.62398519,0.7312444444444444,0.0932080005654455,0.2238428692532533
117,1658541031,0.242130811,125.640625,0.295538182,0.054256929,25.9907379,52.04508287,0.7312444444444444,0.0932080005654455,0.2238428692532533
118,1658541036,0.228495452,125.6484375,0.278053276,0.044952318,25.9907379,52.04508287,0.7513555555555554,0.0926185123919652,0.2238839774600726
119,1658541041,0.243158518,126.2070313,0.450826615,0.03323949,25.74875152,52.82241667,0.7513555555555554,0.0926185123919652,0.2238839774600726
120,1658541046,0.240761433,126.2070313,0.297371353,0.03323949,20.52958688,42.1155329,0.7513555555555554,0.0926185123919652,0.2238839774600726
121,1658541051,0.234699718,126.9570313,0.287718989,0.05237806,2.006748752,12.65873491,0.680911111111111,0.0925755668398848,0.2266996163821001
122,1658541056,0.221234354,126.9570313,0.284810004,0.043508709,1.776814779,11.20829264,0.680911111111111,0.0925755668398848,0.2266996163821001
123,1658541061,0.217222404,127.359375,0.042302388,0.032896643,2.662441624,17.78632592,0.680911111111111,0.0925755668398848,0.2266996163821001
124,1658541066,0.225684501,127.3632813,0.041628441,0.0,2.662441624,17.78632592,0.6877777777777777,0.1041675511214699,0.2253151138360326
125,1658541071,0.225684501,127.3632813,0.041628441,0.0,2.662441624,17.78632592,0.6877777777777777,0.1041675511214699,0.2253151138360326
126,1658541076,0.223814809,127.3828125,0.035151767,0.027580594,2.583614146,16.72700725,0.6877777777777777,0.1041675511214699,0.2253151138360326
127,1658541081,0.21473859,127.4179688,0.219295992,0.042746253,2.583614146,16.72700725,0.6281555555555555,0.1219246648946433,0.225400730633101
128,1658541086,0.215829757,127.4179688,0.304172186,0.042746253,2.583614146,16.72700725,0.6281555555555555,0.1219246648946433,0.225400730633101
129,1658541091,0.219460815,125.1523438,1.279676963,0.029512992,1.737557852,10.7308967,0.6281555555555555,0.1219246648946433,0.225400730633101
130,1658541096,0.197267659,125.1523438,1.263686826,0.029512992,1.453320313,8.975488281,0.6862666666666667,0.1418683165937223,0.2255108180466364
131,1658541101,0.227759009,122.9609375,2.940437318,0.046721234,2.437538345,18.20909517,0.6862666666666667,0.1418683165937223,0.2255108180466364
132,1658541106,0.227615837,122.9609375,3.025243439,0.046721234,2.437538345,18.20909517,0.6862666666666667,0.1418683165937223,0.2255108180466364
133,1658541111,0.229007909,123.9257813,2.829900115,0.02934349,2.437538345,18.20909517,0.6741111111111111,0.1494001411430078,0.2257745299258333
134,1658541116,0.230677201,124.6953125,2.403245402,0.02934349,2.437538345,18.20909517,0.6741111111111111,0.1494001411430078,0.2257745299258333
135,1658541121,0.236234178,124.6953125,2.673216836,0.0,2.404710608,18.16176151,0.6741111111111111,0.1494001411430078,0.2257745299258333
136,1658541126,0.239493746,123.7929688,3.656509288,0.0,2.404710608,18.16176151,0.6986,0.1513216324803887,0.2259196534329208
137,1658541131,0.23807735,122.8007813,4.495867825,0.0,2.404710608,18.16176151,0.6986,0.1513216324803887,0.2259196534329208
138,1658541136,0.236297205,122.8007813,3.963293135,0.0,1.840061317,12.06757548,0.6986,0.1513216324803887,0.2259196534329208
139,1658541141,0.210593527,123.1015625,3.038756756,0.030884996,2.054198723,13.47194135,0.6778222222222222,0.1481293452353334,0.2261265910530689
140,1658541146,0.223085933,123.359375,2.740906216,0.030884996,2.569648873,16.85239044,0.6778222222222222,0.1481293452353334,0.2261265910530689
141,1658541151,0.204158748,123.359375,3.048618443,0.041451465,2.127605026,13.95335797,0.6778222222222222,0.1481293452353334,0.2261265910530689
142,1658541156,0.213020049,124.5195313,3.049503042,0.050672356,8.052468262,21.24578477,0.6620444444444443,0.1465856375406351,0.2265452632628464
143,1658541161,0.218734442,125.78125,2.807743383,0.032338399,11.1479438,24.66705827,0.6620444444444443,0.1465856375406351,0.2265452632628464
144,1658541166,0.218734442,125.78125,2.807743383,0.032338399,11.1479438,24.66705827,0.6620444444444443,0.1465856375406351,0.2265452632628464
145,1658541171,0.218604498,125.7578125,2.321828438,0.048894491,9.153251504,20.25340209,0.6694222222222221,0.147906202381521,0.2265035478447003
146,1658541176,0.202282284,125.7578125,1.675615755,0.040169473,8.224256188,18.1978139,0.6694222222222221,0.147906202381521,0.2265035478447003
147,1658541181,0.217068284,125.7617188,1.665729707,0.030306518,8.718998393,18.5825459,0.6694222222222221,0.147906202381521,0.2265035478447003
148,1658541186,0.215544371,126.3085938,1.234664479,0.0,8.718998393,18.5825459,0.6423777777777777,0.147669745470102,0.2265590469599631
149,1658541191,0.204759382,126.4960938,1.642383703,0.0,8.718998393,18.5825459,0.6423777777777777,0.147669745470102,0.2265590469599631
150,1658541196,0.207851083,126.4960938,1.642383703,0.0,2.296790085,10.98441326,0.6423777777777777,0.147669745470102,0.2265590469599631
151,1658541201,0.182752828,126.4960938,1.345694227,0.0,2.296790085,10.98441326,0.6593111111111111,0.1481888808990322,0.2266871078287695
152,1658541206,0.222582427,124.0625,3.890400671,0.031316948,2.37156629,14.98457971,0.6593111111111111,0.1481888808990322,0.2266871078287695
153,1658541211,0.222582427,124.0625,3.890400671,0.031316948,2.37156629,14.98457971,0.6593111111111111,0.1481888808990322,0.2266871078287695
154,1658541216,0.212397309,124.1835938,2.545964972,0.031316948,2.436936584,18.48157532,0.6376444444444443,0.1452120527838407,0.2268542123858845
155,1658541221,0.216807258,124.1953125,2.596260867,0.032685647,2.33229588,18.65437141,0.6376444444444443,0.1452120527838407,0.2268542123858845
156,1658541226,0.216807258,124.1953125,2.596260867,0.032685647,2.33229588,18.65437141,0.6376444444444443,0.1452120527838407,0.2268542123858845
157,1658541231,0.216381121,124.0820313,4.118720353,0.032685647,2.33229588,18.65437141,0.627,0.1452975779035878,0.226801445721592
158,1658541236,0.21191192,123.8867188,4.930190136,0.024999449,2.269578934,18.86706916,0.627,0.1452975779035878,0.226801445721592
159,1658541241,0.210914815,123.8867188,5.408418872,0.030462506,1.465722554,13.48942524,0.627,0.1452975779035878,0.226801445721592
160,1658541246,0.204635742,123.5898438,5.361727996,0.030462506,7.473039955,16.3434559,0.6506000000000001,0.1460178239043307,0.2261388567218688
161,1658541251,0.202900081,123.484375,5.394931413,0.0,8.278000598,18.10389594,0.6506000000000001,0.1460178239043307,0.2261388567218688
162,1658541256,0.192019713,123.484375,5.456917807,0.0,9.659527718,21.1252805,0.6506000000000001,0.1460178239043307,0.2261388567218688
163,1658541261,0.198357529,123.4921875,4.875961247,0.0,7.842677882,17.15184996,0.6741111111111111,0.1474824711143335,0.2255322526064698
164,1658541266,0.210984102,124.1679688,5.539777173,0.032188261,8.806953859,18.46653435,0.6741111111111111,0.1474824711143335,0.2255322526064698
165,1658541271,0.210984102,124.1679688,5.539777173,0.032188261,8.806953859,18.46653435,0.6741111111111111,0.1474824711143335,0.2255322526064698
166,1658541276,0.191377461,124.1601563,4.6368622,0.025335265,8.806953859,18.46653435,0.702311111111111,0.1490121870276781,0.2247603048468033
167,1658541281,0.221596008,124.9257813,3.654805645,0.033290858,9.804979586,14.85168886,0.702311111111111,0.1490121870276781,0.2247603048468033
168,1658541286,0.221596008,124.9257813,3.654805645,0.033290858,8.09925005,16.34656625,0.702311111111111,0.1490121870276781,0.2247603048468033
169,1658541291,0.228878433,124.9257813,2.476187411,0.033290858,8.09925005,16.34656625,0.6966888888888888,0.1515464063181352,0.2247715382563477
170,1658541296,0.236012151,125.40625,1.181969125,0.030963968,2.426222341,13.81452677,0.6966888888888888,0.1515464063181352,0.2247715382563477
171,1658541301,0.236012151,125.40625,1.181969125,0.030963968,2.426222341,13.81452677,0.6966888888888888,0.1515464063181352,0.2247715382563477
172,1658541306,0.235540668,125.40625,1.187896593,0.030963968,2.62149666,20.20868391,0.7067555555555555,0.1523132074407851,0.2248406389053291
173,1658541311,0.216292088,126.53125,1.536062481,0.0,2.62149666,20.20868391,0.7067555555555555,0.1523132074407851,0.2248406389053291
174,1658541316,0.233170476,127.6601563,1.17103314,0.033615472,2.600517455,20.0766868,0.7067555555555555,0.1523132074407851,0.2248406389053291
175,1658541321,0.22137204,128.1328125,1.176056244,0.033615472,2.600517455,20.0766868,0.7112888888888887,0.1518342343358935,0.2249613525170822
176,1658541326,0.24440499,128.1757813,0.08282026,0.044895622,2.733304843,23.77717134,0.7112888888888887,0.1518342343358935,0.2249613525170822
177,1658541331,0.243598184,128.1796875,0.070532105,0.03118319,2.662991813,21.91843667,0.7112888888888887,0.1518342343358935,0.2249613525170822
178,1658541336,0.242996706,128.1796875,0.078985755,0.045918717,2.662991813,21.91843667,0.7034666666666667,0.1494953772322722,0.2250296637913388
179,1658541341,0.24140984,127.8710938,0.258679359,0.033383247,2.662991813,21.91843667,0.7034666666666667,0.1494953772322722,0.2250296637913388
180,1658541346,0.24140984,127.8710938,0.258679359,0.033383247,2.058244909,15.50380157,0.7034666666666667,0.1494953772322722,0.2250296637913388
181,1658541351,0.241716046,127.8710938,0.275151123,0.033383247,2.429268426,18.29854915,0.6839777777777778,0.1485141526081089,0.2251629466775551
182,1658541356,0.228046866,127.8710938,0.229752539,0.0,2.429268426,18.29854915,0.6839777777777778,0.1485141526081089,0.2251629466775551
183,1658541361,0.2494932,122.921875,2.597562621,0.0,2.429268426,18.29854915,0.6839777777777778,0.1485141526081089,0.2251629466775551
184,1658541366,0.25096868,122.921875,2.603008888,0.0,1.88616418,14.0091688,0.6980444444444444,0.1509750797281633,0.2246541035857589
185,1658541371,0.251767328,123.0546875,2.587894984,0.0,1.68777616,12.53567498,0.6980444444444444,0.1509750797281633,0.2246541035857589
186,1658541376,0.252475882,123.3203125,2.586082209,0.03443473,2.465371336,13.20375935,0.6980444444444444,0.1509750797281633,0.2246541035857589
187,1658541381,0.245079593,123.3203125,2.357715988,0.03443473,2.465371336,13.20375935,0.7147333333333333,0.1525986409931584,0.2242639703083376
188,1658541386,0.233571285,123.3203125,2.849816724,0.03443473,2.47573838,15.44225604,0.7147333333333333,0.1525986409931584,0.2242639703083376
189,1658541391,0.253736625,123.8789063,2.379208081,0.033689497,2.566032974,14.58358744,0.7147333333333333,0.1525986409931584,0.2242639703083376
190,1658541396,0.247634116,123.8789063,2.379208081,0.033689497,2.566032974,14.58358744,0.7363333333333334,0.1535579994911968,0.2245096480111309
191,1658541401,0.21488921,123.84375,1.326059806,0.045432043,2.566032974,14.58358744,0.7363333333333334,0.1535579994911968,0.2245096480111309
192,1658541406,0.2478803,123.84375,1.546263864,0.055771925,1.804177959,12.60551656,0.7363333333333334,0.1535579994911968,0.2245096480111309
193,1658541411,0.247308702,123.8632813,1.540148449,0.034475915,2.02392364,14.14084615,0.7343999999999999,0.1556212264752098,0.2248552726983032
194,1658541416,0.245484265,124.0820313,1.112207642,0.034475915,2.24366932,15.67617574,0.7343999999999999,0.1556212264752098,0.2248552726983032
195,1658541421,0.245750737,124.0820313,1.418630214,0.0,2.50950305,17.50944162,0.7343999999999999,0.1556212264752098,0.2248552726983032
196,1658541426,0.246609868,125.4101563,1.143718471,0.0,2.50950305,17.50944162,0.7359777777777777,0.1568405727454515,0.2249913487566224
