,timestamp,emailservice-8848674-b7vr4&cpu_usage,emailservice-8848674-b7vr4&cpu_limit,emailservice-8848674-b7vr4&mem_usage,emailservice-8848674-b7vr4&mem_usage_rate,emailservice-8848674-b7vr4&mem_limit,emailservice-8848674-b7vr4&fs_usage,emailservice-8848674-b7vr4&net_receive,emailservice-8848674-b7vr4&net_trainsmit,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
37,1658540631,0.040398137,0.2,172.0664063,1.35025521,2304,0.003344209,1.844645735,15.16396898,0.8486444444444444,0.1023071479121507,0.2239381407104166
38,1658540636,0.047310912,0.2,172.0898438,1.608724085,2304,0.00544037,2.19105088,18.01160349,0.8486444444444444,0.1023071479121507,0.2239381407104166
39,1658540641,0.046760715,0.2,172.0898438,1.588465362,2304,0.006555752,2.229642631,18.8066143,0.8486444444444444,0.1023071479121507,0.2239381407104166
40,1658540646,0.044095103,0.2,172.0898438,0.971623829,2304,0.007421471,2.229642631,18.8066143,0.8714,0.103369163444727,0.2239705050741311
41,1658540651,0.046172036,0.2,172.1484375,2.589534064,2304,0.005545664,2.20749138,17.69879931,0.8714,0.103369163444727,0.2239705050741311
42,1658540656,0.046172036,0.2,172.1484375,2.589534064,2304,0.005545664,1.888735757,15.14314186,0.8714,0.103369163444727,0.2239705050741311
43,1658540661,0.046201925,0.2,171.0703125,4.504514987,2304,0.001367558,2.175367969,16.25836709,0.8576444444444444,0.1026138148678087,0.2238840381812053
44,1658540666,0.044513461,0.2,170.046875,5.450103834,2304,0.0,2.175367969,16.25836709,0.8576444444444444,0.1026138148678087,0.2238840381812053
45,1658540671,0.045425216,0.2,170.046875,5.621152101,2304,0.0,2.175367969,16.25836709,0.8576444444444444,0.1026138148678087,0.2238840381812053
46,1658540676,0.04712673,0.2,170.0234375,8.730883356,2304,0.00530962,2.19052421,16.24048882,0.8851111111111111,0.1045352339740204,0.2239292147039137
47,1658540681,0.04928318,0.2,170.0234375,9.379996453,2304,0.005682615,2.313077017,19.35254571,0.8851111111111111,0.1045352339740204,0.2239292147039137
48,1658540686,0.049127116,0.2,170.140625,7.676250819,2304,0.005682615,2.313077017,19.35254571,0.8851111111111111,0.1045352339740204,0.2239292147039137
49,1658540691,0.049422446,0.2,170.2539063,7.891800815,2304,0.005396364,2.296874415,18.68442589,0.8939333333333332,0.1050868065375076,0.2239658295469153
50,1658540696,0.050780642,0.2,170.8632813,6.593877225,2304,0.005790502,2.239434023,18.32079848,0.8939333333333332,0.1050868065375076,0.2239658295469153
51,1658540701,0.049361906,0.2,170.8632813,6.258246267,2304,0.0055524,2.325022627,21.25238876,0.8939333333333332,0.1050868065375076,0.2239658295469153
52,1658540706,0.051048562,0.2,171.5976563,5.273651951,2304,0.004317112,2.287015422,16.64359051,0.9219555555555556,0.105283995305645,0.2239459130153987
53,1658540711,0.050368098,0.2,171.5976563,2.65059083,2304,0.005463319,2.287015422,16.64359051,0.9219555555555556,0.105283995305645,0.2239459130153987
54,1658540716,0.050691352,0.2,171.5976563,2.641540342,2304,0.005463319,2.287015422,16.64359051,0.9219555555555556,0.105283995305645,0.2239459130153987
55,1658540721,0.050341984,0.2,171.640625,0.860733993,2304,0.0,1.734645947,10.71282703,0.8874444444444445,0.1029272364569398,0.2238746264056411
56,1658540726,0.049059682,0.2,171.9570313,0.855445208,2304,0.0,1.919941674,11.85717644,0.8874444444444445,0.1029272364569398,0.2238746264056411
57,1658540731,0.049059682,0.2,171.9570313,0.855445208,2304,0.0,1.939101252,11.97550217,0.8874444444444445,0.1029272364569398,0.2238746264056411
58,1658540736,0.048580233,0.2,171.8125,1.903499916,2304,0.005719994,2.161332191,13.98490798,0.8433777777777778,0.100696947848997,0.223846633963479
59,1658540741,0.044992772,0.2,171.8125,1.900709372,2304,0.005719994,2.190963675,12.78136332,0.8433777777777778,0.100696947848997,0.223846633963479
60,1658540746,0.048462814,0.2,171.1953125,3.726498636,2304,0.005719994,2.190963675,12.78136332,0.8433777777777778,0.100696947848997,0.223846633963479
61,1658540751,0.047124154,0.2,171.171875,5.062999548,2304,0.006268556,2.182010185,13.87762694,0.7948444444444445,0.0982132760372397,0.2239344367213235
62,1658540756,0.044271845,0.2,171.171875,5.714157554,2304,0.00573418,2.187886366,16.87173345,0.7948444444444445,0.0982132760372397,0.2239344367213235
63,1658540761,0.046928309,0.2,170.6015625,7.015905929,2304,0.005270066,2.267607291,18.24901579,0.7948444444444445,0.0982132760372397,0.2239344367213235
64,1658540766,0.0455339,0.2,170.6171875,8.108613388,2304,0.005828856,2.215329195,17.66370506,0.8015777777777778,0.0981016239458753,0.2240960763764979
65,1658540771,0.046949025,0.2,170.8828125,7.351339325,2304,0.005590315,2.215329195,17.66370506,0.8015777777777778,0.0981016239458753,0.2240960763764979
66,1658540776,0.047209664,0.2,171.1484375,7.208188062,2304,0.005590315,1.86828557,14.89658753,0.8015777777777778,0.0981016239458753,0.2240960763764979
67,1658540781,0.046701525,0.2,171.1367188,7.1222316,2304,0.001569651,1.750736887,14.80416908,0.8248888888888888,0.1001429805066463,0.2239123949501634
68,1658540786,0.045821891,0.2,171.1367188,5.062985121,2304,0.0,1.555431515,13.15267377,0.8248888888888888,0.1001429805066463,0.2239123949501634
69,1658540791,0.048126352,0.2,171.734375,4.408789599,2304,0.0,2.320679904,19.19819103,0.8248888888888888,0.1001429805066463,0.2239123949501634
70,1658540796,0.04651134,0.2,172.1679688,2.709329808,2304,0.005417494,2.386523565,20.17528799,0.8328888888888888,0.1035869549828225,0.2240402736555719
71,1658540801,0.047273032,0.2,172.1679688,2.710810431,2304,0.00556722,2.386523565,20.17528799,0.8328888888888888,0.1035869549828225,0.2240402736555719
72,1658540806,0.044808346,0.2,172.1679688,0.850393228,2304,0.005841658,2.23058576,17.86065945,0.8328888888888888,0.1035869549828225,0.2240402736555719
73,1658540811,0.039029696,0.2,172.1679688,0.974359247,2304,0.006231856,2.14467746,16.43238207,0.8394444444444444,0.1053018833219061,0.2240629833591914
74,1658540816,0.040398727,0.2,172.2460938,0.723954854,2304,0.004749279,2.14467746,16.43238207,0.8394444444444444,0.1053018833219061,0.2240629833591914
75,1658540821,0.049041945,0.2,172.1367188,2.777554797,2304,0.005155543,1.418130666,9.823982453,0.8394444444444444,0.1053018833219061,0.2240629833591914
76,1658540826,0.050080626,0.2,172.1367188,2.089016391,2304,0.007053434,1.574387259,11.62810801,0.8004666666666667,0.1030628846289699,0.2239923039607605
77,1658540831,0.049960801,0.2,171.796875,3.910945964,2304,0.005277886,1.949937001,14.40184295,0.8004666666666667,0.1030628846289699,0.2239923039607605
78,1658540836,0.047469546,0.2,171.796875,4.726027529,2304,0.005277886,1.949937001,14.40184295,0.8004666666666667,0.1030628846289699,0.2239923039607605
79,1658540841,0.045912492,0.2,171.796875,4.824779276,2304,0.001221764,2.042488784,14.41625591,0.801911111111111,0.0999024031457629,0.2239165239871851
80,1658540846,0.047756464,0.2,171.5507813,4.772174159,2304,0.0,2.042488784,14.41625591,0.801911111111111,0.0999024031457629,0.2239165239871851
81,1658540851,0.048868801,0.2,171.5507813,4.828753317,2304,0.0,2.108251379,15.02302664,0.801911111111111,0.0999024031457629,0.2239165239871851
82,1658540856,0.046143477,0.2,171.484375,5.632863129,2304,0.004841163,2.081697023,15.53958784,0.7909333333333333,0.0974798715173534,0.2239102697105199
83,1658540861,0.048499377,0.2,171.484375,5.915787387,2304,0.005486713,2.081697023,15.53958784,0.7909333333333333,0.0974798715173534,0.2239102697105199
84,1658540866,0.047991391,0.2,171.4882813,4.819692431,2304,0.005486713,2.132987964,15.48445381,0.7909333333333333,0.0974798715173534,0.2239102697105199
85,1658540871,0.0437398,0.2,171.4882813,4.301206741,2304,0.004526563,2.132987964,15.48445381,0.8268444444444444,0.0971968700032128,0.2239987404008238
86,1658540876,0.048260709,0.2,171.1992188,3.760892399,2304,0.004925341,1.625496803,11.80031514,0.8268444444444444,0.0971968700032128,0.2239987404008238
87,1658540881,0.041159322,0.2,170.8789063,3.66376751,2304,0.004925341,2.178368442,18.06795556,0.8268444444444444,0.0971968700032128,0.2239987404008238
88,1658540886,0.042675481,0.2,170.8476563,4.32835648,2304,0.004239886,2.155390958,19.73793948,0.8123333333333334,0.0972567873302586,0.2239438484968878
89,1658540891,0.046228114,0.2,170.8476563,5.238609143,2304,0.005307898,2.155390958,19.73793948,0.8123333333333334,0.0972567873302586,0.2239438484968878
90,1658540896,0.046228114,0.2,170.8476563,5.238609143,2304,0.005307898,2.06148847,17.57404458,0.8123333333333334,0.0972567873302586,0.2239438484968878
91,1658540901,0.04410597,0.2,170.84375,6.104640364,2304,0.003218302,2.075485057,17.89252432,0.7912,0.0955231060926535,0.2240025658321822
92,1658540906,0.044660547,0.2,170.8398438,7.381503715,2304,0.0,2.075485057,17.89252432,0.7912,0.0955231060926535,0.2240025658321822
93,1658540911,0.046023346,0.2,170.8398438,7.112487675,2304,0.0,2.075485057,17.89252432,0.7912,0.0955231060926535,0.2240025658321822
94,1658540916,0.042533766,0.2,171.0234375,4.731626321,2304,0.0,1.594473374,11.52536767,0.7561555555555555,0.0963124319276669,0.2241055488731949
95,1658540921,0.046728442,0.2,171.0234375,5.028419537,2304,0.001518169,1.975252717,14.27776354,0.7561555555555555,0.0963124319276669,0.2241055488731949
96,1658540926,0.046922234,0.2,170.96875,4.609902318,2304,0.004809359,1.975252717,14.27776354,0.7561555555555555,0.0963124319276669,0.2241055488731949
97,1658540931,0.046922234,0.2,170.96875,4.609902318,2304,0.004809359,1.948798104,13.91955376,0.7395777777777778,0.1124102883509958,0.2239559927234223
98,1658540936,0.046134414,0.2,171.1679688,3.478199752,2304,0.005946418,1.948798104,13.91955376,0.7395777777777778,0.1124102883509958,0.2239559927234223
99,1658540941,0.046286053,0.2,171.1289063,2.474927676,2304,0.004668834,1.988778119,14.27081965,0.7395777777777778,0.1124102883509958,0.2239559927234223
100,1658540946,0.042858855,0.2,171.1289063,1.897046144,2304,0.005366847,2.033080699,15.10224595,0.7413333333333334,0.1130455689757768,0.2240124633768078
101,1658540951,0.040653114,0.2,171.1289063,2.707533446,2304,0.006959455,2.033080699,15.10224595,0.7413333333333334,0.1130455689757768,0.2240124633768078
102,1658540956,0.047010737,0.2,170.8632813,3.398153096,2304,0.004658129,2.004114048,14.92943023,0.7413333333333334,0.1130455689757768,0.2240124633768078
103,1658540961,0.046448877,0.2,170.8632813,4.102074032,2304,0.004658129,1.973884203,15.3801294,0.735,0.1094927669443144,0.2240546645640153
104,1658540966,0.045258938,0.2,170.8125,5.517203821,2304,0.005515249,1.973884203,15.3801294,0.735,0.1094927669443144,0.2240546645640153
105,1658540971,0.045873789,0.2,170.8554688,5.608527611,2304,0.003023525,1.966871928,16.91619966,0.735,0.1094927669443144,0.2240546645640153
106,1658540976,0.040992274,0.2,171.203125,4.349330479,2304,0.0,1.998798107,18.65851672,0.7278222222222221,0.091177843473047,0.224127590644355
107,1658540981,0.043777877,0.2,171.203125,4.052879354,2304,0.0,1.998798107,18.65851672,0.7278222222222221,0.091177843473047,0.224127590644355
108,1658540986,0.040676636,0.2,171.1132813,4.801313464,2304,0.003340269,1.701465784,15.8829587,0.7278222222222221,0.091177843473047,0.224127590644355
109,1658540991,0.042204871,0.2,171.0039063,4.939093012,2304,0.004916284,1.840432205,17.72115102,0.7136444444444444,0.09096310547764,0.2239227175427177
110,1658540996,0.042038792,0.2,171.0039063,4.060331005,2304,0.005891836,1.840432205,17.72115102,0.7136444444444444,0.09096310547764,0.2239227175427177
111,1658541001,0.045116633,0.2,170.9882813,6.466813402,2304,0.0049903,1.799525167,18.22088564,0.7136444444444444,0.09096310547764,0.2239227175427177
112,1658541006,0.045116633,0.2,170.9882813,6.466813402,2304,0.0049903,1.527678598,16.46729702,0.7406222222222222,0.0929686283944221,0.2240316512547323
113,1658541011,0.044934395,0.2,170.9960938,5.993055047,2304,0.004400373,1.757383231,18.94335084,0.7406222222222222,0.0929686283944221,0.2240316512547323
114,1658541016,0.045475281,0.2,171.1992188,5.228237056,2304,0.006463198,1.464910727,15.79070368,0.7406222222222222,0.0929686283944221,0.2240316512547323
115,1658541021,0.042404462,0.2,171.1992188,4.734455847,2304,0.005362912,1.803816685,15.35195905,0.7312444444444444,0.0932080005654455,0.2238428692532533
116,1658541026,0.04273268,0.2,171.2929688,4.711788454,2304,0.004490659,1.803816685,15.35195905,0.7312444444444444,0.0932080005654455,0.2238428692532533
117,1658541031,0.04616035,0.2,171.1875,4.876453752,2304,0.001193636,1.84568789,15.56046461,0.7312444444444444,0.0932080005654455,0.2238428692532533
118,1658541036,0.046019627,0.2,171.1875,4.776521212,2304,0.0,1.84568789,15.56046461,0.7513555555555554,0.0926185123919652,0.2238839774600726
119,1658541041,0.046931035,0.2,171.3164063,5.226895868,2304,0.003959334,2.009810611,14.6100747,0.7513555555555554,0.0926185123919652,0.2238839774600726
120,1658541046,0.047076104,0.2,171.3164063,4.810469475,2304,0.004929832,2.009810611,14.6100747,0.7513555555555554,0.0926185123919652,0.2238839774600726
121,1658541051,0.049728125,0.2,171.9804688,2.771945256,2304,0.005365691,25.00707801,26.89739061,0.680911111111111,0.0925755668398848,0.2266996163821001
122,1658541056,0.050904541,0.2,172.5117188,2.783727691,2304,0.005144508,24.6954649,27.88079533,0.680911111111111,0.0925755668398848,0.2266996163821001
123,1658541061,0.046190352,0.2,172.5117188,3.46471256,2304,0.004714529,24.6954649,27.88079533,0.680911111111111,0.0925755668398848,0.2266996163821001
124,1658541066,0.046441217,0.2,172.5117188,2.549954398,2304,0.00511075,24.6954649,27.88079533,0.6877777777777777,0.1041675511214699,0.2253151138360326
125,1658541071,0.048463937,0.2,172.5117188,2.786302315,2304,0.006127319,23.99979627,26.94576472,0.6877777777777777,0.1041675511214699,0.2253151138360326
126,1658541076,0.050627744,0.2,172.5117188,1.129442926,2304,0.006127319,23.71184711,26.760311,0.6877777777777777,0.1041675511214699,0.2253151138360326
127,1658541081,0.047437604,0.2,172.5585938,0.712560013,2304,0.00433742,23.71184711,26.760311,0.6281555555555555,0.1219246648946433,0.225400730633101
128,1658541086,0.045503234,0.2,172.6054688,0.710102408,2304,0.002964751,19.91175701,25.75303207,0.6281555555555555,0.1219246648946433,0.225400730633101
129,1658541091,0.042538625,0.2,172.6054688,0.014482707,2304,0.0,23.10514474,29.88322593,0.6281555555555555,0.1219246648946433,0.225400730633101
130,1658541096,0.042806579,0.2,172.6289063,0.014479937,2304,0.0,23.10514474,29.88322593,0.6862666666666667,0.1418683165937223,0.2255108180466364
131,1658541101,0.041481694,0.2,172.6523438,0.002841482,2304,0.004554302,23.38601711,28.69174736,0.6862666666666667,0.1418683165937223,0.2255108180466364
132,1658541106,0.037219756,0.2,172.6523438,0.003319922,2304,0.004554302,23.23912868,28.17881537,0.6862666666666667,0.1418683165937223,0.2255108180466364
133,1658541111,0.040446418,0.2,172.65625,0.003763345,2304,0.003791463,23.99361386,29.97072846,0.6741111111111111,0.1494001411430078,0.2257745299258333
134,1658541116,0.040539093,0.2,172.6835938,0.004158112,2304,0.004292532,20.80134185,26.91106336,0.6741111111111111,0.1494001411430078,0.2257745299258333
135,1658541121,0.038573439,0.2,172.703125,0.71161883,2304,0.003783089,24.35999944,31.51496153,0.6741111111111111,0.1494001411430078,0.2257745299258333
136,1658541126,0.041505809,0.2,172.703125,0.864864568,2304,0.004382669,24.24557173,30.93256295,0.6986,0.1513216324803887,0.2259196534329208
137,1658541131,0.04249365,0.2,172.6992188,2.593765373,2304,0.004892301,24.24557173,30.93256295,0.6986,0.1513216324803887,0.2259196534329208
138,1658541136,0.044490807,0.2,172.0664063,3.313084454,2304,0.00339594,24.78382178,29.98428643,0.6986,0.1513216324803887,0.2259196534329208
139,1658541141,0.042498364,0.2,172.0664063,4.365652377,2304,0.000970515,29.06017687,30.15440911,0.6778222222222222,0.1481293452353334,0.2261265910530689
140,1658541146,0.046425747,0.2,171.4375,6.115785172,2304,0.0,31.42389455,32.09176581,0.6778222222222222,0.1481293452353334,0.2261265910530689
141,1658541151,0.044120582,0.2,171.4375,5.955776592,2304,0.0,31.42389455,32.09176581,0.6778222222222222,0.1481293452353334,0.2261265910530689
142,1658541156,0.038575947,0.2,171.4375,6.629002725,2304,0.001031314,25.62051225,26.16504067,0.6620444444444443,0.1465856375406351,0.2265452632628464
143,1658541161,0.045488996,0.2,171.4335938,8.122288035,2304,0.001517917,29.06822712,28.10048461,0.6620444444444443,0.1465856375406351,0.2265452632628464
144,1658541166,0.045162293,0.2,171.8320313,7.812735494,2304,0.00117139,29.06822712,28.10048461,0.6620444444444443,0.1465856375406351,0.2265452632628464
145,1658541171,0.042816143,0.2,171.8320313,6.9958616,2304,0.00117139,29.34416638,29.38502541,0.6694222222222221,0.147906202381521,0.2265035478447003
146,1658541176,0.044271857,0.2,173.0117188,4.82830576,2304,0.003691455,29.34416638,29.38502541,0.6694222222222221,0.147906202381521,0.2265035478447003
147,1658541181,0.040200711,0.2,173.0117188,3.756294226,2304,0.005202887,29.34416638,29.38502541,0.6694222222222221,0.147906202381521,0.2265035478447003
148,1658541186,0.041846258,0.2,173.7929688,3.770253037,2304,0.004779672,22.92018558,27.74237563,0.6423777777777777,0.147669745470102,0.2265590469599631
149,1658541191,0.041989864,0.2,173.7929688,1.880116017,2304,0.003677337,22.92018558,27.74237563,0.6423777777777777,0.147669745470102,0.2265590469599631
150,1658541196,0.041554631,0.2,173.7929688,1.888973481,2304,0.003659654,22.92018558,27.74237563,0.6423777777777777,0.147669745470102,0.2265590469599631
151,1658541201,0.042026455,0.2,173.7929688,1.879677887,2304,0.002724583,15.69885254,20.25061035,0.6593111111111111,0.1481888808990322,0.2266871078287695
152,1658541206,0.039243328,0.2,173.7929688,0.057869094,2304,0.002724583,22.62623411,27.43103743,0.6593111111111111,0.1481888808990322,0.2266871078287695
153,1658541211,0.042293326,0.2,173.7929688,0.044324441,2304,0.002724583,22.62623411,27.43103743,0.6593111111111111,0.1481888808990322,0.2266871078287695
154,1658541216,0.041123464,0.2,173.7929688,0.040486735,2304,0.002601303,22.62623411,27.43103743,0.6376444444444443,0.1452120527838407,0.2268542123858845
155,1658541221,0.042868527,0.2,173.7929688,0.016611737,2304,0.003051252,22.23141031,26.35348647,0.6376444444444443,0.1452120527838407,0.2268542123858845
156,1658541226,0.038001009,0.2,173.7929688,0.0,2304,0.003051252,22.23141031,26.35348647,0.6376444444444443,0.1452120527838407,0.2268542123858845
157,1658541231,0.038952924,0.2,173.0429688,1.108144507,2304,0.003348503,22.11679551,26.54689833,0.627,0.1452975779035878,0.226801445721592
158,1658541236,0.036662244,0.2,173.0429688,1.108144507,2304,0.004240727,25.95701417,25.5838043,0.627,0.1452975779035878,0.226801445721592
159,1658541241,0.045507388,0.2,172.0429688,2.859145306,2304,0.004240727,25.95701417,25.5838043,0.627,0.1452975779035878,0.226801445721592
160,1658541246,0.045589738,0.2,173.8828125,4.017046458,2304,0.003561073,23.76626408,22.15299691,0.6506000000000001,0.1460178239043307,0.2261388567218688
161,1658541251,0.047262754,0.2,173.6367188,6.335567891,2304,0.004314996,23.53284363,21.93542118,0.6506000000000001,0.1460178239043307,0.2261388567218688
162,1658541256,0.047579965,0.2,171.296875,7.405674687,2304,0.00328033,26.98753659,26.00742288,0.6506000000000001,0.1460178239043307,0.2261388567218688
163,1658541261,0.047749067,0.2,171.296875,8.2744158,2304,0.001109924,26.98753659,26.00742288,0.6741111111111111,0.1474824711143335,0.2255322526064698
164,1658541266,0.047749067,0.2,171.296875,8.2744158,2304,0.001109924,28.88925122,24.74846077,0.6741111111111111,0.1474824711143335,0.2255322526064698
165,1658541271,0.035388212,0.2,171.3085938,6.121125224,2304,0.0,28.88925122,24.74846077,0.6741111111111111,0.1474824711143335,0.2255322526064698
166,1658541276,0.039462019,0.2,171.3203125,5.176271489,2304,0.00388383,27.50718192,29.6769323,0.702311111111111,0.1490121870276781,0.2247603048468033
167,1658541281,0.044423819,0.2,171.3203125,5.802067621,2304,0.00388383,24.95276256,32.32475326,0.702311111111111,0.1490121870276781,0.2247603048468033
168,1658541286,0.040515712,0.2,171.3203125,5.309166204,2304,0.00388383,25.92582236,32.06974727,0.702311111111111,0.1490121870276781,0.2247603048468033
169,1658541291,0.036921655,0.2,171.3125,4.917300314,2304,0.003871012,25.92582236,32.06974727,0.6966888888888888,0.1515464063181352,0.2247715382563477
170,1658541296,0.043186091,0.2,171.609375,5.414516221,2304,0.003519558,26.39846435,35.91963685,0.6966888888888888,0.1515464063181352,0.2247715382563477
171,1658541301,0.043067288,0.2,171.609375,4.357552774,2304,0.003519558,25.71989259,29.74870783,0.6966888888888888,0.1515464063181352,0.2247715382563477
172,1658541306,0.041939553,0.2,171.609375,2.878585158,2304,0.004805879,25.71989259,29.74870783,0.7067555555555555,0.1523132074407851,0.2248406389053291
173,1658541311,0.042282092,0.2,171.25,3.665834484,2304,0.003290018,25.71989259,29.74870783,0.7067555555555555,0.1523132074407851,0.2248406389053291
174,1658541316,0.042201257,0.2,171.25,4.519882371,2304,0.0,17.13974609,14.83847656,0.7067555555555555,0.1523132074407851,0.2248406389053291
175,1658541321,0.042652303,0.2,171.1835938,4.976969568,2304,0.0,25.36086801,29.19012395,0.7112888888888887,0.1518342343358935,0.2249613525170822
176,1658541326,0.042559112,0.2,171.1835938,4.595202883,2304,0.0,25.36086801,29.19012395,0.7112888888888887,0.1518342343358935,0.2249613525170822
177,1658541331,0.037236223,0.2,171.3125,2.561943116,2304,0.0,25.36086801,29.19012395,0.7112888888888887,0.1518342343358935,0.2249613525170822
178,1658541336,0.038997082,0.2,171.453125,2.318495676,2304,0.0,24.40439527,28.7816267,0.7034666666666667,0.1494953772322722,0.2250296637913388
