details-v1&count,productpage-v1&count,ratings-v1&count,reviews-v1&count,reviews-v2&count,reviews-v3&count,timestamp
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:48:05
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:48:10
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:48:15
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:48:20
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:48:25
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:48:30
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:48:35
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:48:40
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:48:45
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:48:50
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:48:55
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:49:00
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:49:05
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:49:10
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:49:15
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:49:20
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:49:25
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:49:30
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:49:35
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:49:40
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:49:45
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:49:50
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:49:55
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:50:00
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:50:05
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:50:10
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:50:15
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:50:20
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:50:25
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:50:30
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:50:35
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:50:40
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:50:45
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:50:50
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:50:55
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:51:00
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:51:05
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:51:10
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:51:15
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:51:20
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:51:25
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:51:30
1.0,1.0,1.0,1.0,1.0,1.0,2024-03-05 11:51:35
