timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v2-7b4f9d8cb4-rgbs6_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v3-5fd56449d8-2vdbz_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v2-7b4f9d8cb4-rgbs6_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v3-5fd56449d8-2vdbz_memory,productpage-v1-7fb564989f-lvdk6_network,reviews-v3-5fd56449d8-2vdbz_network,reviews-v3-5fd56449d8-tv4wp_network,reviews-v1-7b76c4f45d-s5dnq_network,ratings-v1-5b6b66f9b5-7bln6_network,details-v1-b788479c5-bbg6t_network,reviews-v2-7b4f9d8cb4-rgbs6_network
2024-03-07 14:14:03,6.3842810156861365,37.55755050150326,0.8813584258090869,0.9842565000004319,6.85034069999991,0.2940033999948355,-1.0,24.969216,56.446976,12.652544,91.680768,169.295872,641.744896,-1.0,5306.366813450028,-1.0,439.60111111111104,38.440000000000005,48.50533687683802,125.36476985525752,192.28444444444446
2024-03-07 14:14:08,6.3842810156861365,37.55755050150326,0.8813584258090869,0.9842565000004319,6.85034069999991,0.2940033999948355,-1.0,24.969216,56.446976,12.652544,91.680768,169.295872,641.744896,-1.0,5306.366813450028,-1.0,439.60111111111104,38.440000000000005,48.50533687683802,125.36476985525752,192.28444444444446
2024-03-07 14:14:13,6.3842810156861365,37.55755050150326,0.8813584258090869,0.9842565000004319,6.85034069999991,0.2940033999948355,-1.0,24.969216,56.446976,12.652544,91.680768,169.295872,641.744896,-1.0,5306.366813450028,-1.0,439.60111111111104,38.440000000000005,48.50533687683802,125.36476985525752,192.28444444444446
2024-03-07 14:14:18,3.5712668467208384,53.958905571680084,1.150781634490261,0.9842565000004319,6.85034069999991,0.2940033999948355,-1.0,24.9856,56.414208,12.705792,91.680768,169.295872,641.744896,-1.0,4102.729045959742,-1.0,439.60111111111104,38.440000000000005,55.78457683660118,149.74427753397993,192.28444444444446
2024-03-07 14:14:23,3.5712668467208384,53.958905571680084,1.150781634490261,3.029230666666649,6.986743433333231,44.17206743331311,-1.0,24.9856,56.414208,12.705792,91.680768,169.43104,641.744896,-1.0,4102.729045959742,-1.0,314.47111111111116,28.444444444444443,55.78457683660118,149.74427753397993,132.25
2024-03-07 14:14:28,3.571266846720838,53.95890557168007,1.1507816344902608,3.029230666666649,6.986743433333231,44.17206743331311,-1.0,24.9856,56.414208,12.705792,91.680768,169.43104,641.744896,-1.0,4102.72904595974,-1.0,314.47111111111116,28.444444444444443,55.78457683660114,149.74427753397984,132.25
2024-03-07 14:14:33,3.571266846720838,53.95890557168007,1.1507816344902608,3.029230666666649,6.986743433333231,44.17206743331311,-1.0,24.9856,56.414208,12.705792,91.680768,169.43104,641.744896,-1.0,4102.72904595974,-1.0,314.47111111111116,28.444444444444443,55.78457683660114,149.74427753397984,132.25
2024-03-07 14:14:38,3.571266846720838,53.95890557168007,1.1507816344902608,3.029230666666649,6.986743433333231,44.17206743331311,-1.0,24.9856,56.414208,12.705792,91.680768,169.43104,641.744896,-1.0,4102.72904595974,-1.0,314.47111111111116,28.444444444444443,55.78457683660114,149.74427753397984,132.25
2024-03-07 14:14:43,3.571266846720838,53.95890557168007,1.1507816344902608,3.029230666666649,6.986743433333231,44.17206743331311,-1.0,24.9856,56.414208,12.705792,91.680768,169.43104,641.744896,-1.0,4102.72904595974,-1.0,314.47111111111116,28.444444444444443,55.78457683660114,149.74427753397984,132.25
2024-03-07 14:14:48,4.680983500005217,20.570439533336568,0.5647085666661649,3.029230666666649,6.986743433333231,44.17206743331311,-1.0,24.9856,56.610816,12.197888,91.680768,169.43104,641.744896,-1.0,10080.160000000003,-1.0,314.47111111111116,28.444444444444443,43.56000000000003,91.52111111111114,132.25
