timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-8kdmw_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-x9mxc_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-8kdmw_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-x9mxc_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,reviews-v1-7b76c4f45d-x9mxc_network,reviews-v2-6ccf99c555-fqvhb_network,productpage-v1-7fb564989f-lvdk6_network,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v3-5fd56449d8-tv4wp_network,ratings-v1-5b6b66f9b5-8kdmw_network,details-v1-b788479c5-bbg6t_network
2024-03-06 05:15:04,6.110143700000966,38.72235590000249,-1.0,1.2621168666669291,1.6571822333332875,5.418770666667191,3.5740807666665355,24.28928,55.742464,-1.0,7.90528,90.74688,377.741312,374.259712,25.67111111111111,238.1877777777778,2894.4399999999996,38.440000000000005,151.29000000000002,-1.0,214.13444444444443
2024-03-06 05:15:09,6.110143700000966,38.72235590000249,-1.0,1.2621168666669291,1.6571822333332875,5.418770666667191,3.5740807666665355,24.28928,55.742464,-1.0,7.90528,90.74688,377.741312,374.259712,25.67111111111111,238.1877777777778,2894.4399999999996,38.440000000000005,151.29000000000002,-1.0,214.13444444444443
2024-03-06 05:15:14,6.110143700000966,38.72235590000249,-1.0,1.2621168666669291,1.6571822333332875,5.418770666667191,3.5740807666665355,24.28928,55.742464,-1.0,7.90528,90.74688,377.741312,374.259712,25.67111111111111,238.1877777777778,2894.4399999999996,38.440000000000005,151.29000000000002,-1.0,214.13444444444443
2024-03-06 05:15:19,4.128032966658187,51.634226833334665,-1.0,1.4321208333323436,1.6571822333332875,5.418770666667191,3.888334366666868,24.28928,55.844864,-1.0,7.196672,90.74688,377.741312,374.366208,25.67111111111111,87.11111111111113,2193.361111111112,103.36111111111113,151.29000000000002,-1.0,132.25000000000003
2024-03-06 05:15:24,4.1280329666581865,51.63422683333465,-1.0,1.4321208333323434,1.7531078999998801,3.9631276000003854,3.888334366666868,24.28928,55.844864,-1.0,7.196672,90.74688,377.831424,374.366208,23.68444444444444,87.11111111111113,2193.3611111111113,103.3611111111111,126.18777777777775,-1.0,132.25
2024-03-06 05:15:29,4.1280329666581865,51.63422683333465,-1.0,1.4321208333323434,1.7531078999998801,3.9631276000003854,3.888334366666868,24.28928,55.844864,-1.0,7.196672,90.74688,377.831424,374.366208,23.68444444444444,87.11111111111113,2193.3611111111113,103.3611111111111,126.18777777777775,-1.0,132.25
2024-03-06 05:15:34,4.1280329666581865,51.63422683333465,-1.0,1.4321208333323434,1.7531078999998801,3.9631276000003854,3.888334366666868,24.28928,55.844864,-1.0,7.196672,90.74688,377.831424,374.366208,23.68444444444444,87.11111111111113,2193.3611111111113,103.3611111111111,126.18777777777775,-1.0,132.25
2024-03-06 05:15:39,4.1280329666581865,51.63422683333465,-1.0,1.4321208333323434,1.7531078999998801,3.9631276000003854,3.888334366666868,24.28928,55.844864,-1.0,7.196672,90.74688,377.831424,374.366208,23.68444444444444,87.11111111111113,2193.3611111111113,103.3611111111111,126.18777777777775,-1.0,132.25
2024-03-06 05:15:44,4.1280329666581865,51.63422683333465,-1.0,1.4321208333323434,1.7531078999998801,3.9631276000003854,3.888334366666868,24.28928,55.844864,-1.0,7.196672,90.74688,377.831424,374.366208,23.68444444444444,87.11111111111113,2193.3611111111113,103.3611111111111,126.18777777777775,-1.0,132.25
2024-03-06 05:15:49,5.498971733337992,34.05225656666366,-1.0,1.1887569333339345,1.7531078999998801,3.9631276000003854,3.7966155999981765,24.28928,55.750656,-1.0,7.327744,90.74688,377.831424,374.419456,23.68444444444444,166.41,3927.1111111111127,79.80444444444448,126.18777777777775,-1.0,129.96000000000004
2024-03-06 05:15:54,5.498971733337991,34.05225656666365,-1.0,1.1887569333339343,2.2848243333337828,5.969747266666066,3.7966155999981765,24.28928,55.750656,-1.0,7.327744,90.74688,377.966592,374.419456,32.87111111111111,166.41,3927.111111111111,79.80444444444444,126.9377777777778,-1.0,129.96
2024-03-06 05:15:59,5.498971733337991,34.05225656666365,-1.0,1.1887569333339343,2.2848243333337828,5.969747266666066,3.7966155999981765,24.28928,55.750656,-1.0,7.327744,90.74688,377.966592,374.419456,32.87111111111111,166.41,3927.111111111111,79.80444444444444,126.9377777777778,-1.0,129.96
2024-03-06 05:16:04,5.498971733337991,34.05225656666365,-1.0,1.1887569333339343,2.2848243333337828,5.969747266666066,3.7966155999981765,24.28928,55.750656,-1.0,7.327744,90.74688,377.966592,374.419456,32.87111111111111,166.41,3927.111111111111,79.80444444444444,126.9377777777778,-1.0,129.96
2024-03-06 05:16:09,5.498971733337991,34.05225656666365,-1.0,1.1887569333339343,2.2848243333337828,5.969747266666066,3.7966155999981765,24.28928,55.750656,-1.0,7.327744,90.74688,377.966592,374.419456,32.87111111111111,166.41,3927.111111111111,79.80444444444444,126.9377777777778,-1.0,129.96
2024-03-06 05:16:14,5.498971733337991,34.05225656666365,-1.0,1.1887569333339343,2.2848243333337828,5.969747266666066,3.7966155999981765,24.28928,55.750656,-1.0,7.327744,90.74688,377.966592,374.419456,32.87111111111111,166.41,3927.111111111111,79.80444444444444,126.9377777777778,-1.0,129.96
2024-03-06 05:16:19,5.365696599998653,43.9108641999989,-1.0,1.571959000000334,2.2848243333337828,5.969747266666066,4.385386133335109,24.305664,55.754752,-1.0,7.790592,90.74688,377.966592,374.509568,32.87111111111111,92.16,3636.0900000000024,52.80444444444447,126.9377777777778,-1.0,155.41777777777781
2024-03-06 05:16:24,5.365696599998652,43.91086419999889,-1.0,1.5719590000003336,1.7545495999996774,2.7036309333330637,4.385386133335109,24.305664,55.754752,-1.0,7.790592,90.74688,378.064896,374.509568,22.72111111111111,92.16,3636.0899999999997,52.80444444444444,88.36000000000001,-1.0,155.4177777777778
2024-03-06 05:16:29,5.365696599998652,43.91086419999889,-1.0,1.5719590000003336,1.7545495999996774,2.7036309333330637,4.385386133335109,24.305664,55.754752,-1.0,7.790592,90.74688,378.064896,374.509568,22.72111111111111,92.16,3636.0899999999997,52.80444444444444,88.36000000000001,-1.0,155.4177777777778
2024-03-06 05:16:34,5.365696599998652,43.91086419999889,-1.0,1.5719590000003336,1.7545495999996774,2.7036309333330637,4.385386133335109,24.305664,55.754752,-1.0,7.790592,90.74688,378.064896,374.509568,22.72111111111111,92.16,3636.0899999999997,52.80444444444444,88.36000000000001,-1.0,155.4177777777778
2024-03-06 05:16:39,5.365696599998652,43.91086419999889,-1.0,1.5719590000003336,1.7545495999996774,2.7036309333330637,4.385386133335109,24.305664,55.754752,-1.0,7.790592,90.74688,378.064896,374.509568,22.72111111111111,92.16,3636.0899999999997,52.80444444444444,88.36000000000001,-1.0,155.4177777777778
2024-03-06 05:16:44,5.365696599998652,43.91086419999889,-1.0,1.5719590000003336,1.7545495999996774,2.7036309333330637,4.385386133335109,24.305664,55.754752,-1.0,7.790592,90.74688,378.064896,374.509568,22.72111111111111,92.16,3636.0899999999997,52.80444444444444,88.36000000000001,-1.0,155.4177777777778
2024-03-06 05:16:49,6.259682633329554,43.768293533336575,-1.0,1.551726233333284,1.7545495999996774,2.7036309333330637,3.548747766666338,24.28928,56.000512,-1.0,7.217152,90.74688,378.064896,374.562816,22.72111111111111,178.6677777777778,2450.250000000001,84.64000000000001,88.36000000000001,-1.0,111.65444444444448
2024-03-06 05:16:54,6.259682633329552,43.76829353333657,-1.0,1.5517262333332837,1.8120139666668442,5.001833433334468,3.548747766666338,24.28928,56.000512,-1.0,7.217152,90.74688,378.261504,374.562816,34.81,178.6677777777778,2450.25,84.63999999999999,105.40444444444447,-1.0,111.65444444444444
2024-03-06 05:16:59,6.259682633329552,43.76829353333657,-1.0,1.5517262333332837,1.8120139666668442,5.001833433334468,3.548747766666338,24.28928,56.000512,-1.0,7.217152,90.74688,378.261504,374.562816,34.81,178.6677777777778,2450.25,84.63999999999999,105.40444444444447,-1.0,111.65444444444444
2024-03-06 05:17:04,6.259682633329552,43.76829353333657,-1.0,1.5517262333332837,1.8120139666668442,5.001833433334468,3.548747766666338,24.28928,56.000512,-1.0,7.217152,90.74688,378.261504,374.562816,34.81,178.6677777777778,2450.25,84.63999999999999,105.40444444444447,-1.0,111.65444444444444
2024-03-06 05:17:09,6.259682633329552,43.76829353333657,-1.0,1.5517262333332837,1.8120139666668442,5.001833433334468,3.548747766666338,24.28928,56.000512,-1.0,7.217152,90.74688,378.261504,374.562816,34.81,178.6677777777778,2450.25,84.63999999999999,105.40444444444447,-1.0,111.65444444444444
2024-03-06 05:17:14,6.259682633329552,43.76829353333657,-1.0,1.5517262333332837,1.8120139666668442,5.001833433334468,3.548747766666338,24.28928,56.000512,-1.0,7.217152,90.74688,378.261504,374.562816,34.81,178.6677777777778,2450.25,84.63999999999999,105.40444444444447,-1.0,111.65444444444444
2024-03-06 05:17:19,4.649946366680525,43.66840563333578,-1.0,1.4604635333341778,1.8120139666668442,5.001833433334468,3.8393463422765013,24.28928,55.754752,-1.0,7.573504,90.74688,378.261504,374.652928,34.81,63.97867199881506,3977.4044444444467,70.00111111111114,105.40444444444447,-1.0,173.3611111111112
2024-03-06 05:17:24,4.649946366680524,43.66840563333577,-1.0,1.4604635333341776,2.330929066666461,4.785639866666239,3.8393463422765013,24.28928,55.754752,-1.0,7.573504,90.68544,377.827328,374.652928,34.81,63.97867199881506,3977.404444444445,70.00111111111111,78.61777777777779,-1.0,173.3611111111111
2024-03-06 05:17:29,4.649946366680524,43.66840563333577,-1.0,1.4604635333341776,2.330929066666461,4.785639866666239,3.8393463422765013,24.28928,55.754752,-1.0,7.573504,90.68544,377.827328,374.652928,34.81,63.97867199881506,3977.404444444445,70.00111111111111,78.61777777777779,-1.0,173.3611111111111
2024-03-06 05:17:34,4.649946366680524,43.66840563333577,-1.0,1.4604635333341776,2.330929066666461,4.785639866666239,3.8393463422765013,24.28928,55.754752,-1.0,7.573504,90.68544,377.827328,374.652928,34.81,63.97867199881506,3977.404444444445,70.00111111111111,78.61777777777779,-1.0,173.3611111111111
2024-03-06 05:17:39,4.649946366680524,43.66840563333577,-1.0,1.4604635333341776,2.330929066666461,4.785639866666239,3.8393463422765013,24.28928,55.754752,-1.0,7.573504,90.68544,377.827328,374.652928,34.81,63.97867199881506,3977.404444444445,70.00111111111111,78.61777777777779,-1.0,173.3611111111111
2024-03-06 05:17:44,4.649946366680524,43.66840563333577,-1.0,1.4604635333341776,2.330929066666461,4.785639866666239,3.8393463422765013,24.28928,55.754752,-1.0,7.573504,90.68544,377.827328,374.652928,34.81,63.97867199881506,3977.404444444445,70.00111111111111,78.61777777777779,-1.0,173.3611111111111
2024-03-06 05:17:49,5.058487599990259,38.360018866660546,-1.0,0.7061846333328959,2.330929066666461,4.785639866666239,5.078358259710143,24.28928,55.86944,-1.0,7.364608,90.68544,377.827328,374.857728,34.81,219.1130315907238,3835.73777777778,75.11111111111113,78.61777777777779,-1.0,64.53444444444447
2024-03-06 05:17:54,5.058487599990258,38.36001886666054,-1.0,0.7061846333328958,1.2736072666664693,5.089590199999824,5.078358259710143,24.28928,55.86944,-1.0,7.364608,90.68544,377.987072,374.857728,32.111111111111114,219.1130315907238,3835.7377777777774,75.1111111111111,41.38777777777778,-1.0,64.53444444444445
2024-03-06 05:17:59,5.058487599990258,38.36001886666054,-1.0,0.7061846333328958,1.2736072666664693,5.089590199999824,5.078358259710143,24.28928,55.86944,-1.0,7.364608,90.68544,377.987072,374.857728,32.111111111111114,219.1130315907238,3835.7377777777774,75.1111111111111,41.38777777777778,-1.0,64.53444444444445
2024-03-06 05:18:04,5.058487599990258,38.36001886666054,-1.0,0.7061846333328958,1.2736072666664693,5.089590199999824,5.078358259710143,24.28928,55.86944,-1.0,7.364608,90.68544,377.987072,374.857728,32.111111111111114,219.1130315907238,3835.7377777777774,75.1111111111111,41.38777777777778,-1.0,64.53444444444445
2024-03-06 05:18:09,5.058487599990258,38.36001886666054,-1.0,0.7061846333328958,1.2736072666664693,5.089590199999824,5.078358259710143,24.28928,55.86944,-1.0,7.364608,90.68544,377.987072,374.857728,32.111111111111114,219.1130315907238,3835.7377777777774,75.1111111111111,41.38777777777778,-1.0,64.53444444444445
2024-03-06 05:18:14,5.058487599990258,38.36001886666054,-1.0,0.7061846333328958,1.2736072666664693,5.089590199999824,5.078358259710143,24.28928,55.86944,-1.0,7.364608,90.68544,377.987072,374.857728,32.111111111111114,219.1130315907238,3835.7377777777774,75.1111111111111,41.38777777777778,-1.0,64.53444444444445
2024-03-06 05:18:19,4.240117966674007,44.35616450000453,-1.0,2.00727076666567,1.2736072666664693,5.089590199999824,4.2761458333321425,24.28928,55.754752,-1.0,7.098368,90.68544,377.987072,374.951936,32.111111111111114,132.25,3203.5600000000018,67.78777777777782,41.38777777777778,-1.0,181.3511111111112
2024-03-06 05:18:24,4.240117966674006,44.356164500004525,-1.0,2.0072707666656697,2.0447383333333846,4.018230066666699,4.2761458333321425,24.28928,55.754752,-1.0,7.098368,90.730496,377.708544,374.951936,13.690000000000001,132.25,3203.56,67.78777777777776,129.96,-1.0,181.35111111111112
2024-03-06 05:18:29,4.240117966674006,44.356164500004525,-1.0,2.0072707666656697,2.0447383333333846,4.018230066666699,4.2761458333321425,24.28928,55.754752,-1.0,7.098368,90.730496,377.708544,374.951936,13.690000000000001,132.25,3203.56,67.78777777777776,129.96,-1.0,181.35111111111112
2024-03-06 05:18:34,4.240117966674006,44.356164500004525,-1.0,2.0072707666656697,2.0447383333333846,4.018230066666699,4.2761458333321425,24.28928,55.754752,-1.0,7.098368,90.730496,377.708544,374.951936,13.690000000000001,132.25,3203.56,67.78777777777776,129.96,-1.0,181.35111111111112
2024-03-06 05:18:39,4.240117966674006,44.356164500004525,-1.0,2.0072707666656697,2.0447383333333846,4.018230066666699,4.2761458333321425,24.28928,55.754752,-1.0,7.098368,90.730496,377.708544,374.951936,13.690000000000001,132.25,3203.56,67.78777777777776,129.96,-1.0,181.35111111111112
2024-03-06 05:18:44,4.240117966674006,44.356164500004525,-1.0,2.0072707666656697,2.0447383333333846,4.018230066666699,4.2761458333321425,24.28928,55.754752,-1.0,7.098368,90.730496,377.708544,374.951936,13.690000000000001,132.25,3203.56,67.78777777777776,129.96,-1.0,181.35111111111112
2024-03-06 05:18:49,6.448575766656482,50.36950666666751,-1.0,1.4701142333346224,2.0447383333333846,4.018230066666699,3.9982863666674953,24.28928,55.95136,-1.0,7.442432,90.730496,377.708544,375.058432,13.690000000000001,117.36111111111113,2146.7777777777787,98.67111111111114,129.96,-1.0,83.4177777777778
2024-03-06 05:18:54,6.4485757666564805,50.3695066666675,-1.0,1.470114233334622,2.178797433333557,5.344898133334179,3.9982863666674953,24.28928,55.95136,-1.0,7.442432,90.718208,377.561088,375.058432,58.777777777777786,117.36111111111113,2146.777777777778,98.67111111111112,198.81,-1.0,83.41777777777777
2024-03-06 05:18:59,6.4485757666564805,50.3695066666675,-1.0,1.470114233334622,2.178797433333557,5.344898133334179,3.9982863666674953,24.28928,55.95136,-1.0,7.442432,90.718208,377.561088,375.058432,58.777777777777786,117.36111111111113,2146.777777777778,98.67111111111112,198.81,-1.0,83.41777777777777
