timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-tcpbg_cpu,productpage-v1-7fb564989f-tnwnz_cpu,ratings-v1-5b6b66f9b5-n4ddg_cpu,reviews-v1-7b76c4f45d-x9mxc_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-tcpbg_memory,productpage-v1-7fb564989f-tnwnz_memory,ratings-v1-5b6b66f9b5-n4ddg_memory,reviews-v1-7b76c4f45d-x9mxc_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,details-v1-b788479c5-bbg6t_network,reviews-v1-7b76c4f45d-x9mxc_network,reviews-v2-6ccf99c555-fqvhb_network,productpage-v1-7fb564989f-tcpbg_network,ratings-v1-5b6b66f9b5-n4ddg_network,reviews-v3-5fd56449d8-tv4wp_network,productpage-v1-7fb564989f-tnwnz_network
2024-03-05 18:30:01,3.4823436666556518,35.2279394,-1.0,1.7206722333336681,2.4114632333332033,4.592182666668046,4.073952099999664,18.714624,53.784576,-1.0,12.382208,87.12192,245.82144,238.256128,154.58777777777777,15.209999999999999,117.36111111111113,4942.089999999999,47.151111111111106,98.01,-1.0
2024-03-05 18:30:06,3.4823436666556518,35.2279394,-1.0,1.7206722333336681,2.4114632333332033,4.592182666668046,4.073952099999664,18.714624,53.784576,-1.0,12.382208,87.12192,245.82144,238.256128,154.58777777777777,15.209999999999999,117.36111111111113,4942.089999999999,47.151111111111106,98.01,-1.0
2024-03-05 18:30:11,3.4823436666556518,35.2279394,-1.0,1.7206722333336681,2.4114632333332033,4.592182666668046,4.073952099999664,18.714624,53.784576,-1.0,12.382208,87.12192,245.82144,238.256128,154.58777777777777,15.209999999999999,117.36111111111113,4942.089999999999,47.151111111111106,98.01,-1.0
2024-03-05 18:30:16,7.801286966666038,35.2279394,-1.0,1.7206722333336681,2.4114632333332033,4.592182666668046,4.073952099999664,18.714624,53.784576,-1.0,12.382208,87.12192,245.82144,238.256128,113.0677777777778,15.209999999999999,117.36111111111113,4942.089999999999,47.151111111111106,98.01,-1.0
2024-03-05 18:30:21,7.801286966666038,35.2279394,-1.0,1.7206722333336681,2.4114632333332033,4.592182666668046,4.3214772666667995,18.714624,53.784576,-1.0,12.382208,87.12192,245.82144,238.342144,113.0677777777778,15.209999999999999,212.18777777777777,4942.089999999999,47.151111111111106,98.01,-1.0
2024-03-05 18:30:26,7.801286966666035,65.73937363333329,-1.0,1.3456247999997117,1.9277710000001964,4.539991566665928,4.3214772666667995,18.714624,53.506048,-1.0,12.476416,87.474176,245.69856,238.342144,113.06777777777776,37.61777777777778,212.18777777777777,2710.937777777778,62.93777777777778,93.44444444444443,-1.0
2024-03-05 18:30:31,7.801286966666035,65.73937363333329,-1.0,1.3456247999997117,1.9277710000001964,4.539991566665928,4.3214772666667995,18.714624,53.506048,-1.0,12.476416,87.474176,245.69856,238.342144,113.06777777777776,37.61777777777778,212.18777777777777,2710.937777777778,62.93777777777778,93.44444444444443,-1.0
2024-03-05 18:30:36,7.801286966666035,65.73937363333329,-1.0,1.3456247999997117,1.9277710000001964,4.539991566665928,4.3214772666667995,18.714624,53.506048,-1.0,12.476416,87.474176,245.69856,238.342144,113.06777777777776,37.61777777777778,212.18777777777777,2710.937777777778,62.93777777777778,93.44444444444443,-1.0
2024-03-05 18:30:41,7.801286966666035,65.73937363333329,-1.0,1.3456247999997117,1.9277710000001964,4.539991566665928,4.3214772666667995,18.714624,53.506048,-1.0,12.476416,87.474176,245.69856,238.342144,113.06777777777776,37.61777777777778,212.18777777777777,2710.937777777778,62.93777777777778,93.44444444444443,-1.0
2024-03-05 18:30:46,6.319717933335295,65.73937363333329,-1.0,1.3456247999997117,1.9277710000001964,4.539991566665928,4.3214772666667995,18.714624,53.506048,-1.0,12.476416,87.474176,245.69856,238.342144,149.65444444444452,37.61777777777778,212.18777777777777,2710.937777777778,62.93777777777778,93.44444444444443,-1.0
2024-03-05 18:30:51,6.319717933335295,65.73937363333329,-1.0,1.3456247999997117,1.9277710000001964,4.539991566665928,4.023486200000548,18.714624,53.506048,-1.0,12.476416,87.474176,245.69856,238.436352,149.65444444444452,37.61777777777778,132.25,2710.937777777778,62.93777777777778,93.44444444444443,-1.0
2024-03-05 18:30:56,6.319717933335292,55.41199910000003,-1.0,1.6856264000002361,1.8701674333338285,4.013281866665845,4.023486200000548,18.714624,53.444608,-1.0,12.808192,87.273472,245.653504,238.436352,149.65444444444444,23.04,132.25,1137.937777777778,54.26777777777777,71.12111111111112,-1.0
