timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-8nllv_cpu,productpage-v1-7fb564989f-hm9g2_cpu,ratings-v1-5b6b66f9b5-n4ddg_cpu,reviews-v1-7b76c4f45d-x9mxc_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-8nllv_memory,productpage-v1-7fb564989f-hm9g2_memory,ratings-v1-5b6b66f9b5-n4ddg_memory,reviews-v1-7b76c4f45d-x9mxc_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,productpage-v1-7fb564989f-8nllv_network,details-v1-b788479c5-bbg6t_network,reviews-v1-7b76c4f45d-x9mxc_network,reviews-v2-6ccf99c555-fqvhb_network,ratings-v1-5b6b66f9b5-n4ddg_network,productpage-v1-7fb564989f-hm9g2_network,reviews-v3-5fd56449d8-tv4wp_network
2024-03-05 17:45:51,5.921255299987632,-1.0,49.797129499999464,1.428182899999797,2.691392233333545,5.203281633333745,4.595971400000091,18.61632,-1.0,53.583872,22.77376,89.300992,234.012672,228.098048,-1.0,159.60111111111115,16.267777777777777,153.76000000000002,121.0,3006.694444444446,121.0
2024-03-05 17:45:56,5.921255299987631,-1.0,49.79712949999946,2.601080300000073,2.063059433333099,5.024005733332615,4.595971400000091,18.61632,-1.0,53.583872,23.130112,89.083904,233.930752,228.098048,-1.0,159.6011111111111,124.69444444444443,153.76000000000002,17.084444444444447,3006.694444444445,104.03999999999999
2024-03-05 17:46:01,5.921255299987631,-1.0,49.79712949999946,2.601080300000073,2.063059433333099,5.024005733332615,4.595971400000091,18.61632,-1.0,53.583872,23.130112,89.083904,233.930752,228.098048,-1.0,159.6011111111111,124.69444444444443,153.76000000000002,17.084444444444447,3006.694444444445,104.03999999999999
2024-03-05 17:46:06,5.921255299987631,-1.0,49.79712949999946,2.601080300000073,2.063059433333099,5.024005733332615,4.595971400000091,18.61632,-1.0,53.583872,23.130112,89.083904,233.930752,228.098048,-1.0,159.6011111111111,124.69444444444443,153.76000000000002,17.084444444444447,3006.694444444445,104.03999999999999
2024-03-05 17:46:11,5.921255299987631,-1.0,49.79712949999946,2.601080300000073,2.063059433333099,5.024005733332615,4.595971400000091,18.61632,-1.0,53.583872,23.130112,89.083904,233.930752,228.098048,-1.0,159.6011111111111,124.69444444444443,153.76000000000002,17.084444444444447,3006.694444444445,104.03999999999999
2024-03-05 17:46:16,4.91883183334115,-1.0,38.464212433336805,2.601080300000073,2.063059433333099,5.024005733332615,4.595971400000091,18.632704,-1.0,53.354496,23.130112,89.083904,233.930752,228.098048,-1.0,145.60444444444448,124.69444444444443,153.76000000000002,17.084444444444447,3835.73777777778,104.03999999999999
2024-03-05 17:46:21,4.91883183334115,-1.0,38.464212433336805,2.601080300000073,2.063059433333099,5.024005733332615,2.5386159666661947,18.632704,-1.0,53.354496,23.130112,89.083904,233.930752,228.143104,-1.0,145.60444444444448,124.69444444444443,129.96,17.084444444444447,3835.73777777778,104.03999999999999
2024-03-05 17:46:26,4.918831833341149,-1.0,38.4642124333368,1.5492428000001723,2.414491066666831,4.3728462000008985,2.5386159666661947,18.632704,-1.0,53.354496,23.6544,88.928256,234.102784,228.143104,-1.0,145.60444444444443,52.321111111111115,129.96,75.68999999999998,3835.7377777777774,152.11111111111111
2024-03-05 17:46:31,4.918831833341149,-1.0,38.4642124333368,1.5492428000001723,2.414491066666831,4.3728462000008985,2.5386159666661947,18.632704,-1.0,53.354496,23.6544,88.928256,234.102784,228.143104,-1.0,145.60444444444443,52.321111111111115,129.96,75.68999999999998,3835.7377777777774,152.11111111111111
2024-03-05 17:46:36,4.918831833341149,-1.0,38.4642124333368,1.5492428000001723,2.414491066666831,4.3728462000008985,2.5386159666661947,18.632704,-1.0,53.354496,23.6544,88.928256,234.102784,228.143104,-1.0,145.60444444444443,52.321111111111115,129.96,75.68999999999998,3835.7377777777774,152.11111111111111
2024-03-05 17:46:41,4.918831833341149,-1.0,38.4642124333368,1.5492428000001723,2.414491066666831,4.3728462000008985,2.5386159666661947,18.632704,-1.0,53.354496,23.6544,88.928256,234.102784,228.143104,-1.0,145.60444444444443,52.321111111111115,129.96,75.68999999999998,3835.7377777777774,152.11111111111111
2024-03-05 17:46:46,6.2750188666692965,-1.0,51.711126333323904,1.5492428000001723,2.414491066666831,4.3728462000008985,2.5386159666661947,18.61632,-1.0,53.469184,23.6544,88.928256,234.102784,228.143104,-1.0,135.33444444444447,52.321111111111115,129.96,75.68999999999998,2310.4044444444453,152.11111111111111
2024-03-05 17:46:51,6.2750188666692965,-1.0,51.711126333323904,1.5492428000001723,2.414491066666831,4.3728462000008985,5.329312000000641,18.61632,-1.0,53.469184,23.6544,88.928256,234.102784,228.33152,-1.0,135.33444444444447,52.321111111111115,124.69444444444443,75.68999999999998,2310.4044444444453,152.11111111111111
2024-03-05 17:46:56,6.275018866669295,-1.0,51.71112633332389,1.3955388333333947,2.3950318333334053,2.7055644333339997,5.329312000000641,18.61632,-1.0,53.469184,23.597056,88.928256,234.156032,228.33152,-1.0,135.33444444444444,49.0,124.69444444444443,106.09000000000002,2310.404444444445,56.25
2024-03-05 17:47:01,6.275018866669295,-1.0,51.71112633332389,1.3955388333333947,2.3950318333334053,2.7055644333339997,5.329312000000641,18.61632,-1.0,53.469184,23.597056,88.928256,234.156032,228.33152,-1.0,135.33444444444444,49.0,124.69444444444443,106.09000000000002,2310.404444444445,56.25
2024-03-05 17:47:06,6.275018866669295,-1.0,51.71112633332389,1.3955388333333947,2.3950318333334053,2.7055644333339997,5.329312000000641,18.61632,-1.0,53.469184,23.597056,88.928256,234.156032,228.33152,-1.0,135.33444444444444,49.0,124.69444444444443,106.09000000000002,2310.404444444445,56.25
2024-03-05 17:47:11,6.275018866669295,-1.0,51.71112633332389,1.3955388333333947,2.3950318333334053,2.7055644333339997,5.329312000000641,18.61632,-1.0,53.469184,23.597056,88.928256,234.156032,228.33152,-1.0,135.33444444444444,49.0,124.69444444444443,106.09000000000002,2310.404444444445,56.25
2024-03-05 17:47:16,6.623549566666044,-1.0,27.95021476667899,1.3955388333333947,2.3950318333334053,2.7055644333339997,5.329312000000641,18.61632,-1.0,53.551104,23.597056,88.928256,234.156032,228.33152,-1.0,212.18777777777788,49.0,124.69444444444443,106.09000000000002,4839.521111111113,56.25
2024-03-05 17:47:21,6.623549566666044,-1.0,27.95021476667899,1.3955388333333947,2.3950318333334053,2.7055644333339997,4.6692418666661215,18.61632,-1.0,53.551104,23.597056,88.928256,234.156032,228.450304,-1.0,212.18777777777788,49.0,141.61,106.09000000000002,4839.521111111113,56.25
2024-03-05 17:47:26,6.623549566666043,-1.0,27.950214766678982,1.4305213333329903,2.0640963000000547,6.359555399999787,4.6692418666661215,18.61632,-1.0,53.551104,22.69184,88.547328,237.707264,228.450304,-1.0,212.18777777777777,75.68999999999998,141.61,19.654444444444447,4839.52111111111,185.86777777777777
2024-03-05 17:47:31,6.623549566666043,-1.0,27.950214766678982,1.4305213333329903,2.0640963000000547,6.359555399999787,4.6692418666661215,18.61632,-1.0,53.551104,22.69184,88.547328,237.707264,228.450304,-1.0,212.18777777777777,75.68999999999998,141.61,19.654444444444447,4839.52111111111,185.86777777777777
2024-03-05 17:47:36,6.623549566666043,-1.0,27.950214766678982,1.4305213333329903,2.0640963000000547,6.359555399999787,4.6692418666661215,18.61632,-1.0,53.551104,22.69184,88.547328,237.707264,228.450304,-1.0,212.18777777777777,75.68999999999998,141.61,19.654444444444447,4839.52111111111,185.86777777777777
2024-03-05 17:47:41,6.623549566666043,-1.0,27.950214766678982,1.4305213333329903,2.0640963000000547,6.359555399999787,4.6692418666661215,18.61632,-1.0,53.551104,22.69184,88.547328,237.707264,228.450304,-1.0,212.18777777777777,75.68999999999998,141.61,19.654444444444447,4839.52111111111,185.86777777777777
2024-03-05 17:47:46,3.1518052333315922,-1.0,52.130466866659255,1.4305213333329903,2.0640963000000547,6.359555399999787,4.6692418666661215,18.61632,-1.0,53.583872,22.69184,88.547328,237.707264,228.450304,-1.0,254.93444444444455,75.68999999999998,141.61,19.654444444444447,4886.010000000003,185.86777777777777
2024-03-05 17:47:51,3.1518052333315922,-1.0,52.130466866659255,1.4305213333329903,2.0640963000000547,6.359555399999787,2.727070766666391,18.61632,-1.0,53.583872,22.69184,88.547328,237.707264,228.524032,-1.0,254.93444444444455,75.68999999999998,136.89,19.654444444444447,4886.010000000003,185.86777777777777
2024-03-05 17:47:56,3.1518052333315913,-1.0,52.13046686665924,1.8000261000002147,2.1970097666667243,5.36688776666665,2.727070766666391,18.61632,-1.0,53.583872,23.953408,88.547328,237.494272,228.524032,-1.0,254.93444444444444,61.88444444444444,136.89,148.83999999999997,4886.010000000001,168.13444444444445
2024-03-05 17:48:01,3.1518052333315913,-1.0,52.13046686665924,1.8000261000002147,2.1970097666667243,5.36688776666665,2.727070766666391,18.61632,-1.0,53.583872,23.953408,88.547328,237.494272,228.524032,-1.0,254.93444444444444,61.88444444444444,136.89,148.83999999999997,4886.010000000001,168.13444444444445
2024-03-05 17:48:06,3.1518052333315913,-1.0,52.13046686665924,1.8000261000002147,2.1970097666667243,5.36688776666665,2.727070766666391,18.61632,-1.0,53.583872,23.953408,88.547328,237.494272,228.524032,-1.0,254.93444444444444,61.88444444444444,136.89,148.83999999999997,4886.010000000001,168.13444444444445
2024-03-05 17:48:11,3.1518052333315913,-1.0,52.13046686665924,1.8000261000002147,2.1970097666667243,5.36688776666665,2.727070766666391,18.61632,-1.0,53.583872,23.953408,88.547328,237.494272,228.524032,-1.0,254.93444444444444,61.88444444444444,136.89,148.83999999999997,4886.010000000001,168.13444444444445
2024-03-05 17:48:16,8.009059033323261,-1.0,50.180816333340786,1.8000261000002147,2.1970097666667243,5.36688776666665,2.727070766666391,18.61632,-1.0,53.4528,23.953408,88.547328,237.494272,228.524032,-1.0,101.3377777777778,61.88444444444444,136.89,148.83999999999997,3364.000000000002,168.13444444444445
2024-03-05 17:48:21,8.009059033323261,-1.0,50.180816333340786,1.8000261000002147,2.1970097666667243,5.36688776666665,5.420184466667403,18.61632,-1.0,53.4528,23.953408,88.547328,237.494272,228.569088,-1.0,101.3377777777778,61.88444444444444,46.239999999999995,148.83999999999997,3364.000000000002,168.13444444444445
2024-03-05 17:48:26,8.009059033323258,-1.0,50.18081633334077,2.2433049999998884,2.0993158333330557,5.40198279999989,5.420184466667403,18.61632,-1.0,53.4528,23.339008,88.41216,237.52704,228.569088,-1.0,101.33777777777777,66.69444444444443,46.239999999999995,70.00111111111111,3364.0,65.61
2024-03-05 17:48:31,8.009059033323258,-1.0,50.18081633334077,2.2433049999998884,2.0993158333330557,5.40198279999989,5.420184466667403,18.61632,-1.0,53.4528,23.339008,88.41216,237.52704,228.569088,-1.0,101.33777777777777,66.69444444444443,46.239999999999995,70.00111111111111,3364.0,65.61
2024-03-05 17:48:36,8.009059033323258,-1.0,50.18081633334077,2.2433049999998884,2.0993158333330557,5.40198279999989,5.420184466667403,18.61632,-1.0,53.4528,23.339008,88.41216,237.52704,228.569088,-1.0,101.33777777777777,66.69444444444443,46.239999999999995,70.00111111111111,3364.0,65.61
2024-03-05 17:48:41,8.009059033323258,-1.0,50.18081633334077,2.2433049999998884,2.0993158333330557,5.40198279999989,5.420184466667403,18.61632,-1.0,53.4528,23.339008,88.41216,237.52704,228.569088,-1.0,101.33777777777777,66.69444444444443,46.239999999999995,70.00111111111111,3364.0,65.61
2024-03-05 17:48:46,2.7608588333350785,-1.0,48.51365849999639,2.2433049999998884,2.0993158333330557,5.40198279999989,5.420184466667403,18.61632,-1.0,53.354496,23.339008,88.41216,237.52704,228.569088,-1.0,147.2177777777778,66.69444444444443,46.239999999999995,70.00111111111111,1391.2900000000004,65.61
2024-03-05 17:48:51,2.7608588333350785,-1.0,48.51365849999639,2.2433049999998884,2.0993158333330557,5.40198279999989,5.217408499999957,18.61632,-1.0,53.354496,23.339008,88.41216,237.52704,228.769792,-1.0,147.2177777777778,66.69444444444443,176.89000000000001,70.00111111111111,1391.2900000000004,65.61
2024-03-05 17:48:56,2.760858833335078,-1.0,48.51365849999638,2.306780733333369,2.1242094333336086,4.09569509999983,5.217408499999957,18.61632,-1.0,53.354496,23.400448,88.41216,237.617152,228.769792,-1.0,147.21777777777777,67.78777777777776,176.89000000000001,26.351111111111116,1391.2899999999997,168.13444444444445
2024-03-05 17:49:01,2.760858833335078,-1.0,48.51365849999638,2.306780733333369,2.1242094333336086,4.09569509999983,5.217408499999957,18.61632,-1.0,53.354496,23.400448,88.41216,237.617152,228.769792,-1.0,147.21777777777777,67.78777777777776,176.89000000000001,26.351111111111116,1391.2899999999997,168.13444444444445
2024-03-05 17:49:06,2.760858833335078,-1.0,48.51365849999638,2.306780733333369,2.1242094333336086,4.09569509999983,5.217408499999957,18.61632,-1.0,53.354496,23.400448,88.41216,237.617152,228.769792,-1.0,147.21777777777777,67.78777777777776,176.89000000000001,26.351111111111116,1391.2899999999997,168.13444444444445
2024-03-05 17:49:11,2.760858833335078,-1.0,48.51365849999638,2.306780733333369,2.1242094333336086,4.09569509999983,5.217408499999957,18.61632,-1.0,53.354496,23.400448,88.41216,237.617152,228.769792,-1.0,147.21777777777777,67.78777777777776,176.89000000000001,26.351111111111116,1391.2899999999997,168.13444444444445
2024-03-05 17:49:16,6.269170733336677,-1.0,42.96455833333919,2.306780733333369,2.1242094333336086,4.09569509999983,5.217408499999957,18.632704,-1.0,53.354496,23.400448,88.41216,237.617152,228.769792,-1.0,194.13777777777787,67.78777777777776,176.89000000000001,26.351111111111116,5164.817777777781,168.13444444444445
2024-03-05 17:49:21,6.269170733336677,-1.0,42.96455833333919,2.306780733333369,2.1242094333336086,4.09569509999983,3.7817300999999284,18.632704,-1.0,53.354496,23.400448,88.41216,237.617152,228.876288,-1.0,194.13777777777787,67.78777777777776,77.44000000000001,26.351111111111116,5164.817777777781,168.13444444444445
2024-03-05 17:49:26,6.269170733336675,-1.0,42.964558333339184,1.3282915999999054,2.029861200000009,5.198877433332427,3.7817300999999284,18.632704,-1.0,53.354496,22.061056,87.908352,236.843008,228.876288,-1.0,194.13777777777779,45.33777777777778,77.44000000000001,51.84,5164.817777777776,179.56
2024-03-05 17:49:31,6.269170733336675,-1.0,42.964558333339184,1.3282915999999054,2.029861200000009,5.198877433332427,3.7817300999999284,18.632704,-1.0,53.354496,22.061056,87.908352,236.843008,228.876288,-1.0,194.13777777777779,45.33777777777778,77.44000000000001,51.84,5164.817777777776,179.56
2024-03-05 17:49:36,6.269170733336675,-1.0,42.964558333339184,1.3282915999999054,2.029861200000009,5.198877433332427,3.7817300999999284,18.632704,-1.0,53.354496,22.061056,87.908352,236.843008,228.876288,-1.0,194.13777777777779,45.33777777777778,77.44000000000001,51.84,5164.817777777776,179.56
2024-03-05 17:49:41,6.269170733336675,-1.0,42.964558333339184,1.3282915999999054,2.029861200000009,5.198877433332427,3.7817300999999284,18.632704,-1.0,53.354496,22.061056,87.908352,236.843008,228.876288,-1.0,194.13777777777779,45.33777777777778,77.44000000000001,51.84,5164.817777777776,179.56
2024-03-05 17:49:46,5.150897300003029,-1.0,28.382066233325542,1.3282915999999054,2.029861200000009,5.198877433332427,3.7817300999999284,18.61632,-1.0,53.469184,22.061056,87.908352,236.843008,228.876288,-1.0,159.60111111111115,45.33777777777778,77.44000000000001,51.84,1915.5211111111116,179.56
2024-03-05 17:49:51,5.150897300003029,-1.0,28.382066233325542,1.3282915999999054,2.029861200000009,5.198877433332427,2.612009733332836,18.61632,-1.0,53.469184,22.061056,87.908352,236.843008,228.970496,-1.0,159.60111111111115,45.33777777777778,129.96,51.84,1915.5211111111116,179.56
2024-03-05 17:49:56,5.150897300003028,-1.0,28.38206623332553,1.6481513000002224,2.249264033333039,4.0358978999999335,2.612009733332836,18.61632,-1.0,53.469184,21.315584,87.908352,236.924928,228.970496,-1.0,159.6011111111111,36.401111111111106,129.96,78.61777777777779,1915.521111111111,127.69000000000001
2024-03-05 17:50:01,5.150897300003028,-1.0,28.38206623332553,1.6481513000002224,2.249264033333039,4.0358978999999335,2.612009733332836,18.61632,-1.0,53.469184,21.315584,87.908352,236.924928,228.970496,-1.0,159.6011111111111,36.401111111111106,129.96,78.61777777777779,1915.521111111111,127.69000000000001
2024-03-05 17:50:06,5.150897300003028,-1.0,28.38206623332553,1.6481513000002224,2.249264033333039,4.0358978999999335,2.612009733332836,18.61632,-1.0,53.469184,21.315584,87.908352,236.924928,228.970496,-1.0,159.6011111111111,36.401111111111106,129.96,78.61777777777779,1915.521111111111,127.69000000000001
2024-03-05 17:50:11,5.150897300003028,-1.0,28.38206623332553,1.6481513000002224,2.249264033333039,4.0358978999999335,2.612009733332836,18.61632,-1.0,53.469184,21.315584,87.908352,236.924928,228.970496,-1.0,159.6011111111111,36.401111111111106,129.96,78.61777777777779,1915.521111111111,127.69000000000001
2024-03-05 17:50:16,8.638685336345947,-1.0,46.17607240196463,1.6481513000002224,2.249264033333039,4.0358978999999335,2.612009733332836,18.632704,-1.0,53.583872,21.315584,87.908352,236.924928,228.970496,-1.0,124.58644612989917,36.401111111111106,129.96,78.61777777777779,4923.7718065260815,127.69000000000001
2024-03-05 17:50:21,8.638685336345947,-1.0,46.17607240196463,1.6481513000002224,2.249264033333039,4.0358978999999335,4.069345900000106,18.632704,-1.0,53.583872,21.315584,87.908352,236.924928,229.064704,-1.0,124.58644612989917,36.401111111111106,249.64000000000001,78.61777777777779,4923.7718065260815,127.69000000000001
2024-03-05 17:50:26,8.638685336345947,-1.0,46.17607240196463,1.995771899999947,1.7357210000000123,5.188518100000769,4.069345900000106,18.632704,-1.0,53.583872,21.962752,87.908352,236.990464,229.064704,-1.0,124.58644612989917,142.40444444444444,249.64000000000001,98.01,4923.7718065260815,140.8177777777778
2024-03-05 17:50:31,8.638685336345947,-1.0,46.17607240196463,1.995771899999947,1.7357210000000123,5.188518100000769,4.069345900000106,18.632704,-1.0,53.583872,21.962752,87.908352,236.990464,229.064704,-1.0,124.58644612989917,142.40444444444444,249.64000000000001,98.01,4923.7718065260815,140.8177777777778
2024-03-05 17:50:36,8.638685336345947,-1.0,46.17607240196463,1.995771899999947,1.7357210000000123,5.188518100000769,4.069345900000106,18.632704,-1.0,53.583872,21.962752,87.908352,236.990464,229.064704,-1.0,124.58644612989917,142.40444444444444,249.64000000000001,98.01,4923.7718065260815,140.8177777777778
2024-03-05 17:50:41,8.638685336345947,-1.0,46.17607240196463,1.995771899999947,1.7357210000000123,5.188518100000769,4.069345900000106,18.632704,-1.0,53.583872,21.962752,87.908352,236.990464,229.064704,-1.0,124.58644612989917,142.40444444444444,249.64000000000001,98.01,4923.7718065260815,140.8177777777778
2024-03-05 17:50:46,5.537007203124264,-1.0,55.13199676526641,1.995771899999947,1.7357210000000123,5.188518100000769,4.069345900000106,18.632704,-1.0,53.4528,21.962752,87.908352,236.990464,229.064704,-1.0,42.721461689100536,142.40444444444444,249.64000000000001,98.01,3009.3019410466536,140.8177777777778
2024-03-05 17:50:51,5.537007203124264,-1.0,55.13199676526641,1.995771899999947,1.7357210000000123,5.188518100000769,5.0397914000001265,18.632704,-1.0,53.4528,21.962752,87.908352,236.990464,229.183488,-1.0,42.721461689100536,142.40444444444444,107.46777777777778,98.01,3009.3019410466536,140.8177777777778
2024-03-05 17:50:56,5.537007203124264,-1.0,55.13199676526641,1.454689266666757,1.8294623666667083,5.954864500000667,5.0397914000001265,18.632704,-1.0,53.4528,22.073344,87.908352,237.105152,229.183488,-1.0,42.721461689100536,36.401111111111106,107.46777777777778,22.72111111111111,3009.3019410466536,159.6011111111111
2024-03-05 17:51:01,5.537007203124264,-1.0,55.13199676526641,1.454689266666757,1.8294623666667083,5.954864500000667,5.0397914000001265,18.632704,-1.0,53.4528,22.073344,87.908352,237.105152,229.183488,-1.0,42.721461689100536,36.401111111111106,107.46777777777778,22.72111111111111,3009.3019410466536,159.6011111111111
2024-03-05 17:51:06,5.537007203124264,-1.0,55.13199676526641,1.454689266666757,1.8294623666667083,5.954864500000667,5.0397914000001265,18.632704,-1.0,53.4528,22.073344,87.908352,237.105152,229.183488,-1.0,42.721461689100536,36.401111111111106,107.46777777777778,22.72111111111111,3009.3019410466536,159.6011111111111
2024-03-05 17:51:11,5.537007203124264,-1.0,55.13199676526641,1.454689266666757,1.8294623666667083,5.954864500000667,5.0397914000001265,18.632704,-1.0,53.4528,22.073344,87.908352,237.105152,229.183488,-1.0,42.721461689100536,36.401111111111106,107.46777777777778,22.72111111111111,3009.3019410466536,159.6011111111111
2024-03-05 17:51:16,6.8102988333369785,-1.0,24.94308703332233,1.454689266666757,1.8294623666667083,5.954864500000667,5.0397914000001265,18.61632,-1.0,53.469184,22.073344,87.908352,237.105152,229.183488,-1.0,167.2711111111112,36.401111111111106,107.46777777777778,22.72111111111111,3860.5511111111127,159.6011111111111
2024-03-05 17:51:21,6.8102988333369785,-1.0,24.94308703332233,1.454689266666757,1.8294623666667083,5.954864500000667,4.0559835000001,18.61632,-1.0,53.469184,22.073344,87.908352,237.105152,229.265408,-1.0,167.2711111111112,36.401111111111106,179.56,22.72111111111111,3860.5511111111127,159.6011111111111
2024-03-05 17:51:26,6.810298833336977,-1.0,24.943087033322325,2.3736602999998504,2.6420391333336584,4.407664766665675,4.0559835000001,18.61632,-1.0,53.469184,20.897792,87.69536,238.166016,229.265408,-1.0,167.2711111111111,87.73444444444445,179.56,87.73444444444445,3860.551111111111,53.77777777777777
2024-03-05 17:51:31,6.810298833336977,-1.0,24.943087033322325,2.3736602999998504,2.6420391333336584,4.407664766665675,4.0559835000001,18.61632,-1.0,53.469184,20.897792,87.69536,238.166016,229.265408,-1.0,167.2711111111111,87.73444444444445,179.56,87.73444444444445,3860.551111111111,53.77777777777777
2024-03-05 17:51:36,6.810298833336977,-1.0,24.943087033322325,2.3736602999998504,2.6420391333336584,4.407664766665675,4.0559835000001,18.61632,-1.0,53.469184,20.897792,87.69536,238.166016,229.265408,-1.0,167.2711111111111,87.73444444444445,179.56,87.73444444444445,3860.551111111111,53.77777777777777
2024-03-05 17:51:41,6.810298833336977,-1.0,24.943087033322325,2.3736602999998504,2.6420391333336584,4.407664766665675,4.0559835000001,18.61632,-1.0,53.469184,20.897792,87.69536,238.166016,229.265408,-1.0,167.2711111111111,87.73444444444445,179.56,87.73444444444445,3860.551111111111,53.77777777777777
2024-03-05 17:51:46,3.9804554333386486,-1.0,963.6913567000042,2.3736602999998504,2.6420391333336584,4.407664766665675,4.0559835000001,18.61632,-1.0,56.582144,20.897792,87.69536,238.166016,229.265408,-1.0,299.29000000000013,87.73444444444445,179.56,87.73444444444445,5570.134444444448,53.77777777777777
2024-03-05 17:51:51,3.9804554333386486,-1.0,963.6913567000042,2.3736602999998504,2.6420391333336584,4.407664766665675,4.186385166666658,18.61632,-1.0,56.582144,20.897792,87.69536,238.166016,229.425152,-1.0,299.29000000000013,87.73444444444445,104.7211111111111,87.73444444444445,5570.134444444448,53.77777777777777
2024-03-05 17:51:56,3.9804554333386477,-1.0,963.691356700004,1.7604801666664116,2.155920333332991,3.237565066666548,4.186385166666658,18.61632,-1.0,56.582144,20.31616,87.69536,238.313472,229.425152,-1.0,299.29,29.160000000000004,104.7211111111111,62.410000000000004,5570.134444444446,354.6944444444444
2024-03-05 17:52:01,3.9804554333386477,-1.0,963.691356700004,1.7604801666664116,2.155920333332991,3.237565066666548,4.186385166666658,18.61632,-1.0,56.582144,20.31616,87.69536,238.313472,229.425152,-1.0,299.29,29.160000000000004,104.7211111111111,62.410000000000004,5570.134444444446,354.6944444444444
