timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v2-7b4f9d8cb4-rgbs6_cpu,reviews-v3-5fd56449d8-4mssh_cpu,reviews-v3-5fd56449d8-xpzj4_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v2-7b4f9d8cb4-rgbs6_memory,reviews-v3-5fd56449d8-4mssh_memory,reviews-v3-5fd56449d8-xpzj4_memory,reviews-v1-7b76c4f45d-s5dnq_network,productpage-v1-7fb564989f-lvdk6_network,reviews-v3-5fd56449d8-xpzj4_network,reviews-v3-5fd56449d8-4mssh_network,reviews-v2-7b4f9d8cb4-rgbs6_network,details-v1-b788479c5-bbg6t_network,ratings-v1-5b6b66f9b5-7bln6_network
2024-03-07 17:44:04,5.321815833334161,47.715763366674466,1.5716572333341596,1.8093743333319405,5.523781300000033,-1.0,11.550932266666317,25.059328,56.369152,12.423168,93.159424,210.931712,-1.0,102.391808,33.64,7005.6900000000005,219.04000000000002,-1.0,129.96,302.75999999999993,26.009999999999998
2024-03-07 17:44:09,3.953212766661333,39.39994066665046,1.40843036666638,1.8093743333319405,5.523781300000033,-1.0,13.08497836666665,25.042944,56.287232,12.775424,93.159424,210.931712,-1.0,102.46144,33.64,1534.0277777777776,173.3611111111111,-1.0,129.96,47.151111111111106,105.40444444444447
2024-03-07 17:44:14,3.953212766661333,39.39994066665046,1.40843036666638,1.8093743333319405,5.523781300000033,-1.0,13.08497836666665,25.042944,56.287232,12.775424,93.159424,210.931712,-1.0,102.46144,33.64,1534.0277777777776,173.3611111111111,-1.0,129.96,47.151111111111106,105.40444444444447
2024-03-07 17:44:19,3.953212766661333,39.39994066665046,1.40843036666638,1.8093743333319405,5.523781300000033,-1.0,13.08497836666665,25.042944,56.287232,12.775424,93.159424,210.931712,-1.0,102.46144,33.64,1534.0277777777776,173.3611111111111,-1.0,129.96,47.151111111111106,105.40444444444447
2024-03-07 17:44:24,3.953212766661333,39.39994066665046,1.40843036666638,1.8093743333319405,5.523781300000033,-1.0,13.08497836666665,25.042944,56.287232,12.775424,93.159424,210.931712,-1.0,102.46144,33.64,1534.0277777777776,173.3611111111111,-1.0,129.96,47.151111111111106,105.40444444444447
2024-03-07 17:44:29,3.953212766661333,39.39994066665046,1.40843036666638,2.4760546000000736,6.928348933333457,-1.0,13.08497836666665,25.042944,56.287232,12.775424,93.159424,211.070976,-1.0,102.46144,24.66777777777778,1534.0277777777776,173.3611111111111,-1.0,106.77777777777779,47.151111111111106,105.40444444444447
2024-03-07 17:44:34,3.953212766661333,39.39994066665046,1.40843036666638,2.4760546000000736,6.928348933333457,-1.0,13.08497836666665,25.042944,56.287232,12.775424,93.159424,211.070976,-1.0,102.46144,24.66777777777778,1534.0277777777776,173.3611111111111,-1.0,106.77777777777779,47.151111111111106,105.40444444444447
2024-03-07 17:44:39,6.649094233337868,43.643817466666704,0.9752121666679159,2.4760546000000736,6.928348933333457,-1.0,7.781995633333357,25.042944,56.385536,12.541952,93.159424,211.070976,-1.0,102.547456,24.66777777777778,3473.1377777777775,183.1511111111111,-1.0,106.77777777777779,315.65444444444444,85.87111111111112
2024-03-07 17:44:44,6.649094233337868,43.643817466666704,0.9752121666679159,2.4760546000000736,6.928348933333457,-1.0,7.781995633333357,25.042944,56.385536,12.541952,93.159424,211.070976,-1.0,102.547456,24.66777777777778,3473.1377777777775,183.1511111111111,-1.0,106.77777777777779,315.65444444444444,85.87111111111112
2024-03-07 17:44:49,6.649094233337868,43.643817466666704,0.9752121666679159,2.4760546000000736,6.928348933333457,-1.0,7.781995633333357,25.042944,56.385536,12.541952,93.159424,211.070976,-1.0,102.547456,24.66777777777778,3473.1377777777775,183.1511111111111,-1.0,106.77777777777779,315.65444444444444,85.87111111111112
